Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Randomise questionnaire elements?,Question Key,Response
1,1680451966637,02/04/2023 16:12:46,1680451966405,-7,02/04/2023 09:12:46,128678,3,questionnaire-pv78,,28612605,BLIND,8514861,,complete,,5c169aba-e67f-4ce4-aab0-b7aacb38d6fb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1470x956,2205x1140,,Exit Questions / Debriefing,5,No,BEGIN QUESTIONNAIRE,
2,1680452041928,02/04/2023 16:14:01,1680452041706,-7,02/04/2023 09:14:01,128678,3,questionnaire-pv78,,28612605,BLIND,8514861,,complete,,5c169aba-e67f-4ce4-aab0-b7aacb38d6fb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1470x956,1102x570,,Exit Questions / Debriefing,5,No,ImmsersionSlider,2
3,1680452042139,02/04/2023 16:14:02,1680452041707,-7,02/04/2023 09:14:01,128678,3,questionnaire-pv78,,28612605,BLIND,8514861,,complete,,5c169aba-e67f-4ce4-aab0-b7aacb38d6fb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1470x956,1102x570,,Exit Questions / Debriefing,5,No,ExitQ_Immersion,Add imagery to help with imagination.
4,1680452042139,02/04/2023 16:14:02,1680452041707,-7,02/04/2023 09:14:01,128678,3,questionnaire-pv78,,28612605,BLIND,8514861,,complete,,5c169aba-e67f-4ce4-aab0-b7aacb38d6fb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1470x956,1102x570,,Exit Questions / Debriefing,5,No,ExitQ_SettingCheck,An underground tunnel system
5,1680452042139,02/04/2023 16:14:02,1680452041707,-7,02/04/2023 09:14:01,128678,3,questionnaire-pv78,,28612605,BLIND,8514861,,complete,,5c169aba-e67f-4ce4-aab0-b7aacb38d6fb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1470x956,1102x570,,Exit Questions / Debriefing,5,No,ExitQ_PlayAgain,Jack
6,1680452042139,02/04/2023 16:14:02,1680452041707,-7,02/04/2023 09:14:01,128678,3,questionnaire-pv78,,28612605,BLIND,8514861,,complete,,5c169aba-e67f-4ce4-aab0-b7aacb38d6fb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1470x956,1102x570,,Exit Questions / Debriefing,5,No,ExitQ_PlayFeeling,They both seemed very helpful and tried to do their part to assist throughout.
7,1680452042139,02/04/2023 16:14:02,1680452041707,-7,02/04/2023 09:14:01,128678,3,questionnaire-pv78,,28612605,BLIND,8514861,,complete,,5c169aba-e67f-4ce4-aab0-b7aacb38d6fb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1470x956,1102x570,,Exit Questions / Debriefing,5,No,ExitQ_PlayDecisions,Yes I think so.
8,1680452042139,02/04/2023 16:14:02,1680452041707,-7,02/04/2023 09:14:01,128678,3,questionnaire-pv78,,28612605,BLIND,8514861,,complete,,5c169aba-e67f-4ce4-aab0-b7aacb38d6fb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1470x956,1102x570,,Exit Questions / Debriefing,5,No,Debriefing,Yes
9,1680452042139,02/04/2023 16:14:02,1680452041708,-7,02/04/2023 09:14:01,128678,3,questionnaire-pv78,,28612605,BLIND,8514861,,complete,,5c169aba-e67f-4ce4-aab0-b7aacb38d6fb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1470x956,1102x570,,Exit Questions / Debriefing,5,No,Debriefing-quantised,1
10,1680452042139,02/04/2023 16:14:02,1680452041708,-7,02/04/2023 09:14:01,128678,3,questionnaire-pv78,,28612605,BLIND,8514861,,complete,,5c169aba-e67f-4ce4-aab0-b7aacb38d6fb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1470x956,1102x570,,Exit Questions / Debriefing,5,No,Feedback,No
