Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Randomise questionnaire elements?,Question Key,Response
1,1680381867792,01/04/2023 20:44:27,1680381868200,-4,01/04/2023 16:44:28,116573,6,questionnaire-pv78,,28602525,BLIND,8511681,,complete,,4aab7c44-ce3d-41cd-a7ec-9dfae5be9c7d,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x625,,Exit Questions / Debriefing,5,No,BEGIN QUESTIONNAIRE,
2,1680381953667,01/04/2023 20:45:53,1680381954109,-4,01/04/2023 16:45:54,116573,6,questionnaire-pv78,,28602525,BLIND,8511681,,complete,,4aab7c44-ce3d-41cd-a7ec-9dfae5be9c7d,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x625,,Exit Questions / Debriefing,5,No,ImmsersionSlider,2
3,1680381953837,01/04/2023 20:45:53,1680381954111,-4,01/04/2023 16:45:54,116573,6,questionnaire-pv78,,28602525,BLIND,8511681,,complete,,4aab7c44-ce3d-41cd-a7ec-9dfae5be9c7d,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x625,,Exit Questions / Debriefing,5,No,ExitQ_Immersion,na
4,1680381953837,01/04/2023 20:45:53,1680381954112,-4,01/04/2023 16:45:54,116573,6,questionnaire-pv78,,28602525,BLIND,8511681,,complete,,4aab7c44-ce3d-41cd-a7ec-9dfae5be9c7d,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x625,,Exit Questions / Debriefing,5,No,ExitQ_SettingCheck,underground passages
5,1680381953837,01/04/2023 20:45:53,1680381954112,-4,01/04/2023 16:45:54,116573,6,questionnaire-pv78,,28602525,BLIND,8511681,,complete,,4aab7c44-ce3d-41cd-a7ec-9dfae5be9c7d,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x625,,Exit Questions / Debriefing,5,No,ExitQ_PlayAgain,no preference
6,1680381953837,01/04/2023 20:45:53,1680381954112,-4,01/04/2023 16:45:54,116573,6,questionnaire-pv78,,28602525,BLIND,8511681,,complete,,4aab7c44-ce3d-41cd-a7ec-9dfae5be9c7d,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x625,,Exit Questions / Debriefing,5,No,ExitQ_PlayFeeling,neutral
7,1680381953837,01/04/2023 20:45:53,1680381954113,-4,01/04/2023 16:45:54,116573,6,questionnaire-pv78,,28602525,BLIND,8511681,,complete,,4aab7c44-ce3d-41cd-a7ec-9dfae5be9c7d,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x625,,Exit Questions / Debriefing,5,No,ExitQ_PlayDecisions,yes
8,1680381953837,01/04/2023 20:45:53,1680381954113,-4,01/04/2023 16:45:54,116573,6,questionnaire-pv78,,28602525,BLIND,8511681,,complete,,4aab7c44-ce3d-41cd-a7ec-9dfae5be9c7d,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x625,,Exit Questions / Debriefing,5,No,Debriefing,Yes
9,1680381953837,01/04/2023 20:45:53,1680381954113,-4,01/04/2023 16:45:54,116573,6,questionnaire-pv78,,28602525,BLIND,8511681,,complete,,4aab7c44-ce3d-41cd-a7ec-9dfae5be9c7d,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x625,,Exit Questions / Debriefing,5,No,Debriefing-quantised,1
10,1680381953837,01/04/2023 20:45:53,1680381954114,-4,01/04/2023 16:45:54,116573,6,questionnaire-pv78,,28602525,BLIND,8511681,,complete,,4aab7c44-ce3d-41cd-a7ec-9dfae5be9c7d,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x625,,Exit Questions / Debriefing,5,No,Feedback,no
