Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Randomise questionnaire elements?,Question Key,Response
1,1680362131106,01/04/2023 15:15:31,1680362130812,-4,01/04/2023 11:15:30,128675,2,questionnaire-pv78,,28597575,BLIND,8509940,,complete,gsjizr,a1a4de07-4cb6-4892-a42b-524b7e2adfcc,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x718,,Exit Questions / Debriefing,5,No,BEGIN QUESTIONNAIRE,
2,1680362195417,01/04/2023 15:16:35,1680362195197,-4,01/04/2023 11:16:35,128675,2,questionnaire-pv78,,28597575,BLIND,8509940,,complete,gsjizr,a1a4de07-4cb6-4892-a42b-524b7e2adfcc,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x718,,Exit Questions / Debriefing,5,No,ImmsersionSlider,1
3,1680362195531,01/04/2023 15:16:35,1680362195198,-4,01/04/2023 11:16:35,128675,2,questionnaire-pv78,,28597575,BLIND,8509940,,complete,gsjizr,a1a4de07-4cb6-4892-a42b-524b7e2adfcc,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x718,,Exit Questions / Debriefing,5,No,ExitQ_Immersion,Proofreading. There were typos that pulled me out of it
4,1680362195531,01/04/2023 15:16:35,1680362195198,-4,01/04/2023 11:16:35,128675,2,questionnaire-pv78,,28597575,BLIND,8509940,,complete,gsjizr,a1a4de07-4cb6-4892-a42b-524b7e2adfcc,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x718,,Exit Questions / Debriefing,5,No,ExitQ_SettingCheck,A cave
5,1680362195531,01/04/2023 15:16:35,1680362195198,-4,01/04/2023 11:16:35,128675,2,questionnaire-pv78,,28597575,BLIND,8509940,,complete,gsjizr,a1a4de07-4cb6-4892-a42b-524b7e2adfcc,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x718,,Exit Questions / Debriefing,5,No,ExitQ_PlayAgain,Emma
6,1680362195531,01/04/2023 15:16:35,1680362195198,-4,01/04/2023 11:16:35,128675,2,questionnaire-pv78,,28597575,BLIND,8509940,,complete,gsjizr,a1a4de07-4cb6-4892-a42b-524b7e2adfcc,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x718,,Exit Questions / Debriefing,5,No,ExitQ_PlayFeeling,Neutral
7,1680362195531,01/04/2023 15:16:35,1680362195198,-4,01/04/2023 11:16:35,128675,2,questionnaire-pv78,,28597575,BLIND,8509940,,complete,gsjizr,a1a4de07-4cb6-4892-a42b-524b7e2adfcc,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x718,,Exit Questions / Debriefing,5,No,ExitQ_PlayDecisions,"For the most part, but some things were questionable (picking up an unknown talisman)"
8,1680362195531,01/04/2023 15:16:35,1680362195198,-4,01/04/2023 11:16:35,128675,2,questionnaire-pv78,,28597575,BLIND,8509940,,complete,gsjizr,a1a4de07-4cb6-4892-a42b-524b7e2adfcc,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x718,,Exit Questions / Debriefing,5,No,Debriefing,Yes
9,1680362195531,01/04/2023 15:16:35,1680362195198,-4,01/04/2023 11:16:35,128675,2,questionnaire-pv78,,28597575,BLIND,8509940,,complete,gsjizr,a1a4de07-4cb6-4892-a42b-524b7e2adfcc,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x718,,Exit Questions / Debriefing,5,No,Debriefing-quantised,1
10,1680362195531,01/04/2023 15:16:35,1680362195198,-4,01/04/2023 11:16:35,128675,2,questionnaire-pv78,,28597575,BLIND,8509940,,complete,gsjizr,a1a4de07-4cb6-4892-a42b-524b7e2adfcc,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x718,,Exit Questions / Debriefing,5,No,Feedback,Nope
11,1680362195531,01/04/2023 15:16:35,1680362195199,-4,01/04/2023 11:16:35,128675,2,questionnaire-pv78,,28597575,BLIND,8509940,,complete,gsjizr,a1a4de07-4cb6-4892-a42b-524b7e2adfcc,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x718,,Exit Questions / Debriefing,5,No,END QUESTIONNAIRE,64387
1,1680362248695,01/04/2023 15:17:28,1680362248110,-7,01/04/2023 08:17:28,128675,2,questionnaire-pv78,,28597603,BLIND,8509945,,complete,ihqfnl,f530b543-97f8-43da-8f9e-6a3bf5adb3fd,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x649,,Exit Questions / Debriefing,5,No,BEGIN QUESTIONNAIRE,
2,1680362337571,01/04/2023 15:18:57,1680362337039,-7,01/04/2023 08:18:57,128675,2,questionnaire-pv78,,28597603,BLIND,8509945,,complete,ihqfnl,f530b543-97f8-43da-8f9e-6a3bf5adb3fd,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x649,,Exit Questions / Debriefing,5,No,ImmsersionSlider,3
3,1680362337974,01/04/2023 15:18:57,1680362337042,-7,01/04/2023 08:18:57,128675,2,questionnaire-pv78,,28597603,BLIND,8509945,,complete,ihqfnl,f530b543-97f8-43da-8f9e-6a3bf5adb3fd,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x649,,Exit Questions / Debriefing,5,No,ExitQ_Immersion,"No, it kept my attention very easily."
4,1680362337974,01/04/2023 15:18:57,1680362337042,-7,01/04/2023 08:18:57,128675,2,questionnaire-pv78,,28597603,BLIND,8509945,,complete,ihqfnl,f530b543-97f8-43da-8f9e-6a3bf5adb3fd,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x649,,Exit Questions / Debriefing,5,No,ExitQ_SettingCheck,An ancient tomb.
5,1680362337974,01/04/2023 15:18:57,1680362337043,-7,01/04/2023 08:18:57,128675,2,questionnaire-pv78,,28597603,BLIND,8509945,,complete,ihqfnl,f530b543-97f8-43da-8f9e-6a3bf5adb3fd,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x649,,Exit Questions / Debriefing,5,No,ExitQ_PlayAgain,Becky.
6,1680362337974,01/04/2023 15:18:57,1680362337044,-7,01/04/2023 08:18:57,128675,2,questionnaire-pv78,,28597603,BLIND,8509945,,complete,ihqfnl,f530b543-97f8-43da-8f9e-6a3bf5adb3fd,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x649,,Exit Questions / Debriefing,5,No,ExitQ_PlayFeeling,She was awesome. She took risks and was rewarded for it.
7,1680362337974,01/04/2023 15:18:57,1680362337044,-7,01/04/2023 08:18:57,128675,2,questionnaire-pv78,,28597603,BLIND,8509945,,complete,ihqfnl,f530b543-97f8-43da-8f9e-6a3bf5adb3fd,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x649,,Exit Questions / Debriefing,5,No,ExitQ_PlayDecisions,Yes.
8,1680362337974,01/04/2023 15:18:57,1680362337044,-7,01/04/2023 08:18:57,128675,2,questionnaire-pv78,,28597603,BLIND,8509945,,complete,ihqfnl,f530b543-97f8-43da-8f9e-6a3bf5adb3fd,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x649,,Exit Questions / Debriefing,5,No,Debriefing,Yes
9,1680362337974,01/04/2023 15:18:57,1680362337045,-7,01/04/2023 08:18:57,128675,2,questionnaire-pv78,,28597603,BLIND,8509945,,complete,ihqfnl,f530b543-97f8-43da-8f9e-6a3bf5adb3fd,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x649,,Exit Questions / Debriefing,5,No,Debriefing-quantised,1
10,1680362337974,01/04/2023 15:18:57,1680362337045,-7,01/04/2023 08:18:57,128675,2,questionnaire-pv78,,28597603,BLIND,8509945,,complete,ihqfnl,f530b543-97f8-43da-8f9e-6a3bf5adb3fd,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x649,,Exit Questions / Debriefing,5,No,Feedback,No.
11,1680362337974,01/04/2023 15:18:57,1680362337047,-7,01/04/2023 08:18:57,128675,2,questionnaire-pv78,,28597603,BLIND,8509945,,complete,ihqfnl,f530b543-97f8-43da-8f9e-6a3bf5adb3fd,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x649,,Exit Questions / Debriefing,5,No,END QUESTIONNAIRE,88937
1,1680362291748,01/04/2023 15:18:11,1680362293369,-5,01/04/2023 10:18:13,128675,2,questionnaire-pv78,,28597613,BLIND,8509957,,complete,ytsasp,12e60968-b816-4e6f-a8d5-9f12ad2ca38b,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x746,,Exit Questions / Debriefing,5,No,BEGIN QUESTIONNAIRE,
