ImageLeft_ji,ImageRight_ji,ImageCentre_ji,CorrAns,TextLeft_jwsw,TextRight_jwsw,TextCentre_jwsw,Answer,ImageLeft_wisw,ImageRight_wisw,ImageCentre_wisw,TextLeft_wisw,TextRight_wisw,TextCentre_wisw,ITI,TextLeft_jwws,TextRight_jwws,TextCentre_jwws,ImageLeft_wiws,ImageRight_wiws,ImageCentre_wiws,TextLeft_wiws,TextRight_wiws,TextCentre_wiws,ImagesDiscarded.thisRepN,ImagesDiscarded.thisTrialN,ImagesDiscarded.thisN,ImagesDiscarded.thisIndex,ji.thisRepN,ji.thisTrialN,ji.thisN,ji.thisIndex,jwsw.thisRepN,jwsw.thisTrialN,jwsw.thisN,jwsw.thisIndex,wisw.thisRepN,wisw.thisTrialN,wisw.thisN,wisw.thisIndex,jwws.thisRepN,jwws.thisTrialN,jwws.thisN,jwws.thisIndex,wiws.thisRepN,wiws.thisTrialN,wiws.thisN,wiws.thisIndex,thisRow.t,notes,Waiting_for_Scanner_Discard.started,SyncPulse_Discard.started,text_3.started,Waiting_for_Scanner_Discard.stopped,SyncPulse_Discard.keys,SyncPulse_Discard.rt,SyncPulse_Discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,Baseline_Fixation.started,Baseline.started,Baseline_Fixation.stopped,Description.started,text_2.started,Progress.started,Description.stopped,Progress.keys,Progress.rt,Progress.duration,Trial_prep.started,prep_spacebar.started,prep_points.started,text_prep.started,image_left_prep.started,image_right_prep.started,key_resp_prep.started,Trial_prep.stopped,key_resp_prep.keys,key_resp_prep.rt,key_resp_prep.duration,Fixation_Start.started,Fixation_start.started,Fixation_start.stopped,Fixation_Start.stopped,W4S_Trial.started,SyncPulse_Trial.started,fix_Trial.started,W4S_Trial.stopped,SyncPulse_Trial.keys,SyncPulse_Trial.rt,SyncPulse_Trial.duration,just_images.started,image_left_ji.started,image_right_ji.started,image_center_ji.started,key_resp_ji.started,just_images.stopped,key_resp_ji.keys,key_resp_ji.corr,key_resp_ji.rt,key_resp_ji.duration,feedback_ji.started,image_left_ji_2.started,image_right_ji_2.started,image_center_ji_fb.started,feedback_image_2.started,feedback_ji.stopped,fixation_practice.started,text.started,text.stopped,fixation_practice.stopped,prep_jwsw.started,prep_spacebar_jwsw.started,prep_points_2.started,text_prep_2.started,text_left_sw_2.started,text_right_sw_2.started,key_resp_prep_2.started,prep_jwsw.stopped,key_resp_prep_2.keys,key_resp_prep_2.rt,key_resp_prep_2.duration,just_words_sw.started,key_resp_jwsw.started,text_left_sw.started,text_right_sw.started,text_middle_sw.started,just_words_sw.stopped,key_resp_jwsw.keys,key_resp_jwsw.corr,key_resp_jwsw.rt,key_resp_jwsw.duration,feedback_2.started,text_left_sw_3.started,text_right_sw_3.started,text_middle_sw_3.started,feedback_image2.started,feedback_2.stopped,text_left_sw_3.stopped,text_right_sw_3.stopped,text_middle_sw_3.stopped,feedback_image2.stopped,prep_wisw.started,prep_spacebar_2.started,prep_points_3.started,text_prep_3.started,image_left_sw_2.started,image_right_sw_2.started,under_image_left_2.started,under_image_right_2.started,key_resp_prep_3.started,prep_wisw.stopped,key_resp_prep_3.keys,key_resp_prep_3.rt,key_resp_prep_3.duration,words_images_sw.started,key_resp_wisw.started,image_left_sw.started,image_right_sw.started,under_image_left.started,under_image_right.started,image_stim_wisw.started,word_stim_wisw.started,words_images_sw.stopped,key_resp_wisw.keys,key_resp_wisw.corr,key_resp_wisw.rt,key_resp_wisw.duration,feedback_5.started,image_left_sw_8.started,image_right_sw_8.started,under_image_left_8.started,under_image_right_8.started,center_image_wisw_fb.started,center_word_wisw_fb.started,image_wisw_fb.started,feedback_5.stopped,ITI_Interval.started,fixation_point.started,fixation_point.stopped,ITI_Interval.stopped,image_left_sw_8.stopped,image_right_sw_8.stopped,under_image_left_8.stopped,under_image_right_8.stopped,center_image_wisw_fb.stopped,center_word_wisw_fb.stopped,image_wisw_fb.stopped,prep_jwws.started,prep_spacebar_4.started,prep_points_4.started,text_prep_4.started,text_left_ws_2.started,text_right_ws_2.started,key_resp_prep_4.started,prep_jwws.stopped,key_resp_prep_4.keys,key_resp_prep_4.rt,key_resp_prep_4.duration,just_words_ws.started,key_resp_jwws.started,text_left_ws.started,text_right_ws.started,text_middle_ws.started,just_words_ws.stopped,key_resp_jwws.keys,key_resp_jwws.corr,key_resp_jwws.rt,key_resp_jwws.duration,feedback_4.started,text_left_ws_3.started,text_right_ws_3.started,text_middle_jwws_fb.started,image_jwws_fb.started,text_left_ws_3.stopped,text_right_ws_3.stopped,text_middle_jwws_fb.stopped,image_jwws_fb.stopped,feedback_4.stopped,prep_wiws.started,prep_spacebar_3.started,prep_points_5.started,text_prep_5.started,image_left_sw_3.started,image_right_sw_3.started,under_image_left_3.started,under_image_right_3.started,key_resp_prep_5.started,prep_wiws.stopped,key_resp_prep_5.keys,key_resp_prep_5.rt,key_resp_prep_5.duration,words_images_ws.started,key_resp_wiws.started,image_left_ws.started,image_right_ws.started,under_image_left_ws.started,under_image_right_ws.started,image_center_ws.started,text_center_ws.started,words_images_ws.stopped,key_resp_wiws.keys,key_resp_wiws.corr,key_resp_wiws.rt,key_resp_wiws.duration,feedback_8.started,image_left_ws_2.started,image_right_ws_2.started,under_image_left_ws_2.started,under_image_right_ws_2.started,image_center_wiws_fb.started,text_center_wiws_feedback.started,image_wiws_fb.started,feedback_8.stopped,image_left_ws_2.stopped,image_right_ws_2.stopped,under_image_left_ws_2.stopped,under_image_right_ws_2.stopped,image_center_wiws_fb.stopped,text_center_wiws_feedback.stopped,image_wiws_fb.stopped,Baseline.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wf00006_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,73.37948570000117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.36315900000045,73.37948570000117,73.37948570000117,74.28035450000061,5,0.8935478000003059,None,74.28065320000132,74.29655840000123,74.29655840000123,74.29655840000123,74.29655840000123,76.54768310000145,1,1,2.2423724999989645,0.001195900000311667,76.54822250000143,76.56671860000097,76.56671860000097,76.56671860000097,76.56671860000097,76.84715250000045,76.84717600000113,76.86338360000082,77.8635032000002,77.84689660000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00001_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,77.8635032000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.84723060000033,77.8635032000002,77.8635032000002,78.28049320000173,5,0.4093518000008771,None,78.28089370000089,78.29687970000123,78.29687970000123,78.29687970000123,78.29687970000123,79.38170040000114,2,1,1.0730277000002388,0.0011764000009861775,79.38249790000009,79.40466820000074,79.40466820000074,79.40466820000074,79.40466820000074,79.68054680000023,79.68056849999994,79.69709270000021,80.69688630000019,80.68064680000134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00009_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,80.69688630000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.68103490000067,80.69688630000019,80.69688630000019,80.91405160000068,5,0.210302600000432,0.0009035999992192956,80.91445810000005,80.93017520000103,80.93017520000103,80.93017520000103,80.93017520000103,82.6645251000009,2,1,1.720677600000272,0.0010999000005540438,82.66516910000064,82.68478860000141,82.68478860000141,82.68478860000141,82.68478860000141,82.96386310000162,82.96388350000052,82.98030390000167,,83.96420860000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00012_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,83.9807122000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.96469680000155,83.9807122000002,83.9807122000002,84.2804810000016,5,0.29229529999975057,None,84.28089790000013,84.29680780000126,84.29680780000126,84.29680780000126,84.29680780000126,85.81410570000116,1,1,1.5169169000000693,None,85.81469020000077,85.83236630000101,85.83236630000101,85.83236630000101,85.83236630000101,86.11383569999998,86.11385750000045,86.13031600000068,87.13023310000062,87.11377520000133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/am00011_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,87.13023310000062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.11412700000074,87.13023310000062,87.13023310000062,87.28051880000021,5,0.142884499999127,None,87.2808825000011,87.29676520000066,87.29676520000066,87.29676520000066,87.29676520000066,88.31449630000134,2,1,1.0113894999994955,0.0009766999992280034,88.31511260000116,88.33368780000092,88.33368780000092,88.33368780000092,88.33368780000092,88.61391130000084,88.61393190000126,88.6302553000005,89.6307306000017,89.61355350000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00001_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,89.6307306000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.61390329999995,89.6307306000017,89.6307306000017,90.2807040000007,5,0.6419874000002892,None,90.281124000001,90.29679020000003,90.29679020000003,90.29679020000003,90.29679020000003,91.83078320000095,1,1,1.532106800001202,0.000952500000494183,91.83131200000025,91.84955230000014,91.84955230000014,91.84955230000014,91.84955230000014,92.13053260000015,92.13055550000172,92.14706870000009,,93.13071330000093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00002_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,93.14697210000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.13117230000171,93.14697210000122,93.14697210000122,93.28086880000046,5,0.12644519999957993,None,93.2813311000009,93.2962907000001,93.2962907000001,93.2962907000001,93.2962907000001,94.81420660000003,2,1,1.5121634000006452,0.00027579999914451037,94.81473510000069,94.83214900000166,94.83214900000166,94.83214900000166,94.83214900000166,95.11355880000156,95.11357970000063,95.13043040000048,,96.11369259999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wf00004_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,96.13054430000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.11414510000031,96.13054430000011,96.13054430000011,96.28060310000001,5,0.14265960000011546,None,96.2810640000007,96.29678760000024,96.29678760000024,96.29678760000024,96.29678760000024,97.76422660000026,2,0,1.4509794000005058,0.0009155000007012859,97.76488970000173,97.78492750000078,97.78492750000078,97.78492750000078,97.78492750000078,98.06393340000068,98.0639572,98.08020250000118,99.08035820000077,99.06391620000068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00003_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,99.08035820000077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.06432450000102,99.08035820000077,99.08035820000077,99.28146040000138,5,0.19279869999991206,None,99.28207350000048,99.296367500001,99.296367500001,99.296367500001,99.296367500001,100.71561030000157,1,1,1.4118650000000343,0.0,100.71665670000039,100.74180420000084,100.74180420000084,100.74180420000084,100.74180420000084,101.01381760000004,101.01383810000152,101.030127,102.03358070000104,102.01328640000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.01334390000011,102.03358070000104,102.03358070000104,102.03358070000104,102.03358070000104,102.03358070000104,102.03358070000104,109.71317700000145,1,7.67651079999996,0.0008255000011558877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
,,,2,Strong,Weak,Brawny,left,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,109.72961320000104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.7257120000013,109.72961320000104,109.72961320000104,110.91423060000125,5,1.1792206000009173,0.0017905999993672594,,,,,,,,,,,,,,,,,112.4630672000003,112.47953110000162,,113.46318710000014,,,,,,,,,,,,110.9150236000005,110.93185210000047,110.93185210000047,110.93185210000047,110.93185210000047,112.16348050000124,2,1,1.2299051999998483,0.001087099999494967,112.16412950000085,112.18277800000033,112.18277800000033,112.18277800000033,112.18277800000033,112.46305340000072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
,,,1,Strong,Weak,Soft,right,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,113.4800006000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.46354400000018,113.4800006000005,113.4800006000005,114.28042630000164,5,0.7931535999996413,None,,,,,,,,,,,,,,,,,116.19648540000162,116.2129743000005,,117.19725380000091,,,,,,,,,,,,114.28087050000067,114.29651730000114,114.29651730000114,114.29651730000114,114.29651730000114,115.91232210000089,1,1,1.6101863000003505,0.000987699999313918,115.9127296000006,115.9297729000009,115.9297729000009,115.9297729000009,115.9297729000009,116.19647000000077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
,,,1,Strong,Weak,Puny,right,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,117.21379650000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.19774540000071,117.21379650000017,117.21379650000017,117.28057550000085,5,0.060277399999904446,None,,,,,,,,,,,,,,,,,118.57987630000025,118.59641830000146,,119.58019030000105,,,,,,,,,,,,117.28106920000027,117.29681430000164,117.29681430000164,117.29681430000164,117.29681430000164,118.28033180000057,1,1,0.9762116000001697,0.0018612000003486173,118.28079650000109,118.29646350000075,118.29646350000075,118.29646350000075,118.29646350000075,118.5798616000011,118.59641830000146,118.59641830000146,118.59641830000146,118.59641830000146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
,,,2,Strong,Weak,Athletic,left,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,119.59666730000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.58056209999995,119.59666730000026,119.59666730000026,120.93089920000057,5,1.332071899998482,0.0010842000010597985,,,,,,,,,,,,,,,,,122.02981630000068,122.04625110000052,,123.03005450000092,,,,,,,,,,,,120.93136030000096,120.94648589999997,120.94648589999997,120.94648589999997,120.94648589999997,121.72999260000142,2,1,0.7822218000001158,0.0,121.73034410000037,121.74588900000163,121.74588900000163,121.74588900000163,121.74588900000163,122.02980180000122,122.04625110000052,122.04625110000052,122.04625110000052,122.04625110000052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
,,,2,Strong,Weak,Powerful,left,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,123.04730430000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.03046240000003,123.04730430000018,123.04730430000018,123.2805326000016,5,0.22605409999960102,None,,,,,,,,,,,,,,,,,124.42985090000002,124.44623980000142,,125.43051980000018,,,,,,,,,,,,123.28095290000056,123.29672410000057,123.29672410000057,123.29672410000057,123.29672410000057,124.13023770000109,2,1,0.8190228999992542,0.0010615999999572523,124.13076630000069,124.14593680000144,124.14593680000144,124.14593680000144,124.14593680000144,124.42983710000044,124.44623980000142,124.44623980000142,124.44623980000142,124.44623980000142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
,,,2,Strong,Weak,Burly,left,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,125.4470534000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.4310129000005,125.4470534000011,125.4470534000011,126.28065670000069,5,0.8260108999984368,None,,,,,,,,,,,,,,,,,127.22998680000092,127.24641910000173,128.2465045000008,128.23001140000088,,,,,,,,,,,,126.28115680000155,126.29653580000013,126.29653580000013,126.29653580000013,126.29653580000013,126.92998940000143,2,1,0.6224624000005861,0.001686600000539329,126.93037950000144,126.94631330000084,126.94631330000084,126.94631330000084,126.94631330000084,127.22996970000167,127.24641910000173,127.24641910000173,127.24641910000173,127.24641910000173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
,,,2,Strong,Weak,Muscly,left,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,128.2465045000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.23036830000092,128.2465045000008,128.2465045000008,128.28020650000144,5,0.026578899998639827,None,,,,,,,,,,,,,,,,,129.39640529999997,129.41273460000048,,130.39715720000095,,,,,,,,,,,,128.28057609999996,128.29659979999997,128.29659979999997,128.29659979999997,128.29659979999997,129.1123303000004,2,1,0.8072346999997535,0.0017201000009663403,129.1128144000013,129.12942760000078,129.12942760000078,129.12942760000078,129.12942760000078,129.39638710000145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
,,,1,Strong,Weak,Fragile,right,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,130.41370490000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.39765140000054,130.41370490000008,130.41370490000008,131.28023070000017,5,0.8593806999997469,None,,,,,,,,,,,,,,,,,132.28010190000168,132.29647010000008,,133.28051610000148,,,,,,,,,,,,131.2806418,131.29672410000057,131.29672410000057,131.29672410000057,131.29672410000057,131.9799748000005,1,1,0.6679179000002478,0.0009441000001970679,131.98045160000038,131.99626180000087,131.99626180000087,131.99626180000087,131.99626180000087,132.280082700001,132.29647010000008,132.29647010000008,132.29647010000008,132.29647010000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
,,,1,Strong,Weak,Skinny,right,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,133.29709280000134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.28104650000023,133.29709280000134,133.29709280000134,134.28033529999993,5,0.9760327000003599,None,,,,,,,,,,,,,,,,,135.0797212000016,135.09620480000012,,136.07985570000164,,,,,,,,,,,,134.28076090000104,134.2965918000009,134.2965918000009,134.2965918000009,134.2965918000009,134.7798543000008,1,1,0.4704224000015529,0.001174499999251566,134.78032080000048,134.79619360000106,134.79619360000106,134.79619360000106,134.79619360000106,135.07970720000048,135.09620480000012,135.09620480000012,135.09620480000012,135.09620480000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
,,,1,Strong,Weak,Delicate,right,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,136.0964414000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.08021560000088,136.0964414000009,136.0964414000009,136.28027800000018,5,0.17653539999992063,None,,,,,,,,,,,,,,,,,137.17964570000004,137.19614080000065,,138.17972240000017,,,,,,,,,,,,136.28067510000074,136.29623470000115,136.29623470000115,136.29623470000115,136.29623470000115,136.88017690000015,1,1,0.5738381999999547,0.0009262000003218418,136.88063290000173,136.89615980000053,136.89615980000053,136.89615980000053,136.89615980000053,137.17963100000088,137.19614080000065,137.19614080000065,137.19614080000065,137.19614080000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
