ImageLeft_ji,ImageRight_ji,ImageCentre_ji,CorrAns,TextLeft_jwsw,TextRight_jwsw,TextCentre_jwsw,Answer,ImageLeft_wisw,ImageRight_wisw,ImageCentre_wisw,TextLeft_wisw,TextRight_wisw,TextCentre_wisw,ITI,TextLeft_jwws,TextRight_jwws,TextCentre_jwws,ImageLeft_wiws,ImageRight_wiws,ImageCentre_wiws,TextLeft_wiws,TextRight_wiws,TextCentre_wiws,ImagesDiscarded.thisRepN,ImagesDiscarded.thisTrialN,ImagesDiscarded.thisN,ImagesDiscarded.thisIndex,ji.thisRepN,ji.thisTrialN,ji.thisN,ji.thisIndex,jwsw.thisRepN,jwsw.thisTrialN,jwsw.thisN,jwsw.thisIndex,wisw.thisRepN,wisw.thisTrialN,wisw.thisN,wisw.thisIndex,jwws.thisRepN,jwws.thisTrialN,jwws.thisN,jwws.thisIndex,wiws.thisRepN,wiws.thisTrialN,wiws.thisN,wiws.thisIndex,thisRow.t,notes,Waiting_for_Scanner_Discard.started,SyncPulse_Discard.started,text_3.started,Waiting_for_Scanner_Discard.stopped,SyncPulse_Discard.keys,SyncPulse_Discard.rt,SyncPulse_Discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,Baseline_Fixation.started,Baseline.started,Baseline_Fixation.stopped,Description.started,text_2.started,Progress.started,Description.stopped,Progress.keys,Progress.rt,Progress.duration,Trial_prep.started,prep_spacebar.started,prep_points.started,text_prep.started,image_left_prep.started,image_right_prep.started,key_resp_prep.started,Trial_prep.stopped,key_resp_prep.keys,key_resp_prep.rt,key_resp_prep.duration,Fixation_Start.started,Fixation_start.started,Fixation_start.stopped,Fixation_Start.stopped,W4S_Trial.started,SyncPulse_Trial.started,fix_Trial.started,W4S_Trial.stopped,SyncPulse_Trial.keys,SyncPulse_Trial.rt,SyncPulse_Trial.duration,just_images.started,image_left_ji.started,image_right_ji.started,image_center_ji.started,key_resp_ji.started,just_images.stopped,key_resp_ji.keys,key_resp_ji.corr,key_resp_ji.rt,key_resp_ji.duration,feedback_ji.started,image_left_ji_2.started,image_right_ji_2.started,image_center_ji_fb.started,feedback_image_2.started,feedback_ji.stopped,fixation_practice.started,text.started,text.stopped,fixation_practice.stopped,prep_jwsw.started,prep_spacebar_jwsw.started,prep_points_2.started,text_prep_2.started,text_left_sw_2.started,text_right_sw_2.started,key_resp_prep_2.started,prep_jwsw.stopped,key_resp_prep_2.keys,key_resp_prep_2.rt,key_resp_prep_2.duration,just_words_sw.started,key_resp_jwsw.started,text_left_sw.started,text_right_sw.started,text_middle_sw.started,just_words_sw.stopped,key_resp_jwsw.keys,key_resp_jwsw.corr,key_resp_jwsw.rt,key_resp_jwsw.duration,feedback_2.started,text_left_sw_3.started,text_right_sw_3.started,text_middle_sw_3.started,feedback_image2.started,feedback_2.stopped,text_left_sw_3.stopped,text_right_sw_3.stopped,text_middle_sw_3.stopped,feedback_image2.stopped,prep_wisw.started,prep_spacebar_2.started,prep_points_3.started,text_prep_3.started,image_left_sw_2.started,image_right_sw_2.started,under_image_left_2.started,under_image_right_2.started,key_resp_prep_3.started,prep_wisw.stopped,key_resp_prep_3.keys,key_resp_prep_3.rt,key_resp_prep_3.duration,words_images_sw.started,key_resp_wisw.started,image_left_sw.started,image_right_sw.started,under_image_left.started,under_image_right.started,image_stim_wisw.started,word_stim_wisw.started,words_images_sw.stopped,key_resp_wisw.keys,key_resp_wisw.corr,key_resp_wisw.rt,key_resp_wisw.duration,feedback_5.started,image_left_sw_8.started,image_right_sw_8.started,under_image_left_8.started,under_image_right_8.started,center_image_wisw_fb.started,center_word_wisw_fb.started,image_wisw_fb.started,feedback_5.stopped,ITI_Interval.started,fixation_point.started,fixation_point.stopped,ITI_Interval.stopped,image_left_sw_8.stopped,image_right_sw_8.stopped,under_image_left_8.stopped,under_image_right_8.stopped,center_image_wisw_fb.stopped,center_word_wisw_fb.stopped,image_wisw_fb.stopped,prep_jwws.started,prep_spacebar_4.started,prep_points_4.started,text_prep_4.started,text_left_ws_2.started,text_right_ws_2.started,key_resp_prep_4.started,prep_jwws.stopped,key_resp_prep_4.keys,key_resp_prep_4.rt,key_resp_prep_4.duration,just_words_ws.started,key_resp_jwws.started,text_left_ws.started,text_right_ws.started,text_middle_ws.started,just_words_ws.stopped,key_resp_jwws.keys,key_resp_jwws.corr,key_resp_jwws.rt,key_resp_jwws.duration,feedback_4.started,text_left_ws_3.started,text_right_ws_3.started,text_middle_jwws_fb.started,image_jwws_fb.started,text_left_ws_3.stopped,text_right_ws_3.stopped,text_middle_jwws_fb.stopped,image_jwws_fb.stopped,feedback_4.stopped,prep_wiws.started,prep_spacebar_3.started,prep_points_5.started,text_prep_5.started,image_left_sw_3.started,image_right_sw_3.started,under_image_left_3.started,under_image_right_3.started,key_resp_prep_5.started,prep_wiws.stopped,key_resp_prep_5.keys,key_resp_prep_5.rt,key_resp_prep_5.duration,words_images_ws.started,key_resp_wiws.started,image_left_ws.started,image_right_ws.started,under_image_left_ws.started,under_image_right_ws.started,image_center_ws.started,text_center_ws.started,words_images_ws.stopped,key_resp_wiws.keys,key_resp_wiws.corr,key_resp_wiws.rt,key_resp_wiws.duration,feedback_8.started,image_left_ws_2.started,image_right_ws_2.started,under_image_left_ws_2.started,under_image_right_ws_2.started,image_center_wiws_fb.started,text_center_wiws_feedback.started,image_wiws_fb.started,feedback_8.stopped,image_left_ws_2.stopped,image_right_ws_2.stopped,under_image_left_ws_2.stopped,under_image_right_ws_2.stopped,image_center_wiws_fb.stopped,text_center_wiws_feedback.stopped,image_wiws_fb.stopped,Baseline.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,1,Strong,Weak,Sedentary,right,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,138.19640750000144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.18007170000055,138.19640750000144,138.19640750000144,138.2799758000001,5,0.07631469999978435,None,,,,,,,,,,,,,,,,,139.74622110000018,139.76258530000086,,140.7469187000006,,,,,,,,,,,,138.28031350000128,138.29633970000032,138.29633970000032,138.29633970000032,138.29633970000032,139.44687750000048,1,1,1.145468400000027,0.0021350999995775055,139.44737850000092,139.4617401000014,139.4617401000014,139.4617401000014,139.4617401000014,139.74620790000154,139.76258530000086,139.76258530000086,139.76258530000086,139.76258530000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
,,,2,Strong,Weak,Solid,left,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,140.76352450000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.74738890000117,140.76352450000013,140.76352450000013,141.28034920000027,5,0.5096195999994961,None,,,,,,,,,,,,,,,,,142.2960959000011,142.31274190000113,,143.29677570000058,,,,,,,,,,,,141.28076529999998,141.29675540000062,141.29675540000062,141.29675540000062,141.29675540000062,142.01239200000055,2,1,0.7121210000004794,0.0008595999988756375,142.01282750000064,142.0294128000005,142.0294128000005,142.0294128000005,142.0294128000005,142.29607980000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
,,,1,Strong,Weak,Feeble,right,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,143.3131381000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.2971991000013,143.3131381000003,143.3131381000003,144.28027450000081,5,0.9602075000002515,None,,,,,,,,,,,,,,,,,145.19631350000054,145.2127433000005,,146.1966162000008,,,,,,,,,,,,144.28069720000167,144.29626940000162,144.29626940000162,144.29626940000162,144.29626940000162,144.89661230000092,1,1,0.599344000000201,None,144.89703330000157,144.9119326,144.9119326,144.9119326,144.9119326,145.1962992000008,145.2127433000005,145.2127433000005,145.2127433000005,145.2127433000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
,,,2,Strong,Weak,Strength,left,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,146.21303270000135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.19697680000172,146.21303270000135,146.21303270000135,146.28000410000095,5,0.060928700000658864,None,,,,,,,,,,,,,,,,,147.1295379000003,147.14609290000044,,148.13029000000097,,,,,,,,,,,,146.28035570000065,146.29637080000066,146.29637080000066,146.29637080000066,146.29637080000066,146.84643630000028,2,1,0.5383646000009321,0.002047899999524816,146.84680590000062,146.86175900000126,146.86175900000126,146.86175900000126,146.86175900000126,147.12952170000062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
,,,1,Strong,Weak,Frail,right,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,148.14677650000158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.1307598000003,148.14677650000158,148.14677650000158,148.2804429000007,5,0.1273046999995131,None,,,,,,,,,,,,,,,,,149.19630099999995,149.21273460000157,,150.19635930000004,,,,,,,,,,,,148.28091100000165,148.29657210000005,148.29657210000005,148.29657210000005,148.29657210000005,148.8968730000015,1,1,0.5891174000007595,0.001615999999557971,148.89738240000042,148.91222410000046,148.91222410000046,148.91222410000046,148.91222410000046,149.19628620000003,149.21273460000157,149.21273460000157,149.21273460000157,149.21273460000157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
,,,2,Strong,Weak,Tough,left,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,150.2128646000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.19681280000077,150.2128646000001,150.2128646000001,150.2800728000002,5,0.06120550000014191,None,,,,,,,,,,,,,,,,,151.1298039000012,151.14626580000004,152.14983900000152,152.1294891000016,,,,,,,,,,,,150.28044580000096,150.2963939000001,150.2963939000001,150.2963939000001,150.2963939000001,150.84641610000108,2,1,0.5439303999992262,0.00019600000086938962,150.84681420000015,150.86166800000137,150.86166800000137,150.86166800000137,150.86166800000137,151.12978470000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.12953850000122,152.14983900000152,152.14983900000152,152.14983900000152,152.14983900000152,152.14983900000152,152.14983900000152,152.14983900000152,152.14983900000152,158.91219330000058,1,6.748741299999892,0.000936699998419499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Strong,Weak,Powerful,7.7,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,158.9296514000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.9281445000015,158.9296514000016,158.9296514000016,159.27988920000098,5,0.3443097999988822,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.280477100001,159.31465470000148,159.31465470000148,159.31465470000148,159.31465470000148,159.31465470000148,159.31465470000148,159.31465470000148,160.24640120000004,2,1,0.9309522999992623,None,160.2469181000015,160.2780657000003,160.2780657000003,160.2780657000003,160.2780657000003,160.2780657000003,160.2780657000003,160.2780657000003,160.5462804000017,160.5462991000004,160.56270620000032,168.2632678000009,168.24684510000043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/wf00009_fg.png,Strong,Weak, ,8.7,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,168.2632678000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.2473217000006,168.2632678000009,168.2632678000009,168.28031499999997,5,0.009614799999326351,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.28078620000088,168.30105230000117,168.30105230000117,168.30105230000117,168.30105230000117,168.30105230000117,168.30105230000117,168.30105230000117,171.41211360000125,1,1,3.100922800000262,0.000878700000612298,171.4124832000016,171.4290514000004,171.4290514000004,171.4290514000004,171.4290514000004,171.4290514000004,171.4290514000004,171.4290514000004,171.6959192000013,171.69593430000168,171.71253700000125,180.41316050000023,180.3970887000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/wm00001_fg.png,Strong,Weak, ,6.7,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,180.41316050000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.3976958000003,180.41316050000023,180.41316050000023,180.96315830000094,5,0.5465187000008882,0.0010129000002052635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.9635799000007,180.9809380000006,180.9809380000006,180.9809380000006,180.9809380000006,180.9809380000006,180.9809380000006,180.9809380000006,182.3950627000013,1,1,1.4038314999997965,0.0015007000001787674,182.39542540000002,182.41232149999996,182.41232149999996,182.41232149999996,182.41232149999996,182.41232149999996,182.41232149999996,182.41232149999996,182.67917880000095,182.6791931000007,182.69566430000123,189.39653070000168,189.3798286000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/am00003_fg.png,Strong,Weak, ,5.7,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,189.39653070000168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.3803276000017,189.39653070000168,189.39653070000168,190.2802040000006,5,0.8766157999998541,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.280703800001,190.29904800000077,190.29904800000077,190.29904800000077,190.29904800000077,190.29904800000077,190.29904800000077,190.29904800000077,191.71170650000022,2,1,1.3984963999992033,0.0009021000005304813,191.7120659000011,191.72872570000072,191.72872570000072,191.72872570000072,191.72872570000072,191.72872570000072,191.72872570000072,191.72872570000072,191.99572350000017,191.99573890000102,192.01213220000136,197.71254410000074,197.6958525000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/wm00003_fg.png,Strong,Weak, ,5.7,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,197.71254410000074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.6961822000012,197.71254410000074,197.71254410000074,198.27984480000123,5,0.5606745999994018,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.2802653000017,198.29711470000075,198.29711470000075,198.29711470000075,198.29711470000075,198.29711470000075,198.29711470000075,198.29711470000075,199.84608630000002,1,1,1.535424100000455,0.0009425999996892642,199.84646480000083,199.86197549999997,199.86197549999997,199.86197549999997,199.86197549999997,199.86197549999997,199.86197549999997,199.86197549999997,200.12901580000107,200.12903030000052,200.14555629999995,205.84594840000136,205.82919830000174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Strong,Weak,Soft,7.7,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,205.84594840000136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.82956580000064,205.84594840000136,205.84594840000136,206.27952600000026,5,0.42672359999960463,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.27990150000005,206.30997879999995,206.30997879999995,206.30997879999995,206.30997879999995,206.30997879999995,206.30997879999995,206.30997879999995,208.84573770000134,1,1,2.529825699999492,0.0,208.8460586000001,208.8710512000016,208.8710512000016,208.8710512000016,208.8710512000016,208.8710512000016,208.8710512000016,208.8710512000016,209.12893650000115,209.12895130000106,209.14527249999992,216.84625720000076,216.82983810000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Strong,Weak,Athletic,6.7,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,216.84625720000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.83033920000162,216.84625720000076,216.84625720000076,217.2796666000013,5,0.4264191000002029,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.28011900000092,217.30007360000127,217.30007360000127,217.30007360000127,217.30007360000127,217.30007360000127,217.30007360000127,217.30007360000127,218.69577070000014,2,1,1.3804129999989527,0.0009205000005749753,218.69609050000145,218.71228490000067,218.71228490000067,218.71228490000067,218.71228490000067,218.71228490000067,218.71228490000067,218.71228490000067,218.97866740000063,218.97868160000144,218.9954110000017,225.69594990000041,225.6797563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/wf00004_fg.png,Strong,Weak, ,5.7,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,225.69594990000041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.68022680000104,225.69594990000041,225.69594990000041,226.27942370000164,5,0.578094799999235,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.27979220000088,226.29845830000158,226.29845830000158,226.29845830000158,226.29845830000158,226.29845830000158,226.29845830000158,226.29845830000158,227.56122400000095,2,0,1.2546978000009403,0.00029659999927389435,227.56153620000077,227.57838580000134,227.57838580000134,227.57838580000134,227.57838580000134,227.57838580000134,227.57838580000134,227.57838580000134,227.8454199000007,227.84543430000122,227.8619456000015,233.5623882,233.5457701000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Strong,Weak,Puny,6.7,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,233.5623882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.54614350000156,233.5623882,233.5623882,234.27961460000006,5,0.7125568999999814,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.28003630000057,234.31127140000171,234.31127140000171,234.31127140000171,234.31127140000171,234.31127140000171,234.31127140000171,234.31127140000171,235.09570840000015,1,1,0.7796143000014126,0.000870599998961552,235.09602450000057,235.12184180000077,235.12184180000077,235.12184180000077,235.12184180000077,235.12184180000077,235.12184180000077,235.12184180000077,235.39542120000078,235.39543470000172,235.41192050000063,242.11214560000008,242.0951883000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Strong,Weak,Brawny,7.7,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,242.11214560000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.09546190000037,242.11214560000008,242.11214560000008,242.27950990000136,5,0.1614756999988458,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.27993420000166,242.2994361000001,242.2994361000001,242.2994361000001,242.2994361000001,242.2994361000001,242.2994361000001,242.2994361000001,242.86153360000026,2,1,0.5461614999985613,0.0007814000000507804,242.86189370000102,242.87784439999996,242.87784439999996,242.87784439999996,242.87784439999996,242.87784439999996,242.87784439999996,242.87784439999996,243.14556090000042,243.14557779999996,243.16199430000052,250.86193660000026,250.84556580000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Strong,Weak,Fragile,5.7,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,250.86193660000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.84594629999992,250.86193660000026,250.86193660000026,251.27961270000014,5,0.412004199999501,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.28011120000156,251.30163429999993,251.30163429999993,251.30163429999993,251.30163429999993,251.30163429999993,251.30163429999993,251.30163429999993,251.92873910000162,1,1,0.6190697000001819,0.0009886999996524537,251.92911600000116,251.94801610000104,251.94801610000104,251.94801610000104,251.94801610000104,251.94801610000104,251.94801610000104,251.94801610000104,252.22840180000094,252.22841599999992,252.24508100000094,257.9455254000004,257.9290763000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/am00008_fg.png,Strong,Weak, ,6.7,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,257.9455254000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.929449700001,257.9455254000004,257.9455254000004,258.2797016000004,5,0.3285445000001346,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.2802053000014,258.3004739000007,258.3004739000007,258.3004739000007,258.3004739000007,258.3004739000007,258.3004739000007,258.3004739000007,261.0114594000006,2,1,2.695936199999778,0.0009761000001162756,261.01183330000094,261.0278829000017,261.0278829000017,261.0278829000017,261.0278829000017,261.0278829000017,261.0278829000017,261.0278829000017,261.2954675000001,261.295484100001,261.31181520000064,268.012053800001,267.9956662000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW005_Run1,RBDCW005_Run1,2024-04-01_14h18.24.416,IAT_test,2023.2.2,59.872567228377164,2024-04-01 14h18.29.253618 -0400,
