ImageLeft_ji,ImageRight_ji,ImageCentre_ji,CorrAns,TextLeft_jwsi,TextRight_jwsi,TextCentre_jwsi,Answer,ImageLeft_wisi,ImageRight_wisi,ImageCentre_wisi,TextLeft_wisi,TextRight_wisi,TextCentre_wisi,ITI,TextLeft_jwis,TextRight_jwis,TextCentre_jwis,ImageLeft_wiis,ImageRight_wiis,ImageCentre_wiis,TextLeft_wiis,TextRight_wiis,TextCentre_wiis,ImagesDiscarded.thisRepN,ImagesDiscarded.thisTrialN,ImagesDiscarded.thisN,ImagesDiscarded.thisIndex,ji.thisRepN,ji.thisTrialN,ji.thisN,ji.thisIndex,jwsi.thisRepN,jwsi.thisTrialN,jwsi.thisN,jwsi.thisIndex,wisi.thisRepN,wisi.thisTrialN,wisi.thisN,wisi.thisIndex,jwis.thisRepN,jwis.thisTrialN,jwis.thisN,jwis.thisIndex,wiis.thisRepN,wiis.thisTrialN,wiis.thisN,wiis.thisIndex,thisRow.t,notes,Waiting_for_Scanner_Discard.started,SyncPulse_Discard.started,text_3.started,Waiting_for_Scanner_Discard.stopped,SyncPulse_Discard.keys,SyncPulse_Discard.rt,SyncPulse_Discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_Baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,Baseline_Fixation.started,Baseline.started,Baseline.stopped,Baseline_Fixation.stopped,Description.started,text_2.started,Progress.started,Description.stopped,Progress.keys,Progress.rt,Progress.duration,Trial_prep.started,prep_spacebar.started,prep_points.started,text_prep.started,image_left_prep.started,image_right_prep.started,key_resp_prep.started,Trial_prep.stopped,key_resp_prep.keys,key_resp_prep.rt,key_resp_prep.duration,Fixation_Start.started,Fixation_start.started,Fixation_Start.stopped,W4S_Trial.started,SyncPulse_Trial.started,fix_Trial.started,W4S_Trial.stopped,SyncPulse_Trial.keys,SyncPulse_Trial.rt,SyncPulse_Trial.duration,just_images.started,image_left_ji.started,image_right_ji.started,image_center_ji.started,key_resp_ji.started,just_images.stopped,key_resp_ji.keys,key_resp_ji.corr,key_resp_ji.rt,key_resp_ji.duration,feedback_ji.started,image_left_ji_2.started,image_right_ji_2.started,image_center_ji_fb.started,feedback_image_2.started,feedback_ji.stopped,fixation_practice.started,text.started,text.stopped,fixation_practice.stopped,prep_jwsi.started,prep_spacebar_9.started,prep_points_10.started,text_prep_10.started,text_left_prep_2.started,text_right_prep_2.started,key_resp_prep_10.started,prep_jwsi.stopped,key_resp_prep_10.keys,key_resp_prep_10.rt,key_resp_prep_10.duration,just_words_si.started,key_resp_jwsi.started,text_left_si.started,text_right_si.started,text_stim_jwsi.started,just_words_si.stopped,key_resp_jwsi.keys,key_resp_jwsi.corr,key_resp_jwsi.rt,key_resp_jwsi.duration,feedback_18.started,text_left_si_2.started,text_right_si_2.started,text_center.started,image_jwsi_fb.started,feedback_18.stopped,text_left_si_2.stopped,text_right_si_2.stopped,text_center.stopped,image_jwsi_fb.stopped,prep_wisi.started,prep_spacebar_10.started,prep_points_11.started,text_prep_11.started,image_left_sw_6.started,image_right_sw_6.started,under_image_left_6.started,under_image_right_6.started,key_resp_prep_11.started,prep_wisi.stopped,key_resp_prep_11.keys,key_resp_prep_11.rt,key_resp_prep_11.duration,words_images_si.started,key_resp_wisi.started,image_left_si.started,image_right_si.started,under_image_left_si.started,under_image_right_si.started,image_stim_wisi.started,text_stim_wisi.started,words_images_si.stopped,key_resp_wisi.keys,key_resp_wisi.corr,key_resp_wisi.rt,key_resp_wisi.duration,feedback_20.started,image_left_si_2.started,image_right_si_2.started,under_image_left_si_2.started,under_image_right_si_2.started,image_center_wisi_fb.started,text_center_wisi_fb.started,image_wisi_fb.started,feedback_20.stopped,ITI_Interval.started,fixation_point.started,fixation_point.stopped,ITI_Interval.stopped,image_left_si_2.stopped,image_right_si_2.stopped,under_image_left_si_2.stopped,under_image_right_si_2.stopped,image_center_wisi_fb.stopped,text_center_wisi_fb.stopped,image_wisi_fb.stopped,prep_jwis.started,prep_spacebar_11.started,prep_points_12.started,text_prep_12.started,text_left_prep_4.started,text_right_prep_4.started,key_resp_prep_12.started,prep_jwis.stopped,key_resp_prep_12.keys,key_resp_prep_12.rt,key_resp_prep_12.duration,just_word_is.started,key_resp_jwis.started,text_left_is.started,text_right_is.started,text_stim_jwis.started,just_word_is.stopped,key_resp_jwis.keys,key_resp_jwis.corr,key_resp_jwis.rt,key_resp_jwis.duration,feedback_22.started,text_left_is_2.started,text_right_is_2.started,text_center_jwis_fb.started,image_jwis_fb.started,text_left_is_2.stopped,text_right_is_2.stopped,text_center_jwis_fb.stopped,image_jwis_fb.stopped,feedback_22.stopped,prep_wiis.started,prep_spacebar_12.started,prep_points_13.started,text_prep_13.started,image_left_sw_7.started,image_right_sw_7.started,under_image_left_7.started,under_image_right_7.started,key_resp_prep_13.started,prep_wiis.stopped,key_resp_prep_13.keys,key_resp_prep_13.rt,key_resp_prep_13.duration,word_image_is.started,key_resp_wiis.started,image_left_is.started,image_right_is.started,under_image_left_is.started,under_image_is.started,image_stim_wiis.started,text_stim_wiis.started,word_image_is.stopped,key_resp_wiis.keys,key_resp_wiis.corr,key_resp_wiis.rt,key_resp_wiis.duration,feedback_24.started,image_left_is_2.started,image_right_is_2.started,under_image_left_is_2.started,under_image_is_2.started,image_center_wiis_fb.started,text_center_wiis_fb.started,image_wiis_fb.started,feedback_24.stopped,image_left_is_2.stopped,image_right_is_2.stopped,under_image_left_is_2.stopped,under_image_is_2.stopped,image_center_wiis_fb.stopped,text_center_wiis_fb.stopped,image_wiis_fb.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wf00006_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,58.43386509999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.418101899995236,58.43386509999982,58.43386509999982,58.85096579999663,5,0.402579000001424,None,58.85145630000625,58.86676449999504,58.86676449999504,58.86676449999504,58.86676449999504,59.55020929999591,1,1,0.6764213999995263,0.0,59.55047970000305,59.566655000002356,59.566655000002356,59.566655000002356,59.566655000002356,59.83473200000299,59.83476090000477,59.85092929999519,60.8498993999965,60.8340201999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW010_Run2,RBDCW010_Run2,2024-04-16_16h36.01.150,IAT_test,2023.2.2,59.8243914829914,2024-04-16 16h36.11.556011 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00001_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,60.8498993999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.83440900000278,60.8498993999965,60.8498993999965,61.85193400000571,5,0.9864486000005854,None,61.852649599997676,61.867167799995514,61.867167799995514,61.867167799995514,61.867167799995514,62.452364099997794,2,1,0.5779189999884693,0.0,62.45336680000764,62.47321280000324,62.47321280000324,62.47321280000324,62.47321280000324,62.75053069999558,62.75054779999482,62.76689640000404,,63.7508114999946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW010_Run2,RBDCW010_Run2,2024-04-16_16h36.01.150,IAT_test,2023.2.2,59.8243914829914,2024-04-16 16h36.11.556011 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00009_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,63.76731559999462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.75123809999786,63.76731559999462,63.76731559999462,63.851301800008514,5,0.06897459999890998,None,63.85181540000485,63.866631900003995,63.866631900003995,63.866631900003995,63.866631900003995,64.75170320000325,2,1,0.8763857000012649,0.0,64.75247839999793,64.77243369999633,64.77243369999633,64.77243369999633,64.77243369999633,65.05015890000504,65.05017539999972,65.06694839999545,,66.05026070000895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW010_Run2,RBDCW010_Run2,2024-04-16_16h36.01.150,IAT_test,2023.2.2,59.8243914829914,2024-04-16 16h36.11.556011 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00012_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,66.0668469999946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.05058399999689,66.0668469999946,66.0668469999946,67.1347059999971,5,1.0604939999902854,0.001378200002363883,67.1352928999986,67.15098049999506,67.15098049999506,67.15098049999506,67.15098049999506,67.9677384999959,1,1,0.8033655000035651,0.0017626000044401735,67.96837319999759,67.98739009999554,67.98739009999554,67.98739009999554,67.98739009999554,68.26725400000578,68.26727409999876,68.28370899999572,69.28390500000387,69.26720950000163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW010_Run2,RBDCW010_Run2,2024-04-16_16h36.01.150,IAT_test,2023.2.2,59.8243914829914,2024-04-16 16h36.11.556011 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/am00011_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,69.28390500000387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.26760520000244,69.28390500000387,69.28390500000387,69.8515910999995,5,0.5524730000033742,None,69.85217949999787,69.86769189999904,69.86769189999904,69.86769189999904,69.86769189999904,70.55071170000883,2,1,0.6751539999968372,0.000541499990504235,70.55118789999688,70.56958060000034,70.56958060000034,70.56958060000034,70.56958060000034,70.83433130000776,70.83435750000353,70.85015569999814,71.84991820000869,71.8335006999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW010_Run2,RBDCW010_Run2,2024-04-16_16h36.01.150,IAT_test,2023.2.2,59.8243914829914,2024-04-16 16h36.11.556011 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00001_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,71.84991820000869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.83371819999593,71.84991820000869,71.84991820000869,72.85049520000757,5,0.9864000999950804,None,72.85086259999662,72.86692030000268,72.86692030000268,72.86692030000268,72.86692030000268,73.5843021000037,1,1,0.7109542999969563,0.0,73.58498310000869,73.60555979999481,73.60555979999481,73.60555979999481,73.60555979999481,73.88378210000519,73.88379940000596,73.90019929999835,74.89995340000314,74.88341799999762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW010_Run2,RBDCW010_Run2,2024-04-16_16h36.01.150,IAT_test,2023.2.2,59.8243914829914,2024-04-16 16h36.11.556011 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00002_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,74.89995340000314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.8836222999962,74.89995340000314,74.89995340000314,75.85016560000076,5,0.9365441999980249,None,75.85038150000037,75.8663252999977,75.8663252999977,75.8663252999977,75.8663252999977,77.00048909999896,2,1,1.126253699985682,0.0020340000046417117,77.00092410000798,77.0162374000065,77.0162374000065,77.0162374000065,77.0162374000065,77.28365080000367,77.28366699999606,77.29989940000814,78.30050929999561,78.28379349999886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW010_Run2,RBDCW010_Run2,2024-04-16_16h36.01.150,IAT_test,2023.2.2,59.8243914829914,2024-04-16 16h36.11.556011 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wf00004_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,78.30050929999561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.28418620000593,78.30050929999561,78.30050929999561,78.85337959999742,5,0.535852499990142,None,78.8539688000019,78.86920480000845,78.86920480000845,78.86920480000845,78.86920480000845,79.98415899999964,1,1,1.1000396000017645,0.0010118999925907701,79.98477229999844,80.00308249999944,80.00308249999944,80.00308249999944,80.00308249999944,80.28322959999787,80.28324250000878,80.29963979999593,,81.28361700000823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW010_Run2,RBDCW010_Run2,2024-04-16_16h36.01.150,IAT_test,2023.2.2,59.8243914829914,2024-04-16 16h36.11.556011 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00003_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,81.3001923999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.28395739999542,81.3001923999982,81.3001923999982,82.15087040000071,5,0.8391850000043632,0.0010201999975834042,82.15131670000846,82.16680439999618,82.16680439999618,82.16680439999618,82.16680439999618,83.35284439999668,1,1,1.168528599999263,0.0013111000007484108,83.35404970000673,83.37911019999592,83.37911019999592,83.37911019999592,83.37911019999592,83.6506059999956,83.65063109999755,83.66652780000004,84.67377670000133,84.65060500000254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW010_Run2,RBDCW010_Run2,2024-04-16_16h36.01.150,IAT_test,2023.2.2,59.8243914829914,2024-04-16 16h36.11.556011 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.65067350000027,84.67377670000133,84.67377670000133,84.67377670000133,84.67377670000133,84.67377670000133,84.67377670000133,89.01701209999737,1,4.326533399987966,0.0008279000030597672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW010_Run2,RBDCW010_Run2,2024-04-16_16h36.01.150,IAT_test,2023.2.2,59.8243914829914,2024-04-16 16h36.11.556011 -0400,
,,,2,Stupidity,Intelligence,Foolish,left,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,89.03294990000722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.03064610000001,89.03294990000722,89.03294990000722,89.85129750000488,5,0.803340800004662,None,,,,,,,,,,,,,,,,,90.86655109999992,90.88317650000681,,91.86683300000732,,,,,,,,,,,,89.85218509999686,89.8686519000039,89.8686519000039,89.8686519000039,89.8686519000039,90.5828937000042,2,1,0.6985795999935362,0.0008884999988367781,90.5836100000015,90.599864600008,90.599864600008,90.599864600008,90.599864600008,90.86653690000821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW010_Run2,RBDCW010_Run2,2024-04-16_16h36.01.150,IAT_test,2023.2.2,59.8243914829914,2024-04-16 16h36.11.556011 -0400,
,,,2,Stupidity,Intelligence,Gullible,left,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,91.88316840000334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.86714529999881,91.88316840000334,91.88316840000334,92.1511090999993,5,0.26350190000084694,0.000970900000538677,,,,,,,,,,,,,,,,,93.61709880000853,93.63344679999864,,94.6172249000083,,,,,,,,,,,,92.15164480000385,92.16688240000803,92.16688240000803,92.16688240000803,92.16688240000803,93.31734599999618,2,1,1.1335505999886664,0.000774900006945245,93.31789679999929,93.33213819999946,93.33213819999946,93.33213819999946,93.33213819999946,93.61708060000092,93.63344679999864,93.63344679999864,93.63344679999864,93.63344679999864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW010_Run2,RBDCW010_Run2,2024-04-16_16h36.01.150,IAT_test,2023.2.2,59.8243914829914,2024-04-16 16h36.11.556011 -0400,
,,,1,Stupidity,Intelligence,Educated,right,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,94.63402219999989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.61770410000463,94.63402219999989,94.63402219999989,94.85100310000416,5,0.2022735000064131,None,,,,,,,,,,,,,,,,,95.95018929999787,95.96645459999854,96.96664660000533,96.9501040000032,,,,,,,,,,,,94.8515219999972,94.86700320000818,94.86700320000818,94.86700320000818,94.86700320000818,95.6504214000015,1,1,0.766240500001004,0.000895200006198138,95.65085079999699,95.66671050000878,95.66671050000878,95.66671050000878,95.66671050000878,95.95017169999483,95.96645459999854,95.96645459999854,95.96645459999854,95.96645459999854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW010_Run2,RBDCW010_Run2,2024-04-16_16h36.01.150,IAT_test,2023.2.2,59.8243914829914,2024-04-16 16h36.11.556011 -0400,
,,,2,Stupidity,Intelligence,Mindless,left,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,96.96664660000533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.95038189999468,96.96664660000533,96.96664660000533,97.1502443000063,5,0.17937719999463297,0.002519600006053224,,,,,,,,,,,,,,,,,101.6999780000042,101.71647590000066,,102.7001894999994,,,,,,,,,,,,97.15061300000525,97.16683889999695,97.16683889999695,97.16683889999695,97.16683889999695,101.41694569999527,2,1,4.244584000000032,0.0013185999996494502,101.41741310000361,101.43214459999581,101.43214459999581,101.43214459999581,101.43214459999581,101.69996320000791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW010_Run2,RBDCW010_Run2,2024-04-16_16h36.01.150,IAT_test,2023.2.2,59.8243914829914,2024-04-16 16h36.11.556011 -0400,
,,,1,Stupidity,Intelligence,Brainy,right,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,102.71655949999695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.700556900003,102.71655949999695,102.71655949999695,102.85032130000764,5,0.12087320000864565,None,,,,,,,,,,,,,,,,,104.14975140000752,104.1665340000036,,105.14982289999898,,,,,,,,,,,,102.85069249999651,102.86676639999496,102.86676639999496,102.86676639999496,102.86676639999496,103.85012309999729,1,1,0.968438399999286,0.0019358999998075888,103.85045420000097,103.8665495000023,103.8665495000023,103.8665495000023,103.8665495000023,104.14973900000041,104.1665340000036,104.1665340000036,104.1665340000036,104.1665340000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW010_Run2,RBDCW010_Run2,2024-04-16_16h36.01.150,IAT_test,2023.2.2,59.8243914829914,2024-04-16 16h36.11.556011 -0400,
,,,1,Stupidity,Intelligence,Wise,right,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,105.16651809999894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.15009330000612,105.16651809999894,105.16651809999894,105.85164320000331,5,0.6711202000005869,None,,,,,,,,,,,,,,,,,107.00035180000123,107.01675750000868,108.01700950000668,108.00038620000123,,,,,,,,,,,,105.85228020000795,105.86692390000098,105.86692390000098,105.86692390000098,105.86692390000098,106.71714510000311,1,1,0.8494060999946669,None,106.71767600000021,106.73222449999594,106.73222449999594,106.73222449999594,106.73222449999594,107.000329100003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW010_Run2,RBDCW010_Run2,2024-04-16_16h36.01.150,IAT_test,2023.2.2,59.8243914829914,2024-04-16 16h36.11.556011 -0400,
,,,2,Stupidity,Intelligence,Idiotic,left,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,108.01700950000668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.00078800000483,108.01700950000668,108.01700950000668,108.85086639999645,5,0.820501800000784,None,,,,,,,,,,,,,,,,,109.94991490000393,109.96646229999897,,110.94997090000834,,,,,,,,,,,,108.85135959999752,108.86666519999562,108.86666519999562,108.86666519999562,108.86666519999562,109.64973580000515,2,1,0.7825960000045598,None,109.65007390000392,109.66641099999833,109.66641099999833,109.66641099999833,109.66641099999833,109.949901400003,109.96646229999897,109.96646229999897,109.96646229999897,109.96646229999897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW010_Run2,RBDCW010_Run2,2024-04-16_16h36.01.150,IAT_test,2023.2.2,59.8243914829914,2024-04-16 16h36.11.556011 -0400,
,,,1,Stupidity,Intelligence,Bright,right,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,110.96657330000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.95025360000727,110.96657330000016,110.96657330000016,111.8505548999965,5,0.8708310999936657,None,,,,,,,,,,,,,,,,,113.03263699999661,113.04970889999822,,114.0343017999985,,,,,,,,,,,,111.85097230000247,111.86676390000503,111.86676390000503,111.86676390000503,111.86676390000503,112.74965929999598,1,1,0.8764347999967868,0.0010970000002998859,112.74992240000574,112.76616870000726,112.76616870000726,112.76616870000726,112.76616870000726,113.03261500000372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW010_Run2,RBDCW010_Run2,2024-04-16_16h36.01.150,IAT_test,2023.2.2,59.8243914829914,2024-04-16 16h36.11.556011 -0400,
,,,1,Stupidity,Intelligence,Clever,right,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,114.0508220000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.03487459999451,114.0508220000047,114.0508220000047,114.85078920000524,5,0.7866619999986142,None,,,,,,,,,,,,,,,,,115.79960369999753,115.81635950000782,,116.79978299999493,,,,,,,,,,,,114.85127559999819,114.86683610000182,114.86683610000182,114.86683610000182,114.86683610000182,115.49999189999653,1,1,0.6207527999940794,0.0011712000123225152,115.50031970000418,115.51615440000023,115.51615440000023,115.51615440000023,115.51615440000023,115.79959059999965,115.81635950000782,115.81635950000782,115.81635950000782,115.81635950000782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW010_Run2,RBDCW010_Run2,2024-04-16_16h36.01.150,IAT_test,2023.2.2,59.8243914829914,2024-04-16 16h36.11.556011 -0400,
,,,2,Stupidity,Intelligence,Dumb,left,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,116.81650600000285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.80002439999953,116.81650600000285,116.81650600000285,116.85034800000722,5,0.021241000009467825,None,,,,,,,,,,,,,,,,,117.9000939999969,117.91654210000706,,118.90034249999735,,,,,,,,,,,,116.85071369999787,116.86670660000527,116.86670660000527,116.86670660000527,116.86670660000527,117.61682809999911,1,0,0.7419920999964233,0.0,117.61729530000594,117.63205190000008,117.63205190000008,117.63205190000008,117.63205190000008,117.90007580000383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW010_Run2,RBDCW010_Run2,2024-04-16_16h36.01.150,IAT_test,2023.2.2,59.8243914829914,2024-04-16 16h36.11.556011 -0400,
