ImageLeft_ji,ImageRight_ji,ImageCentre_ji,CorrAns,TextLeft_jwsi,TextRight_jwsi,TextCentre_jwsi,Answer,ImageLeft_wisi,ImageRight_wisi,ImageCentre_wisi,TextLeft_wisi,TextRight_wisi,TextCentre_wisi,ITI,TextLeft_jwis,TextRight_jwis,TextCentre_jwis,ImageLeft_wiis,ImageRight_wiis,ImageCentre_wiis,TextLeft_wiis,TextRight_wiis,TextCentre_wiis,ImagesDiscarded.thisRepN,ImagesDiscarded.thisTrialN,ImagesDiscarded.thisN,ImagesDiscarded.thisIndex,ji.thisRepN,ji.thisTrialN,ji.thisN,ji.thisIndex,jwsi.thisRepN,jwsi.thisTrialN,jwsi.thisN,jwsi.thisIndex,wisi.thisRepN,wisi.thisTrialN,wisi.thisN,wisi.thisIndex,jwis.thisRepN,jwis.thisTrialN,jwis.thisN,jwis.thisIndex,wiis.thisRepN,wiis.thisTrialN,wiis.thisN,wiis.thisIndex,thisRow.t,notes,Waiting_for_Scanner_Discard.started,SyncPulse_Discard.started,text_3.started,Waiting_for_Scanner_Discard.stopped,SyncPulse_Discard.keys,SyncPulse_Discard.rt,SyncPulse_Discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_Baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,Baseline_Fixation.started,Baseline.started,Baseline.stopped,Baseline_Fixation.stopped,Description.started,text_2.started,Progress.started,Description.stopped,Progress.keys,Progress.rt,Progress.duration,Trial_prep.started,prep_spacebar.started,prep_points.started,text_prep.started,image_left_prep.started,image_right_prep.started,key_resp_prep.started,Trial_prep.stopped,key_resp_prep.keys,key_resp_prep.rt,key_resp_prep.duration,Fixation_Start.started,Fixation_start.started,Fixation_Start.stopped,W4S_Trial.started,SyncPulse_Trial.started,fix_Trial.started,W4S_Trial.stopped,SyncPulse_Trial.keys,SyncPulse_Trial.rt,SyncPulse_Trial.duration,just_images.started,image_left_ji.started,image_right_ji.started,image_center_ji.started,key_resp_ji.started,just_images.stopped,key_resp_ji.keys,key_resp_ji.corr,key_resp_ji.rt,key_resp_ji.duration,feedback_ji.started,image_left_ji_2.started,image_right_ji_2.started,image_center_ji_fb.started,feedback_image_2.started,image_left_ji_2.stopped,image_right_ji_2.stopped,image_center_ji_fb.stopped,feedback_image_2.stopped,feedback_ji.stopped,fixation_practice.started,text.started,text.stopped,fixation_practice.stopped,prep_jwsi.started,prep_spacebar_9.started,prep_points_10.started,text_prep_10.started,text_left_prep_2.started,text_right_prep_2.started,key_resp_prep_10.started,prep_jwsi.stopped,key_resp_prep_10.keys,key_resp_prep_10.rt,key_resp_prep_10.duration,just_words_si.started,key_resp_jwsi.started,text_left_si.started,text_right_si.started,text_stim_jwsi.started,just_words_si.stopped,key_resp_jwsi.keys,key_resp_jwsi.corr,key_resp_jwsi.rt,key_resp_jwsi.duration,feedback_18.started,text_left_si_2.started,text_right_si_2.started,text_center.started,image_jwsi_fb.started,feedback_18.stopped,text_left_si_2.stopped,text_right_si_2.stopped,text_center.stopped,image_jwsi_fb.stopped,prep_wisi.started,prep_spacebar_10.started,prep_points_11.started,text_prep_11.started,image_left_sw_6.started,image_right_sw_6.started,under_image_left_6.started,under_image_right_6.started,key_resp_prep_11.started,prep_wisi.stopped,key_resp_prep_11.keys,key_resp_prep_11.rt,key_resp_prep_11.duration,words_images_si.started,key_resp_wisi.started,image_left_si.started,image_right_si.started,under_image_left_si.started,under_image_right_si.started,image_stim_wisi.started,text_stim_wisi.started,words_images_si.stopped,key_resp_wisi.keys,key_resp_wisi.corr,key_resp_wisi.rt,key_resp_wisi.duration,feedback_20.started,image_left_si_2.started,image_right_si_2.started,under_image_left_si_2.started,under_image_right_si_2.started,image_center_wisi_fb.started,text_center_wisi_fb.started,image_wisi_fb.started,feedback_20.stopped,ITI_Interval.started,fixation_point.started,fixation_point.stopped,ITI_Interval.stopped,image_left_si_2.stopped,image_right_si_2.stopped,under_image_left_si_2.stopped,under_image_right_si_2.stopped,image_center_wisi_fb.stopped,text_center_wisi_fb.stopped,image_wisi_fb.stopped,prep_jwis.started,prep_spacebar_11.started,prep_points_12.started,text_prep_12.started,text_left_prep_4.started,text_right_prep_4.started,key_resp_prep_12.started,prep_jwis.stopped,key_resp_prep_12.keys,key_resp_prep_12.rt,key_resp_prep_12.duration,just_word_is.started,key_resp_jwis.started,text_left_is.started,text_right_is.started,text_stim_jwis.started,just_word_is.stopped,key_resp_jwis.keys,key_resp_jwis.corr,key_resp_jwis.rt,key_resp_jwis.duration,feedback_22.started,text_left_is_2.started,text_right_is_2.started,text_center_jwis_fb.started,image_jwis_fb.started,feedback_22.stopped,text_left_is_2.stopped,text_right_is_2.stopped,text_center_jwis_fb.stopped,image_jwis_fb.stopped,prep_wiis.started,prep_spacebar_12.started,prep_points_13.started,text_prep_13.started,image_left_sw_7.started,image_right_sw_7.started,under_image_left_7.started,under_image_right_7.started,key_resp_prep_13.started,prep_wiis.stopped,key_resp_prep_13.keys,key_resp_prep_13.rt,key_resp_prep_13.duration,word_image_is.started,key_resp_wiis.started,image_left_is.started,image_right_is.started,under_image_left_is.started,under_image_is.started,image_stim_wiis.started,text_stim_wiis.started,word_image_is.stopped,key_resp_wiis.keys,key_resp_wiis.corr,key_resp_wiis.rt,key_resp_wiis.duration,feedback_24.started,image_left_is_2.started,image_right_is_2.started,under_image_left_is_2.started,under_image_is_2.started,image_center_wiis_fb.started,text_center_wiis_fb.started,image_wiis_fb.started,feedback_24.stopped,image_left_is_2.stopped,image_right_is_2.stopped,under_image_left_is_2.stopped,under_image_is_2.stopped,image_center_wiis_fb.stopped,text_center_wiis_fb.stopped,image_wiis_fb.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,2,,,,left,,,,,,,,Intelligence,Stupidity,Educated,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,432.89833049999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.8820616999999,432.89833049999993,432.89833049999993,433.8485161000001,5,0.9469254999999066,None,,,,,,,,,,,,,,,,,,,,,435.61465189999967,435.6311565999997,436.63141299999984,436.6146349999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.8488805999998,433.8647193999998,433.8647193999998,433.8647193999998,433.8647193999998,435.3306362999999,2,1,1.4543969000001198,None,435.33111940000003,435.34793939999986,435.34793939999986,435.34793939999986,435.34793939999986,435.6146348999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,2,,,,left,,,,,,,,Intelligence,Stupidity,Bright,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,436.63141299999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.6149628999999,436.63141299999984,436.63141299999984,437.6483391999998,5,1.0119978000002448,None,,,,,,,,,,,,,,,,,,,,,439.04797540000004,439.06456120000007,,440.04833429999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.64870769999993,437.66481339999996,437.66481339999996,437.66481339999996,437.66481339999996,438.7481522999999,2,1,1.0820859000000382,None,438.7485648999998,438.76449549999984,438.76449549999984,438.76449549999984,438.76449549999984,439.0479604999998,439.06456120000007,439.06456120000007,439.06456120000007,439.06456120000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,1,,,,right,,,,,,,,Intelligence,Stupidity,Mindless,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,440.06462829999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.04871750000007,440.06462829999987,440.06462829999987,440.8486197999998,5,0.7802355000003445,None,,,,,,,,,,,,,,,,,,,,,442.8981000000001,442.91429429999994,,443.89817519999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.84902020000004,440.8649611999997,440.8649611999997,440.8649611999997,440.8649611999997,442.598158,1,1,1.724891800000023,None,442.5985352,442.6144748999998,442.6144748999998,442.6144748999998,442.6144748999998,442.89808489999973,442.91429429999994,442.91429429999994,442.91429429999994,442.91429429999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,1,,,,right,,,,,,,,Intelligence,Stupidity,Dumb,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,443.91473519999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.8985322000001,443.91473519999977,443.91473519999977,444.84902179999995,5,0.9300757000000885,None,,,,,,,,,,,,,,,,,,,,,446.7981563000001,446.81426639999995,,447.79832169999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.8495117,444.8647857999997,444.8647857999997,444.8647857999997,444.8647857999997,446.5145289999998,1,1,1.6429932000000917,None,446.5148968000001,446.5303167999998,446.5303167999998,446.5303167999998,446.5303167999998,446.7981388999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,2,,,,left,,,,,,,,Intelligence,Stupidity,Crafty,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,447.8148613000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.79872869999986,447.8148613000001,447.8148613000001,447.84824249999997,5,0.02947039999980916,None,,,,,,,,,,,,,,,,,,,,,449.46456479999983,449.4811631,,450.46489640000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.84862580000004,447.8648483999998,447.8648483999998,447.8648483999998,447.8648483999998,449.1806233,2,1,1.3063594000000194,None,449.1810499999999,449.1979051999999,449.1979051999999,449.1979051999999,449.1979051999999,449.4645476999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,1,,,,right,,,,,,,,Intelligence,Stupidity,Moronic,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,450.4814091999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.46526389999985,450.4814091999999,450.4814091999999,450.8485823999997,5,0.3627670000000762,None,,,,,,,,,,,,,,,,,,,,,452.1980068999999,452.2144716,,453.19847490000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.8489871999998,450.8647681,450.8647681,450.8647681,450.8647681,451.89811719999966,1,1,1.019518600000083,None,451.8985525999999,451.91453780000006,451.91453780000006,451.91453780000006,451.91453780000006,452.1979912999998,452.2144716,452.2144716,452.2144716,452.2144716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,1,,,,right,,,,,,,,Intelligence,Stupidity,Slow,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,453.2149514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.19891029999985,453.2149514,453.2149514,453.84858759999975,5,0.6296310999996422,None,,,,,,,,,,,,,,,,,,,,,455.1479247999998,455.1643991999997,,456.14874069999973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.84900749999974,453.86497540000005,453.86497540000005,453.86497540000005,453.86497540000005,454.8648228999998,1,1,0.9881996999997682,None,454.8651884999997,454.88039559999993,454.88039559999993,454.88039559999993,454.88039559999993,455.1479076999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,2,,,,left,,,,,,,,Intelligence,Stupidity,Brainy,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,456.1654691000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.14931439999987,456.1654691000001,456.1654691000001,456.84848609999995,5,0.6786295000001701,None,,,,,,,,,,,,,,,,,,,,,458.3643252999998,458.38106109999967,,459.36487939999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.8488838999999,456.86484459999997,456.86484459999997,456.86484459999997,456.86484459999997,458.08060439999986,2,1,1.2133153999998285,None,458.08103389999974,458.09762959999966,458.09762959999966,458.09762959999966,458.09762959999966,458.36430689999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,1,,,,right,,,,,,,,Intelligence,Stupidity,Ignorant,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,459.3813631999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.36528799999974,459.3813631999999,459.3813631999999,459.84832489999985,5,0.4628296999999293,None,,,,,,,,,,,,,,,,,,,,,461.3642812999999,461.3809656000001,,462.36502559999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.84869239999966,459.8647681,459.8647681,459.8647681,459.8647681,461.0805315,1,1,1.2083794000000125,None,461.08100649999983,461.09786310000004,461.09786310000004,461.09786310000004,461.09786310000004,461.36426419999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,2,,,,left,,,,,,,,Intelligence,Stupidity,Wise,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,462.38175879999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.3655372999999,462.38175879999994,462.38175879999994,462.8483294,5,0.46238820000007763,None,,,,,,,,,,,,,,,,,,,,,463.99826199999984,464.0146508,,464.9987123999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.84870149999983,462.86479170000007,462.86479170000007,462.86479170000007,462.86479170000007,463.69836269999973,2,1,0.8244575000003351,None,463.69883479999976,463.71512389999975,463.71512389999975,463.71512389999975,463.71512389999975,463.9982411999997,464.0146508,464.0146508,464.0146508,464.0146508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,2,,,,left,,,,,,,,Intelligence,Stupidity,Genius,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,465.0152864999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.9992517999997,465.0152864999998,465.0152864999998,465.8488632000001,5,0.8288969000000179,None,,,,,,,,,,,,,,,,,,,,,466.84774679999987,466.86436879999997,467.8645915999998,467.847626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.8494162999998,465.86490649999973,465.86490649999973,465.86490649999973,465.86490649999973,466.5478326,2,1,0.6819602000000486,None,466.54821590000006,466.56433029999994,466.56433029999994,466.56433029999994,466.56433029999994,466.84773089999976,466.86436879999997,466.86436879999997,466.86436879999997,466.86436879999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,1,,,,right,,,,,,,,Intelligence,Stupidity,Gullible,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,467.8645915999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.84790210000006,467.8645915999998,467.8645915999998,468.84829479999985,5,0.9798369999998613,None,,,,,,,,,,,,,,,,,,,,,471.11474799999974,471.13101140000003,472.1312330999997,472.1148179999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.84866959999977,468.8643833999997,468.8643833999997,468.8643833999997,468.8643833999997,470.81495919999975,1,1,1.941118600000209,None,470.815437,470.8301094000001,470.8301094000001,470.8301094000001,470.8301094000001,471.11473109999974,471.13101140000003,471.13101140000003,471.13101140000003,471.13101140000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,2,,,,left,,,,,,,,Intelligence,Stupidity,Clever,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,472.1312330999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.11519639999983,472.1312330999997,472.1312330999997,472.8483834000001,5,0.7129832000000533,None,,,,,,,,,,,,,,,,,,,,,473.9977925999999,474.01437969999984,,474.9980694999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.8488090999997,472.86458659999994,472.86458659999994,472.86458659999994,472.86458659999994,473.6980692999998,2,1,0.8222915999999714,None,473.6984663999999,473.71440199999984,473.71440199999984,473.71440199999984,473.71440199999984,473.9977766999998,474.01437969999984,474.01437969999984,474.01437969999984,474.01437969999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,1,,,,right,,,,,,,,Intelligence,Stupidity,Foolish,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,475.01457559999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.9984453999998,475.01457559999994,475.01457559999994,475.8484170999998,5,0.830753900000218,None,,,,,,,,,,,,,,,,,,,,,476.9477248999999,476.9644544999999,,477.94783059999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.84883909999985,475.8645905000001,475.8645905000001,475.8645905000001,475.8645905000001,476.6478899000001,1,1,0.7672569000001204,None,476.64826819999985,476.66418099999987,476.66418099999987,476.66418099999987,476.66418099999987,476.9477073999999,476.9644544999999,476.9644544999999,476.9644544999999,476.9644544999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,1,,,,right,,,,,,,,Intelligence,Stupidity,Idiotic,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,477.96435469999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.94814440000005,477.96435469999983,477.96435469999983,478.8482096,5,0.8808539000001474,None,,,,,,,,,,,,,,,,,,,,,480.1979509,480.2144367999997,,481.1980455999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.84857739999984,478.86436750000007,478.86436750000007,478.86436750000007,478.86436750000007,479.9143385,1,1,1.0355097999999998,None,479.9147246,479.9301531999997,479.9301531999997,479.9301531999997,479.9301531999997,480.19793079999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.19812709999974,481.2278767,481.2278767,481.2278767,481.2278767,481.2278767,481.2278767,481.2278767,481.2278767,482.6976695000001,2,1.462318000000323,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,1,,,,right,,,,,,,5.7,,,,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Intelligence,Stupidity,Idiotic,,,,,,,,,,,,,,,,,,,,,0,0,0,0,482.71949440000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.7170076,482.71949440000003,482.71949440000003,482.8482468999998,5,0.12551059999987046,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.3305058999997,485.34732789999975,491.0483115999998,491.03181029999973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.8488559,482.88457089999997,482.88457089999997,482.88457089999997,482.88457089999997,482.88457089999997,482.88457089999997,482.88457089999997,485.0312357999999,1,1,2.136519600000156,None,485.0317963,485.0632309,485.0632309,485.0632309,485.0632309,485.0632309,485.0632309,485.0632309,485.33049099999994,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,1,,,,right,,,,,,,7.7,,,,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Intelligence,Stupidity,Dumb,,,,,,,,,,,,,,,,,,,,,0,1,1,1,491.0483115999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.03232460000004,491.0483115999998,491.0483115999998,492.68152239999995,5,1.6207543000000442,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.1808945,495.1971593999999,502.89769709999996,502.88147449999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.68193339999993,492.7020731,492.7020731,492.7020731,492.7020731,492.7020731,492.7020731,492.7020731,494.88098509999986,1,1,2.1647132000002784,None,494.8813207999999,494.89866559999996,494.89866559999996,494.89866559999996,494.89866559999996,494.89866559999996,494.89866559999996,494.89866559999996,495.1808779999999,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,2,,,,left,,,,,,,6.7,,,,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Intelligence,Stupidity,Genius,,,,,,,,,,,,,,,,,,,,,0,2,2,2,502.89769709999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.8818897999997,502.89769709999996,502.89769709999996,503.84815939999976,5,0.9486638999997012,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.5975510999999,505.61377149999976,512.3143577999997,512.2979340999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.8485684,503.8690102999997,503.8690102999997,503.8690102999997,503.8690102999997,503.8690102999997,503.8690102999997,503.8690102999997,505.29763979999984,2,1,1.4211872000000767,None,505.2979651999997,505.31489469999974,505.31489469999974,505.31489469999974,505.31489469999974,505.31489469999974,505.31489469999974,505.31489469999974,505.5975361999997,505.61377149999976,505.61377149999976,505.61377149999976,505.61377149999976,505.61377149999976,505.61377149999976,505.61377149999976,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,1,,,,right,,,,,,,6.7,,,,af00009_fg.png,wf00009_fg.png,IAT_image/wm00001_fg.png,Intelligence,Stupidity, ,,,,,,,,,,,,,,,,,,,,,0,3,3,3,512.3143577999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.2983200000001,512.3143577999997,512.3143577999997,512.8481107999999,5,0.530862199999774,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.4640014999998,514.4805315000001,521.1809695,521.1644549999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.8485138999997,512.8674524999999,512.8674524999999,512.8674524999999,512.8674524999999,512.8674524999999,512.8674524999999,512.8674524999999,514.1800323,1,1,1.3026647000001503,None,514.1803932,514.1971824,514.1971824,514.1971824,514.1971824,514.1971824,514.1971824,514.1971824,514.4639844000001,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
