ImageLeft_ji,ImageRight_ji,ImageCentre_ji,CorrAns,TextLeft_jwsi,TextRight_jwsi,TextCentre_jwsi,Answer,ImageLeft_wisi,ImageRight_wisi,ImageCentre_wisi,TextLeft_wisi,TextRight_wisi,TextCentre_wisi,ITI,TextLeft_jwis,TextRight_jwis,TextCentre_jwis,ImageLeft_wiis,ImageRight_wiis,ImageCentre_wiis,TextLeft_wiis,TextRight_wiis,TextCentre_wiis,ImagesDiscarded.thisRepN,ImagesDiscarded.thisTrialN,ImagesDiscarded.thisN,ImagesDiscarded.thisIndex,ji.thisRepN,ji.thisTrialN,ji.thisN,ji.thisIndex,jwsi.thisRepN,jwsi.thisTrialN,jwsi.thisN,jwsi.thisIndex,wisi.thisRepN,wisi.thisTrialN,wisi.thisN,wisi.thisIndex,jwis.thisRepN,jwis.thisTrialN,jwis.thisN,jwis.thisIndex,wiis.thisRepN,wiis.thisTrialN,wiis.thisN,wiis.thisIndex,thisRow.t,notes,Waiting_for_Scanner_Discard.started,SyncPulse_Discard.started,text_3.started,Waiting_for_Scanner_Discard.stopped,SyncPulse_Discard.keys,SyncPulse_Discard.rt,SyncPulse_Discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_Baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,Baseline_Fixation.started,Baseline.started,Baseline.stopped,Baseline_Fixation.stopped,Description.started,text_2.started,Progress.started,Description.stopped,Progress.keys,Progress.rt,Progress.duration,Trial_prep.started,prep_spacebar.started,prep_points.started,text_prep.started,image_left_prep.started,image_right_prep.started,key_resp_prep.started,Trial_prep.stopped,key_resp_prep.keys,key_resp_prep.rt,key_resp_prep.duration,Fixation_Start.started,Fixation_start.started,Fixation_Start.stopped,W4S_Trial.started,SyncPulse_Trial.started,fix_Trial.started,W4S_Trial.stopped,SyncPulse_Trial.keys,SyncPulse_Trial.rt,SyncPulse_Trial.duration,just_images.started,image_left_ji.started,image_right_ji.started,image_center_ji.started,key_resp_ji.started,just_images.stopped,key_resp_ji.keys,key_resp_ji.corr,key_resp_ji.rt,key_resp_ji.duration,feedback_ji.started,image_left_ji_2.started,image_right_ji_2.started,image_center_ji_fb.started,feedback_image_2.started,feedback_ji.stopped,fixation_practice.started,text.started,text.stopped,fixation_practice.stopped,image_left_ji_2.stopped,image_right_ji_2.stopped,image_center_ji_fb.stopped,feedback_image_2.stopped,prep_jwsi.started,prep_spacebar_9.started,prep_points_10.started,text_prep_10.started,text_left_prep_2.started,text_right_prep_2.started,key_resp_prep_10.started,prep_jwsi.stopped,key_resp_prep_10.keys,key_resp_prep_10.rt,key_resp_prep_10.duration,just_words_si.started,key_resp_jwsi.started,text_left_si.started,text_right_si.started,text_stim_jwsi.started,just_words_si.stopped,key_resp_jwsi.keys,key_resp_jwsi.corr,key_resp_jwsi.rt,key_resp_jwsi.duration,feedback_18.started,text_left_si_2.started,text_right_si_2.started,text_center.started,image_jwsi_fb.started,feedback_18.stopped,text_left_si_2.stopped,text_right_si_2.stopped,text_center.stopped,image_jwsi_fb.stopped,prep_wisi.started,prep_spacebar_10.started,prep_points_11.started,text_prep_11.started,image_left_sw_6.started,image_right_sw_6.started,under_image_left_6.started,under_image_right_6.started,key_resp_prep_11.started,prep_wisi.stopped,key_resp_prep_11.keys,key_resp_prep_11.rt,key_resp_prep_11.duration,words_images_si.started,key_resp_wisi.started,image_left_si.started,image_right_si.started,under_image_left_si.started,under_image_right_si.started,image_stim_wisi.started,text_stim_wisi.started,words_images_si.stopped,key_resp_wisi.keys,key_resp_wisi.corr,key_resp_wisi.rt,key_resp_wisi.duration,feedback_20.started,image_left_si_2.started,image_right_si_2.started,under_image_left_si_2.started,under_image_right_si_2.started,image_center_wisi_fb.started,text_center_wisi_fb.started,image_wisi_fb.started,feedback_20.stopped,ITI_Interval.started,fixation_point.started,fixation_point.stopped,ITI_Interval.stopped,image_left_si_2.stopped,image_right_si_2.stopped,under_image_left_si_2.stopped,under_image_right_si_2.stopped,image_center_wisi_fb.stopped,text_center_wisi_fb.stopped,image_wisi_fb.stopped,prep_jwis.started,prep_spacebar_11.started,prep_points_12.started,text_prep_12.started,text_left_prep_4.started,text_right_prep_4.started,key_resp_prep_12.started,prep_jwis.stopped,key_resp_prep_12.keys,key_resp_prep_12.rt,key_resp_prep_12.duration,just_word_is.started,key_resp_jwis.started,text_left_is.started,text_right_is.started,text_stim_jwis.started,just_word_is.stopped,key_resp_jwis.keys,key_resp_jwis.corr,key_resp_jwis.rt,key_resp_jwis.duration,feedback_22.started,text_left_is_2.started,text_right_is_2.started,text_center_jwis_fb.started,image_jwis_fb.started,feedback_22.stopped,text_left_is_2.stopped,text_right_is_2.stopped,text_center_jwis_fb.stopped,image_jwis_fb.stopped,prep_wiis.started,prep_spacebar_12.started,prep_points_13.started,text_prep_13.started,image_left_sw_7.started,image_right_sw_7.started,under_image_left_7.started,under_image_right_7.started,key_resp_prep_13.started,prep_wiis.stopped,key_resp_prep_13.keys,key_resp_prep_13.rt,key_resp_prep_13.duration,word_image_is.started,key_resp_wiis.started,image_left_is.started,image_right_is.started,under_image_left_is.started,under_image_is.started,image_stim_wiis.started,text_stim_wiis.started,word_image_is.stopped,key_resp_wiis.keys,key_resp_wiis.corr,key_resp_wiis.rt,key_resp_wiis.duration,feedback_24.started,image_left_is_2.started,image_right_is_2.started,under_image_left_is_2.started,under_image_is_2.started,image_center_wiis_fb.started,text_center_wiis_fb.started,image_wiis_fb.started,feedback_24.stopped,image_left_is_2.stopped,image_right_is_2.stopped,under_image_left_is_2.stopped,under_image_is_2.stopped,image_center_wiis_fb.stopped,text_center_wiis_fb.stopped,image_wiis_fb.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wf00006_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,64.74413030000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.7280614,64.74413030000005,64.74413030000005,65.6946838,5,0.944516799999974,None,65.69515290000004,65.71020369999997,65.71020369999997,65.71020369999997,65.71020369999997,67.62727600000005,2,0,1.9132589999999254,0.0,67.62775299999998,67.64590520000002,67.64590520000002,67.64590520000002,67.64590520000002,67.91050629999995,67.91052620000005,67.92696699999999,68.92708600000003,68.91044290000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW007_Run2,RBDCW007_Run2,2024-04-04_14h44.52.634,IAT_test,2023.2.2,60.02242437771273,2024-04-04 14h45.01.489790 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00001_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,68.92708600000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.91076680000003,68.92708600000003,68.92708600000003,69.69522589999997,5,0.7617467000000033,None,69.69623060000004,69.71123409999996,69.71123409999996,69.71123409999996,69.71123409999996,70.32775660000004,2,1,0.6110148000000208,0.0009283999999070147,70.32828129999996,70.3455209,70.3455209,70.3455209,70.3455209,70.6273933,70.62741219999998,70.64380830000005,71.64350909999996,71.62725780000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW007_Run2,RBDCW007_Run2,2024-04-04_14h44.52.634,IAT_test,2023.2.2,60.02242437771273,2024-04-04 14h45.01.489790 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00009_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,71.64350909999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.62762650000002,71.64350909999996,71.64350909999996,71.69425809999996,5,0.045536200000015015,None,71.69463140000005,71.71039740000003,71.71039740000003,71.71039740000003,71.71039740000003,72.3114458,2,1,0.5955595999998877,0.0021645000000489745,72.3121013,72.3304415,72.3304415,72.3304415,72.3304415,72.61083250000001,72.61085309999999,72.62703120000003,73.62771150000003,73.6107561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW007_Run2,RBDCW007_Run2,2024-04-04_14h44.52.634,IAT_test,2023.2.2,60.02242437771273,2024-04-04 14h45.01.489790 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00012_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,73.62771150000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.61111840000001,73.62771150000003,73.62771150000003,73.6947609,5,0.06061560000000554,None,73.69530380000003,73.70996730000002,73.70996730000002,73.70996730000002,73.70996730000002,74.34452450000003,1,1,0.6298678000000564,0.001822999999944841,74.34507199999996,74.36280350000004,74.36280350000004,74.36280350000004,74.36280350000004,74.64421530000004,74.64423720000002,74.66067369999996,,75.64459499999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW007_Run2,RBDCW007_Run2,2024-04-04_14h44.52.634,IAT_test,2023.2.2,60.02242437771273,2024-04-04 14h45.01.489790 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/am00011_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,75.66086949999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.64515289999997,75.66086949999999,75.66086949999999,75.69471250000004,5,0.027558600000020306,None,75.6952417,75.70999200000006,75.70999200000006,75.70999200000006,75.70999200000006,76.57740360000003,2,1,0.8651707000000215,0.0005680000000438667,76.57793330000004,76.59512329999995,76.59512329999995,76.59512329999995,76.59512329999995,76.86072890000003,76.86075059999996,76.87725950000004,77.87681359999999,77.86025459999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW007_Run2,RBDCW007_Run2,2024-04-04_14h44.52.634,IAT_test,2023.2.2,60.02242437771273,2024-04-04 14h45.01.489790 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00001_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,77.87681359999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.8604732,77.87681359999999,77.87681359999999,78.69388430000004,5,0.8111064000000852,None,78.69421620000003,78.71035840000002,78.71035840000002,78.71035840000002,78.71035840000002,79.37869150000006,1,1,0.6533554999999751,0.0014161999999942054,79.37948649999998,79.39964910000003,79.39964910000003,79.39964910000003,79.39964910000003,79.6773885,79.67740890000005,79.69383010000001,80.69416839999997,80.67749530000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW007_Run2,RBDCW007_Run2,2024-04-04_14h44.52.634,IAT_test,2023.2.2,60.02242437771273,2024-04-04 14h45.01.489790 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00002_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,80.69416839999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.67788810000002,80.69416839999997,80.69416839999997,81.6942894,5,0.9952953000000662,None,81.69471209999995,81.70997609999995,81.70997609999995,81.70997609999995,81.70997609999995,82.29432150000002,2,1,0.5761516000000029,0.0009731999999758045,82.294848,82.31174390000001,82.31174390000001,82.31174390000001,82.31174390000001,82.59373059999996,82.59375039999998,82.61041809999995,,83.5942106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW007_Run2,RBDCW007_Run2,2024-04-04_14h44.52.634,IAT_test,2023.2.2,60.02242437771273,2024-04-04 14h45.01.489790 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wf00004_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,83.61099890000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.59469879999995,83.61099890000003,83.61099890000003,83.69378359999996,5,0.07682909999994081,None,83.69411890000003,83.71031019999998,83.71031019999998,83.71031019999998,83.71031019999998,84.4112553,1,1,0.6986074000000144,0.0010235000000875516,84.41190989999996,84.43149619999997,84.43149619999997,84.43149619999997,84.43149619999997,84.71074199999998,84.71076430000005,84.72714589999998,85.72720260000006,85.71065620000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW007_Run2,RBDCW007_Run2,2024-04-04_14h44.52.634,IAT_test,2023.2.2,60.02242437771273,2024-04-04 14h45.01.489790 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00003_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,85.72720260000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.71105920000002,85.72720260000006,85.72720260000006,86.69416390000004,5,0.9611773000000312,None,86.6945657,86.71033609999995,86.71033609999995,86.71033609999995,86.71033609999995,87.62757610000006,1,1,0.9133886999999277,0.0022693000000799657,87.62805370000001,87.64424789999998,87.64424789999998,87.64424789999998,87.64424789999998,87.92745939999998,87.92747889999998,87.94376069999998,88.9497146,88.92707800000005,87.94376069999998,87.94376069999998,87.94376069999998,87.94376069999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW007_Run2,RBDCW007_Run2,2024-04-04_14h44.52.634,IAT_test,2023.2.2,60.02242437771273,2024-04-04 14h45.01.489790 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.9271463,88.9497146,88.9497146,88.9497146,88.9497146,88.9497146,88.9497146,92.82686220000005,1,3.8641820999999936,0.001689699999928962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW007_Run2,RBDCW007_Run2,2024-04-04_14h44.52.634,IAT_test,2023.2.2,60.02242437771273,2024-04-04 14h45.01.489790 -0400,
,,,2,Stupidity,Intelligence,Foolish,left,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,92.84276680000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.84043069999996,92.84276680000005,92.84276680000005,93.69497020000006,5,0.8461713000000373,None,,,,,,,,,,,,,,,,,95.1934996,95.21009189999995,,96.19366320000006,,,,,,,,,,,,,,,,93.6959104,93.71315189999996,93.71315189999996,93.71315189999996,93.71315189999996,94.91040769999995,2,1,1.1824693000000934,0.0009308999999575462,94.91095410000003,94.92658329999995,94.92658329999995,94.92658329999995,94.92658329999995,95.19348349999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW007_Run2,RBDCW007_Run2,2024-04-04_14h44.52.634,IAT_test,2023.2.2,60.02242437771273,2024-04-04 14h45.01.489790 -0400,
,,,2,Stupidity,Intelligence,Gullible,left,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,96.21036849999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.19404210000005,96.21036849999996,96.21036849999996,96.69401349999998,5,0.4775830999999471,None,,,,,,,,,,,,,,,,,97.79378459999998,97.81008889999998,98.80982700000004,98.79301469999996,,,,,,,,,,,,,,,,96.69438349999996,96.71019739999997,96.71019739999997,96.71019739999997,96.71019739999997,97.49417900000003,2,1,0.7675113000000238,0.0009048000000575485,97.4947115,97.52652650000005,97.52652650000005,97.52652650000005,97.52652650000005,97.79376509999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW007_Run2,RBDCW007_Run2,2024-04-04_14h44.52.634,IAT_test,2023.2.2,60.02242437771273,2024-04-04 14h45.01.489790 -0400,
,,,1,Stupidity,Intelligence,Educated,right,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,98.80982700000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.79322660000003,98.80982700000004,98.80982700000004,99.69375179999997,5,0.8781095000000505,None,,,,,,,,,,,,,,,,,100.64361840000004,100.66004339999995,,101.64372070000002,,,,,,,,,,,,,,,,99.69411969999999,99.71034510000004,99.71034510000004,99.71034510000004,99.71034510000004,100.34400449999998,1,1,0.6216044000000238,0.0020680000000083965,100.3444935,100.35977330000003,100.35977330000003,100.35977330000003,100.35977330000003,100.64360269999997,100.66004339999995,100.66004339999995,100.66004339999995,100.66004339999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW007_Run2,RBDCW007_Run2,2024-04-04_14h44.52.634,IAT_test,2023.2.2,60.02242437771273,2024-04-04 14h45.01.489790 -0400,
,,,2,Stupidity,Intelligence,Mindless,left,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,101.66031559999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.64408690000005,101.66031559999999,101.66031559999999,102.19360930000005,5,0.5293853000000581,0.0010783999999830485,,,,,,,,,,,,,,,,,103.24340489999997,103.25990890000003,,104.24412719999998,,,,,,,,,,,,,,,,102.19390959999998,102.21010420000005,102.21010420000005,102.21010420000005,102.21010420000005,102.94427499999995,2,1,0.7226947000000337,0.0013218999999935477,102.94471829999998,102.95992990000002,102.95992990000002,102.95992990000002,102.95992990000002,103.24339120000002,103.25990890000003,103.25990890000003,103.25990890000003,103.25990890000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW007_Run2,RBDCW007_Run2,2024-04-04_14h44.52.634,IAT_test,2023.2.2,60.02242437771273,2024-04-04 14h45.01.489790 -0400,
,,,1,Stupidity,Intelligence,Brainy,right,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,104.2607061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.24459920000004,104.2607061,104.2607061,104.69387459999996,5,0.4270576000000119,None,,,,,,,,,,,,,,,,,105.79331820000004,105.80982129999995,,106.79360699999995,,,,,,,,,,,,,,,,104.69424890000005,104.71029020000003,104.71029020000003,104.71029020000003,104.71029020000003,105.50997870000003,1,1,0.7924335000000156,0.0016031000000111817,105.51024970000003,105.52579179999998,105.52579179999998,105.52579179999998,105.52579179999998,105.79330540000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW007_Run2,RBDCW007_Run2,2024-04-04_14h44.52.634,IAT_test,2023.2.2,60.02242437771273,2024-04-04 14h45.01.489790 -0400,
,,,1,Stupidity,Intelligence,Wise,right,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,106.80998620000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.79394530000002,106.80998620000003,106.80998620000003,107.69404069999996,5,0.8778035999999929,None,,,,,,,,,,,,,,,,,108.6600952,108.67657069999996,,109.6606084,,,,,,,,,,,,,,,,107.69446779999998,107.71028379999996,107.71028379999996,107.71028379999996,107.71028379999996,108.37608209999996,1,1,0.6534544999999525,0.0008283000000801621,108.3766253,108.39335819999997,108.39335819999997,108.39335819999997,108.39335819999997,108.66007830000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW007_Run2,RBDCW007_Run2,2024-04-04_14h44.52.634,IAT_test,2023.2.2,60.02242437771273,2024-04-04 14h45.01.489790 -0400,
,,,2,Stupidity,Intelligence,Idiotic,left,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,109.67716470000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.66106779999996,109.67716470000005,109.67716470000005,109.69408759999999,5,0.010877599999957965,None,,,,,,,,,,,,,,,,,110.6603063,110.67681960000004,,111.66035999999997,,,,,,,,,,,,,,,,109.69453740000006,109.71036330000004,109.71036330000004,109.71036330000004,109.71036330000004,110.37628210000003,2,1,0.6596691999999393,0.0009049000000231899,110.37680120000005,110.39308979999998,110.39308979999998,110.39308979999998,110.39308979999998,110.6602858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW007_Run2,RBDCW007_Run2,2024-04-04_14h44.52.634,IAT_test,2023.2.2,60.02242437771273,2024-04-04 14h45.01.489790 -0400,
,,,1,Stupidity,Intelligence,Bright,right,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,111.67696820000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.66074119999996,111.67696820000003,111.67696820000003,112.1937825,5,0.5148031999999603,0.0008463000000347165,,,,,,,,,,,,,,,,,113.09341240000003,113.1097231,,114.09413440000003,,,,,,,,,,,,,,,,112.19418700000006,112.21038060000001,112.21038060000001,112.21038060000001,112.21038060000001,112.79375159999995,1,1,0.5796378999999661,0.0,112.79419949999999,112.81005579999999,112.81005579999999,112.81005579999999,112.81005579999999,113.09339829999999,113.1097231,113.1097231,113.1097231,113.1097231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW007_Run2,RBDCW007_Run2,2024-04-04_14h44.52.634,IAT_test,2023.2.2,60.02242437771273,2024-04-04 14h45.01.489790 -0400,
,,,1,Stupidity,Intelligence,Clever,right,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,114.11044890000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.09463010000002,114.11044890000005,114.11044890000005,114.6934172,5,0.5777808000000277,None,,,,,,,,,,,,,,,,,115.64338369999996,115.66031239999995,,116.64386769999999,,,,,,,,,,,,,,,,114.69375100000002,114.7101619,114.7101619,114.7101619,114.7101619,115.34367029999999,1,1,0.6206406999999672,0.0017537999999603926,115.34409979999998,115.35954189999995,115.35954189999995,115.35954189999995,115.35954189999995,115.64336920000005,115.66031239999995,115.66031239999995,115.66031239999995,115.66031239999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW007_Run2,RBDCW007_Run2,2024-04-04_14h44.52.634,IAT_test,2023.2.2,60.02242437771273,2024-04-04 14h45.01.489790 -0400,
,,,2,Stupidity,Intelligence,Dumb,left,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,116.66035469999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.64430040000002,116.66035469999997,116.66035469999997,116.69399310000006,5,0.027924099999950158,None,,,,,,,,,,,,,,,,,117.54335619999995,117.55989,118.56000919999997,118.54341650000003,,,,,,,,,,,,,,,,116.69442189999995,116.709967,116.709967,116.709967,116.709967,117.24330610000004,2,1,0.5327511000000413,None,117.24373430000003,117.25957370000003,117.25957370000003,117.25957370000003,117.25957370000003,117.54334210000002,117.55989,117.55989,117.55989,117.55989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW007_Run2,RBDCW007_Run2,2024-04-04_14h44.52.634,IAT_test,2023.2.2,60.02242437771273,2024-04-04 14h45.01.489790 -0400,
