ImageLeft_ji,ImageRight_ji,ImageCentre_ji,CorrAns,TextLeft_jwbg,TextRight_jwbg,TextCentre_jwbg,Answer,ImageLeft_wibg,ImageRight_wibg,ImageCentre_wibg,TextLeft_wibg,TextRight_wibg,TextCentre_wibg,ITI,TextLeft_jwgb,TextRight_jwgb,TextCentre_jwgb,ImageLeft_wigb,ImageRight_wigb,ImageCentre_wigb,TextLeft_wigb,TextRight_wigb,TextCentre_wigb,ImagesDiscarded.thisRepN,ImagesDiscarded.thisTrialN,ImagesDiscarded.thisN,ImagesDiscarded.thisIndex,ji.thisRepN,ji.thisTrialN,ji.thisN,ji.thisIndex,jwbg.thisRepN,jwbg.thisTrialN,jwbg.thisN,jwbg.thisIndex,wibg.thisRepN,wibg.thisTrialN,wibg.thisN,wibg.thisIndex,jwgb.thisRepN,jwgb.thisTrialN,jwgb.thisN,jwgb.thisIndex,wigb.thisRepN,wigb.thisTrialN,wigb.thisN,wigb.thisIndex,thisRow.t,notes,Waiting_for_Scanner_Discard.started,SyncPulse_Discard.started,fix_Discard.started,Waiting_for_Scanner_Discard.stopped,SyncPulse_Discard.keys,SyncPulse_Discard.rt,SyncPulse_Discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_Baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,Baseline_Fixation.started,Baseline.started,Baseline.stopped,Baseline_Fixation.stopped,Description.started,text_2.started,Progress.started,Description.stopped,Progress.keys,Progress.rt,Progress.duration,Trial_prep.started,prep_spacebar.started,prep_points.started,text_prep.started,image_left_prep.started,image_right_prep.started,key_resp_prep.started,Trial_prep.stopped,key_resp_prep.keys,key_resp_prep.rt,key_resp_prep.duration,Fixation_Start.started,Fixation_start.started,Fixation_start.stopped,Fixation_Start.stopped,W4S_Trial.started,SyncPulse_Trial.started,fix_Trial.started,W4S_Trial.stopped,SyncPulse_Trial.keys,SyncPulse_Trial.rt,SyncPulse_Trial.duration,just_images.started,image_left_ji.started,image_right_ji.started,image_center_ji.started,key_resp_ji.started,just_images.stopped,key_resp_ji.keys,key_resp_ji.corr,key_resp_ji.rt,key_resp_ji.duration,feedback_ji.started,image_left_ji_2.started,image_right_ji_2.started,image_center_ji_fb.started,feedback_image_2.started,feedback_ji.stopped,fixation_practice.started,text.started,fixation_practice.stopped,text.stopped,prep_jwbg.started,prep_spacebar_5.started,prep_points_6.started,text_prep_6.started,text_left_prep_3.started,text_right_prep_3.started,key_resp_prep_6.started,prep_jwbg.stopped,key_resp_prep_6.keys,key_resp_prep_6.rt,key_resp_prep_6.duration,just_words_bg.started,key_resp_jwbg.started,text_left_bg.started,text_right_bg.started,text_stim_jwbg.started,just_words_bg.stopped,key_resp_jwbg.keys,key_resp_jwbg.corr,key_resp_jwbg.rt,key_resp_jwbg.duration,feedback_10.started,text_left_bg_2.started,text_right_bg_2.started,text_stim_jwbg_2.started,image_jwbg_fb.started,text_left_bg_2.stopped,text_right_bg_2.stopped,text_stim_jwbg_2.stopped,image_jwbg_fb.stopped,feedback_10.stopped,prep_wibg.started,prep_spacebar_6.started,prep_points_7.started,text_prep_7.started,image_left_sw_4.started,image_right_sw_4.started,under_image_left_4.started,under_image_right_4.started,key_resp_prep_7.started,prep_wibg.stopped,key_resp_prep_7.keys,key_resp_prep_7.rt,key_resp_prep_7.duration,words_images_bg.started,key_resp_wibg.started,image_left_bg.started,image_right_bg.started,under_image_left_bg.started,under_image_right_bg.started,image_stim_wibg.started,text_stim_wibg.started,words_images_bg.stopped,key_resp_wibg.keys,key_resp_wibg.corr,key_resp_wibg.rt,key_resp_wibg.duration,feedback_12.started,image_left_bg_2.started,image_right_bg_2.started,under_image_left_bg_2.started,under_image_right_bg_2.started,image_center_wibg_fb.started,text_center_wibg_fb.started,image_wibg_fb.started,feedback_12.stopped,ITI_Interval.started,fixation_point.started,fixation_point.stopped,ITI_Interval.stopped,image_left_bg_2.stopped,image_right_bg_2.stopped,under_image_left_bg_2.stopped,under_image_right_bg_2.stopped,image_center_wibg_fb.stopped,text_center_wibg_fb.stopped,image_wibg_fb.stopped,prep_jwgb.started,prep_spacebar_7.started,prep_points_8.started,text_prep_8.started,text_left_prep.started,text_right_prep.started,key_resp_prep_8.started,prep_jwgb.stopped,key_resp_prep_8.keys,key_resp_prep_8.rt,key_resp_prep_8.duration,just_words_gb.started,key_resp_jwgb.started,text_left_gb.started,text_right_gb.started,text_stim_jwgb.started,just_words_gb.stopped,key_resp_jwgb.keys,key_resp_jwgb.corr,key_resp_jwgb.rt,key_resp_jwgb.duration,feedback_14.started,text_left_gb_2.started,text_right_gb_2.started,text_center_jwgb_fb.started,image_jwgb_fb.started,feedback_14.stopped,text_left_gb_2.stopped,text_right_gb_2.stopped,text_center_jwgb_fb.stopped,image_jwgb_fb.stopped,prep_wigb.started,prep_spacebar_8.started,prep_points_9.started,text_prep_9.started,image_left_gb_5.started,image_right_gb_5.started,under_image_left_5.started,under_image_right_5.started,key_resp_prep_9.started,prep_wigb.stopped,key_resp_prep_9.keys,key_resp_prep_9.rt,key_resp_prep_9.duration,words_images_gb.started,key_resp_wigb.started,image_left_gb.started,image_right_gb.started,under_image_left_gb.started,under_image_right_gb.started,image_stim_wigb.started,text_stim_wigb.started,words_images_gb.stopped,key_resp_wigb.keys,key_resp_wigb.corr,key_resp_wigb.rt,key_resp_wigb.duration,feedback_16.started,image_left_gb_2.started,image_right_gb_2.started,under_image_left_gb_2.started,under_image_right_gb_2.started,image_center_wigb_fb.started,text_center_wigb_fb.started,image_wigb_fb.started,feedback_16.stopped,image_left_gb_2.stopped,image_right_gb_2.stopped,under_image_left_gb_2.stopped,under_image_right_gb_2.stopped,image_center_wigb_fb.stopped,text_center_wigb_fb.stopped,image_wigb_fb.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wf00006_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,45.84484410000732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.82903039996745,45.84484410000732,45.84484410000732,46.062001699989196,5,0.20136080001248047,None,46.062466399976984,46.07775799999945,46.07775799999945,46.07775799999945,46.07775799999945,46.62823729997035,1,1,0.5436587000149302,0.0019997000345028937,46.62867730000289,46.66082129999995,46.66082129999995,46.66082129999995,46.66082129999995,46.911452599975746,46.911474799970165,46.92786759999581,47.911404499958735,47.92841519997455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run3,RBDCW011_Run3,2024-04-18_17h30.13.531,IAT_test,2023.2.2,59.8906038336752,2024-04-18 17h30.59.275506 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00001_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,47.92841519997455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.91171029995894,47.92841519997455,47.92841519997455,48.06256290001329,5,0.11882200004765764,None,48.063115199969616,48.07776419998845,48.07776419998845,48.07776419998845,48.07776419998845,48.57910199998878,2,1,0.49594960000831634,0.0005588999483734369,48.57978520001052,48.60023400001228,48.60023400001228,48.60023400001228,48.60023400001228,48.87884939997457,48.87887730001239,48.89518880000105,49.878090299956966,49.894553099991754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run3,RBDCW011_Run3,2024-04-18_17h30.13.531,IAT_test,2023.2.2,59.8906038336752,2024-04-18 17h30.59.275506 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00009_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,49.894553099991754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.87838780001039,49.894553099991754,49.894553099991754,50.06084990000818,5,0.15271429996937513,None,50.061048200004734,50.077654199965764,50.077654199965764,50.077654199965764,50.077654199965764,50.612005900009535,2,1,0.5323349999962375,0.0,50.61261299997568,50.63307869998971,50.63307869998971,50.63307869998971,50.63307869998971,50.91181709995726,50.91184089996386,50.9279843000113,51.911426300008316,51.9280895999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run3,RBDCW011_Run3,2024-04-18_17h30.13.531,IAT_test,2023.2.2,59.8906038336752,2024-04-18 17h30.59.275506 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00012_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,51.9280895999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.911790999991354,51.9280895999982,51.9280895999982,52.06152920000022,5,0.11924490000819787,None,52.061843600007705,52.07777759997407,52.07777759997407,52.07777759997407,52.07777759997407,52.594650399987586,1,1,0.5015134999994189,0.0009238999919034541,52.59490329999244,52.61053919995902,52.61053919995902,52.61053919995902,52.61053919995902,52.87860880000517,52.87863499997184,52.89505829999689,53.87842019996606,53.894940299971495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run3,RBDCW011_Run3,2024-04-18_17h30.13.531,IAT_test,2023.2.2,59.8906038336752,2024-04-18 17h30.59.275506 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/am00011_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,53.894940299971495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.87882439995883,53.894940299971495,53.894940299971495,54.06168079999043,5,0.1522275999886915,None,54.062123199983034,54.07778180000605,54.07778180000605,54.07778180000605,54.07778180000605,54.64413179998519,2,1,0.5621568000060506,0.0009509000228717923,54.644383599981666,54.66043260000879,54.66043260000879,54.66043260000879,54.66043260000879,54.928487199998926,54.92851509997854,54.94512639997993,55.928564200003166,55.94495759997517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run3,RBDCW011_Run3,2024-04-18_17h30.13.531,IAT_test,2023.2.2,59.8906038336752,2024-04-18 17h30.59.275506 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00001_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,55.94495759997517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.92897579999408,55.94495759997517,55.94495759997517,56.06203319999622,5,0.10248330002650619,None,56.062469299999066,56.07768499996746,56.07768499996746,56.07768499996746,56.07768499996746,56.59407930000452,1,1,0.5063912000041455,0.000928299967199564,56.59434249997139,56.610819399997126,56.610819399997126,56.610819399997126,56.610819399997126,56.878794399963226,56.878823600010946,56.895138199965004,57.87897259998135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run3,RBDCW011_Run3,2024-04-18_17h30.13.531,IAT_test,2023.2.2,59.8906038336752,2024-04-18 17h30.59.275506 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00002_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,57.895336999965366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.87978859996656,57.895336999965366,57.895336999965366,58.06252609996591,5,0.15191570000024512,None,58.06309109996073,58.07788900000742,58.07788900000742,58.07788900000742,58.07788900000742,58.59539039997617,2,1,0.5162666999967769,None,58.59614849998616,58.616135499964,58.616135499964,58.616135499964,58.616135499964,58.87884209997719,58.87886970001273,58.89520580001408,59.87843739998061,59.89484759996412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run3,RBDCW011_Run3,2024-04-18_17h30.13.531,IAT_test,2023.2.2,59.8906038336752,2024-04-18 17h30.59.275506 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wf00004_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,59.89484759996412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.87884600000689,59.89484759996412,59.89484759996412,60.06181519996608,5,0.15223140001762658,None,60.06222490000073,60.077925399993546,60.077925399993546,60.077925399993546,60.077925399993546,60.7442837000126,1,1,0.6651363999699242,0.0010258000111207366,60.744534600002225,60.761000900005456,60.761000900005456,60.761000900005456,60.761000900005456,61.02914579998469,61.02917699998943,61.044928499963135,62.027665800007526,62.04431649995968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run3,RBDCW011_Run3,2024-04-18_17h30.13.531,IAT_test,2023.2.2,59.8906038336752,2024-04-18 17h30.59.275506 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00003_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,62.04431649995968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.02793709997786,62.04431649995968,62.04431649995968,62.06133689999115,5,0.0027051999932155013,None,62.06164919998264,62.0777399999788,62.0777399999788,62.0777399999788,62.0777399999788,62.69463469996117,1,1,0.6049035000032745,0.00035370001569390297,62.694960699998774,62.71072450000793,62.71072450000793,62.71072450000793,62.71072450000793,62.97813760000281,62.978157799982,62.99449349998031,63.97821269999258,64.00069249997614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run3,RBDCW011_Run3,2024-04-18_17h30.13.531,IAT_test,2023.2.2,59.8906038336752,2024-04-18 17h30.59.275506 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.97828629997093,64.00069249997614,64.00069249997614,64.00069249997614,64.00069249997614,64.00069249997614,64.00069249997614,66.86047750001308,1,2.845448200008832,0.0008662000182084739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run3,RBDCW011_Run3,2024-04-18_17h30.13.531,IAT_test,2023.2.2,59.8906038336752,2024-04-18 17h30.59.275506 -0400,
,,,1,Bad,Good,Cherish,right,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,66.87773409998044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.87415869999677,66.87773409998044,66.87773409998044,67.06262229999993,5,0.16956890001893044,None,,,,,,,,,,,,,,,,,68.46088979998603,68.47751369996695,69.46133149997331,,,,,,,,,,,,,67.06359839998186,67.08106409996981,67.08106409996981,67.08106409996981,67.08106409996981,68.1611543999752,1,1,1.0649709000135772,0.0017521000117994845,68.16161189996637,68.177454699995,68.177454699995,68.177454699995,68.177454699995,68.47751369996695,68.47751369996695,68.47751369996695,68.47751369996695,68.46087650000118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run3,RBDCW011_Run3,2024-04-18_17h30.13.531,IAT_test,2023.2.2,59.8906038336752,2024-04-18 17h30.59.275506 -0400,
,,,1,Bad,Good,Attractive,right,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,69.47829549998278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.46169079997344,69.47829549998278,69.47829549998278,70.06214029999683,5,0.5688198999851011,None,,,,,,,,,,,,,,,,,71.0277250999934,71.04418689996237,72.02840069995727,,,,,,,,,,,,,70.062737500004,70.07808529998874,70.07808529998874,70.07808529998874,70.07808529998874,70.72824299999047,1,1,0.6350174999679439,0.0009126000222750008,70.72869560000254,70.74343450000742,70.74343450000742,70.74343450000742,70.74343450000742,71.04418689996237,71.04418689996237,71.04418689996237,71.04418689996237,71.02771180000855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run3,RBDCW011_Run3,2024-04-18_17h30.13.531,IAT_test,2023.2.2,59.8906038336752,2024-04-18 17h30.59.275506 -0400,
,,,2,Bad,Good,Despise,left,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,72.04498000000603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0288616999751,72.04498000000603,72.04498000000603,72.06169120001141,5,0.002550100034568459,None,,,,,,,,,,,,,,,,,73.01100900000893,73.02756309998222,74.01072580000618,74.0275127000059,,,,,,,,,,,,72.06215919996612,72.07760680001229,72.07760680001229,72.07760680001229,72.07760680001229,72.72753589996137,2,1,0.6388176000327803,0.0017833999590948224,72.72785289998865,72.7431421999936,72.7431421999936,72.7431421999936,72.7431421999936,,,,,73.01099370000884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run3,RBDCW011_Run3,2024-04-18_17h30.13.531,IAT_test,2023.2.2,59.8906038336752,2024-04-18 17h30.59.275506 -0400,
,,,1,Bad,Good,Peace,right,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,74.0275127000059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.01094269996975,74.0275127000059,74.0275127000059,74.06166519998806,5,0.019573100027628243,None,,,,,,,,,,,,,,,,,75.11129749997053,75.1276666999911,76.11097759997938,76.12751590000698,,,,,,,,,,,,74.0620656000101,74.0780347000109,74.0780347000109,74.0780347000109,74.0780347000109,74.81114239996532,1,1,0.7251180000021122,0.0022947000106796622,74.81147999997484,74.82758569996804,74.82758569996804,74.82758569996804,74.82758569996804,75.1276666999911,75.1276666999911,75.1276666999911,75.1276666999911,75.11128069995902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run3,RBDCW011_Run3,2024-04-18_17h30.13.531,IAT_test,2023.2.2,59.8906038336752,2024-04-18 17h30.59.275506 -0400,
,,,1,Bad,Good,Glorious,right,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,76.12751590000698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.11120380001375,76.12751590000698,76.12751590000698,77.06124609999824,5,0.9201748000341468,None,,,,,,,,,,,,,,,,,77.92818509996869,77.94471129996236,78.92835389997344,,,,,,,,,,,,,77.06155819998821,77.07767929998226,77.07767929998226,77.07767929998226,77.07767929998226,77.64366589998826,1,1,0.5597516000270844,0.0009301999816671014,77.6441027999972,77.6606666999869,77.6606666999869,77.6606666999869,77.6606666999869,,,,,77.92815669998527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run3,RBDCW011_Run3,2024-04-18_17h30.13.531,IAT_test,2023.2.2,59.8906038336752,2024-04-18 17h30.59.275506 -0400,
,,,2,Bad,Good,Ugly,left,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,78.94494539999869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.92881720000878,78.94494539999869,78.94494539999869,79.06184199999552,5,0.1023886000039056,None,,,,,,,,,,,,,,,,,79.97764709999319,79.99421460001031,80.97876619995805,,,,,,,,,,,,,79.06230960000539,79.07826769998064,79.07826769998064,79.07826769998064,79.07826769998064,79.69352410000283,2,1,0.6081425999873318,0.002140800002962351,79.69415110000409,79.71075789997121,79.71075789997121,79.71075789997121,79.71075789997121,,,,,79.97763089998625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run3,RBDCW011_Run3,2024-04-18_17h30.13.531,IAT_test,2023.2.2,59.8906038336752,2024-04-18 17h30.59.275506 -0400,
,,,2,Bad,Good,Terrible,left,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,80.9952331999666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.97932819998823,80.9952331999666,80.9952331999666,81.06227429996943,5,0.05204609996872023,None,,,,,,,,,,,,,,,,,81.92808370001148,81.94461439998122,82.92798879998736,82.9444330999977,,,,,,,,,,,,81.06287349999184,81.07766790001187,81.07766790001187,81.07766790001187,81.07766790001187,81.64381989999674,2,1,0.5533756000222638,0.000964700011536479,81.64426019997336,81.6605186999659,81.6605186999659,81.6605186999659,81.6605186999659,,,,,81.92806120001478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run3,RBDCW011_Run3,2024-04-18_17h30.13.531,IAT_test,2023.2.2,59.8906038336752,2024-04-18 17h30.59.275506 -0400,
,,,2,Bad,Good,Hate,left,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,82.9444330999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.9283265999984,82.9444330999977,82.9444330999977,83.0622502999613,5,0.10284629999659956,None,,,,,,,,,,,,,,,,,84.0610443999758,84.07745569996769,85.06122279999545,,,,,,,,,,,,,83.06281069997931,83.0777350999997,83.0777350999997,83.0777350999997,83.0777350999997,83.76105799997458,2,1,0.6725167999975383,0.0009833000367507339,83.76139289996354,83.77749549999135,83.77749549999135,83.77749549999135,83.77749549999135,84.07745569996769,84.07745569996769,84.07745569996769,84.07745569996769,84.0610298999818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run3,RBDCW011_Run3,2024-04-18_17h30.13.531,IAT_test,2023.2.2,59.8906038336752,2024-04-18 17h30.59.275506 -0400,
,,,1,Bad,Good,Reward,right,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,85.0776473999722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.06154299998889,85.0776473999722,85.0776473999722,86.06157640001038,5,0.9699538000277244,None,,,,,,,,,,,,,,,,,87.22791429999052,87.24445249995915,88.22770629997831,88.24439010000788,,,,,,,,,,,,86.06200049998006,86.0776610999601,86.0776610999601,86.0776610999601,86.0776610999601,86.93026659998577,1,1,0.833380899974145,0.0009211000287905335,86.93136619997676,86.95345339999767,86.95345339999767,86.95345339999767,86.95345339999767,,,,,87.22789290000219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run3,RBDCW011_Run3,2024-04-18_17h30.13.531,IAT_test,2023.2.2,59.8906038336752,2024-04-18 17h30.59.275506 -0400,
,,,2,Bad,Good,Punish,left,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,88.24439010000788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.22806519997539,88.24439010000788,88.24439010000788,89.06139079999411,5,0.8026981999864802,None,,,,,,,,,,,,,,,,,90.11075319995871,90.12789750000229,91.11145550000947,,,,,,,,,,,,,89.06174049997935,89.07773119997,89.07773119997,89.07773119997,89.07773119997,89.82740089995787,2,1,0.7429895999957807,0.00037429999792948365,89.82773550000275,89.84328819997609,89.84328819997609,89.84328819997609,89.84328819997609,,,,,90.11073570000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run3,RBDCW011_Run3,2024-04-18_17h30.13.531,IAT_test,2023.2.2,59.8906038336752,2024-04-18 17h30.59.275506 -0400,
