ImageLeft_ji,ImageRight_ji,ImageCentre_ji,CorrAns,TextLeft_jwsw,TextRight_jwsw,TextCentre_jwsw,Answer,ImageLeft_wisw,ImageRight_wisw,ImageCentre_wisw,TextLeft_wisw,TextRight_wisw,TextCentre_wisw,ITI,TextLeft_jwws,TextRight_jwws,TextCentre_jwws,ImageLeft_wiws,ImageRight_wiws,ImageCentre_wiws,TextLeft_wiws,TextRight_wiws,TextCentre_wiws,ImagesDiscarded.thisRepN,ImagesDiscarded.thisTrialN,ImagesDiscarded.thisN,ImagesDiscarded.thisIndex,ji.thisRepN,ji.thisTrialN,ji.thisN,ji.thisIndex,jwsw.thisRepN,jwsw.thisTrialN,jwsw.thisN,jwsw.thisIndex,wisw.thisRepN,wisw.thisTrialN,wisw.thisN,wisw.thisIndex,jwws.thisRepN,jwws.thisTrialN,jwws.thisN,jwws.thisIndex,wiws.thisRepN,wiws.thisTrialN,wiws.thisN,wiws.thisIndex,thisRow.t,notes,Waiting_for_Scanner_Discard.started,SyncPulse_Discard.started,text_3.started,Waiting_for_Scanner_Discard.stopped,SyncPulse_Discard.keys,SyncPulse_Discard.rt,SyncPulse_Discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,Baseline_Fixation.started,Baseline.started,Baseline.stopped,Baseline_Fixation.stopped,Description.started,text_2.started,Progress.started,Description.stopped,Progress.keys,Progress.rt,Progress.duration,Trial_prep.started,prep_spacebar.started,prep_points.started,text_prep.started,image_left_prep.started,image_right_prep.started,key_resp_prep.started,Trial_prep.stopped,key_resp_prep.keys,key_resp_prep.rt,key_resp_prep.duration,Fixation_Start.started,Fixation_start.started,Fixation_Start.stopped,W4S_Trial.started,SyncPulse_Trial.started,fix_Trial.started,W4S_Trial.stopped,SyncPulse_Trial.keys,SyncPulse_Trial.rt,SyncPulse_Trial.duration,just_images.started,image_left_ji.started,image_right_ji.started,image_center_ji.started,key_resp_ji.started,just_images.stopped,key_resp_ji.keys,key_resp_ji.corr,key_resp_ji.rt,key_resp_ji.duration,feedback_ji.started,image_left_ji_2.started,image_right_ji_2.started,image_center_ji_fb.started,feedback_image_2.started,feedback_ji.stopped,fixation_practice.started,text.started,text.stopped,fixation_practice.stopped,image_left_ji_2.stopped,image_right_ji_2.stopped,image_center_ji_fb.stopped,feedback_image_2.stopped,prep_jwsw.started,prep_spacebar_jwsw.started,prep_points_2.started,text_prep_2.started,text_left_sw_2.started,text_right_sw_2.started,key_resp_prep_2.started,prep_jwsw.stopped,key_resp_prep_2.keys,key_resp_prep_2.rt,key_resp_prep_2.duration,just_words_sw.started,key_resp_jwsw.started,text_left_sw.started,text_right_sw.started,text_middle_sw.started,just_words_sw.stopped,key_resp_jwsw.keys,key_resp_jwsw.corr,key_resp_jwsw.rt,key_resp_jwsw.duration,feedback_2.started,text_left_sw_3.started,text_right_sw_3.started,text_middle_sw_3.started,feedback_image2.started,text_left_sw_3.stopped,text_right_sw_3.stopped,text_middle_sw_3.stopped,feedback_image2.stopped,feedback_2.stopped,prep_wisw.started,prep_spacebar_2.started,prep_points_3.started,text_prep_3.started,image_left_sw_2.started,image_right_sw_2.started,under_image_left_2.started,under_image_right_2.started,key_resp_prep_3.started,prep_wisw.stopped,key_resp_prep_3.keys,key_resp_prep_3.rt,key_resp_prep_3.duration,words_images_sw.started,key_resp_wisw.started,image_left_sw.started,image_right_sw.started,under_image_left.started,under_image_right.started,image_stim_wisw.started,word_stim_wisw.started,words_images_sw.stopped,key_resp_wisw.keys,key_resp_wisw.corr,key_resp_wisw.rt,key_resp_wisw.duration,feedback_5.started,image_left_sw_8.started,image_right_sw_8.started,under_image_left_8.started,under_image_right_8.started,center_image_wisw_fb.started,center_word_wisw_fb.started,image_wisw_fb.started,feedback_5.stopped,ITI_Interval.started,fixation_point.started,fixation_point.stopped,ITI_Interval.stopped,image_left_sw_8.stopped,image_right_sw_8.stopped,under_image_left_8.stopped,under_image_right_8.stopped,center_image_wisw_fb.stopped,center_word_wisw_fb.stopped,image_wisw_fb.stopped,prep_jwws.started,prep_spacebar_4.started,prep_points_4.started,text_prep_4.started,text_left_ws_2.started,text_right_ws_2.started,key_resp_prep_4.started,prep_jwws.stopped,key_resp_prep_4.keys,key_resp_prep_4.rt,key_resp_prep_4.duration,just_words_ws.started,key_resp_jwws.started,text_left_ws.started,text_right_ws.started,text_middle_ws.started,just_words_ws.stopped,key_resp_jwws.keys,key_resp_jwws.corr,key_resp_jwws.rt,key_resp_jwws.duration,feedback_4.started,text_left_ws_3.started,text_right_ws_3.started,text_middle_jwws_fb.started,image_jwws_fb.started,feedback_4.stopped,text_left_ws_3.stopped,text_right_ws_3.stopped,text_middle_jwws_fb.stopped,image_jwws_fb.stopped,prep_wiws.started,prep_spacebar_3.started,prep_points_5.started,text_prep_5.started,image_left_sw_3.started,image_right_sw_3.started,under_image_left_3.started,under_image_right_3.started,key_resp_prep_5.started,prep_wiws.stopped,key_resp_prep_5.keys,key_resp_prep_5.rt,key_resp_prep_5.duration,words_images_ws.started,key_resp_wiws.started,image_left_ws.started,image_right_ws.started,under_image_left_ws.started,under_image_right_ws.started,image_center_ws.started,text_center_ws.started,words_images_ws.stopped,key_resp_wiws.keys,key_resp_wiws.corr,key_resp_wiws.rt,key_resp_wiws.duration,feedback_8.started,image_left_ws_2.started,image_right_ws_2.started,under_image_left_ws_2.started,under_image_right_ws_2.started,image_center_wiws_fb.started,text_center_wiws_feedback.started,image_wiws_fb.started,feedback_8.stopped,image_left_ws_2.stopped,image_right_ws_2.stopped,under_image_left_ws_2.stopped,under_image_right_ws_2.stopped,image_center_wiws_fb.stopped,text_center_wiws_feedback.stopped,image_wiws_fb.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wf00006_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,61.31364360003499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.297487600008026,61.31364360003499,61.31364360003499,62.164404200040735,5,0.8474616999737918,None,62.164897300011944,62.17995910003083,62.17995910003083,62.17995910003083,62.17995910003083,63.28091920004226,1,1,1.0905435000313446,0.0009671999723650515,63.281526100006886,63.30027330003213,63.30027330003213,63.30027330003213,63.30027330003213,63.56419270002516,63.56421889999183,63.58051609998802,64.58037250000052,64.5642389000277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run1,RBDCW011_Run1,2024-04-18_17h05.25.993,IAT_test,2023.2.2,60.10121043940899,2024-04-18 17h06.04.704272 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00001_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,64.58037250000052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.56468020001194,64.58037250000052,64.58037250000052,65.16399760002969,5,0.5804126999573782,None,65.164397799992,65.18016910000006,65.18016910000006,65.18016910000006,65.18016910000006,65.98078470001929,2,1,0.7881985999993049,0.0020949000027030706,65.98140230000718,66.00019160000375,66.00019160000375,66.00019160000375,66.00019160000375,66.26396650000243,66.26398909999989,66.28018110000994,67.28024100000039,67.26368020003429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run1,RBDCW011_Run1,2024-04-18_17h05.25.993,IAT_test,2023.2.2,60.10121043940899,2024-04-18 17h06.04.704272 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00009_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,67.28024100000039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.26406710001174,67.28024100000039,67.28024100000039,68.16399520001141,5,0.8807880999520421,None,68.16438420000486,68.18005170003744,68.18005170003744,68.18005170003744,68.18005170003744,68.88076989998808,2,1,0.6841577999875881,0.0009317999938502908,68.88128510001116,68.89853649999714,68.89853649999714,68.89853649999714,68.89853649999714,69.1642298999941,69.16426180000417,69.18074420001358,70.18068370001856,70.16437910002423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run1,RBDCW011_Run1,2024-04-18_17h05.25.993,IAT_test,2023.2.2,60.10121043940899,2024-04-18 17h06.04.704272 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00012_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,70.18068370001856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.16484680003487,70.18068370001856,70.18068370001856,71.16399840003578,5,0.97979850001866,None,71.16440240002703,71.17965420003748,71.17965420003748,71.17965420003748,71.17965420003748,72.09827359998599,1,1,0.9118955999729224,0.000952000031247735,72.09905070002424,72.11307560000569,72.11307560000569,72.11307560000569,72.11307560000569,72.39718740002718,72.39720730000408,72.41340359998867,73.41350369999418,73.39706009998918,72.41340359998867,72.41340359998867,72.41340359998867,72.41340359998867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run1,RBDCW011_Run1,2024-04-18_17h05.25.993,IAT_test,2023.2.2,60.10121043940899,2024-04-18 17h06.04.704272 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/am00011_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,73.41350369999418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.39746450004168,73.41350369999418,73.41350369999418,74.16403600003105,5,0.7470081999781542,None,74.16445280000335,74.17999490001239,74.17999490001239,74.17999490001239,74.17999490001239,75.86362650000956,2,1,1.6831939999829046,None,75.86412980000023,75.88021630002186,75.88021630002186,75.88021630002186,75.88021630002186,76.14720480004326,76.14722620003158,76.1632457000087,77.16349480004283,77.14706799999112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run1,RBDCW011_Run1,2024-04-18_17h05.25.993,IAT_test,2023.2.2,60.10121043940899,2024-04-18 17h06.04.704272 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00001_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,77.16349480004283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.14742120000301,77.16349480004283,77.16349480004283,78.16333150002174,5,0.9967439000029117,None,78.16357959999004,78.17977069999324,78.17977069999324,78.17977069999324,78.17977069999324,78.91323320002994,1,1,0.7284267999930307,0.000984499987680465,78.9134853000287,78.9295032999944,78.9295032999944,78.9295032999944,78.9295032999944,79.19714210001985,79.1971637000097,79.21348850004142,,80.19774710002821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run1,RBDCW011_Run1,2024-04-18_17h05.25.993,IAT_test,2023.2.2,60.10121043940899,2024-04-18 17h06.04.704272 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00002_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,80.21311280003283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.1982946000062,80.21311280003283,80.21311280003283,81.1639347000164,5,0.9474731999798678,None,81.16433350002626,81.18024150002748,81.18024150002748,81.18024150002748,81.18024150002748,81.89737020002212,2,1,0.7094369999831542,0.0009002000442706048,81.89787129999604,81.91548710002098,81.91548710002098,81.91548710002098,81.91548710002098,82.18045690003783,82.18047960003605,82.19692700001178,83.19698569999309,83.18050190003123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run1,RBDCW011_Run1,2024-04-18_17h05.25.993,IAT_test,2023.2.2,60.10121043940899,2024-04-18 17h06.04.704272 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wf00004_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,83.19698569999309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.1808810000075,83.19698569999309,83.19698569999309,84.16393149999203,5,0.9635685999528505,None,84.16432600002736,84.18005170003744,84.18005170003744,84.18005170003744,84.18005170003744,85.03047320002224,1,1,0.840491600043606,0.001000799995381385,85.03093090001494,85.04731410002569,85.04731410002569,85.04731410002569,85.04731410002569,85.31406669999706,85.31409340002574,85.33050590002676,86.33046500000637,86.31383050000295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run1,RBDCW011_Run1,2024-04-18_17h05.25.993,IAT_test,2023.2.2,60.10121043940899,2024-04-18 17h06.04.704272 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00003_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,86.33046500000637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.31427110004006,86.33046500000637,86.33046500000637,87.16364550002618,5,0.8303180999937467,None,87.164050100022,87.18006480002077,87.18006480002077,87.18006480002077,87.18006480002077,87.89701409998816,1,1,0.7118278999696486,0.0002761000068858266,87.89751510001952,87.91535520000616,87.91535520000616,87.91535520000616,87.91535520000616,88.18038929998875,88.18041329999687,88.19688340002904,89.20249240001431,89.18048550002277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run1,RBDCW011_Run1,2024-04-18_17h05.25.993,IAT_test,2023.2.2,60.10121043940899,2024-04-18 17h06.04.704272 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.18055530003039,89.20249240001431,89.20249240001431,89.20249240001431,89.20249240001431,89.20249240001431,89.20249240001431,93.14658940001391,1,3.931633200030774,0.0010222999844700098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run1,RBDCW011_Run1,2024-04-18_17h05.25.993,IAT_test,2023.2.2,60.10121043940899,2024-04-18 17h06.04.704272 -0400,
,,,2,Strong,Weak,Brawny,left,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,93.16249830002198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.15885489998618,93.16249830002198,93.16249830002198,94.1638193000108,5,0.9982022000476718,None,,,,,,,,,,,,,,,,,95.51302330003818,95.52968219999457,,96.51351349998731,,,,,,,,,,,,,,,,94.16444610001054,94.17990799999097,94.17990799999097,94.17990799999097,94.17990799999097,95.21341230004327,2,1,1.0172802999732085,0.0012590999831445515,95.21394310001051,95.22945929999696,95.22945929999696,95.22945929999696,95.22945929999696,95.52968219999457,95.52968219999457,95.52968219999457,95.52968219999457,95.51300820003962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run1,RBDCW011_Run1,2024-04-18_17h05.25.993,IAT_test,2023.2.2,60.10121043940899,2024-04-18 17h06.04.704272 -0400,
,,,1,Strong,Weak,Soft,right,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,96.53018960001646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.51388829998905,96.53018960001646,96.53018960001646,97.16389580001123,5,0.6304364000097848,None,,,,,,,,,,,,,,,,,98.01301330002025,98.0298208000022,,99.01339959999314,,,,,,,,,,,,,,,,97.16431250004098,97.18023480003467,97.18023480003467,97.18023480003467,97.18023480003467,97.73007430002326,1,1,0.5444244000245817,0.000813600025139749,97.73045299999649,97.74532829999225,97.74532829999225,97.74532829999225,97.74532829999225,,,,,98.01299620000646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run1,RBDCW011_Run1,2024-04-18_17h05.25.993,IAT_test,2023.2.2,60.10121043940899,2024-04-18 17h06.04.704272 -0400,
,,,1,Strong,Weak,Puny,right,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,99.02978520002216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.01373300002888,99.02978520002216,99.02978520002216,99.16367270000046,5,0.13068320002639666,None,,,,,,,,,,,,,,,,,100.11313930002507,100.12974410003517,,101.11363340000389,,,,,,,,,,,,,,,,99.16403680003714,99.18006280000554,99.18006280000554,99.18006280000554,99.18006280000554,99.83013060002122,1,1,0.6341442000120878,0.0009314999915659428,99.83061529998668,99.84573260002071,99.84573260002071,99.84573260002071,99.84573260002071,,,,,100.11312280001584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run1,RBDCW011_Run1,2024-04-18_17h05.25.993,IAT_test,2023.2.2,60.10121043940899,2024-04-18 17h06.04.704272 -0400,
,,,2,Strong,Weak,Athletic,left,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,101.13020630000392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1140577000333,101.13020630000392,101.13020630000392,101.16385609999998,5,0.03048109996598214,None,,,,,,,,,,,,,,,,,102.01314600004116,102.02976689999923,,103.01364930003183,,,,,,,,,,,,,,,,101.16427040001145,101.17996420001145,101.17996420001145,101.17996420001145,101.17996420001145,101.73014020000119,2,1,0.5386733000050299,0.0008469000458717346,101.73053340002662,101.74531490000663,101.74531490000663,101.74531490000663,101.74531490000663,,,,,102.01312870002585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run1,RBDCW011_Run1,2024-04-18_17h05.25.993,IAT_test,2023.2.2,60.10121043940899,2024-04-18 17h06.04.704272 -0400,
,,,2,Strong,Weak,Powerful,left,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,103.03020820004167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.01405810000142,103.03020820004167,103.03020820004167,103.16376840003068,5,0.13045050000073388,None,,,,,,,,,,,,,,,,,104.11319220002042,104.12984370003687,,105.1134708999889,,,,,,,,,,,,,,,,103.16416510002455,103.18025159998797,103.18025159998797,103.18025159998797,103.18025159998797,103.82989610004006,2,1,0.6448794000316411,0.0,103.8302996000275,103.84554160002153,103.84554160002153,103.84554160002153,103.84554160002153,,,,,104.11317190004047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run1,RBDCW011_Run1,2024-04-18_17h05.25.993,IAT_test,2023.2.2,60.10121043940899,2024-04-18 17h06.04.704272 -0400,
,,,2,Strong,Weak,Burly,left,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,105.13006709999172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.11385610001162,105.13006709999172,105.13006709999172,105.89726930001052,5,0.7614819000009447,0.0018227000255137682,,,,,,,,,,,,,,,,,106.89657590002753,106.9129391000024,,107.89710050000576,,,,,,,,,,,,,,,,105.89768709999043,105.91329300001962,105.91329300001962,105.91329300001962,105.91329300001962,106.59630909998668,2,1,0.6658550999709405,0.0009550999966450036,106.59665319998749,106.61293880001176,106.61293880001176,106.61293880001176,106.61293880001176,106.9129391000024,106.9129391000024,106.9129391000024,106.9129391000024,106.89656030002516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run1,RBDCW011_Run1,2024-04-18_17h05.25.993,IAT_test,2023.2.2,60.10121043940899,2024-04-18 17h06.04.704272 -0400,
,,,2,Strong,Weak,Muscly,left,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,107.9136527000228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.89756760001183,107.9136527000228,107.9136527000228,108.1637391000404,5,0.2470830000238493,None,,,,,,,,,,,,,,,,,109.07974330004072,109.09634729998652,,110.08101140003419,,,,,,,,,,,,,,,,108.16413769999053,108.17987699998775,108.17987699998775,108.17987699998775,108.17987699998775,108.7960595000186,2,1,0.6143501999904402,0.0010033000144176185,108.79654880001908,108.81292530003702,108.81292530003702,108.81292530003702,108.81292530003702,,,,,109.07972670003073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run1,RBDCW011_Run1,2024-04-18_17h05.25.993,IAT_test,2023.2.2,60.10121043940899,2024-04-18 17h06.04.704272 -0400,
,,,1,Strong,Weak,Fragile,right,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,110.0975111000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0816204000148,110.0975111000007,110.0975111000007,110.16458790004253,5,0.06309090001741424,None,,,,,,,,,,,,,,,,,111.0650362999877,111.08091170003172,,112.08037179999519,,,,,,,,,,,,,,,,110.16519299999345,110.18035249999957,110.18035249999957,110.18035249999957,110.18035249999957,110.76305360003607,1,1,0.5678472999716178,0.0009283000254072249,110.76344190002419,110.77965869999025,110.77965869999025,110.77965869999025,110.77965869999025,,,,,111.06499819998862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run1,RBDCW011_Run1,2024-04-18_17h05.25.993,IAT_test,2023.2.2,60.10121043940899,2024-04-18 17h06.04.704272 -0400,
,,,1,Strong,Weak,Skinny,right,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,112.09712109999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.08088930003578,112.09712109999964,112.09712109999964,112.16411390004214,5,0.06346119998488575,None,,,,,,,,,,,,,,,,,113.31297670002095,113.32956400001422,,114.31323160004104,,,,,,,,,,,,,,,,112.16460980003467,112.18007850000868,112.18007850000868,112.18007850000868,112.18007850000868,113.0130468000425,1,1,0.8251757000107318,0.0012660999782383442,113.0134371999884,113.02968820004025,113.02968820004025,113.02968820004025,113.02968820004025,113.32956400001422,113.32956400001422,113.32956400001422,113.32956400001422,113.31296180002391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run1,RBDCW011_Run1,2024-04-18_17h05.25.993,IAT_test,2023.2.2,60.10121043940899,2024-04-18 17h06.04.704272 -0400,
,,,1,Strong,Weak,Delicate,right,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,114.33005360001698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.31360540003516,114.33005360001698,114.33005360001698,115.16455210000277,5,0.8306077999877743,None,,,,,,,,,,,,,,,,,116.06307640002342,116.07955900003435,117.07941679999931,117.06300409999676,,,,,,,,,,,,,,,,115.16515399998752,115.1796738000121,115.1796738000121,115.1796738000121,115.1796738000121,115.76304280001204,1,1,0.5798693000106141,0.001900999981444329,115.76342710002791,115.7797375000082,115.7797375000082,115.7797375000082,115.7797375000082,116.07955900003435,116.07955900003435,116.07955900003435,116.07955900003435,116.06306130002486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run1,RBDCW011_Run1,2024-04-18_17h05.25.993,IAT_test,2023.2.2,60.10121043940899,2024-04-18 17h06.04.704272 -0400,
