ImageLeft_ji,ImageRight_ji,ImageCentre_ji,CorrAns,TextLeft_jwsi,TextRight_jwsi,TextCentre_jwsi,Answer,ImageLeft_wisi,ImageRight_wisi,ImageCentre_wisi,TextLeft_wisi,TextRight_wisi,TextCentre_wisi,ITI,TextLeft_jwis,TextRight_jwis,TextCentre_jwis,ImageLeft_wiis,ImageRight_wiis,ImageCentre_wiis,TextLeft_wiis,TextRight_wiis,TextCentre_wiis,ImagesDiscarded.thisRepN,ImagesDiscarded.thisTrialN,ImagesDiscarded.thisN,ImagesDiscarded.thisIndex,ji.thisRepN,ji.thisTrialN,ji.thisN,ji.thisIndex,jwsi.thisRepN,jwsi.thisTrialN,jwsi.thisN,jwsi.thisIndex,wisi.thisRepN,wisi.thisTrialN,wisi.thisN,wisi.thisIndex,jwis.thisRepN,jwis.thisTrialN,jwis.thisN,jwis.thisIndex,wiis.thisRepN,wiis.thisTrialN,wiis.thisN,wiis.thisIndex,thisRow.t,notes,Waiting_for_Scanner_Discard.started,SyncPulse_Discard.started,text_3.started,Waiting_for_Scanner_Discard.stopped,SyncPulse_Discard.keys,SyncPulse_Discard.rt,SyncPulse_Discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_Baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,Baseline_Fixation.started,Baseline.started,Baseline.stopped,Baseline_Fixation.stopped,Description.started,text_2.started,Progress.started,Description.stopped,Progress.keys,Progress.rt,Progress.duration,Trial_prep.started,prep_spacebar.started,prep_points.started,text_prep.started,image_left_prep.started,image_right_prep.started,key_resp_prep.started,Trial_prep.stopped,key_resp_prep.keys,key_resp_prep.rt,key_resp_prep.duration,Fixation_Start.started,Fixation_start.started,Fixation_Start.stopped,W4S_Trial.started,SyncPulse_Trial.started,fix_Trial.started,W4S_Trial.stopped,SyncPulse_Trial.keys,SyncPulse_Trial.rt,SyncPulse_Trial.duration,just_images.started,image_left_ji.started,image_right_ji.started,image_center_ji.started,key_resp_ji.started,just_images.stopped,key_resp_ji.keys,key_resp_ji.corr,key_resp_ji.rt,key_resp_ji.duration,feedback_ji.started,image_left_ji_2.started,image_right_ji_2.started,image_center_ji_fb.started,feedback_image_2.started,feedback_ji.stopped,fixation_practice.started,text.started,text.stopped,fixation_practice.stopped,image_left_ji_2.stopped,image_right_ji_2.stopped,image_center_ji_fb.stopped,feedback_image_2.stopped,prep_jwsi.started,prep_spacebar_9.started,prep_points_10.started,text_prep_10.started,text_left_prep_2.started,text_right_prep_2.started,key_resp_prep_10.started,prep_jwsi.stopped,key_resp_prep_10.keys,key_resp_prep_10.rt,key_resp_prep_10.duration,just_words_si.started,key_resp_jwsi.started,text_left_si.started,text_right_si.started,text_stim_jwsi.started,just_words_si.stopped,key_resp_jwsi.keys,key_resp_jwsi.corr,key_resp_jwsi.rt,key_resp_jwsi.duration,feedback_18.started,text_left_si_2.started,text_right_si_2.started,text_center.started,image_jwsi_fb.started,feedback_18.stopped,text_left_si_2.stopped,text_right_si_2.stopped,text_center.stopped,image_jwsi_fb.stopped,prep_wisi.started,prep_spacebar_10.started,prep_points_11.started,text_prep_11.started,image_left_sw_6.started,image_right_sw_6.started,under_image_left_6.started,under_image_right_6.started,key_resp_prep_11.started,prep_wisi.stopped,key_resp_prep_11.keys,key_resp_prep_11.rt,key_resp_prep_11.duration,words_images_si.started,key_resp_wisi.started,image_left_si.started,image_right_si.started,under_image_left_si.started,under_image_right_si.started,image_stim_wisi.started,text_stim_wisi.started,words_images_si.stopped,key_resp_wisi.keys,key_resp_wisi.corr,key_resp_wisi.rt,key_resp_wisi.duration,feedback_20.started,image_left_si_2.started,image_right_si_2.started,under_image_left_si_2.started,under_image_right_si_2.started,image_center_wisi_fb.started,text_center_wisi_fb.started,image_wisi_fb.started,feedback_20.stopped,ITI_Interval.started,fixation_point.started,fixation_point.stopped,ITI_Interval.stopped,image_left_si_2.stopped,image_right_si_2.stopped,under_image_left_si_2.stopped,under_image_right_si_2.stopped,image_center_wisi_fb.stopped,text_center_wisi_fb.stopped,image_wisi_fb.stopped,prep_jwis.started,prep_spacebar_11.started,prep_points_12.started,text_prep_12.started,text_left_prep_4.started,text_right_prep_4.started,key_resp_prep_12.started,prep_jwis.stopped,key_resp_prep_12.keys,key_resp_prep_12.rt,key_resp_prep_12.duration,just_word_is.started,key_resp_jwis.started,text_left_is.started,text_right_is.started,text_stim_jwis.started,just_word_is.stopped,key_resp_jwis.keys,key_resp_jwis.corr,key_resp_jwis.rt,key_resp_jwis.duration,feedback_22.started,text_left_is_2.started,text_right_is_2.started,text_center_jwis_fb.started,image_jwis_fb.started,feedback_22.stopped,text_left_is_2.stopped,text_right_is_2.stopped,text_center_jwis_fb.stopped,image_jwis_fb.stopped,prep_wiis.started,prep_spacebar_12.started,prep_points_13.started,text_prep_13.started,image_left_sw_7.started,image_right_sw_7.started,under_image_left_7.started,under_image_right_7.started,key_resp_prep_13.started,prep_wiis.stopped,key_resp_prep_13.keys,key_resp_prep_13.rt,key_resp_prep_13.duration,word_image_is.started,key_resp_wiis.started,image_left_is.started,image_right_is.started,under_image_left_is.started,under_image_is.started,image_stim_wiis.started,text_stim_wiis.started,word_image_is.stopped,key_resp_wiis.keys,key_resp_wiis.corr,key_resp_wiis.rt,key_resp_wiis.duration,feedback_24.started,image_left_is_2.started,image_right_is_2.started,under_image_left_is_2.started,under_image_is_2.started,image_center_wiis_fb.started,text_center_wiis_fb.started,image_wiis_fb.started,feedback_24.stopped,image_left_is_2.stopped,image_right_is_2.stopped,under_image_left_is_2.stopped,under_image_is_2.stopped,image_center_wiis_fb.stopped,text_center_wiis_fb.stopped,image_wiis_fb.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,1,Stupidity,Intelligence,Genius,right,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,100.51922200003173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.50295819999883,100.51922200003173,100.51922200003173,100.55286470003193,5,0.022654199972748756,None,,,,,,,,,,,,,,,,,101.4692121000262,101.48562550003408,,102.46939070004737,,,,,,,,,,,,,,,,100.55321800004458,100.56919100001687,100.56919100001687,100.56919100001687,100.56919100001687,101.16944740002509,1,1,0.58437330002198,0.0009566000080667436,101.16990930004977,101.1848584000254,101.1848584000254,101.1848584000254,101.1848584000254,101.4691945000086,101.48562550003408,101.48562550003408,101.48562550003408,101.48562550003408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,1,Stupidity,Intelligence,Smart,right,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,102.48585770005593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.46975220000604,102.48585770005593,102.48585770005593,102.55278880003607,5,0.0571502999518998,None,,,,,,,,,,,,,,,,,103.41908160003368,103.4352139000548,,104.41926250001416,,,,,,,,,,,,,,,,102.55314590001944,102.56889230001252,102.56889230001252,102.56889230001252,102.56889230001252,103.11951610003598,1,1,0.5404346999712288,0.002656000026036054,103.11998110002605,103.134647400002,103.134647400002,103.134647400002,103.134647400002,103.41906650003511,103.4352139000548,103.4352139000548,103.4352139000548,103.4352139000548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,2,Stupidity,Intelligence,Slow,left,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,104.43585740000708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.41962120000971,104.43585740000708,104.43585740000708,105.55364040000131,5,1.105864500044845,None,,,,,,,,,,,,,,,,,106.35230200004298,106.36881900002481,107.36889500002144,107.35243640001863,,,,,,,,,,,,,,,,105.55420640000375,105.56941620004363,105.56941620004363,105.56941620004363,105.56941620004363,106.05251270002918,2,1,0.46612900000764057,0.0009271999588236213,106.05289869999979,106.06894210004248,106.06894210004248,106.06894210004248,106.06894210004248,106.35228690004442,106.36881900002481,106.36881900002481,106.36881900002481,106.36881900002481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,2,Stupidity,Intelligence,Moronic,left,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,107.36889500002144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.35278450004989,107.36889500002144,107.36889500002144,107.55279190000147,5,0.17348860000493005,None,,,,,,,,,,,,,,,,,108.552490400034,108.56887340004323,109.5690820000018,109.55233690002933,,,,,,,,,,,,,,,,107.55322100000922,107.56921950000105,107.56921950000105,107.56921950000105,107.56921950000105,108.25281970005017,2,1,0.6705348999821581,0.0020090999896638095,108.25328820000868,108.26883350004209,108.26883350004209,108.26883350004209,108.26883350004209,108.55247470003087,108.56887340004323,108.56887340004323,108.56887340004323,108.56887340004323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,1,Stupidity,Intelligence,Crafty,right,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,109.5690820000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.55259790003765,109.5690820000018,109.5690820000018,110.55254210002022,5,0.9725709999911487,None,,,,,,,,,,,,,,,,,111.56912820000434,111.58538520004367,,112.56940830004169,,,,,,,,,,,,,,,,110.55285880004521,110.56899890000932,110.56899890000932,110.56899890000932,110.56899890000932,111.28511380002601,1,1,0.7080308999866247,0.0,111.28554710000753,111.30233980005141,111.30233980005141,111.30233980005141,111.30233980005141,111.5691115000518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,2,Stupidity,Intelligence,Ignorant,left,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,112.58598060003715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.5698137000436,112.58598060003715,112.58598060003715,113.55294460000005,5,0.9560420999769121,None,,,,,,,,,,,,,,,,,114.56921180000063,114.58566710003652,115.5976723000058,115.56907620001584,,,,,,,,,,,,,,,,113.55336720001651,113.56941230001394,113.56941230001394,113.56941230001394,113.56941230001394,114.28512660000706,2,1,0.7139277000096627,0.00015489995712414384,114.28560390003258,114.30214600003092,114.30214600003092,114.30214600003092,114.30214600003092,114.56919160002144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.56914220005274,115.5976723000058,115.5976723000058,115.5976723000058,115.5976723000058,115.5976723000058,115.5976723000058,115.5976723000058,115.5976723000058,118.86878610000713,1,3.2613742999965325,0.0007885000086389482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/wm00001_fg.png,Stupidity,Intelligence, ,6.7,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,118.88552630000049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.88319160003448,118.88552630000049,118.88552630000049,119.55224380001891,5,0.6561973000061698,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.55262710002717,119.56882530002622,119.56882530002622,119.56882530002622,119.56882530002622,119.56882530002622,119.56882530002622,119.56882530002622,120.41899430000922,1,1,0.8410675000050105,0.0,120.41945169999963,120.43903980002506,120.43903980002506,120.43903980002506,120.43903980002506,120.43903980002506,120.43903980002506,120.43903980002506,120.70212950004498,120.70214530004887,120.71853700000793,127.41917500004638,127.40257820003899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Crafty,7.7,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,127.41917500004638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.40299320005579,127.41917500004638,127.41917500004638,127.55282300000545,5,0.12278809997951612,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.55322610004805,127.584146600042,127.584146600042,127.584146600042,127.584146600042,127.584146600042,127.584146600042,127.584146600042,128.20240360003663,1,1,0.6174186000134796,None,128.2028554000426,128.2318713000277,128.2318713000277,128.2318713000277,128.2318713000277,128.2318713000277,128.2318713000277,128.2318713000277,128.50212230003672,128.50213670002995,128.51859760005027,136.21898290002719,136.20250850002049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Mindless,5.7,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,136.21898290002719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.20288970001275,136.21898290002719,136.21898290002719,136.55279600003269,5,0.323822200007271,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.5532632000395,136.5758816000307,136.5758816000307,136.5758816000307,136.5758816000307,136.5758816000307,136.5758816000307,136.5758816000307,137.9685927000246,2,1,1.3910215999931097,0.0,137.96890770003665,137.98588540003402,137.98588540003402,137.98588540003402,137.98588540003402,137.98588540003402,137.98588540003402,137.98588540003402,138.25173540000105,138.25175049999962,138.26801990001695,143.96888500003843,143.95217560004676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Ignorant,8.7,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,143.96888500003843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.95254330005264,143.96888500003843,143.96888500003843,144.55319240002427,5,0.5741163000348024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.55372680001892,144.5765372000169,144.5765372000169,144.5765372000169,144.5765372000169,144.5765372000169,144.5765372000169,144.5765372000169,145.30222200002754,2,1,0.714279500010889,0.0017671000096015632,145.30256850004662,145.3203205000027,145.3203205000027,145.3203205000027,145.3203205000027,145.3203205000027,145.3203205000027,145.3203205000027,145.60184290003963,145.60185820003971,145.61856750003062,154.3192709000432,154.30271930003073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/wf00004_fg.png,Stupidity,Intelligence, ,6.7,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,154.3192709000432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.30317770002875,154.3192709000432,154.3192709000432,154.55279400001746,5,0.22380259999772534,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.55323700001463,154.57348180003464,154.57348180003464,154.57348180003464,154.57348180003464,154.57348180003464,154.57348180003464,154.57348180003464,155.38474860001588,1,1,0.7970883999951184,0.0008929999894462526,155.38513290003175,155.40155430004233,155.40155430004233,155.40155430004233,155.40155430004233,155.40155430004233,155.40155430004233,155.40155430004233,155.66865470004268,155.66867100005038,155.6851231000037,162.38539130002027,162.36874730000272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Slow,6.7,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,162.38539130002027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.3691114000394,162.38539130002027,162.38539130002027,162.55257260001963,5,0.15755439997883514,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.55298310000217,162.58401790005155,162.58401790005155,162.58401790005155,162.58401790005155,162.58401790005155,162.58401790005155,162.58401790005155,163.66856290004216,2,1,1.0788632999756373,0.002014600031543523,163.66887900000438,163.6943759000278,163.6943759000278,163.6943759000278,163.6943759000278,163.6943759000278,163.6943759000278,163.6943759000278,163.95182410004782,163.9518389000441,163.96835640002973,170.66848150000442,170.65200370003004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/am00008_fg.png,Stupidity,Intelligence, ,5.7,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,170.66848150000442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.65236260002712,170.66848150000442,170.66848150000442,171.55259690003004,5,0.8750472000101581,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.5530187000404,171.57287890004227,171.57287890004227,171.57287890004227,171.57287890004227,171.57287890004227,171.57287890004227,171.57287890004227,172.28453590004938,2,1,0.7037111999816261,0.001041300012730062,172.2848960000556,172.30153060000157,172.30153060000157,172.30153060000157,172.30153060000157,172.30153060000157,172.30153060000157,172.30153060000157,172.56817690003663,172.56819270004053,172.58493680000538,178.2854846000555,178.26890600001207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/wf00009_fg.png,Stupidity,Intelligence, ,7.7,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,178.2854846000555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.26928940002108,178.2854846000555,178.2854846000555,178.55237170000328,5,0.2575052999891341,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.55274280003505,178.56791680003516,178.56791680003516,178.56791680003516,178.56791680003516,178.56791680003516,178.56791680003516,178.56791680003516,179.31861850002315,1,1,0.7458101999945939,0.0,179.31894090003334,179.33419180003693,179.33419180003693,179.33419180003693,179.33419180003693,179.33419180003693,179.33419180003693,179.33419180003693,179.60160240001278,179.6016179000144,179.61839820002206,187.3185640000156,187.3019279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/af00002_fg.png,Stupidity,Intelligence, ,6.7,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,187.3185640000156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.30228880001232,187.3185640000156,187.3185640000156,187.5522141000256,5,0.22474470001179725,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.55256630002987,187.56795840000268,187.56795840000268,187.56795840000268,187.56795840000268,187.56795840000268,187.56795840000268,187.56795840000268,188.11824370000977,2,1,0.5419629000243731,0.0009536999859847128,188.11854870000388,188.1341359000071,188.1341359000071,188.1341359000071,188.1341359000071,188.1341359000071,188.1341359000071,188.1341359000071,188.40168770001037,188.4017039000173,188.41828870004974,195.1184638000559,195.10205320001114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Bright,5.7,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,195.1184638000559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.10239210003056,195.1184638000559,195.1184638000559,195.55227250000462,5,0.42476810002699494,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.55263800005196,195.58206290000817,195.58206290000817,195.58206290000817,195.58206290000817,195.58206290000817,195.58206290000817,195.58206290000817,196.4345410000533,1,1,0.850635799986776,0.0,196.434896700026,196.4598250000272,196.4598250000272,196.4598250000272,196.4598250000272,196.4598250000272,196.4598250000272,196.4598250000272,196.71801740000956,196.71803270000964,196.73457310005324,202.4354372000089,202.41894450003747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Wise,5.7,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,202.4354372000089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.41937950003194,202.4354372000089,202.4354372000089,202.55235190002713,5,0.10757229995215312,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.55278370005544,202.5734558000113,202.5734558000113,202.5734558000113,202.5734558000113,202.5734558000113,202.5734558000113,202.5734558000113,203.80176450003637,1,1,1.2271717000403441,None,203.8020896000089,203.8176272000419,203.8176272000419,203.8176272000419,203.8176272000419,203.8176272000419,203.8176272000419,203.8176272000419,204.1017281000386,204.10174370004097,204.11828800005605,209.8185158999986,209.80187160003697,204.11828800005605,204.11828800005605,204.11828800005605,204.11828800005605,204.11828800005605,204.11828800005605,204.11828800005605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
