ImageLeft_ji,ImageRight_ji,ImageCentre_ji,CorrAns,TextLeft_jwsi,TextRight_jwsi,TextCentre_jwsi,Answer,ImageLeft_wisi,ImageRight_wisi,ImageCentre_wisi,TextLeft_wisi,TextRight_wisi,TextCentre_wisi,ITI,TextLeft_jwis,TextRight_jwis,TextCentre_jwis,ImageLeft_wiis,ImageRight_wiis,ImageCentre_wiis,TextLeft_wiis,TextRight_wiis,TextCentre_wiis,ImagesDiscarded.thisRepN,ImagesDiscarded.thisTrialN,ImagesDiscarded.thisN,ImagesDiscarded.thisIndex,ji.thisRepN,ji.thisTrialN,ji.thisN,ji.thisIndex,jwsi.thisRepN,jwsi.thisTrialN,jwsi.thisN,jwsi.thisIndex,wisi.thisRepN,wisi.thisTrialN,wisi.thisN,wisi.thisIndex,jwis.thisRepN,jwis.thisTrialN,jwis.thisN,jwis.thisIndex,wiis.thisRepN,wiis.thisTrialN,wiis.thisN,wiis.thisIndex,thisRow.t,notes,Waiting_for_Scanner_Discard.started,SyncPulse_Discard.started,text_3.started,Waiting_for_Scanner_Discard.stopped,SyncPulse_Discard.keys,SyncPulse_Discard.rt,SyncPulse_Discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_Baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,Baseline_Fixation.started,Baseline.started,Baseline.stopped,Baseline_Fixation.stopped,Description.started,text_2.started,Progress.started,Description.stopped,Progress.keys,Progress.rt,Progress.duration,Trial_prep.started,prep_spacebar.started,prep_points.started,text_prep.started,image_left_prep.started,image_right_prep.started,key_resp_prep.started,Trial_prep.stopped,key_resp_prep.keys,key_resp_prep.rt,key_resp_prep.duration,Fixation_Start.started,Fixation_start.started,Fixation_Start.stopped,W4S_Trial.started,SyncPulse_Trial.started,fix_Trial.started,W4S_Trial.stopped,SyncPulse_Trial.keys,SyncPulse_Trial.rt,SyncPulse_Trial.duration,just_images.started,image_left_ji.started,image_right_ji.started,image_center_ji.started,key_resp_ji.started,just_images.stopped,key_resp_ji.keys,key_resp_ji.corr,key_resp_ji.rt,key_resp_ji.duration,feedback_ji.started,image_left_ji_2.started,image_right_ji_2.started,image_center_ji_fb.started,feedback_image_2.started,feedback_ji.stopped,fixation_practice.started,text.started,text.stopped,fixation_practice.stopped,image_left_ji_2.stopped,image_right_ji_2.stopped,image_center_ji_fb.stopped,feedback_image_2.stopped,prep_jwsi.started,prep_spacebar_9.started,prep_points_10.started,text_prep_10.started,text_left_prep_2.started,text_right_prep_2.started,key_resp_prep_10.started,prep_jwsi.stopped,key_resp_prep_10.keys,key_resp_prep_10.rt,key_resp_prep_10.duration,just_words_si.started,key_resp_jwsi.started,text_left_si.started,text_right_si.started,text_stim_jwsi.started,just_words_si.stopped,key_resp_jwsi.keys,key_resp_jwsi.corr,key_resp_jwsi.rt,key_resp_jwsi.duration,feedback_18.started,text_left_si_2.started,text_right_si_2.started,text_center.started,image_jwsi_fb.started,feedback_18.stopped,text_left_si_2.stopped,text_right_si_2.stopped,text_center.stopped,image_jwsi_fb.stopped,prep_wisi.started,prep_spacebar_10.started,prep_points_11.started,text_prep_11.started,image_left_sw_6.started,image_right_sw_6.started,under_image_left_6.started,under_image_right_6.started,key_resp_prep_11.started,prep_wisi.stopped,key_resp_prep_11.keys,key_resp_prep_11.rt,key_resp_prep_11.duration,words_images_si.started,key_resp_wisi.started,image_left_si.started,image_right_si.started,under_image_left_si.started,under_image_right_si.started,image_stim_wisi.started,text_stim_wisi.started,words_images_si.stopped,key_resp_wisi.keys,key_resp_wisi.corr,key_resp_wisi.rt,key_resp_wisi.duration,feedback_20.started,image_left_si_2.started,image_right_si_2.started,under_image_left_si_2.started,under_image_right_si_2.started,image_center_wisi_fb.started,text_center_wisi_fb.started,image_wisi_fb.started,feedback_20.stopped,ITI_Interval.started,fixation_point.started,fixation_point.stopped,ITI_Interval.stopped,image_left_si_2.stopped,image_right_si_2.stopped,under_image_left_si_2.stopped,under_image_right_si_2.stopped,image_center_wisi_fb.stopped,text_center_wisi_fb.stopped,image_wisi_fb.stopped,prep_jwis.started,prep_spacebar_11.started,prep_points_12.started,text_prep_12.started,text_left_prep_4.started,text_right_prep_4.started,key_resp_prep_12.started,prep_jwis.stopped,key_resp_prep_12.keys,key_resp_prep_12.rt,key_resp_prep_12.duration,just_word_is.started,key_resp_jwis.started,text_left_is.started,text_right_is.started,text_stim_jwis.started,just_word_is.stopped,key_resp_jwis.keys,key_resp_jwis.corr,key_resp_jwis.rt,key_resp_jwis.duration,feedback_22.started,text_left_is_2.started,text_right_is_2.started,text_center_jwis_fb.started,image_jwis_fb.started,feedback_22.stopped,text_left_is_2.stopped,text_right_is_2.stopped,text_center_jwis_fb.stopped,image_jwis_fb.stopped,prep_wiis.started,prep_spacebar_12.started,prep_points_13.started,text_prep_13.started,image_left_sw_7.started,image_right_sw_7.started,under_image_left_7.started,under_image_right_7.started,key_resp_prep_13.started,prep_wiis.stopped,key_resp_prep_13.keys,key_resp_prep_13.rt,key_resp_prep_13.duration,word_image_is.started,key_resp_wiis.started,image_left_is.started,image_right_is.started,under_image_left_is.started,under_image_is.started,image_stim_wiis.started,text_stim_wiis.started,word_image_is.stopped,key_resp_wiis.keys,key_resp_wiis.corr,key_resp_wiis.rt,key_resp_wiis.duration,feedback_24.started,image_left_is_2.started,image_right_is_2.started,under_image_left_is_2.started,under_image_is_2.started,image_center_wiis_fb.started,text_center_wiis_fb.started,image_wiis_fb.started,feedback_24.stopped,image_left_is_2.stopped,image_right_is_2.stopped,under_image_left_is_2.stopped,under_image_is_2.stopped,image_center_wiis_fb.stopped,text_center_wiis_fb.stopped,image_wiis_fb.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wf00006_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,50.452826200053096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.43658310000319,50.452826200053096,50.452826200053096,50.5533455000259,5,0.08926209999481216,None,50.55374690005556,50.56924090004759,50.56924090004759,50.56924090004759,50.56924090004759,51.2035902000498,1,1,0.6175348000251688,0.0006818000110797584,51.20422910002526,51.2245685000089,51.2245685000089,51.2245685000089,51.2245685000089,51.50309290003497,51.50311420002254,51.519560800050385,52.519386400002986,52.50293820002116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00001_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,52.519386400002986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.50325670000166,52.519386400002986,52.519386400002986,52.553010800038464,5,0.022429200005717576,None,52.5533367000171,52.56917960004648,52.56917960004648,52.56917960004648,52.56917960004648,53.05370960000437,2,1,0.4807477999711409,0.0016198999946936965,53.05431570002111,53.06895870005246,53.06895870005246,53.06895870005246,53.06895870005246,53.35309460002463,53.35311600001296,53.36962350003887,54.369618299999274,54.35293960000854,53.36962350003887,53.36962350003887,53.36962350003887,53.36962350003887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00009_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,54.369618299999274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.353258400049526,54.369618299999274,54.369618299999274,54.55293750000419,5,0.1720348999951966,None,54.55325720005203,54.56928540003719,54.56928540003719,54.56928540003719,54.56928540003719,55.103104000038,2,1,0.5226601000176743,0.0009442999726161361,55.103621700021904,55.121640100027435,55.121640100027435,55.121640100027435,55.121640100027435,55.38642880000407,55.38645520003047,55.40278570004739,56.40264710003976,56.386318400036544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00012_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,56.40264710003976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.38668630004395,56.40264710003976,56.40264710003976,56.55314360000193,5,0.13971000001765788,None,56.55351540003903,56.56955430004746,56.56955430004746,56.56955430004746,56.56955430004746,56.9855486000306,1,1,0.39988400001311675,0.0011260000173933804,56.985809900041204,57.00203000003239,57.00203000003239,57.00203000003239,57.00203000003239,57.269670900015626,57.26969210000243,57.286214800027665,58.28566910000518,58.26913520001108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/am00011_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,58.28566910000518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.269353400042746,58.28566910000518,58.28566910000518,58.554229100001976,5,0.2561206999816932,None,58.554837200033944,58.57039460004307,58.57039460004307,58.57039460004307,58.57039460004307,59.003362100047525,2,1,0.4275478000054136,0.0017613000236451626,59.003880300035235,59.021079100028146,59.021079100028146,59.021079100028146,59.021079100028146,59.30228120001266,59.3022947999998,59.31881670001894,,60.302875599998515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00001_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,60.31938060000539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.303200100024696,60.31938060000539,60.31938060000539,60.55329900002107,5,0.22260639996966347,None,60.55371850001393,60.56956680002622,60.56956680002622,60.56956680002622,60.56956680002622,61.11983930005226,1,1,0.5359928000252694,0.0012781000114046037,61.12030810001306,61.136679300048854,61.136679300048854,61.136679300048854,61.136679300048854,61.40303850005148,61.40306060004514,61.419337300001644,62.41920260002371,62.402930700045545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00002_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,62.41920260002371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4032832000521,62.41920260002371,62.41920260002371,62.552966900053434,5,0.1226860000169836,None,62.55333060002886,62.56948290002765,62.56948290002765,62.56948290002765,62.56948290002765,63.10473640001146,2,1,0.5252961000078358,0.0,63.105669800017495,63.125449900049716,63.125449900049716,63.125449900049716,63.125449900049716,63.40311080001993,63.403133400017396,63.41954240004998,64.41946520004421,64.4027629000484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wf00004_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,64.41946520004421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.40312710002763,64.41946520004421,64.41946520004421,65.55330270004924,5,1.1234690999845043,None,65.55373010004405,65.56927340000402,65.56927340000402,65.56927340000402,65.56927340000402,66.25250230001984,1,1,0.6782356000039726,0.0013249999610707164,66.25278380000964,66.26893820002442,66.26893820002442,66.26893820002442,66.26893820002442,66.5360851000296,66.53610700002173,66.55274760001339,,67.53621850005584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00003_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,67.55274090002058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.53658810001798,67.55274090002058,67.55274090002058,68.55404500005534,5,0.9889633000129834,None,68.55464600003324,68.56924540002365,68.56924540002365,68.56924540002365,68.56924540002365,69.16910370002734,1,1,0.5993043000344187,None,69.1693884000415,69.18536950001726,69.18536950001726,69.18536950001726,69.18536950001726,69.4525967000518,69.45261340000434,69.46921020001173,70.47262850002153,70.45259290002286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.45265200000722,70.47262850002153,70.47262850002153,70.47262850002153,70.47262850002153,70.47262850002153,70.47262850002153,73.80252070003189,1,3.321303100034129,0.001024700002744794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,2,Stupidity,Intelligence,Foolish,left,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,73.81893700000364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.8145750000258,73.81893700000364,73.81893700000364,74.55247630004305,5,0.722930499992799,None,,,,,,,,,,,,,,,,,75.66914290003479,75.68580600002315,,76.66969460004475,,,,,,,,,,,,,,,,74.55282360001002,74.56891190004535,74.56891190004535,74.56891190004535,74.56891190004535,75.3853250000393,2,1,0.8092870999826118,0.00035340001340955496,75.38595070003066,75.4021901000524,75.4021901000524,75.4021901000524,75.4021901000524,75.66912660002708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,2,Stupidity,Intelligence,Gullible,left,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,76.6863184000249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.67014130001189,76.6863184000249,76.6863184000249,77.55311870004516,5,0.855517600022722,None,,,,,,,,,,,,,,,,,78.71889550000196,78.73587230005069,,79.71934410004178,,,,,,,,,,,,,,,,77.55351920000976,77.56948210002156,77.56948210002156,77.56948210002156,77.56948210002156,78.4352002000087,2,1,0.854193800012581,0.000997499970253557,78.43570670002373,78.45235200005118,78.45235200005118,78.45235200005118,78.45235200005118,78.71887960005552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,1,Stupidity,Intelligence,Educated,right,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,79.73605710000265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.71974500000942,79.73605710000265,79.73605710000265,80.5531278999988,5,0.8061234999913722,None,,,,,,,,,,,,,,,,,81.35239140002523,81.36886580003193,82.36889910005266,82.35243470000569,,,,,,,,,,,,,,,,80.5535217000288,80.5694613000378,80.5694613000378,80.5694613000378,80.5694613000378,81.05272370000603,1,1,0.4781360999913886,0.0010432999697513878,81.05311250005616,81.06925850000698,81.06925850000698,81.06925850000698,81.06925850000698,81.3523793000495,81.36886580003193,81.36886580003193,81.36886580003193,81.36886580003193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,2,Stupidity,Intelligence,Mindless,left,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,82.36889910005266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.35263990005478,82.36889910005266,82.36889910005266,82.55301620002137,5,0.17380190000403672,None,,,,,,,,,,,,,,,,,83.60247420001542,83.61899139999878,,84.60276850004448,,,,,,,,,,,,,,,,82.55338000005577,82.56873020000057,82.56873020000057,82.56873020000057,82.56873020000057,83.31937710003695,2,1,0.7416267999797128,0.00015199999324977398,83.31976410001516,83.33464250003453,83.33464250003453,83.33464250003453,83.33464250003453,83.60245790000772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,1,Stupidity,Intelligence,Brainy,right,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,84.61932620004518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.6031472000177,84.61932620004518,84.61932620004518,85.55299680004828,5,0.9228069999953732,None,,,,,,,,,,,,,,,,,86.70258240000112,86.71902820002288,87.71933200000785,87.70268760004546,,,,,,,,,,,,,,,,85.55336580000585,85.56931820005411,85.56931820005411,85.56931820005411,85.56931820005411,86.40283550001914,1,1,0.8264279000577517,0.0012428999762050807,86.40324890002375,86.41901620000135,86.41901620000135,86.41901620000135,86.41901620000135,86.70256700000027,86.71902820002288,86.71902820002288,86.71902820002288,86.71902820002288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,1,Stupidity,Intelligence,Wise,right,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,87.71933200000785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.70304950000718,87.71933200000785,87.71933200000785,88.55323160003172,5,0.8233410000102594,None,,,,,,,,,,,,,,,,,89.402303400042,89.41913200001,,90.40265790000558,,,,,,,,,,,,,,,,88.55364880000707,88.5695107000065,88.5695107000065,88.5695107000065,88.5695107000065,89.1025700000464,1,1,0.5211912000086159,0.0009799999534152448,89.10292640002444,89.11897630000021,89.11897630000021,89.11897630000021,89.11897630000021,89.40228810004191,89.41913200001,89.41913200001,89.41913200001,89.41913200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,2,Stupidity,Intelligence,Idiotic,left,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,90.41905970004154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.40301760000875,90.41905970004154,90.41905970004154,90.66981510003097,5,0.23584839998511598,0.0006631999858655035,,,,,,,,,,,,,,,,,91.56923840002855,91.58594250003807,,92.56947230000515,,,,,,,,,,,,,,,,90.67021810001461,90.68591940001352,90.68591940001352,90.68591940001352,90.68591940001352,91.26955220004311,2,1,0.5761357999872416,0.0008360000210814178,91.26999600004638,91.28570510004647,91.28570510004647,91.28570510004647,91.28570510004647,91.56922150001628,91.58594250003807,91.58594250003807,91.58594250003807,91.58594250003807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,1,Stupidity,Intelligence,Bright,right,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,92.58604660001583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.5698763000546,92.58604660001583,92.58604660001583,93.5529248000239,5,0.9563973000040278,None,,,,,,,,,,,,,,,,,94.46883640001761,94.48557880002772,,95.46936120005557,,,,,,,,,,,,,,,,93.55330700002378,93.56924470001832,93.56924470001832,93.56924470001832,93.56924470001832,94.16960100003053,1,1,0.5968613000004552,0.0,94.17010960000334,94.1845186999999,94.1845186999999,94.1845186999999,94.1845186999999,94.46882160002133,94.48557880002772,94.48557880002772,94.48557880002772,94.48557880002772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,1,Stupidity,Intelligence,Clever,right,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,95.48587890004274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.46971590002067,95.48587890004274,95.48587890004274,95.80304870003602,5,0.3030201999936253,0.0006021999870426953,,,,,,,,,,,,,,,,,96.70242470002268,96.7187989000231,,97.70295860001352,,,,,,,,,,,,,,,,95.80345460004173,95.81906990002608,95.81906990002608,95.81906990002608,95.81906990002608,96.41936300002271,1,1,0.5988060000236146,0.0,96.41974250000203,96.43451600003755,96.43451600003755,96.43451600003755,96.43451600003755,96.70240840001497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,2,Stupidity,Intelligence,Dumb,left,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,97.71958040003665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.70342710003024,97.71958040003665,97.71958040003665,98.55231180001283,5,0.8222708000103012,None,,,,,,,,,,,,,,,,,99.5021006000461,99.51880330004496,,100.5025971000432,,,,,,,,,,,,,,,,98.55254520004382,98.56882800004678,98.56882800004678,98.56882800004678,98.56882800004678,99.219108600053,2,1,0.6423377000028268,0.0007844999781809747,99.2194253000198,99.23474280000664,99.23474280000664,99.23474280000664,99.23474280000664,99.5020851000445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
