ImageLeft_ji,ImageRight_ji,ImageCentre_ji,CorrAns,TextLeft_jwsi,TextRight_jwsi,TextCentre_jwsi,Answer,ImageLeft_wisi,ImageRight_wisi,ImageCentre_wisi,TextLeft_wisi,TextRight_wisi,TextCentre_wisi,ITI,TextLeft_jwis,TextRight_jwis,TextCentre_jwis,ImageLeft_wiis,ImageRight_wiis,ImageCentre_wiis,TextLeft_wiis,TextRight_wiis,TextCentre_wiis,ImagesDiscarded.thisRepN,ImagesDiscarded.thisTrialN,ImagesDiscarded.thisN,ImagesDiscarded.thisIndex,ji.thisRepN,ji.thisTrialN,ji.thisN,ji.thisIndex,jwsi.thisRepN,jwsi.thisTrialN,jwsi.thisN,jwsi.thisIndex,wisi.thisRepN,wisi.thisTrialN,wisi.thisN,wisi.thisIndex,jwis.thisRepN,jwis.thisTrialN,jwis.thisN,jwis.thisIndex,wiis.thisRepN,wiis.thisTrialN,wiis.thisN,wiis.thisIndex,thisRow.t,notes,Waiting_for_Scanner_Discard.started,SyncPulse_Discard.started,text_3.started,Waiting_for_Scanner_Discard.stopped,SyncPulse_Discard.keys,SyncPulse_Discard.rt,SyncPulse_Discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_Baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,Baseline_Fixation.started,Baseline.started,Baseline.stopped,Baseline_Fixation.stopped,Description.started,text_2.started,Progress.started,Description.stopped,Progress.keys,Progress.rt,Progress.duration,Trial_prep.started,prep_spacebar.started,prep_points.started,text_prep.started,image_left_prep.started,image_right_prep.started,key_resp_prep.started,Trial_prep.stopped,key_resp_prep.keys,key_resp_prep.rt,key_resp_prep.duration,Fixation_Start.started,Fixation_start.started,Fixation_Start.stopped,W4S_Trial.started,SyncPulse_Trial.started,fix_Trial.started,W4S_Trial.stopped,SyncPulse_Trial.keys,SyncPulse_Trial.rt,SyncPulse_Trial.duration,just_images.started,image_left_ji.started,image_right_ji.started,image_center_ji.started,key_resp_ji.started,just_images.stopped,key_resp_ji.keys,key_resp_ji.corr,key_resp_ji.rt,key_resp_ji.duration,feedback_ji.started,image_left_ji_2.started,image_right_ji_2.started,image_center_ji_fb.started,feedback_image_2.started,feedback_ji.stopped,fixation_practice.started,text.started,fixation_practice.stopped,text.stopped,prep_jwsi.started,prep_spacebar_9.started,prep_points_10.started,text_prep_10.started,text_left_prep_2.started,text_right_prep_2.started,key_resp_prep_10.started,prep_jwsi.stopped,key_resp_prep_10.keys,key_resp_prep_10.rt,key_resp_prep_10.duration,just_words_si.started,key_resp_jwsi.started,text_left_si.started,text_right_si.started,text_stim_jwsi.started,just_words_si.stopped,key_resp_jwsi.keys,key_resp_jwsi.corr,key_resp_jwsi.rt,key_resp_jwsi.duration,feedback_18.started,text_left_si_2.started,text_right_si_2.started,text_center.started,image_jwsi_fb.started,text_left_si_2.stopped,text_right_si_2.stopped,text_center.stopped,image_jwsi_fb.stopped,feedback_18.stopped,prep_wisi.started,prep_spacebar_10.started,prep_points_11.started,text_prep_11.started,image_left_sw_6.started,image_right_sw_6.started,under_image_left_6.started,under_image_right_6.started,key_resp_prep_11.started,prep_wisi.stopped,key_resp_prep_11.keys,key_resp_prep_11.rt,key_resp_prep_11.duration,words_images_si.started,key_resp_wisi.started,image_left_si.started,image_right_si.started,under_image_left_si.started,under_image_right_si.started,image_stim_wisi.started,text_stim_wisi.started,words_images_si.stopped,key_resp_wisi.keys,key_resp_wisi.corr,key_resp_wisi.rt,key_resp_wisi.duration,feedback_20.started,image_left_si_2.started,image_right_si_2.started,under_image_left_si_2.started,under_image_right_si_2.started,image_center_wisi_fb.started,text_center_wisi_fb.started,image_wisi_fb.started,feedback_20.stopped,ITI_Interval.started,fixation_point.started,fixation_point.stopped,ITI_Interval.stopped,image_left_si_2.stopped,image_right_si_2.stopped,under_image_left_si_2.stopped,under_image_right_si_2.stopped,image_center_wisi_fb.stopped,text_center_wisi_fb.stopped,image_wisi_fb.stopped,prep_jwis.started,prep_spacebar_11.started,prep_points_12.started,text_prep_12.started,text_left_prep_4.started,text_right_prep_4.started,key_resp_prep_12.started,prep_jwis.stopped,key_resp_prep_12.keys,key_resp_prep_12.rt,key_resp_prep_12.duration,just_word_is.started,key_resp_jwis.started,text_left_is.started,text_right_is.started,text_stim_jwis.started,just_word_is.stopped,key_resp_jwis.keys,key_resp_jwis.corr,key_resp_jwis.rt,key_resp_jwis.duration,feedback_22.started,text_left_is_2.started,text_right_is_2.started,text_center_jwis_fb.started,image_jwis_fb.started,feedback_22.stopped,text_left_is_2.stopped,text_right_is_2.stopped,text_center_jwis_fb.stopped,image_jwis_fb.stopped,prep_wiis.started,prep_spacebar_12.started,prep_points_13.started,text_prep_13.started,image_left_sw_7.started,image_right_sw_7.started,under_image_left_7.started,under_image_right_7.started,key_resp_prep_13.started,prep_wiis.stopped,key_resp_prep_13.keys,key_resp_prep_13.rt,key_resp_prep_13.duration,word_image_is.started,key_resp_wiis.started,image_left_is.started,image_right_is.started,under_image_left_is.started,under_image_is.started,image_stim_wiis.started,text_stim_wiis.started,word_image_is.stopped,key_resp_wiis.keys,key_resp_wiis.corr,key_resp_wiis.rt,key_resp_wiis.duration,feedback_24.started,image_left_is_2.started,image_right_is_2.started,under_image_left_is_2.started,under_image_is_2.started,image_center_wiis_fb.started,text_center_wiis_fb.started,image_wiis_fb.started,feedback_24.stopped,image_left_is_2.stopped,image_right_is_2.stopped,under_image_left_is_2.stopped,under_image_is_2.stopped,image_center_wiis_fb.stopped,text_center_wiis_fb.stopped,image_wiis_fb.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/am00003_fg.png,Stupidity,Intelligence, ,7.7,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,207.92568289999326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.9096264999971,207.92568289999326,207.92568289999326,208.0435268000001,5,0.11724969999340829,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.0441196000029,208.06790320000437,208.06790320000437,208.06790320000437,208.06790320000437,208.06790320000437,208.06790320000437,208.06790320000437,209.32435680000344,2,1,1.2469803999993019,0.0013959999923827127,209.32465719999163,209.34183569999004,209.34183569999004,209.34183569999004,209.34183569999004,209.34183569999004,209.34183569999004,209.34183569999004,209.60899539999082,209.60901109999395,209.62533569999505,217.32536259999324,217.30903299999773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Dumb,6.7,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,217.32536259999324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.30938459999743,217.32536259999324,217.32536259999324,218.0592864999926,5,0.7176175999920815,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.05967390000296,218.08954580000136,218.08954580000136,218.08954580000136,218.08954580000136,218.08954580000136,218.08954580000136,218.08954580000136,218.92592310000327,2,1,0.824389000001247,0.0014575000095646828,218.92629279999528,218.9519120999903,218.9519120999903,218.9519120999903,218.9519120999903,218.9519120999903,218.9519120999903,218.9519120999903,219.2091739000025,219.20919259999937,219.22553789999802,225.92542269999103,225.90878579999844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/af00001_fg.png,Stupidity,Intelligence, ,5.7,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,225.92542269999103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.90902589999314,225.92542269999103,225.92542269999103,226.0588887999911,5,0.1174853999982588,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.05917229999613,226.07500319999235,226.07500319999235,226.07500319999235,226.07500319999235,226.07500319999235,226.07500319999235,226.07500319999235,226.64136500000313,2,1,0.5560533999960171,0.0007965000113472342,226.64171029999852,226.65864369999326,226.65864369999326,226.65864369999326,226.65864369999326,226.65864369999326,226.65864369999326,226.65864369999326,226.9255933999957,226.92561019999266,226.94194419999258,232.64211099999375,232.62546889999066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Gullible,6.7,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,232.64211099999375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.62595309999597,232.64211099999375,232.64211099999375,233.05942009999126,5,0.40089580000494607,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.0599657999992,233.09229790000245,233.09229790000245,233.09229790000245,233.09229790000245,233.09229790000245,233.09229790000245,233.09229790000245,233.92564129999664,2,1,0.8222023999987869,0.0008508000028086826,233.92598220000218,233.95161979999102,233.95161979999102,233.95161979999102,233.95161979999102,233.95161979999102,233.95161979999102,233.95161979999102,234.2254838999943,234.22549789999903,234.2418217999948,240.94208130000334,240.92566589999478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Idiotic,7.7,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,240.94208130000334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.92601470000227,240.94208130000334,240.94208130000334,241.059182099998,5,0.1008558999892557,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.05953220000083,241.07760629999393,241.07760629999393,241.07760629999393,241.07760629999393,241.07760629999393,241.07760629999393,241.07760629999393,241.79124720000254,2,1,0.7076808000128949,0.0011675999994622543,241.79162059999362,241.82529629999772,241.82529629999772,241.82529629999772,241.82529629999772,241.82529629999772,241.82529629999772,241.82529629999772,242.0754145999963,242.07542939999257,242.0918820999941,249.792197200004,249.77575159999833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/wm00003_fg.png,Stupidity,Intelligence, ,7.7,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,249.792197200004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.77613869999186,249.792197200004,249.792197200004,250.05896300000313,5,0.250734499990358,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.05934799999523,250.07840379999834,250.07840379999834,250.07840379999834,250.07840379999834,250.07840379999834,250.07840379999834,250.07840379999834,250.62564030000067,1,1,0.5315750000008848,0.0009002999868243933,250.62605550000444,250.64522510000097,250.64522510000097,250.64522510000097,250.64522510000097,250.64522510000097,250.64522510000097,250.64522510000097,250.9255037999974,250.92551869999443,250.9416396000015,258.6418190999975,258.6253266999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Smart,6.7,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,258.6418190999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.6256476999988,258.6418190999975,258.6418190999975,259.05947500000184,5,0.40120519998890813,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.0602887999994,259.0939797000028,259.0939797000028,259.0939797000028,259.0939797000028,259.0939797000028,259.0939797000028,259.0939797000028,259.9419096999918,1,1,0.8359780000027968,0.000927200002479367,259.94232740000007,259.9695464999968,259.9695464999968,259.9695464999968,259.9695464999968,259.9695464999968,259.9695464999968,259.9695464999968,260.2253306999919,260.2253444999951,260.2418064999947,266.94206439999107,266.925659799992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/wf00006_fg.png,Stupidity,Intelligence, ,6.7,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,266.94206439999107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.92608720000135,266.94206439999107,266.94206439999107,267.0590080999973,5,0.10094109999772627,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.0594338999945,267.0773451999994,267.0773451999994,267.0773451999994,267.0773451999994,267.0773451999994,267.0773451999994,267.0773451999994,267.92530160000024,1,1,0.8366239000024507,0.0012069999938830733,267.9257004999963,267.94260339999164,267.94260339999164,267.94260339999164,267.94260339999164,267.94260339999164,267.94260339999164,267.94260339999164,268.2085667999927,268.20858189999126,268.22512069999357,274.9250890999974,274.90867809999327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Genius,5.7,,,,,,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,274.9250890999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.9089510999911,274.9250890999974,274.9250890999974,275.0587658000004,5,0.11791030000313185,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.05908340000315,275.0841661000013,275.0841661000013,275.0841661000013,275.0841661000013,275.0841661000013,275.0841661000013,275.0841661000013,276.52532800000336,1,1,1.4313417999946978,0.0008118999976431951,276.52565080000204,276.5494956999901,276.5494956999901,276.5494956999901,276.5494956999901,276.5494956999901,276.5494956999901,276.5494956999901,276.808663799995,276.808680999995,276.82503419999557,282.52505100000417,282.50851250000414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Educated,5.7,,,,,,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,282.52505100000417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.50874869999825,282.52505100000417,282.52505100000417,283.0587833000027,5,0.5179876999900443,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.05920770000375,283.0786262000038,283.0786262000038,283.0786262000038,283.0786262000038,283.0786262000038,283.0786262000038,283.0786262000038,283.8909527999931,1,1,0.8103715000033844,0.001320700001087971,283.8913601999957,283.90871499999776,283.90871499999776,283.90871499999776,283.90871499999776,283.90871499999776,283.90871499999776,283.90871499999776,284.1753341000003,284.17535180000414,284.1917948999908,289.89163579999877,289.87501459999476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Clever,6.7,,,,,,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,289.89163579999877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.8752530999918,289.89163579999877,289.89163579999877,290.05913690000307,5,0.15145770000526682,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.0595842000039,290.0786819999921,290.0786819999921,290.0786819999921,290.0786819999921,290.0786819999921,290.0786819999921,290.0786819999921,290.8752570999932,1,1,0.7864370000024792,0.0009814000077312812,290.8755581000005,290.89062769999146,290.89062769999146,290.89062769999146,290.89062769999146,290.89062769999146,290.89062769999146,290.89062769999146,291.15856499999063,291.15858119999757,291.17515589999675,297.8749746999965,297.8585027999943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/wm00012_fg.png,Stupidity,Intelligence, ,5.7,,,,,,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,297.8749746999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.8587858999963,297.8749746999965,297.8749746999965,298.0587119999982,5,0.1680897000042023,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.05913539999165,298.0766544999933,298.0766544999933,298.0766544999933,298.0766544999933,298.0766544999933,298.0766544999933,298.0766544999933,298.65859629999613,1,1,0.5716780000075232,0.0009652000007918105,298.65890819999913,298.6742688999948,298.6742688999948,298.6742688999948,298.6742688999948,298.6742688999948,298.6742688999948,298.6742688999948,298.95850910000445,298.9585211999947,298.9748528999917,304.6748714999994,304.65834090000135,298.9748528999917,298.9748528999917,298.9748528999917,298.9748528999917,298.9748528999917,298.9748528999917,298.9748528999917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/am00011_fg.png,Stupidity,Intelligence, ,6.7,,,,,,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,304.6748714999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.6585630000045,304.6748714999994,304.6748714999994,305.05936729999667,5,0.3684534999920288,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.0596818999911,305.0747398999956,305.0747398999956,305.0747398999956,305.0747398999956,305.0747398999956,305.0747398999956,305.0747398999956,305.9751433999918,2,1,0.8945077000098536,0.00112079999234993,305.97545810000156,305.9905479000008,305.9905479000008,305.9905479000008,305.9905479000008,305.9905479000008,305.9905479000008,305.9905479000008,306.25844309999957,306.25845909999043,306.2748439999996,312.9751149999938,312.9589416999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Brainy,8.7,,,,,,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,312.9751149999938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.95938259999093,312.9751149999938,312.9751149999938,313.05833089999214,5,0.06797000000369735,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.05854679999175,313.0782387999934,313.0782387999934,313.0782387999934,313.0782387999934,313.0782387999934,313.0782387999934,313.0782387999934,314.39078279999376,1,1,1.2997395000129472,0.0009526999929221347,314.39135530000203,314.41517409999506,314.41517409999506,314.41517409999506,314.41517409999506,314.41517409999506,314.41517409999506,314.41517409999506,314.6750605999987,314.67507689999184,314.69155679999676,323.39172449999023,323.3754229000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/af00009_fg.png,Stupidity,Intelligence, ,6.7,,,,,,,,,,,,,,,,,,,,,,0,26,26,26,,,,,,,,,323.39172449999023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.37587200000416,323.39172449999023,323.39172449999023,324.05852310000046,5,0.651577399999951,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.05883009999525,324.07478319999063,324.07478319999063,324.07478319999063,324.07478319999063,324.07478319999063,324.07478319999063,324.07478319999063,324.77507809999224,2,1,0.6874772000010125,0.0006725000130245462,324.77538359999016,324.79042489999847,324.79042489999847,324.79042489999847,324.79042489999847,324.79042489999847,324.79042489999847,324.79042489999847,325.05837820000306,325.058395,325.0746257999999,331.7747454999917,331.7581366999948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Foolish,6.7,,,,,,,,,,,,,,,,,,,,,,0,27,27,27,,,,,,,,,331.7747454999917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.758414099997,331.7747454999917,331.7747454999917,332.05842709999706,5,0.2685411999991629,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.0587047000008,332.08286229999794,332.08286229999794,332.08286229999794,332.08286229999794,332.08286229999794,332.08286229999794,332.08286229999794,333.0407911999937,2,1,0.9573246999934781,None,333.0414227000001,333.0660881999938,333.0660881999938,333.0660881999938,333.0660881999938,333.0660881999938,333.0660881999938,333.0660881999938,333.32464379999146,333.32465789999696,333.3411257999978,340.0507557999954,340.0255208000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.02562639999087,340.0507557999954,340.0507557999954,340.0507557999954,340.0507557999954,340.0507557999954,340.0507557999954,344.3916662999982,1,4.33334179999656,0.0012769000022672117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,2,,,,left,,,,,,,,Intelligence,Stupidity,Smart,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,344.408800899997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.4058140999987,344.408800899997,344.408800899997,345.0586162999971,5,0.6342807000037283,None,,,,,,,,,,,,,,,,,346.3247999000014,346.3410806000029,347.3256096999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.0592830999958,345.0745709999901,345.0745709999901,345.0745709999901,345.0745709999901,346.0405513000005,2,1,0.9610039999970468,0.0009102999902097508,346.0414280999976,346.0581796000042,346.0581796000042,346.0581796000042,346.0581796000042,346.3247846000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,2,,,,left,,,,,,,,Intelligence,Stupidity,Educated,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,347.34188639999775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.32620060000045,347.34188639999775,347.34188639999775,348.0583637999953,5,0.7011187000025529,None,,,,,,,,,,,,,,,,,348.9084342999995,348.92470129999856,349.9081851999945,349.92463529999077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.05867050000234,348.07472769999004,348.07472769999004,348.07472769999004,348.07472769999004,348.6085460000031,2,1,0.5183343999960925,0.0009047000057762489,348.6090351000021,348.62473989999853,348.62473989999853,348.62473989999853,348.62473989999853,348.9084181999933,348.92470129999856,348.92470129999856,348.92470129999856,348.92470129999856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
