ImageLeft_ji,ImageRight_ji,ImageCentre_ji,CorrAns,TextLeft_jwsw,TextRight_jwsw,TextCentre_jwsw,Answer,ImageLeft_wisw,ImageRight_wisw,ImageCentre_wisw,TextLeft_wisw,TextRight_wisw,TextCentre_wisw,ITI,TextLeft_jwws,TextRight_jwws,TextCentre_jwws,ImageLeft_wiws,ImageRight_wiws,ImageCentre_wiws,TextLeft_wiws,TextRight_wiws,TextCentre_wiws,ImagesDiscarded.thisRepN,ImagesDiscarded.thisTrialN,ImagesDiscarded.thisN,ImagesDiscarded.thisIndex,ji.thisRepN,ji.thisTrialN,ji.thisN,ji.thisIndex,jwsw.thisRepN,jwsw.thisTrialN,jwsw.thisN,jwsw.thisIndex,wisw.thisRepN,wisw.thisTrialN,wisw.thisN,wisw.thisIndex,jwws.thisRepN,jwws.thisTrialN,jwws.thisN,jwws.thisIndex,wiws.thisRepN,wiws.thisTrialN,wiws.thisN,wiws.thisIndex,thisRow.t,notes,Waiting_for_Scanner_Discard.started,SyncPulse_Discard.started,text_3.started,Waiting_for_Scanner_Discard.stopped,SyncPulse_Discard.keys,SyncPulse_Discard.rt,SyncPulse_Discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,Baseline_Fixation.started,Baseline.started,Baseline_Fixation.stopped,Description.started,text_2.started,Progress.started,Description.stopped,Progress.keys,Progress.rt,Progress.duration,Trial_prep.started,prep_spacebar.started,prep_points.started,text_prep.started,image_left_prep.started,image_right_prep.started,key_resp_prep.started,Trial_prep.stopped,key_resp_prep.keys,key_resp_prep.rt,key_resp_prep.duration,Fixation_Start.started,Fixation_start.started,Fixation_Start.stopped,W4S_Trial.started,SyncPulse_Trial.started,fix_Trial.started,W4S_Trial.stopped,SyncPulse_Trial.keys,SyncPulse_Trial.rt,SyncPulse_Trial.duration,just_images.started,image_left_ji.started,image_right_ji.started,image_center_ji.started,key_resp_ji.started,just_images.stopped,key_resp_ji.keys,key_resp_ji.corr,key_resp_ji.rt,key_resp_ji.duration,feedback_ji.started,image_left_ji_2.started,image_right_ji_2.started,image_center_ji_fb.started,feedback_image_2.started,feedback_ji.stopped,fixation_practice.started,text.started,text.stopped,fixation_practice.stopped,prep_jwsw.started,prep_spacebar_jwsw.started,prep_points_2.started,text_prep_2.started,text_left_sw_2.started,text_right_sw_2.started,key_resp_prep_2.started,prep_jwsw.stopped,key_resp_prep_2.keys,key_resp_prep_2.rt,key_resp_prep_2.duration,just_words_sw.started,key_resp_jwsw.started,text_left_sw.started,text_right_sw.started,text_middle_sw.started,just_words_sw.stopped,key_resp_jwsw.keys,key_resp_jwsw.corr,key_resp_jwsw.rt,key_resp_jwsw.duration,feedback_2.started,text_left_sw_3.started,text_right_sw_3.started,text_middle_sw_3.started,feedback_image2.started,text_left_sw_3.stopped,text_right_sw_3.stopped,text_middle_sw_3.stopped,feedback_image2.stopped,feedback_2.stopped,prep_wisw.started,prep_spacebar_2.started,prep_points_3.started,text_prep_3.started,image_left_sw_2.started,image_right_sw_2.started,under_image_left_2.started,under_image_right_2.started,key_resp_prep_3.started,prep_wisw.stopped,key_resp_prep_3.keys,key_resp_prep_3.rt,key_resp_prep_3.duration,words_images_sw.started,key_resp_wisw.started,image_left_sw.started,image_right_sw.started,under_image_left.started,under_image_right.started,image_stim_wisw.started,word_stim_wisw.started,words_images_sw.stopped,key_resp_wisw.keys,key_resp_wisw.corr,key_resp_wisw.rt,key_resp_wisw.duration,feedback_5.started,image_left_sw_8.started,image_right_sw_8.started,under_image_left_8.started,under_image_right_8.started,center_image_wisw_fb.started,center_word_wisw_fb.started,image_wisw_fb.started,feedback_5.stopped,ITI_Interval.started,fixation_point.started,fixation_point.stopped,ITI_Interval.stopped,image_left_sw_8.stopped,image_right_sw_8.stopped,under_image_left_8.stopped,under_image_right_8.stopped,center_image_wisw_fb.stopped,center_word_wisw_fb.stopped,image_wisw_fb.stopped,prep_jwws.started,prep_spacebar_4.started,prep_points_4.started,text_prep_4.started,text_left_ws_2.started,text_right_ws_2.started,key_resp_prep_4.started,prep_jwws.stopped,key_resp_prep_4.keys,key_resp_prep_4.rt,key_resp_prep_4.duration,just_words_ws.started,key_resp_jwws.started,text_left_ws.started,text_right_ws.started,text_middle_ws.started,just_words_ws.stopped,key_resp_jwws.keys,key_resp_jwws.corr,key_resp_jwws.rt,key_resp_jwws.duration,feedback_4.started,text_left_ws_3.started,text_right_ws_3.started,text_middle_jwws_fb.started,image_jwws_fb.started,feedback_4.stopped,text_left_ws_3.stopped,text_right_ws_3.stopped,text_middle_jwws_fb.stopped,image_jwws_fb.stopped,prep_wiws.started,prep_spacebar_3.started,prep_points_5.started,text_prep_5.started,image_left_sw_3.started,image_right_sw_3.started,under_image_left_3.started,under_image_right_3.started,key_resp_prep_5.started,prep_wiws.stopped,key_resp_prep_5.keys,key_resp_prep_5.rt,key_resp_prep_5.duration,words_images_ws.started,key_resp_wiws.started,image_left_ws.started,image_right_ws.started,under_image_left_ws.started,under_image_right_ws.started,image_center_ws.started,text_center_ws.started,words_images_ws.stopped,key_resp_wiws.keys,key_resp_wiws.corr,key_resp_wiws.rt,key_resp_wiws.duration,feedback_8.started,image_left_ws_2.started,image_right_ws_2.started,under_image_left_ws_2.started,under_image_right_ws_2.started,image_center_wiws_fb.started,text_center_wiws_feedback.started,image_wiws_fb.started,feedback_8.stopped,image_left_ws_2.stopped,image_right_ws_2.stopped,under_image_left_ws_2.stopped,under_image_right_ws_2.stopped,image_center_wiws_fb.stopped,text_center_wiws_feedback.stopped,image_wiws_fb.stopped,Baseline.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wf00006_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,64.22287319999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.20683919999965,64.22287319999987,64.22287319999987,64.94020919999957,5,0.7095712000000276,None,64.94069179999997,64.95831289999978,64.95831289999978,64.95831289999978,64.95831289999978,66.78926729999966,1,1,1.8207272999998168,0.0019361000004209927,66.78961769999978,66.80546619999996,66.80546619999996,66.80546619999996,66.80546619999996,67.07282869999972,67.07284869999967,67.0890803999996,68.08919789999982,68.07284979999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00001_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,68.08919789999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.07317709999961,68.08919789999982,68.08919789999982,68.93994739999971,5,0.84322259999999,None,68.94036249999999,68.95559279999998,68.95559279999998,68.95559279999998,68.95559279999998,70.98880039999995,2,1,2.0193148999996993,0.0009347000000161643,70.98905709999963,71.00516479999987,71.00516479999987,71.00516479999987,71.00516479999987,71.27330779999966,71.27333719999979,71.28973150000002,72.28887609999992,72.27229609999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00009_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,72.28887609999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.27249799999981,72.28887609999992,72.28887609999992,72.9398084999998,5,0.6434849000002032,None,72.94027199999982,72.9557950999997,72.9557950999997,72.9557950999997,72.9557950999997,74.50706459999992,2,1,1.5454235000001972,0.0010283999999955995,74.5077368999996,74.5272243999998,74.5272243999998,74.5272243999998,74.5272243999998,74.80621689999998,74.80623779999996,74.82242309999992,75.82268279999971,75.80612969999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00012_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,75.82268279999971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.80648079999992,75.82268279999971,75.82268279999971,75.9729513999996,5,0.14132470000004105,0.002369799999996758,75.97332119999965,75.9888275999997,75.9888275999997,75.9888275999997,75.9888275999997,77.55653569999959,1,1,1.554347499999949,0.0015997000000425032,77.55707859999984,77.57489069999974,77.57489069999974,77.57489069999974,77.57489069999974,77.84140409999964,77.84144919999972,77.85660429999962,78.85581439999987,78.83933239999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/am00011_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,78.85581439999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.83965079999962,78.85581439999987,78.85581439999987,78.9391612999998,5,0.07638100000031045,None,78.93948099999989,78.95563059999995,78.95563059999995,78.95563059999995,78.95563059999995,80.45693329999995,2,1,1.4895004999998491,0.0022954000000936503,80.45757609999964,80.4773108999998,80.4773108999998,80.4773108999998,80.4773108999998,80.75622349999958,80.75624519999974,80.77260579999984,81.77223029999959,81.7555640999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00001_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,81.77223029999959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.75580149999996,81.77223029999959,81.77223029999959,81.93950109999969,5,0.15982050000002346,None,81.93988949999994,81.95546169999989,81.95546169999989,81.95546169999989,81.95546169999989,82.93988359999958,1,1,0.9751593999999386,0.0004521000000750064,82.94041629999992,82.95805959999961,82.95805959999961,82.95805959999961,82.95805959999961,83.23929219999991,83.23931269999957,83.25597309999966,,84.2396592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00002_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,84.25621509999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.24014669999997,84.25621509999974,84.25621509999974,84.9396786999996,5,0.6761283000000731,None,84.94004559999985,84.9557064999999,84.9557064999999,84.9557064999999,84.9557064999999,85.83960739999975,2,1,0.8823681999997461,0.0009033999999701336,85.8400773999997,85.85663369999975,85.85663369999975,85.85663369999975,85.85663369999975,86.1229088,86.12293009999985,86.13924659999975,87.13914909999994,87.1224159999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wf00004_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,87.13914909999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.12269329999981,87.13914909999994,87.13914909999994,87.93988330000002,5,0.7936657999998715,None,87.94029819999969,87.95546049999984,87.95546049999984,87.95546049999984,87.95546049999984,89.17340969999987,1,1,1.203656200000296,0.000904799999716488,89.17404379999971,89.19318379999959,89.19318379999959,89.19318379999959,89.19318379999959,89.4727684999998,89.47278929999993,89.48926679999977,90.48923879999984,90.47283949999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00003_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,90.48923879999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.47319809999999,90.48923879999984,90.48923879999984,90.93952249999984,5,0.44399250000014945,None,90.9398842999999,90.95576859999983,90.95576859999983,90.95576859999983,90.95576859999983,91.70665279999957,1,1,0.7487836999998763,0.0005414000002019748,91.70722429999978,91.72563009999976,91.72563009999976,91.72563009999976,91.72563009999976,92.0062625999999,92.00628369999959,92.0224089999997,93.02776839999979,93.00608659999989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.00615299999981,93.02776839999979,93.02776839999979,93.02776839999979,93.02776839999979,93.02776839999979,93.02776839999979,107.6223003,1,14.59331770000017,0.0008828999998513609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
,,,2,Strong,Weak,Brawny,left,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,107.63978689999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.63744779999979,107.63978689999976,107.63978689999976,107.93941829999994,5,0.2925905000001876,None,,,,,,,,,,,,,,,,,109.7555682999996,109.77185079999981,,110.75604789999988,,,,,,,,,,,,107.9400556999999,107.95676619999995,107.95676619999995,107.95676619999995,107.95676619999995,109.45576029999984,2,1,1.4823316000001796,0.0007872999999563035,109.45624029999999,109.47099419999995,109.47099419999995,109.47099419999995,109.47099419999995,109.77185079999981,109.77185079999981,109.77185079999981,109.77185079999981,109.75555339999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
,,,1,Strong,Weak,Soft,right,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,110.77261129999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.75647249999975,110.77261129999988,110.77261129999988,111.00628019999976,5,0.21962279999979728,0.0011807999999291496,,,,,,,,,,,,,,,,,112.3557380999996,112.37193489999981,113.37217029999965,113.35546159999967,,,,,,,,,,,,111.00669819999985,111.02245939999966,111.02245939999966,111.02245939999966,111.02245939999966,112.05623689999993,1,1,1.0317213999996966,0.0010353000002396584,112.05679849999979,112.07191739999962,112.07191739999962,112.07191739999962,112.07191739999962,112.37193489999981,112.37193489999981,112.37193489999981,112.37193489999981,112.35572139999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
,,,1,Strong,Weak,Puny,right,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,113.37217029999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.35571149999987,113.37217029999965,113.37217029999965,113.93957329999967,5,0.5601086000001487,None,,,,,,,,,,,,,,,,,115.00559999999996,115.0219847999997,,116.00581659999989,,,,,,,,,,,,113.93998489999967,113.95524859999978,113.95524859999978,113.95524859999978,113.95524859999978,114.72193349999998,1,1,0.7612417000000278,0.0008794999998826825,114.72249359999978,114.73887109999987,114.73887109999987,114.73887109999987,114.73887109999987,,,,,115.00558359999968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
,,,2,Strong,Weak,Athletic,left,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,116.02237999999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.00619049999978,116.02237999999988,116.02237999999988,116.93984279999995,5,0.909940000000006,None,,,,,,,,,,,,,,,,,117.95570309999994,117.97193819999984,,118.95589999999993,,,,,,,,,,,,116.94032729999981,116.95573339999964,116.95573339999964,116.95573339999964,116.95573339999964,117.6715777999998,2,1,0.71433369999977,0.0009686000003057416,117.67199309999978,117.68849619999992,117.68849619999992,117.68849619999992,117.68849619999992,,,,,117.95568449999973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
,,,2,Strong,Weak,Powerful,left,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,118.97435689999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.95630259999962,118.97435689999975,118.97435689999975,119.93991149999965,5,0.9588079000000107,None,,,,,,,,,,,,,,,,,120.83886429999984,120.85509839999986,,121.83929599999965,,,,,,,,,,,,119.94040499999983,119.9561835999998,119.9561835999998,119.9561835999998,119.9561835999998,120.53907379999964,2,1,0.5658366000002388,0.000853000000006432,120.53944699999965,120.5554688999996,120.5554688999996,120.5554688999996,120.5554688999996,120.85509839999986,120.85509839999986,120.85509839999986,120.85509839999986,120.8388487999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
,,,2,Strong,Weak,Burly,left,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,121.85514039999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.83972189999986,121.85514039999998,121.85514039999998,121.93941919999997,5,0.07715939999980037,None,,,,,,,,,,,,,,,,,122.93926819999979,122.9556279999997,123.95544859999973,123.93871179999996,,,,,,,,,,,,121.93978349999998,121.95569069999965,121.95569069999965,121.95569069999965,121.95569069999965,122.63892409999971,2,1,0.6753422000001592,0.0013160999997126055,122.63927769999964,122.65505179999991,122.65505179999991,122.65505179999991,122.65505179999991,122.9556279999997,122.9556279999997,122.9556279999997,122.9556279999997,122.93924799999968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
,,,2,Strong,Weak,Muscly,left,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,123.95544859999973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.93900349999967,123.95544859999973,123.95544859999973,124.93923099999984,5,0.9768386000000646,None,,,,,,,,,,,,,,,,,125.78898289999961,125.80539499999986,,126.78936169999997,,,,,,,,,,,,124.93959519999999,124.95560279999972,124.95560279999972,124.95560279999972,124.95560279999972,125.48903759999985,2,1,0.5244347000002563,0.0,125.48943859999963,125.50528959999974,125.50528959999974,125.50528959999974,125.50528959999974,125.80539499999986,125.80539499999986,125.80539499999986,125.80539499999986,125.78896619999978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
,,,1,Strong,Weak,Fragile,right,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,126.80593829999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.78978339999958,126.80593829999998,126.80593829999998,126.93887169999971,5,0.12634079999997994,None,,,,,,,,,,,,,,,,,127.85512609999978,127.87180599999965,,128.85575589999962,,,,,,,,,,,,126.93913750000002,126.9553063999997,126.9553063999997,126.9553063999997,126.9553063999997,127.57136019999962,1,1,0.6107621999999537,0.0009829000000536325,127.57168449999972,127.5882075999998,127.5882075999998,127.5882075999998,127.5882075999998,,,,,127.85511039999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
,,,1,Strong,Weak,Skinny,right,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,128.87247059999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.85617609999963,128.87247059999982,128.87247059999982,128.93946649999998,5,0.060242099999868515,None,,,,,,,,,,,,,,,,,130.00520339999957,130.02165689999993,,131.0056013999997,,,,,,,,,,,,128.9398845999999,128.95554149999998,128.95554149999998,128.95554149999998,128.95554149999998,129.7215056,1,1,0.7565073000000666,0.000993099999959668,129.72192369999993,129.73834289999968,129.73834289999968,129.73834289999968,129.73834289999968,,,,,130.0051865999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
,,,1,Strong,Weak,Delicate,right,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,131.0221561999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.00593329999992,131.0221561999997,131.0221561999997,131.94029869999986,5,0.9102340999997978,None,,,,,,,,,,,,,,,,,132.8388375999998,132.85535919999984,,133.83951829999978,,,,,,,,,,,,131.94088639999973,131.9569360999999,131.9569360999999,131.9569360999999,131.9569360999999,132.5389465999997,1,1,0.5771051000001535,0.002271500000006199,132.53931729999977,132.55533769999965,132.55533769999965,132.55533769999965,132.55533769999965,132.85535919999984,132.85535919999984,132.85535919999984,132.85535919999984,132.83882109999968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
