ImageLeft_ji,ImageRight_ji,ImageCentre_ji,CorrAns,TextLeft_jwbg,TextRight_jwbg,TextCentre_jwbg,Answer,ImageLeft_wibg,ImageRight_wibg,ImageCentre_wibg,TextLeft_wibg,TextRight_wibg,TextCentre_wibg,ITI,TextLeft_jwgb,TextRight_jwgb,TextCentre_jwgb,ImageLeft_wigb,ImageRight_wigb,ImageCentre_wigb,TextLeft_wigb,TextRight_wigb,TextCentre_wigb,ImagesDiscarded.thisRepN,ImagesDiscarded.thisTrialN,ImagesDiscarded.thisN,ImagesDiscarded.thisIndex,ji.thisRepN,ji.thisTrialN,ji.thisN,ji.thisIndex,jwbg.thisRepN,jwbg.thisTrialN,jwbg.thisN,jwbg.thisIndex,wibg.thisRepN,wibg.thisTrialN,wibg.thisN,wibg.thisIndex,jwgb.thisRepN,jwgb.thisTrialN,jwgb.thisN,jwgb.thisIndex,wigb.thisRepN,wigb.thisTrialN,wigb.thisN,wigb.thisIndex,thisRow.t,notes,Waiting_for_Scanner_Discard.started,SyncPulse_Discard.started,fix_Discard.started,Waiting_for_Scanner_Discard.stopped,SyncPulse_Discard.keys,SyncPulse_Discard.rt,SyncPulse_Discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_Baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,Baseline_Fixation.started,Baseline.started,Baseline_Fixation.stopped,Description.started,text_2.started,Progress.started,Description.stopped,Progress.keys,Progress.rt,Progress.duration,Trial_prep.started,prep_spacebar.started,prep_points.started,text_prep.started,image_left_prep.started,image_right_prep.started,key_resp_prep.started,Trial_prep.stopped,key_resp_prep.keys,key_resp_prep.rt,key_resp_prep.duration,Fixation_Start.started,Fixation_start.started,Fixation_start.stopped,Fixation_Start.stopped,W4S_Trial.started,SyncPulse_Trial.started,fix_Trial.started,W4S_Trial.stopped,SyncPulse_Trial.keys,SyncPulse_Trial.rt,SyncPulse_Trial.duration,just_images.started,image_left_ji.started,image_right_ji.started,image_center_ji.started,key_resp_ji.started,just_images.stopped,key_resp_ji.keys,key_resp_ji.corr,key_resp_ji.rt,key_resp_ji.duration,feedback_ji.started,image_left_ji_2.started,image_right_ji_2.started,image_center_ji_fb.started,feedback_image_2.started,feedback_ji.stopped,fixation_practice.started,text.started,text.stopped,fixation_practice.stopped,prep_jwbg.started,prep_spacebar_5.started,prep_points_6.started,text_prep_6.started,text_left_prep_3.started,text_right_prep_3.started,key_resp_prep_6.started,prep_jwbg.stopped,key_resp_prep_6.keys,key_resp_prep_6.rt,key_resp_prep_6.duration,just_words_bg.started,key_resp_jwbg.started,text_left_bg.started,text_right_bg.started,text_stim_jwbg.started,just_words_bg.stopped,key_resp_jwbg.keys,key_resp_jwbg.corr,key_resp_jwbg.rt,key_resp_jwbg.duration,feedback_10.started,text_left_bg_2.started,text_right_bg_2.started,text_stim_jwbg_2.started,image_jwbg_fb.started,text_left_bg_2.stopped,text_right_bg_2.stopped,text_stim_jwbg_2.stopped,image_jwbg_fb.stopped,feedback_10.stopped,prep_wibg.started,prep_spacebar_6.started,prep_points_7.started,text_prep_7.started,image_left_sw_4.started,image_right_sw_4.started,under_image_left_4.started,under_image_right_4.started,key_resp_prep_7.started,prep_wibg.stopped,key_resp_prep_7.keys,key_resp_prep_7.rt,key_resp_prep_7.duration,words_images_bg.started,key_resp_wibg.started,image_left_bg.started,image_right_bg.started,under_image_left_bg.started,under_image_right_bg.started,image_stim_wibg.started,text_stim_wibg.started,words_images_bg.stopped,key_resp_wibg.keys,key_resp_wibg.corr,key_resp_wibg.rt,key_resp_wibg.duration,feedback_12.started,image_left_bg_2.started,image_right_bg_2.started,under_image_left_bg_2.started,under_image_right_bg_2.started,image_center_wibg_fb.started,text_center_wibg_fb.started,image_wibg_fb.started,feedback_12.stopped,ITI_Interval.started,fixation_point.started,fixation_point.stopped,ITI_Interval.stopped,image_left_bg_2.stopped,image_right_bg_2.stopped,under_image_left_bg_2.stopped,under_image_right_bg_2.stopped,image_center_wibg_fb.stopped,text_center_wibg_fb.stopped,image_wibg_fb.stopped,prep_jwgb.started,prep_spacebar_7.started,prep_points_8.started,text_prep_8.started,text_left_prep.started,text_right_prep.started,key_resp_prep_8.started,prep_jwgb.stopped,key_resp_prep_8.keys,key_resp_prep_8.rt,key_resp_prep_8.duration,just_words_gb.started,key_resp_jwgb.started,text_left_gb.started,text_right_gb.started,text_stim_jwgb.started,just_words_gb.stopped,key_resp_jwgb.keys,key_resp_jwgb.corr,key_resp_jwgb.rt,key_resp_jwgb.duration,feedback_14.started,text_left_gb_2.started,text_right_gb_2.started,text_center_jwgb_fb.started,image_jwgb_fb.started,feedback_14.stopped,text_left_gb_2.stopped,text_right_gb_2.stopped,text_center_jwgb_fb.stopped,image_jwgb_fb.stopped,prep_wigb.started,prep_spacebar_8.started,prep_points_9.started,text_prep_9.started,image_left_gb_5.started,image_right_gb_5.started,under_image_left_5.started,under_image_right_5.started,key_resp_prep_9.started,prep_wigb.stopped,key_resp_prep_9.keys,key_resp_prep_9.rt,key_resp_prep_9.duration,words_images_gb.started,key_resp_wigb.started,image_left_gb.started,image_right_gb.started,under_image_left_gb.started,under_image_right_gb.started,image_stim_wigb.started,text_stim_wigb.started,words_images_gb.stopped,key_resp_wigb.keys,key_resp_wigb.corr,key_resp_wigb.rt,key_resp_wigb.duration,feedback_16.started,image_left_gb_2.started,image_right_gb_2.started,under_image_left_gb_2.started,under_image_right_gb_2.started,image_center_wigb_fb.started,text_center_wigb_fb.started,image_wigb_fb.started,feedback_16.stopped,image_left_gb_2.stopped,image_right_gb_2.stopped,under_image_left_gb_2.stopped,under_image_right_gb_2.stopped,image_center_wigb_fb.stopped,text_center_wigb_fb.stopped,image_wigb_fb.stopped,Baseline.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wf00006_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,48.294341200002236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.27786489999562,48.294341200002236,48.294341200002236,48.46148620000167,5,0.16169959999388084,None,48.46185439999681,48.47784780000802,48.47784780000802,48.47784780000802,48.47784780000802,49.24458470000536,1,1,0.7552085000061197,0.0009725999989314005,49.24499079999805,49.2610285999981,49.2610285999981,49.2610285999981,49.2610285999981,49.52813989999413,49.528160800007754,49.54432950000046,50.54436519999581,50.5275757000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW006_Run3,RBDCW006_Run3,2024-04-02_11h48.06.001,IAT_test,2023.2.2,60.01028576445362,2024-04-02 11h48.15.926040 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00001_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,50.54436519999581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.52785490000679,50.54436519999581,50.54436519999581,51.46179940000002,5,0.9121601000078954,None,51.46225080000295,51.47776330000488,51.47776330000488,51.47776330000488,51.47776330000488,51.99544899999455,2,1,0.5172025999927428,None,51.996176300002844,52.01763380000193,52.01763380000193,52.01763380000193,52.01763380000193,52.29406119999476,52.29407620000711,52.31116040000052,,53.294774699999834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW006_Run3,RBDCW006_Run3,2024-04-02_11h48.06.001,IAT_test,2023.2.2,60.01028576445362,2024-04-02 11h48.15.926040 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00009_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,53.311194599999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.29520720000437,53.311194599999,53.311194599999,53.4621380000026,5,0.14523080000071786,None,53.462702799995895,53.47971790000156,53.47971790000156,53.47971790000156,53.47971790000156,54.029361000008066,2,1,0.5377619000064442,0.0010274999949615449,54.030136300003505,54.04955520000658,54.04955520000658,54.04955520000658,54.04955520000658,54.327443300004234,54.32745710000745,54.34412290000182,,55.3276765000046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW006_Run3,RBDCW006_Run3,2024-04-02_11h48.06.001,IAT_test,2023.2.2,60.01028576445362,2024-04-02 11h48.15.926040 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00012_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,55.3442200999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.32798980000371,55.3442200999998,55.3442200999998,55.544651600008365,5,0.19817230000626296,0.0009524000051897019,55.54492100000789,55.56100000000151,55.56100000000151,55.56100000000151,55.56100000000151,56.09429110000201,1,1,0.5301413999986835,0.0014238000003388152,56.09464440000011,56.110607399998116,56.110607399998116,56.110607399998116,56.110607399998116,56.37824160000309,56.378264700004365,56.3944446999958,,57.37845689999813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW006_Run3,RBDCW006_Run3,2024-04-02_11h48.06.001,IAT_test,2023.2.2,60.01028576445362,2024-04-02 11h48.15.926040 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/am00011_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,57.39497000000847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.37891970000055,57.39497000000847,57.39497000000847,57.46187509999436,5,0.06242050000582822,None,57.46235750000051,57.47729160000745,57.47729160000745,57.47729160000745,57.47729160000745,58.062243100008345,2,1,0.5817175999982283,0.0009827000030782074,58.0628538000019,58.07748950000678,58.07748950000678,58.07748950000678,58.07748950000678,58.3455713000003,58.34560400000191,58.3618501000019,59.3609279999946,59.34469640000316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW006_Run3,RBDCW006_Run3,2024-04-02_11h48.06.001,IAT_test,2023.2.2,60.01028576445362,2024-04-02 11h48.15.926040 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00001_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,59.3609279999946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.345054899997194,59.3609279999946,59.3609279999946,59.46144220000133,5,0.09513929999957327,None,59.46179430000484,59.4774846000073,59.4774846000073,59.4774846000073,59.4774846000073,60.011945899997954,1,1,0.52473989999271,0.0022160000080475584,60.01252720000048,60.03026860000682,60.03026860000682,60.03026860000682,60.03026860000682,60.31108709999535,60.31110410000838,60.32767719999538,,61.311353600001894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW006_Run3,RBDCW006_Run3,2024-04-02_11h48.06.001,IAT_test,2023.2.2,60.01028576445362,2024-04-02 11h48.15.926040 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00002_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,61.32789980000234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.311750900000334,61.32789980000234,61.32789980000234,61.460937900003046,5,0.12812740000663325,None,61.4611939000024,61.47732649999671,61.47732649999671,61.47732649999671,61.47732649999671,62.02908340000431,2,1,0.538774899992859,0.0011320000048726797,62.02980069999467,62.04986529999587,62.04986529999587,62.04986529999587,62.04986529999587,62.32769210000697,62.32771120000689,62.34431329999643,,63.327961400005734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW006_Run3,RBDCW006_Run3,2024-04-02_11h48.06.001,IAT_test,2023.2.2,60.01028576445362,2024-04-02 11h48.15.926040 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wf00004_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,63.34487299999455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.328361799998675,63.34487299999455,63.34487299999455,63.46233249999932,5,0.1118616000021575,None,63.46295119999559,63.47837900000741,63.47837900000741,63.47837900000741,63.47837900000741,63.99420420000388,2,0,0.5154927000112366,None,63.994471500001964,64.01067350000085,64.01067350000085,64.01067350000085,64.01067350000085,64.27834249999432,64.27836759999627,64.29395750000549,65.29426399999647,65.27784249999968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW006_Run3,RBDCW006_Run3,2024-04-02_11h48.06.001,IAT_test,2023.2.2,60.01028576445362,2024-04-02 11h48.15.926040 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00003_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,65.29426399999647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.27812669999548,65.29426399999647,65.29426399999647,65.46122820000164,5,0.16173549999075476,None,65.46155550000549,65.47774529999879,65.47774529999879,65.47774529999879,65.47774529999879,66.16123529999459,1,1,0.6803010000003269,0.001345900003798306,66.16169470000023,66.17910300000221,66.17910300000221,66.17910300000221,66.17910300000221,66.44419819999894,66.44421370000055,66.4609247000044,,67.44499430000724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW006_Run3,RBDCW006_Run3,2024-04-02_11h48.06.001,IAT_test,2023.2.2,60.01028576445362,2024-04-02 11h48.15.926040 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.44507820000581,67.46954299999925,67.46954299999925,67.46954299999925,67.46954299999925,67.46954299999925,67.46954299999925,68.96092579999822,1,1.4885151000053156,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW006_Run3,RBDCW006_Run3,2024-04-02_11h48.06.001,IAT_test,2023.2.2,60.01028576445362,2024-04-02 11h48.15.926040 -0400,
,,,1,Bad,Good,Cherish,right,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,68.9773647999973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.97176610000315,68.9773647999973,68.9773647999973,69.46196210000198,5,0.47907640000630636,None,,,,,,,,,,,,,,,,,70.91115090000676,70.92757820000406,,71.91157589999784,,,,,,,,,,,,69.46272999999928,69.47958860000654,69.47958860000654,69.47958860000654,69.47958860000654,70.61129109999456,1,1,1.1215725999936694,0.0013780000008409843,70.61193009999988,70.6278755999956,70.6278755999956,70.6278755999956,70.6278755999956,70.92757820000406,70.92757820000406,70.92757820000406,70.92757820000406,70.9111344999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW006_Run3,RBDCW006_Run3,2024-04-02_11h48.06.001,IAT_test,2023.2.2,60.01028576445362,2024-04-02 11h48.15.926040 -0400,
,,,1,Bad,Good,Attractive,right,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,71.9279247999948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.91204769999604,71.9279247999948,71.9279247999948,72.46129140000266,5,0.5288268000003882,None,,,,,,,,,,,,,,,,,73.37746040000638,73.39396669999405,,74.37796549999621,,,,,,,,,,,,72.4616468000022,72.47774460000801,72.47774460000801,72.47774460000801,72.47774460000801,73.09374599999865,1,1,0.6095040000072913,0.0009759999957168475,73.09424750000471,73.1107331999956,73.1107331999956,73.1107331999956,73.1107331999956,,,,,73.37744640000165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW006_Run3,RBDCW006_Run3,2024-04-02_11h48.06.001,IAT_test,2023.2.2,60.01028576445362,2024-04-02 11h48.15.926040 -0400,
,,,2,Bad,Good,Despise,left,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,74.39458589999413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.37839189999795,74.39458589999413,74.39458589999413,74.46163800000795,5,0.06205490000138525,None,,,,,,,,,,,,,,,,,75.52745870000217,75.54399269999703,,76.52773729999899,,,,,,,,,,,,74.46208450000267,74.47742599999765,74.47742599999765,74.47742599999765,74.47742599999765,75.24333270000352,2,1,0.7569175999960862,0.0008013000042410567,75.24370110000018,75.26037600000564,75.26037600000564,75.26037600000564,75.26037600000564,,,,,75.52744429999439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW006_Run3,RBDCW006_Run3,2024-04-02_11h48.06.001,IAT_test,2023.2.2,60.01028576445362,2024-04-02 11h48.15.926040 -0400,
,,,1,Bad,Good,Peace,right,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,76.54418720000831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.52809429999616,76.54418720000831,76.54418720000831,77.46078860000125,5,0.9124431000091136,None,,,,,,,,,,,,,,,,,78.37759790000564,78.39406819999567,,79.37821510000504,,,,,,,,,,,,77.46100140000635,77.47697340000013,77.47697340000013,77.47697340000013,77.47697340000013,78.09340539999539,1,1,0.6072752000036417,0.0010652999917510897,78.09377340000356,78.11059690000548,78.11059690000548,78.11059690000548,78.11059690000548,,,,,78.37758100000792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW006_Run3,RBDCW006_Run3,2024-04-02_11h48.06.001,IAT_test,2023.2.2,60.01028576445362,2024-04-02 11h48.15.926040 -0400,
,,,1,Bad,Good,Glorious,right,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,79.39448420000554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.3786884000001,79.39448420000554,79.39448420000554,79.46172950000619,5,0.06227530000614934,None,,,,,,,,,,,,,,,,,80.41080490000604,80.42750170000363,,81.41126649999933,,,,,,,,,,,,79.46226719999686,79.47776310000336,79.47776310000336,79.47776310000336,79.47776310000336,80.12744240000029,1,1,0.648441700002877,0.0006422000005841255,80.12775070000498,80.14321789999667,80.14321789999667,80.14321789999667,80.14321789999667,,,,,80.4107895000052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW006_Run3,RBDCW006_Run3,2024-04-02_11h48.06.001,IAT_test,2023.2.2,60.01028576445362,2024-04-02 11h48.15.926040 -0400,
,,,2,Bad,Good,Ugly,left,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,81.42759269999806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.41167090000818,81.42759269999806,81.42759269999806,81.46136359999946,5,0.029757800002698787,None,,,,,,,,,,,,,,,,,82.36126350000268,82.37788559999899,83.37775379999948,83.36119250000047,,,,,,,,,,,,81.4617436999979,81.4773930000083,81.4773930000083,81.4773930000083,81.4773930000083,82.07787969999481,2,1,0.5945604000007734,0.0,82.07833600000595,82.09326449999935,82.09326449999935,82.09326449999935,82.09326449999935,,,,,82.3612412000075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW006_Run3,RBDCW006_Run3,2024-04-02_11h48.06.001,IAT_test,2023.2.2,60.01028576445362,2024-04-02 11h48.15.926040 -0400,
,,,2,Bad,Good,Terrible,left,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,83.37775379999948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.36153840000043,83.37775379999948,83.37775379999948,83.46134389999497,5,0.0784364999999525,None,,,,,,,,,,,,,,,,,84.36106399999699,84.37741919999826,85.37733600000502,85.36091119999764,,,,,,,,,,,,83.46173910000653,83.47781510000641,83.47781510000641,83.47781510000641,83.47781510000641,84.06095100000675,2,1,0.5744055999966804,0.0009515999990981072,84.06129240000155,84.0773016000021,84.0773016000021,84.0773016000021,84.0773016000021,84.37741919999826,84.37741919999826,84.37741919999826,84.37741919999826,84.36104899999918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW006_Run3,RBDCW006_Run3,2024-04-02_11h48.06.001,IAT_test,2023.2.2,60.01028576445362,2024-04-02 11h48.15.926040 -0400,
,,,2,Bad,Good,Hate,left,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,85.37733600000502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.36119160000817,85.37733600000502,85.37733600000502,85.46105240000179,5,0.07865490000403952,None,,,,,,,,,,,,,,,,,86.42734759999439,86.4440128999995,87.44362659999751,87.42736139999761,,,,,,,,,,,,85.46136800000386,85.47741659999883,85.47741659999883,85.47741659999883,85.47741659999883,86.14359680000052,2,1,0.6544465000042692,0.001183500004117377,86.14411609999661,86.16062150000653,86.16062150000653,86.16062150000653,86.16062150000653,,,,,86.4273336000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW006_Run3,RBDCW006_Run3,2024-04-02_11h48.06.001,IAT_test,2023.2.2,60.01028576445362,2024-04-02 11h48.15.926040 -0400,
,,,1,Bad,Good,Reward,right,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,87.44362659999751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.42756419999932,87.44362659999751,87.44362659999751,87.46066670000437,5,0.013611100002890453,None,,,,,,,,,,,,,,,,,88.36080150000635,88.37742309999885,89.3774998000008,89.36085959999764,,,,,,,,,,,,87.46089430000575,87.47714200000337,87.47714200000337,87.47714200000337,87.47714200000337,88.07750850000593,1,1,0.5857151999953203,0.0010809000086737797,88.07776840000588,88.09304979999433,88.09304979999433,88.09304979999433,88.09304979999433,,,,,88.36078509999788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW006_Run3,RBDCW006_Run3,2024-04-02_11h48.06.001,IAT_test,2023.2.2,60.01028576445362,2024-04-02 11h48.15.926040 -0400,
,,,2,Bad,Good,Punish,left,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,89.3774998000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.361178200008,89.3774998000008,89.3774998000008,89.46210649999557,5,0.0789472000033129,None,,,,,,,,,,,,,,,,,90.22768350000842,90.24416689999634,91.24411179999879,91.22740329999942,,,,,,,,,,,,89.46267399999488,89.47794419999991,89.47794419999991,89.47794419999991,89.47794419999991,89.94365119999566,1,0,0.4632555999996839,0.0007582999969599769,89.94413420000637,89.9606247000047,89.9606247000047,89.9606247000047,89.9606247000047,,,,,90.22766370000318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW006_Run3,RBDCW006_Run3,2024-04-02_11h48.06.001,IAT_test,2023.2.2,60.01028576445362,2024-04-02 11h48.15.926040 -0400,
