ImageLeft_ji,ImageRight_ji,ImageCentre_ji,CorrAns,TextLeft_jwsw,TextRight_jwsw,TextCentre_jwsw,Answer,ImageLeft_wisw,ImageRight_wisw,ImageCentre_wisw,TextLeft_wisw,TextRight_wisw,TextCentre_wisw,ITI,TextLeft_jwws,TextRight_jwws,TextCentre_jwws,ImageLeft_wiws,ImageRight_wiws,ImageCentre_wiws,TextLeft_wiws,TextRight_wiws,TextCentre_wiws,ImagesDiscarded.thisRepN,ImagesDiscarded.thisTrialN,ImagesDiscarded.thisN,ImagesDiscarded.thisIndex,ji.thisRepN,ji.thisTrialN,ji.thisN,ji.thisIndex,jwsw.thisRepN,jwsw.thisTrialN,jwsw.thisN,jwsw.thisIndex,wisw.thisRepN,wisw.thisTrialN,wisw.thisN,wisw.thisIndex,jwws.thisRepN,jwws.thisTrialN,jwws.thisN,jwws.thisIndex,wiws.thisRepN,wiws.thisTrialN,wiws.thisN,wiws.thisIndex,thisRow.t,notes,Waiting_for_Scanner_Discard.started,SyncPulse_Discard.started,text_3.started,Waiting_for_Scanner_Discard.stopped,SyncPulse_Discard.keys,SyncPulse_Discard.rt,SyncPulse_Discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,Baseline_Fixation.started,Baseline.started,Baseline.stopped,Baseline_Fixation.stopped,Description.started,text_2.started,Progress.started,Description.stopped,Progress.keys,Progress.rt,Progress.duration,Trial_prep.started,prep_spacebar.started,prep_points.started,text_prep.started,image_left_prep.started,image_right_prep.started,key_resp_prep.started,Trial_prep.stopped,key_resp_prep.keys,key_resp_prep.rt,key_resp_prep.duration,Fixation_Start.started,Fixation_start.started,Fixation_Start.stopped,W4S_Trial.started,SyncPulse_Trial.started,fix_Trial.started,W4S_Trial.stopped,SyncPulse_Trial.keys,SyncPulse_Trial.rt,SyncPulse_Trial.duration,just_images.started,image_left_ji.started,image_right_ji.started,image_center_ji.started,key_resp_ji.started,just_images.stopped,key_resp_ji.keys,key_resp_ji.corr,key_resp_ji.rt,key_resp_ji.duration,feedback_ji.started,image_left_ji_2.started,image_right_ji_2.started,image_center_ji_fb.started,feedback_image_2.started,feedback_ji.stopped,fixation_practice.started,text.started,text.stopped,fixation_practice.stopped,prep_jwsw.started,prep_spacebar_jwsw.started,prep_points_2.started,text_prep_2.started,text_left_sw_2.started,text_right_sw_2.started,key_resp_prep_2.started,prep_jwsw.stopped,key_resp_prep_2.keys,key_resp_prep_2.rt,key_resp_prep_2.duration,just_words_sw.started,key_resp_jwsw.started,text_left_sw.started,text_right_sw.started,text_middle_sw.started,just_words_sw.stopped,key_resp_jwsw.keys,key_resp_jwsw.corr,key_resp_jwsw.rt,key_resp_jwsw.duration,feedback_2.started,text_left_sw_3.started,text_right_sw_3.started,text_middle_sw_3.started,feedback_image2.started,feedback_2.stopped,text_left_sw_3.stopped,text_right_sw_3.stopped,text_middle_sw_3.stopped,feedback_image2.stopped,prep_wisw.started,prep_spacebar_2.started,prep_points_3.started,text_prep_3.started,image_left_sw_2.started,image_right_sw_2.started,under_image_left_2.started,under_image_right_2.started,key_resp_prep_3.started,prep_wisw.stopped,key_resp_prep_3.keys,key_resp_prep_3.rt,key_resp_prep_3.duration,words_images_sw.started,key_resp_wisw.started,image_left_sw.started,image_right_sw.started,under_image_left.started,under_image_right.started,image_stim_wisw.started,word_stim_wisw.started,words_images_sw.stopped,key_resp_wisw.keys,key_resp_wisw.corr,key_resp_wisw.rt,key_resp_wisw.duration,feedback_5.started,image_left_sw_8.started,image_right_sw_8.started,under_image_left_8.started,under_image_right_8.started,center_image_wisw_fb.started,center_word_wisw_fb.started,image_wisw_fb.started,feedback_5.stopped,ITI_Interval.started,fixation_point.started,fixation_point.stopped,ITI_Interval.stopped,image_left_sw_8.stopped,image_right_sw_8.stopped,under_image_left_8.stopped,under_image_right_8.stopped,center_image_wisw_fb.stopped,center_word_wisw_fb.stopped,image_wisw_fb.stopped,prep_jwws.started,prep_spacebar_4.started,prep_points_4.started,text_prep_4.started,text_left_ws_2.started,text_right_ws_2.started,key_resp_prep_4.started,prep_jwws.stopped,key_resp_prep_4.keys,key_resp_prep_4.rt,key_resp_prep_4.duration,just_words_ws.started,key_resp_jwws.started,text_left_ws.started,text_right_ws.started,text_middle_ws.started,just_words_ws.stopped,key_resp_jwws.keys,key_resp_jwws.corr,key_resp_jwws.rt,key_resp_jwws.duration,feedback_4.started,text_left_ws_3.started,text_right_ws_3.started,text_middle_jwws_fb.started,image_jwws_fb.started,feedback_4.stopped,text_left_ws_3.stopped,text_right_ws_3.stopped,text_middle_jwws_fb.stopped,image_jwws_fb.stopped,prep_wiws.started,prep_spacebar_3.started,prep_points_5.started,text_prep_5.started,image_left_sw_3.started,image_right_sw_3.started,under_image_left_3.started,under_image_right_3.started,key_resp_prep_5.started,prep_wiws.stopped,key_resp_prep_5.keys,key_resp_prep_5.rt,key_resp_prep_5.duration,words_images_ws.started,key_resp_wiws.started,image_left_ws.started,image_right_ws.started,under_image_left_ws.started,under_image_right_ws.started,image_center_ws.started,text_center_ws.started,words_images_ws.stopped,key_resp_wiws.keys,key_resp_wiws.corr,key_resp_wiws.rt,key_resp_wiws.duration,feedback_8.started,image_left_ws_2.started,image_right_ws_2.started,under_image_left_ws_2.started,under_image_right_ws_2.started,image_center_wiws_fb.started,text_center_wiws_feedback.started,image_wiws_fb.started,feedback_8.stopped,image_left_ws_2.stopped,image_right_ws_2.stopped,under_image_left_ws_2.stopped,under_image_right_ws_2.stopped,image_center_wiws_fb.stopped,text_center_wiws_feedback.stopped,image_wiws_fb.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wf00006_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,75.03484149999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.01877350000007,75.03484149999997,75.03484149999997,75.33514780000007,5,0.29755310000007285,None,75.33553040000004,75.35132220000003,75.35132220000003,75.35132220000003,75.35132220000003,76.60199360000001,1,1,1.2402105999999549,None,76.6025161,76.62121509999997,76.62121509999997,76.62121509999997,76.62121509999997,76.9014674,76.90148929999998,76.91820070000006,,77.90195510000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run1,RBDCW009_Run1,2024-04-15_11h21.07.110,IAT_test,2023.2.2,59.95707073735137,2024-04-15 11h21.40.730375 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00001_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,77.91853620000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.90241709999998,77.91853620000006,77.91853620000006,78.70230470000001,5,0.7798764000000347,None,78.7028755,78.72016689999998,78.72016689999998,78.72016689999998,78.72016689999998,81.60216639999999,1,0,2.8799715000000106,None,81.602844,81.62457589999997,81.62457589999997,81.62457589999997,81.62457589999997,81.90154280000002,81.9015647,81.91801270000008,82.9181314,82.90149120000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run1,RBDCW009_Run1,2024-04-15_11h21.07.110,IAT_test,2023.2.2,59.95707073735137,2024-04-15 11h21.40.730375 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00009_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,82.9181314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.90185170000007,82.9181314,82.9181314,83.33508289999997,5,0.4152917000000116,None,83.33545590000006,83.35089890000006,83.35089890000006,83.35089890000006,83.35089890000006,86.40179910000006,2,1,3.049207600000045,None,86.4023254,86.42061760000001,86.42061760000001,86.42061760000001,86.42061760000001,86.68494829999997,86.68497060000004,86.70175519999998,87.70106480000004,87.68493350000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run1,RBDCW009_Run1,2024-04-15_11h21.07.110,IAT_test,2023.2.2,59.95707073735137,2024-04-15 11h21.40.730375 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00012_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,87.70106480000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.68529080000008,87.70106480000004,87.70106480000004,88.33521989999997,5,0.6310956000000942,None,88.33565020000003,88.3519516,88.3519516,88.3519516,88.3519516,92.60177640000006,1,1,4.249113699999953,None,92.60228440000003,92.62018209999997,92.62018209999997,92.62018209999997,92.62018209999997,92.88484460000006,92.88486369999998,92.90124350000008,,93.88560059999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run1,RBDCW009_Run1,2024-04-15_11h21.07.110,IAT_test,2023.2.2,59.95707073735137,2024-04-15 11h21.40.730375 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/am00011_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,93.9019336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.88620509999998,93.9019336,93.9019336,94.33445719999997,5,0.4313341000000719,None,94.33467819999998,94.35065310000005,94.35065310000005,94.35065310000005,94.35065310000005,98.23529919999999,2,1,3.8756930000000693,None,98.23582959999999,98.2534273,98.2534273,98.2534273,98.2534273,98.53481999999997,98.53484100000003,98.55121250000002,,99.53511739999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run1,RBDCW009_Run1,2024-04-15_11h21.07.110,IAT_test,2023.2.2,59.95707073735137,2024-04-15 11h21.40.730375 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00001_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,99.5516973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53571360000001,99.5516973,99.5516973,100.33511740000006,5,0.7809419000000162,None,100.33563179999999,100.35186899999997,100.35186899999997,100.35186899999997,100.35186899999997,102.83522349999998,1,1,2.4691852999999355,None,102.83575389999999,102.85319040000002,102.85319040000002,102.85319040000002,102.85319040000002,103.13475210000001,103.13477139999998,103.1512219,104.15117770000006,104.13468369999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run1,RBDCW009_Run1,2024-04-15_11h21.07.110,IAT_test,2023.2.2,59.95707073735137,2024-04-15 11h21.40.730375 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00002_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,104.15117770000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.13500290000002,104.15117770000006,104.15117770000006,104.33476489999998,5,0.18189109999991615,None,104.33514170000001,104.3512584,104.3512584,104.3512584,104.3512584,106.5182585,1,0,2.165913699999919,None,106.51878490000001,106.53842510000004,106.53842510000004,106.53842510000004,106.53842510000004,106.80172870000001,106.80175240000005,106.81809810000004,107.81765089999999,107.8010918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run1,RBDCW009_Run1,2024-04-15_11h21.07.110,IAT_test,2023.2.2,59.95707073735137,2024-04-15 11h21.40.730375 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wf00004_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,107.81765089999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.80141349999997,107.81765089999999,107.81765089999999,108.334698,5,0.5154175999999779,None,108.3350709,108.35123429999999,108.35123429999999,108.35123429999999,108.35123429999999,111.98517800000002,2,0,3.6328318000000763,None,111.98580830000003,112.00644290000002,112.00644290000002,112.00644290000002,112.00644290000002,112.28479870000001,112.28481959999999,112.30127000000005,113.30119639999998,113.28453690000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run1,RBDCW009_Run1,2024-04-15_11h21.07.110,IAT_test,2023.2.2,59.95707073735137,2024-04-15 11h21.40.730375 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00003_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,113.30119639999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.28488040000002,113.30119639999998,113.30119639999998,113.33457570000007,5,0.03164729999991778,None,113.33493229999999,113.35073910000006,113.35073910000006,113.35073910000006,113.35073910000006,115.26897050000002,2,0,1.9155694999999469,None,115.26973980000002,115.29153059999999,115.29153059999999,115.29153059999999,115.29153059999999,115.56846949999999,115.56849599999998,115.58488310000007,116.59276580000005,116.56816709999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run1,RBDCW009_Run1,2024-04-15_11h21.07.110,IAT_test,2023.2.2,59.95707073735137,2024-04-15 11h21.40.730375 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.56824860000006,116.59276580000005,116.59276580000005,116.59276580000005,116.59276580000005,116.59276580000005,116.59276580000005,119.45029620000003,2,2.844254699999965,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run1,RBDCW009_Run1,2024-04-15_11h21.07.110,IAT_test,2023.2.2,59.95707073735137,2024-04-15 11h21.40.730375 -0400,
,,,2,Strong,Weak,Brawny,left,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,119.46686750000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.464833,119.46686750000003,119.46686750000003,120.3350577,5,0.8663047000000006,None,,,,,,,,,,,,,,,,,124.33429339999998,124.35080760000005,,125.33452210000007,,,,,,,,,,,,120.33572449999997,120.35037090000003,120.35037090000003,120.35037090000003,120.35037090000003,124.0344632,1,0,3.682084799999984,None,124.03514640000003,124.05309160000002,124.05309160000002,124.05309160000002,124.05309160000002,124.33427690000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run1,RBDCW009_Run1,2024-04-15_11h21.07.110,IAT_test,2023.2.2,59.95707073735137,2024-04-15 11h21.40.730375 -0400,
,,,1,Strong,Weak,Soft,right,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,125.35124719999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.3348919,125.35124719999999,125.35124719999999,126.33469909999997,5,0.9812680999999657,None,,,,,,,,,,,,,,,,,130.4343745,130.45082050000008,,131.43444320000003,,,,,,,,,,,,126.33512910000002,126.35137529999997,126.35137529999997,126.35137529999997,126.35137529999997,130.15093660000002,1,1,3.7866275000000087,None,130.15130299999998,130.16649270000005,130.16649270000005,130.16649270000005,130.16649270000005,130.43435740000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run1,RBDCW009_Run1,2024-04-15_11h21.07.110,IAT_test,2023.2.2,59.95707073735137,2024-04-15 11h21.40.730375 -0400,
,,,1,Strong,Weak,Puny,right,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,131.4510656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.43479460000003,131.4510656,131.4510656,132.33479950000003,5,0.8820759999999837,None,,,,,,,,,,,,,,,,,137.55100330000005,137.567495,,138.55105349999997,,,,,,,,,,,,132.33518779999997,132.35116060000007,132.35116060000007,132.35116060000007,132.35116060000007,137.26687690000006,1,1,4.911300100000062,None,137.26727830000004,137.28410580000002,137.28410580000002,137.28410580000002,137.28410580000002,137.55098529999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run1,RBDCW009_Run1,2024-04-15_11h21.07.110,IAT_test,2023.2.2,59.95707073735137,2024-04-15 11h21.40.730375 -0400,
,,,2,Strong,Weak,Athletic,left,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,138.56736250000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.55138880000004,138.56736250000006,138.56736250000006,139.33443060000002,5,0.765698200000088,None,,,,,,,,,,,,,,,,,142.43424470000002,142.45074769999997,,143.43438090000006,,,,,,,,,,,,139.33480199999997,139.35088770000004,139.35088770000004,139.35088770000004,139.35088770000004,142.13437320000003,2,1,2.7661920000000464,None,142.1347399,142.15080269999999,142.15080269999999,142.15080269999999,142.15080269999999,142.4342302,142.45074769999997,142.45074769999997,142.45074769999997,142.45074769999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run1,RBDCW009_Run1,2024-04-15_11h21.07.110,IAT_test,2023.2.2,59.95707073735137,2024-04-15 11h21.40.730375 -0400,
,,,2,Strong,Weak,Powerful,left,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,143.45089900000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.43473590000008,143.45089900000005,143.45089900000005,144.33474250000006,5,0.882201900000041,None,,,,,,,,,,,,,,,,,146.53419670000005,146.5507556,,147.53433789999997,,,,,,,,,,,,144.3351361,144.35112990000005,144.35112990000005,144.35112990000005,144.35112990000005,146.2510542,2,1,1.883928200000014,None,146.25141989999997,146.26629130000003,146.26629130000003,146.26629130000003,146.26629130000003,146.53418069999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run1,RBDCW009_Run1,2024-04-15_11h21.07.110,IAT_test,2023.2.2,59.95707073735137,2024-04-15 11h21.40.730375 -0400,
,,,2,Strong,Weak,Burly,left,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,147.5509356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.53469100000007,147.5509356,147.5509356,148.76786979999997,5,1.2124685,None,,,,,,,,,,,,,,,,,154.06755110000006,154.08402150000006,155.08407569999997,155.06762600000002,,,,,,,,,,,,148.76827120000007,148.78447920000008,148.78447920000008,148.78447920000008,148.78447920000008,153.76769439999998,2,1,4.981747000000041,None,153.76807329999997,153.7839619,153.7839619,153.7839619,153.7839619,154.06753550000008,154.08402150000006,154.08402150000006,154.08402150000006,154.08402150000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run1,RBDCW009_Run1,2024-04-15_11h21.07.110,IAT_test,2023.2.2,59.95707073735137,2024-04-15 11h21.40.730375 -0400,
,,,2,Strong,Weak,Muscly,left,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,155.08407569999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0680089,155.08407569999997,155.08407569999997,158.3351993,5,3.249490299999934,None,,,,,,,,,,,,,,,,,162.70068609999998,162.71729000000005,,163.7008412,,,,,,,,,,,,158.33569710000006,158.36782430000005,158.36782430000005,158.36782430000005,158.36782430000005,162.41687580000007,1,0,4.034213900000054,None,162.41736709999998,162.43397230000005,162.43397230000005,162.43397230000005,162.43397230000005,162.70067059999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run1,RBDCW009_Run1,2024-04-15_11h21.07.110,IAT_test,2023.2.2,59.95707073735137,2024-04-15 11h21.40.730375 -0400,
,,,1,Strong,Weak,Fragile,right,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,163.71746530000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.7012181,163.71746530000007,163.71746530000007,164.33503800000005,5,0.6156314999999495,None,,,,,,,,,,,,,,,,,166.63431790000004,166.65047130000005,,167.63452389999998,,,,,,,,,,,,164.3355424,164.35080800000003,164.35080800000003,164.35080800000003,164.35080800000003,166.3339694,1,1,1.9696649999999636,None,166.33433430000002,166.35036379999997,166.35036379999997,166.35036379999997,166.35036379999997,166.63430040000003,166.65047130000005,166.65047130000005,166.65047130000005,166.65047130000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run1,RBDCW009_Run1,2024-04-15_11h21.07.110,IAT_test,2023.2.2,59.95707073735137,2024-04-15 11h21.40.730375 -0400,
,,,1,Strong,Weak,Skinny,right,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,167.65112929999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.6349758,167.65112929999998,167.65112929999998,168.33453350000002,5,0.6819777000000613,None,,,,,,,,,,,,,,,,,170.35068190000004,170.36708840000006,,171.35097200000007,,,,,,,,,,,,168.33498759999998,168.3509054,168.3509054,168.3509054,168.3509054,170.05131530000006,1,1,1.690240499999959,None,170.05183180000006,170.06601209999997,170.06601209999997,170.06601209999997,170.06601209999997,170.35066770000003,170.36708840000006,170.36708840000006,170.36708840000006,170.36708840000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run1,RBDCW009_Run1,2024-04-15_11h21.07.110,IAT_test,2023.2.2,59.95707073735137,2024-04-15 11h21.40.730375 -0400,
,,,1,Strong,Weak,Delicate,right,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,171.36751170000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.35135150000008,171.36751170000002,171.36751170000002,172.33471480000003,5,0.9655947999999626,None,,,,,,,,,,,,,,,,,174.88378280000006,174.9004347,,175.88483970000004,,,,,,,,,,,,172.3352307,172.35069269999997,172.35069269999997,172.35069269999997,172.35069269999997,174.60089490000007,1,1,2.2353544000000056,None,174.60126230000003,174.6163487,174.6163487,174.6163487,174.6163487,174.88376690000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run1,RBDCW009_Run1,2024-04-15_11h21.07.110,IAT_test,2023.2.2,59.95707073735137,2024-04-15 11h21.40.730375 -0400,
