ImageLeft_ji,ImageRight_ji,ImageCentre_ji,CorrAns,TextLeft_jwsi,TextRight_jwsi,TextCentre_jwsi,Answer,ImageLeft_wisi,ImageRight_wisi,ImageCentre_wisi,TextLeft_wisi,TextRight_wisi,TextCentre_wisi,ITI,TextLeft_jwis,TextRight_jwis,TextCentre_jwis,ImageLeft_wiis,ImageRight_wiis,ImageCentre_wiis,TextLeft_wiis,TextRight_wiis,TextCentre_wiis,ImagesDiscarded.thisRepN,ImagesDiscarded.thisTrialN,ImagesDiscarded.thisN,ImagesDiscarded.thisIndex,ji.thisRepN,ji.thisTrialN,ji.thisN,ji.thisIndex,jwsi.thisRepN,jwsi.thisTrialN,jwsi.thisN,jwsi.thisIndex,wisi.thisRepN,wisi.thisTrialN,wisi.thisN,wisi.thisIndex,jwis.thisRepN,jwis.thisTrialN,jwis.thisN,jwis.thisIndex,wiis.thisRepN,wiis.thisTrialN,wiis.thisN,wiis.thisIndex,thisRow.t,notes,Waiting_for_Scanner_Discard.started,SyncPulse_Discard.started,text_3.started,Waiting_for_Scanner_Discard.stopped,SyncPulse_Discard.keys,SyncPulse_Discard.rt,SyncPulse_Discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_Baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,Baseline_Fixation.started,Baseline.started,Baseline_Fixation.stopped,Description.started,text_2.started,Progress.started,Description.stopped,Progress.keys,Progress.rt,Progress.duration,Trial_prep.started,prep_spacebar.started,prep_points.started,text_prep.started,image_left_prep.started,image_right_prep.started,key_resp_prep.started,Trial_prep.stopped,key_resp_prep.keys,key_resp_prep.rt,key_resp_prep.duration,Fixation_Start.started,Fixation_start.started,Fixation_Start.stopped,W4S_Trial.started,SyncPulse_Trial.started,fix_Trial.started,W4S_Trial.stopped,SyncPulse_Trial.keys,SyncPulse_Trial.rt,SyncPulse_Trial.duration,just_images.started,image_left_ji.started,image_right_ji.started,image_center_ji.started,key_resp_ji.started,just_images.stopped,key_resp_ji.keys,key_resp_ji.corr,key_resp_ji.rt,key_resp_ji.duration,feedback_ji.started,image_left_ji_2.started,image_right_ji_2.started,image_center_ji_fb.started,feedback_image_2.started,feedback_ji.stopped,fixation_practice.started,text.started,text.stopped,fixation_practice.stopped,prep_jwsi.started,prep_spacebar_9.started,prep_points_10.started,text_prep_10.started,text_left_prep_2.started,text_right_prep_2.started,key_resp_prep_10.started,prep_jwsi.stopped,key_resp_prep_10.keys,key_resp_prep_10.rt,key_resp_prep_10.duration,just_words_si.started,key_resp_jwsi.started,text_left_si.started,text_right_si.started,text_stim_jwsi.started,just_words_si.stopped,key_resp_jwsi.keys,key_resp_jwsi.corr,key_resp_jwsi.rt,key_resp_jwsi.duration,feedback_18.started,text_left_si_2.started,text_right_si_2.started,text_center.started,image_jwsi_fb.started,feedback_18.stopped,text_left_si_2.stopped,text_right_si_2.stopped,text_center.stopped,image_jwsi_fb.stopped,prep_wisi.started,prep_spacebar_10.started,prep_points_11.started,text_prep_11.started,image_left_sw_6.started,image_right_sw_6.started,under_image_left_6.started,under_image_right_6.started,key_resp_prep_11.started,prep_wisi.stopped,key_resp_prep_11.keys,key_resp_prep_11.rt,key_resp_prep_11.duration,words_images_si.started,key_resp_wisi.started,image_left_si.started,image_right_si.started,under_image_left_si.started,under_image_right_si.started,image_stim_wisi.started,text_stim_wisi.started,words_images_si.stopped,key_resp_wisi.keys,key_resp_wisi.corr,key_resp_wisi.rt,key_resp_wisi.duration,feedback_20.started,image_left_si_2.started,image_right_si_2.started,under_image_left_si_2.started,under_image_right_si_2.started,image_center_wisi_fb.started,text_center_wisi_fb.started,image_wisi_fb.started,feedback_20.stopped,ITI_Interval.started,fixation_point.started,fixation_point.stopped,ITI_Interval.stopped,image_left_si_2.stopped,image_right_si_2.stopped,under_image_left_si_2.stopped,under_image_right_si_2.stopped,image_center_wisi_fb.stopped,text_center_wisi_fb.stopped,image_wisi_fb.stopped,prep_jwis.started,prep_spacebar_11.started,prep_points_12.started,text_prep_12.started,text_left_prep_4.started,text_right_prep_4.started,key_resp_prep_12.started,prep_jwis.stopped,key_resp_prep_12.keys,key_resp_prep_12.rt,key_resp_prep_12.duration,just_word_is.started,key_resp_jwis.started,text_left_is.started,text_right_is.started,text_stim_jwis.started,just_word_is.stopped,key_resp_jwis.keys,key_resp_jwis.corr,key_resp_jwis.rt,key_resp_jwis.duration,feedback_22.started,text_left_is_2.started,text_right_is_2.started,text_center_jwis_fb.started,image_jwis_fb.started,feedback_22.stopped,text_left_is_2.stopped,text_right_is_2.stopped,text_center_jwis_fb.stopped,image_jwis_fb.stopped,prep_wiis.started,prep_spacebar_12.started,prep_points_13.started,text_prep_13.started,image_left_sw_7.started,image_right_sw_7.started,under_image_left_7.started,under_image_right_7.started,key_resp_prep_13.started,prep_wiis.stopped,key_resp_prep_13.keys,key_resp_prep_13.rt,key_resp_prep_13.duration,word_image_is.started,key_resp_wiis.started,image_left_is.started,image_right_is.started,under_image_left_is.started,under_image_is.started,image_stim_wiis.started,text_stim_wiis.started,word_image_is.stopped,key_resp_wiis.keys,key_resp_wiis.corr,key_resp_wiis.rt,key_resp_wiis.duration,feedback_24.started,image_left_is_2.started,image_right_is_2.started,under_image_left_is_2.started,under_image_is_2.started,image_center_wiis_fb.started,text_center_wiis_fb.started,image_wiis_fb.started,feedback_24.stopped,image_left_is_2.stopped,image_right_is_2.stopped,under_image_left_is_2.stopped,under_image_is_2.stopped,image_center_wiis_fb.stopped,text_center_wiis_fb.stopped,image_wiis_fb.stopped,Baseline.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wf00006_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,50.61210629995912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.596267899964005,50.61210629995912,50.61210629995912,50.71283560001757,5,0.08424550003837794,None,50.7132416999666,50.72894489997998,50.72894489997998,50.72894489997998,50.72894489997998,51.32936380000319,1,1,0.5876608999678865,0.0010103000095114112,51.32987590006087,51.34763540001586,51.34763540001586,51.34763540001586,51.34763540001586,51.61258600000292,51.61260969995055,51.6290245000273,,52.61273389996495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00001_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,52.629227000055835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.613156000035815,52.629227000055835,52.629227000055835,52.71295379998628,5,0.0671472999965772,None,52.71337989997119,52.72864089999348,52.72864089999348,52.72864089999348,52.72864089999348,53.379724200000055,2,1,0.6461258999770507,0.0008694999851286411,53.380253799958155,53.39868230000138,53.39868230000138,53.39868230000138,53.39868230000138,53.662895099958405,53.662920300033875,53.679300599964336,54.679055299959145,54.662880299962126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00009_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,54.679055299959145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.663307999959216,54.679055299959145,54.679055299959145,54.712954199989326,5,0.01737149991095066,None,54.713403500034474,54.728779099998064,54.728779099998064,54.728779099998064,54.728779099998064,55.41273740003817,2,1,0.6716395999537781,0.0009934999980032444,55.413241900037974,55.43146630004048,55.43146630004048,55.43146630004048,55.43146630004048,55.69606059999205,55.69608200003859,55.71242070000153,56.712509499979205,56.69595720001962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00012_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,56.712509499979205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.69633319997229,56.712509499979205,56.712509499979205,56.72940840001684,5,0.012308500008657575,0.0008547999896109104,56.729797399952076,56.74558700004127,56.74558700004127,56.74558700004127,56.74558700004127,57.33055900002364,1,1,0.5822146000573412,0.0006257999921217561,57.331339700031094,57.350789300049655,57.350789300049655,57.350789300049655,57.350789300049655,57.62918189994525,57.62920199998189,57.64566759997979,58.64558000001125,58.628934400039725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/am00011_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,58.64558000001125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.629283000016585,58.64558000001125,58.64558000001125,58.71262640005443,5,0.0507719999877736,None,58.71298960002605,58.7288974999683,58.7288974999683,58.7288974999683,58.7288974999683,59.29555230005644,2,1,0.5586206999141723,0.0008380000945180655,59.295806400012225,59.31164299999364,59.31164299999364,59.31164299999364,59.31164299999364,59.57936129998416,59.579384200042114,59.595936300000176,60.595789300045,60.579386300058104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00001_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,60.595789300045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.57977579999715,60.595789300045,60.595789300045,60.71278780000284,5,0.10058199998456985,None,60.7131940999534,60.72894659999292,60.72894659999292,60.72894659999292,60.72894659999292,61.24609050003346,1,1,0.5155117999529466,0.0009090999374166131,61.246625200030394,61.26471160002984,61.26471160002984,61.26471160002984,61.26471160002984,61.545492799952626,61.545512499986216,61.56242780003231,62.562521500047296,62.54547100001946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00002_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,62.562521500047296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.54579270002432,62.562521500047296,62.562521500047296,62.712848099996336,5,0.13384579995181412,None,62.71327449998353,62.72898500005249,62.72898500005249,62.72898500005249,62.72898500005249,63.32888439996168,2,1,0.5845370000461116,0.0006502999458462,63.32914249994792,63.34498699998949,63.34498699998949,63.34498699998949,63.34498699998949,63.612812699982896,63.61283989995718,63.62940279999748,,64.61337250005454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wf00004_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,64.62985390005633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.61398080002982,64.62985390005633,64.62985390005633,64.7130487000104,5,0.06659300008323044,None,64.7135408000322,64.72884690004867,64.72884690004867,64.72884690004867,64.72884690004867,65.24610630003735,1,1,0.5136125000426546,0.0009317999938502908,65.24659220001195,65.26309060002677,65.26309060002677,65.26309060002677,65.26309060002677,65.52924179995898,65.52926149999257,65.54575249995105,66.54580269998405,66.52927870000713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00003_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,66.54580269998405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.52966800006106,66.54580269998405,66.54580269998405,66.7125297000166,5,0.15057019994128495,None,66.71293749997858,66.72882319998462,66.72882319998462,66.72882319998462,66.72882319998462,67.36286400002427,1,1,0.6260882000206038,0.0005202998872846365,67.36339630000293,67.38132509996649,67.38132509996649,67.38132509996649,67.38132509996649,67.6464928999776,67.64652199996635,67.66286909999326,68.66660270001739,68.64587320003193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.64593939995393,68.66660270001739,68.66660270001739,68.66660270001739,68.66660270001739,68.66660270001739,68.66660270001739,71.69528230000287,1,3.025930199888535,0.000985700055025518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
,,,2,Stupidity,Intelligence,Foolish,left,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,71.71191569999792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.70780810003635,71.71191569999792,71.71191569999792,72.7125226999633,5,0.984532400034368,None,,,,,,,,,,,,,,,,,73.99482879997231,74.01194580004085,,74.99543320003431,,,,,,,,,,,,72.71317740005907,72.7287300999742,72.7287300999742,72.7287300999742,72.7287300999742,73.71177359996364,2,1,0.9685504001099616,0.0013997999485582113,73.71217790001538,73.72815560002346,73.72815560002346,73.72815560002346,73.72815560002346,73.99480550002772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
,,,2,Stupidity,Intelligence,Gullible,left,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,75.01218620000873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.99577999999747,75.01218620000873,75.01218620000873,75.72929050005041,5,0.712689199950546,0.0009188000112771988,,,,,,,,,,,,,,,,,76.69553559995256,76.71194459998515,,77.69563139998354,,,,,,,,,,,,75.72966640000232,75.74554370006081,75.74554370006081,75.74554370006081,75.74554370006081,76.41159160004463,2,1,0.6528613000409678,0.0009060000302270055,76.41210049996153,76.42864459997509,76.42864459997509,76.42864459997509,76.42864459997509,76.69551860005595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
,,,1,Stupidity,Intelligence,Educated,right,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,77.71219039999414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.69599839998409,77.71219039999414,77.71219039999414,78.7127102999948,5,0.9841965000377968,None,,,,,,,,,,,,,,,,,79.46221789997071,79.47861570003442,,80.4625252999831,,,,,,,,,,,,78.71313539997209,78.72891329997219,78.72891329997219,78.72891329997219,78.72891329997219,79.17892560001928,1,1,0.44487210002262145,0.000784900039434433,79.17931689997204,79.1944411000004,79.1944411000004,79.1944411000004,79.1944411000004,79.46219999995083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
,,,2,Stupidity,Intelligence,Mindless,left,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,80.47911529999692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.46296549995895,80.47911529999692,80.47911529999692,80.71283780003432,5,0.21726800000760704,None,,,,,,,,,,,,,,,,,81.861841200036,81.87838989996817,,82.86225999996532,,,,,,,,,,,,80.71333709999453,80.72886020003352,80.72886020003352,80.72886020003352,80.72886020003352,81.56248650001362,2,1,0.8279538999777287,0.0011063000420108438,81.56296030001249,81.57844910002314,81.57844910002314,81.57844910002314,81.57844910002314,81.86182710004505,81.87838989996817,81.87838989996817,81.87838989996817,81.87838989996817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
,,,1,Stupidity,Intelligence,Brainy,right,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,82.87872619996779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.86262999998871,82.87872619996779,82.87872619996779,83.71243840001989,5,0.8176931000780314,None,,,,,,,,,,,,,,,,,84.61202630004846,84.62847260001581,,85.61226439999882,,,,,,,,,,,,83.71284860000014,83.72874849999789,83.72874849999789,83.72874849999789,83.72874849999789,84.31197469995823,1,1,0.5657559999963269,0.0008189000654965639,84.31235370005015,84.32832930004224,84.32832930004224,84.32832930004224,84.32832930004224,84.61201190005522,84.62847260001581,84.62847260001581,84.62847260001581,84.62847260001581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
,,,1,Stupidity,Intelligence,Wise,right,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,85.62919410003815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.61272460001055,85.62919410003815,85.62919410003815,85.71254410000984,5,0.06724889995530248,None,,,,,,,,,,,,,,,,,86.61209199996665,86.62848329998087,87.6283945000032,87.61156580003444,,,,,,,,,,,,85.71299150004052,85.72915270004887,85.72915270004887,85.72915270004887,85.72915270004887,86.32872710004449,1,1,0.5956810000352561,0.0008960999548435211,86.32914140005596,86.34435320005286,86.34435320005286,86.34435320005286,86.34435320005286,86.61207559995819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
,,,2,Stupidity,Intelligence,Idiotic,left,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,87.6283945000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.61177690001205,87.6283945000032,87.6283945000032,87.71218779997434,5,0.06799030001275241,None,,,,,,,,,,,,,,,,,88.67865629994776,88.69502290000673,89.6953966000583,89.67868310003541,,,,,,,,,,,,87.71255040005781,87.72868770000059,87.72868770000059,87.72868770000059,87.72868770000059,88.39484189997893,2,1,0.6568695000605658,0.001066999975591898,88.39532370003872,88.41186039999593,88.41186039999593,88.41186039999593,88.41186039999593,88.67864060006104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
,,,1,Stupidity,Intelligence,Bright,right,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,89.6953966000583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.67902190005407,89.6953966000583,89.6953966000583,89.712135400041,5,0.0010432000271975994,None,,,,,,,,,,,,,,,,,90.56177829997614,90.57818660000339,,91.56215929996688,,,,,,,,,,,,89.71247889997903,89.72875110001769,89.72875110001769,89.72875110001769,89.72875110001769,90.26241970004048,1,1,0.5207113999640569,0.0014151000650599599,90.26287199999206,90.27872019994538,90.27872019994538,90.27872019994538,90.27872019994538,90.56176369998138,90.57818660000339,90.57818660000339,90.57818660000339,90.57818660000339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
,,,1,Stupidity,Intelligence,Clever,right,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,91.57876499998383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.56251279998105,91.57876499998383,91.57876499998383,91.71226569998544,5,0.11760760005563498,None,,,,,,,,,,,,,,,,,92.52845470001921,92.54512270004489,,93.52866509999149,,,,,,,,,,,,91.71265949995723,91.72862239996903,91.72862239996903,91.72862239996903,91.72862239996903,92.24465150001924,1,1,0.5079940999858081,0.0007878000615164638,92.24508040002547,92.26159889996052,92.26159889996052,92.26159889996052,92.26159889996052,92.52843890001532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
,,,2,Stupidity,Intelligence,Dumb,left,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,93.5451427999651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.52903810003772,93.5451427999651,93.5451427999651,93.71213560004253,5,0.15122650004923344,None,,,,,,,,,,,,,,,,,94.6120686000213,94.62848359998316,,95.61225550004747,,,,,,,,,,,,93.71249589999206,93.72885439998936,93.72885439998936,93.72885439998936,93.72885439998936,94.31190600001719,2,1,0.5816055000759661,0.0008653999539092183,94.31229549995624,94.32835530000739,94.32835530000739,94.32835530000739,94.32835530000739,94.6120536000235,94.62848359998316,94.62848359998316,94.62848359998316,94.62848359998316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
