ImageLeft_ji,ImageRight_ji,ImageCentre_ji,CorrAns,TextLeft_jwsi,TextRight_jwsi,TextCentre_jwsi,Answer,ImageLeft_wisi,ImageRight_wisi,ImageCentre_wisi,TextLeft_wisi,TextRight_wisi,TextCentre_wisi,ITI,TextLeft_jwis,TextRight_jwis,TextCentre_jwis,ImageLeft_wiis,ImageRight_wiis,ImageCentre_wiis,TextLeft_wiis,TextRight_wiis,TextCentre_wiis,ImagesDiscarded.thisRepN,ImagesDiscarded.thisTrialN,ImagesDiscarded.thisN,ImagesDiscarded.thisIndex,ji.thisRepN,ji.thisTrialN,ji.thisN,ji.thisIndex,jwsi.thisRepN,jwsi.thisTrialN,jwsi.thisN,jwsi.thisIndex,wisi.thisRepN,wisi.thisTrialN,wisi.thisN,wisi.thisIndex,jwis.thisRepN,jwis.thisTrialN,jwis.thisN,jwis.thisIndex,wiis.thisRepN,wiis.thisTrialN,wiis.thisN,wiis.thisIndex,thisRow.t,notes,Waiting_for_Scanner_Discard.started,SyncPulse_Discard.started,text_3.started,Waiting_for_Scanner_Discard.stopped,SyncPulse_Discard.keys,SyncPulse_Discard.rt,SyncPulse_Discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_Baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,Baseline_Fixation.started,Baseline.started,Baseline_Fixation.stopped,Description.started,text_2.started,Progress.started,Description.stopped,Progress.keys,Progress.rt,Progress.duration,Trial_prep.started,prep_spacebar.started,prep_points.started,text_prep.started,image_left_prep.started,image_right_prep.started,key_resp_prep.started,Trial_prep.stopped,key_resp_prep.keys,key_resp_prep.rt,key_resp_prep.duration,Fixation_Start.started,Fixation_start.started,Fixation_Start.stopped,W4S_Trial.started,SyncPulse_Trial.started,fix_Trial.started,W4S_Trial.stopped,SyncPulse_Trial.keys,SyncPulse_Trial.rt,SyncPulse_Trial.duration,just_images.started,image_left_ji.started,image_right_ji.started,image_center_ji.started,key_resp_ji.started,just_images.stopped,key_resp_ji.keys,key_resp_ji.corr,key_resp_ji.rt,key_resp_ji.duration,feedback_ji.started,image_left_ji_2.started,image_right_ji_2.started,image_center_ji_fb.started,feedback_image_2.started,feedback_ji.stopped,fixation_practice.started,text.started,text.stopped,fixation_practice.stopped,prep_jwsi.started,prep_spacebar_9.started,prep_points_10.started,text_prep_10.started,text_left_prep_2.started,text_right_prep_2.started,key_resp_prep_10.started,prep_jwsi.stopped,key_resp_prep_10.keys,key_resp_prep_10.rt,key_resp_prep_10.duration,just_words_si.started,key_resp_jwsi.started,text_left_si.started,text_right_si.started,text_stim_jwsi.started,just_words_si.stopped,key_resp_jwsi.keys,key_resp_jwsi.corr,key_resp_jwsi.rt,key_resp_jwsi.duration,feedback_18.started,text_left_si_2.started,text_right_si_2.started,text_center.started,image_jwsi_fb.started,feedback_18.stopped,text_left_si_2.stopped,text_right_si_2.stopped,text_center.stopped,image_jwsi_fb.stopped,prep_wisi.started,prep_spacebar_10.started,prep_points_11.started,text_prep_11.started,image_left_sw_6.started,image_right_sw_6.started,under_image_left_6.started,under_image_right_6.started,key_resp_prep_11.started,prep_wisi.stopped,key_resp_prep_11.keys,key_resp_prep_11.rt,key_resp_prep_11.duration,words_images_si.started,key_resp_wisi.started,image_left_si.started,image_right_si.started,under_image_left_si.started,under_image_right_si.started,image_stim_wisi.started,text_stim_wisi.started,words_images_si.stopped,key_resp_wisi.keys,key_resp_wisi.corr,key_resp_wisi.rt,key_resp_wisi.duration,feedback_20.started,image_left_si_2.started,image_right_si_2.started,under_image_left_si_2.started,under_image_right_si_2.started,image_center_wisi_fb.started,text_center_wisi_fb.started,image_wisi_fb.started,feedback_20.stopped,ITI_Interval.started,fixation_point.started,fixation_point.stopped,ITI_Interval.stopped,image_left_si_2.stopped,image_right_si_2.stopped,under_image_left_si_2.stopped,under_image_right_si_2.stopped,image_center_wisi_fb.stopped,text_center_wisi_fb.stopped,image_wisi_fb.stopped,prep_jwis.started,prep_spacebar_11.started,prep_points_12.started,text_prep_12.started,text_left_prep_4.started,text_right_prep_4.started,key_resp_prep_12.started,prep_jwis.stopped,key_resp_prep_12.keys,key_resp_prep_12.rt,key_resp_prep_12.duration,just_word_is.started,key_resp_jwis.started,text_left_is.started,text_right_is.started,text_stim_jwis.started,just_word_is.stopped,key_resp_jwis.keys,key_resp_jwis.corr,key_resp_jwis.rt,key_resp_jwis.duration,feedback_22.started,text_left_is_2.started,text_right_is_2.started,text_center_jwis_fb.started,image_jwis_fb.started,feedback_22.stopped,text_left_is_2.stopped,text_right_is_2.stopped,text_center_jwis_fb.stopped,image_jwis_fb.stopped,prep_wiis.started,prep_spacebar_12.started,prep_points_13.started,text_prep_13.started,image_left_sw_7.started,image_right_sw_7.started,under_image_left_7.started,under_image_right_7.started,key_resp_prep_13.started,prep_wiis.stopped,key_resp_prep_13.keys,key_resp_prep_13.rt,key_resp_prep_13.duration,word_image_is.started,key_resp_wiis.started,image_left_is.started,image_right_is.started,under_image_left_is.started,under_image_is.started,image_stim_wiis.started,text_stim_wiis.started,word_image_is.stopped,key_resp_wiis.keys,key_resp_wiis.corr,key_resp_wiis.rt,key_resp_wiis.duration,feedback_24.started,image_left_is_2.started,image_right_is_2.started,under_image_left_is_2.started,under_image_is_2.started,image_center_wiis_fb.started,text_center_wiis_fb.started,image_wiis_fb.started,feedback_24.stopped,image_left_is_2.stopped,image_right_is_2.stopped,under_image_left_is_2.stopped,under_image_is_2.stopped,image_center_wiis_fb.stopped,text_center_wiis_fb.stopped,image_wiis_fb.stopped,Baseline.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,1,Stupidity,Intelligence,Genius,right,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,95.62881110003218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.61264509998728,95.62881110003218,95.62881110003218,95.71239390003029,5,0.06754969991743565,None,,,,,,,,,,,,,,,,,96.61200039996766,96.62834040005691,,97.6120844000252,,,,,,,,,,,,95.71277250000276,95.72879690001719,95.72879690001719,95.72879690001719,95.72879690001719,96.31227100000251,1,1,0.5758483000099659,0.0009598999749869108,96.31266519997735,96.32847549999133,96.32847549999133,96.32847549999133,96.32847549999133,96.61198549997061,96.62834040005691,96.62834040005691,96.62834040005691,96.62834040005691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
,,,1,Stupidity,Intelligence,Smart,right,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,97.62855549994856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.61243189999368,97.62855549994856,97.62855549994856,97.71212739998009,5,0.06778180005494505,None,,,,,,,,,,,,,,,,,98.61164080002345,98.6283808000153,,99.6122254000511,,,,,,,,,,,,97.71250619995408,97.72884260001592,97.72884260001592,97.72884260001592,97.72884260001592,98.32872949994635,1,1,0.5875169000355527,0.0013919000048190355,98.32910990004893,98.3443081000587,98.3443081000587,98.3443081000587,98.3443081000587,98.61162450001575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
,,,2,Stupidity,Intelligence,Slow,left,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,99.628797100042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.61260120000225,99.628797100042,99.628797100042,99.71219900005963,5,0.06757839990314096,None,,,,,,,,,,,,,,,,,100.56191839999519,100.57812129997183,101.57872340001632,101.56197979999706,,,,,,,,,,,,99.71256190002896,99.72874219994992,99.72874219994992,99.72874219994992,99.72874219994992,100.2623626999557,2,1,0.5248339000390843,0.000943399965763092,100.26282459998038,100.27859320002608,100.27859320002608,100.27859320002608,100.27859320002608,100.5619039000012,100.57812129997183,100.57812129997183,100.57812129997183,100.57812129997183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
,,,2,Stupidity,Intelligence,Moronic,left,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,101.57872340001632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.56231770000886,101.57872340001632,101.57872340001632,101.71223019994795,5,0.11768110003322363,None,,,,,,,,,,,,,,,,,102.67857170000207,102.69503870001063,,103.6788737999741,,,,,,,,,,,,101.71262020000722,101.72887130000163,101.72887130000163,101.72887130000163,101.72887130000163,102.39465479995124,2,1,0.6607211000518873,0.0009284999687224627,102.39506390003953,102.4116936000064,102.4116936000064,102.4116936000064,102.4116936000064,102.6785547999898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
,,,1,Stupidity,Intelligence,Crafty,right,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,103.69537680002395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.67923939996399,103.69537680002395,103.69537680002395,103.71210969996173,5,0.0010721998987719417,None,,,,,,,,,,,,,,,,,104.62854689999949,104.64482499996666,,105.62880329997279,,,,,,,,,,,,103.71246790001169,103.72846200002823,103.72846200002823,103.72846200002823,103.72846200002823,104.34475219994783,1,1,0.6154442999977618,None,104.34526009997353,104.36168329999782,104.36168329999782,104.36168329999782,104.36168329999782,104.62853059999179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
,,,2,Stupidity,Intelligence,Ignorant,left,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,105.64536379999481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.629186199978,105.64536379999481,105.64536379999481,105.7123257999774,5,0.051012399955652654,None,,,,,,,,,,,,,,,,,106.66197480005212,106.678385599982,107.69100520003121,107.66204940003809,,,,,,,,,,,,105.7127010000404,105.72883969999384,105.72883969999384,105.72883969999384,105.72883969999384,106.36217350000516,2,1,0.6219334000488743,0.000816799933090806,106.36257660004776,106.37841020000633,106.37841020000633,106.37841020000633,106.37841020000633,106.66196060006041,106.678385599982,106.678385599982,106.678385599982,106.678385599982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.66212220001034,107.69100520003121,107.69100520003121,107.69100520003121,107.69100520003121,107.69100520003121,107.69100520003121,107.69100520003121,107.69100520003121,111.11181190004572,1,3.414512600051239,0.0009745999705046415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/wm00001_fg.png,Stupidity,Intelligence, ,6.7,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,111.12946019996889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.12716310005635,111.12946019996889,111.12946019996889,112.71261010004673,5,1.5669715999392793,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.71327589999419,112.73621730005834,112.73621730005834,112.73621730005834,112.73621730005834,112.73621730005834,112.73621730005834,112.73621730005834,113.51205470005516,1,1,0.7711522999452427,0.001137700048275292,113.51259030005895,113.53373180003837,113.53373180003837,113.53373180003837,113.53373180003837,113.53373180003837,113.53373180003837,113.53373180003837,113.81213310000021,113.81215400004294,113.82830900000408,120.52858709997963,120.51210559997708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Crafty,7.7,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,120.52858709997963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.51247880002484,120.52858709997963,120.52858709997963,120.71196870005224,5,0.16781420004554093,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.71232539997436,120.74164230003953,120.74164230003953,120.74164230003953,120.74164230003953,120.74164230003953,120.74164230003953,120.74164230003953,121.31155009998474,1,1,0.5537592000328004,0.0008839999791234732,121.31187460001092,121.33655700006057,121.33655700006057,121.33655700006057,121.33655700006057,121.33655700006057,121.33655700006057,121.33655700006057,121.61177249997854,121.61178789997939,121.62824510002974,129.32860899996012,129.31190670002252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Mindless,5.7,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,129.32860899996012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.312292000046,129.32860899996012,129.32860899996012,129.72932529996615,5,0.39595520007424057,0.0010131999151781201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.7306312000146,129.75294859998394,129.75294859998394,129.75294859998394,129.75294859998394,129.75294859998394,129.75294859998394,129.75294859998394,130.3950677999528,2,1,0.6388338999822736,0.0007204000139608979,130.39537939999718,130.41088009998202,130.41088009998202,130.41088009998202,130.41088009998202,130.41088009998202,130.41088009998202,130.41088009998202,130.6781516999472,130.6781665000599,130.69463449995965,136.39517999999225,136.378551300033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Ignorant,8.7,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,136.39517999999225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.3789235999575,136.39517999999225,136.39517999999225,136.71227210003417,5,0.3012748999753967,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.71268540003803,136.73243880004156,136.73243880004156,136.73243880004156,136.73243880004156,136.73243880004156,136.73243880004156,136.73243880004156,137.37825429998338,2,1,0.6339431999949738,0.001156899961642921,137.3785874999594,137.3953540000366,137.3953540000366,137.3953540000366,137.3953540000366,137.3953540000366,137.3953540000366,137.3953540000366,137.6613420000067,137.66135660000145,137.67806960002054,146.37829350004904,146.36203459999524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/wf00004_fg.png,Stupidity,Intelligence, ,6.7,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,146.37829350004904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.36241589998826,146.37829350004904,146.37829350004904,146.7118957999628,5,0.31809340009931475,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.71227250003722,146.73011470003985,146.73011470003985,146.73011470003985,146.73011470003985,146.73011470003985,146.73011470003985,146.73011470003985,147.32845779997297,1,1,0.5928016999969259,0.0007867999374866486,147.32880070002284,147.34452210005838,147.34452210005838,147.34452210005838,147.34452210005838,147.34452210005838,147.34452210005838,147.34452210005838,147.61153520003427,147.61155050003435,147.6279715000419,154.32846150000114,154.31176529999357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Slow,6.7,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,154.32846150000114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.3121533000376,154.32846150000114,154.32846150000114,154.71204979997128,5,0.3679374000057578,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.71242939995136,154.74289029999636,154.74289029999636,154.74289029999636,154.74289029999636,154.74289029999636,154.74289029999636,154.74289029999636,156.01165360002778,2,1,1.2675189999863505,None,156.01201439998113,156.03699000005145,156.03699000005145,156.03699000005145,156.03699000005145,156.03699000005145,156.03699000005145,156.03699000005145,156.31138950004242,156.3114038000349,156.3281007000478,163.0285807000473,163.01202140003443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/am00008_fg.png,Stupidity,Intelligence, ,5.7,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,163.0285807000473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.01245459995698,163.0285807000473,163.0285807000473,163.71219330001622,5,0.6688401000574231,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.71262030000798,163.73268869996537,163.73268869996537,163.73268869996537,163.73268869996537,163.73268869996537,163.73268869996537,163.73268869996537,164.27820599998813,2,1,0.544690900016576,None,164.27852890000213,164.29394020000473,164.29394020000473,164.29394020000473,164.29394020000473,164.29394020000473,164.29394020000473,164.29394020000473,164.56144269998185,164.56145819998346,164.5779050999554,170.2785036000423,170.26201740000397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/wf00009_fg.png,Stupidity,Intelligence, ,7.7,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,170.2785036000423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.26249889994506,170.2785036000423,170.2785036000423,170.71205590001773,5,0.41897819994483143,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.7124649999896,170.72862509998959,170.72862509998959,170.72862509998959,170.72862509998959,170.72862509998959,170.72862509998959,170.72862509998959,171.3613143999828,1,1,0.6221054999623448,0.001079500070773065,171.36164160002954,171.37785299995448,171.37785299995448,171.37785299995448,171.37785299995448,171.37785299995448,171.37785299995448,171.37785299995448,171.66110829997342,171.66112089995295,171.67767260002438,179.37858909997158,179.36224629997741,171.67767260002438,171.67767260002438,171.67767260002438,171.67767260002438,171.67767260002438,171.67767260002438,171.67767260002438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/af00002_fg.png,Stupidity,Intelligence, ,6.7,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,179.37858909997158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.36272590002045,179.37858909997158,179.37858909997158,179.7123112999834,5,0.3191113999346271,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.71279420005158,179.73103699996136,179.73103699996136,179.73103699996136,179.73103699996136,179.73103699996136,179.73103699996136,179.73103699996136,181.0281507000327,2,1,1.296345700044185,None,181.02848960005213,181.0433984999545,181.0433984999545,181.0433984999545,181.0433984999545,181.0433984999545,181.0433984999545,181.0433984999545,181.31114799994975,181.3111654999666,181.32793979998678,188.0279167999979,188.01154400000814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Bright,5.7,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,188.0279167999979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.01191000000108,188.0279167999979,188.0279167999979,188.71194700000342,5,0.6695116000482813,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.7123641000362,188.7436586000258,188.7436586000258,188.7436586000258,188.7436586000258,188.7436586000258,188.7436586000258,188.7436586000258,189.2437584999716,1,1,0.49920790002215654,0.0005276999436318874,189.2440831999993,189.2684313999489,189.2684313999489,189.2684313999489,189.2684313999489,189.2684313999489,189.2684313999489,189.2684313999489,189.52762089995667,189.5276357999537,189.5440408999566,195.24515970004722,195.22879199997988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Wise,5.7,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,195.24515970004722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.22927899996284,195.24515970004722,195.24515970004722,195.72840709995944,5,0.4802794000133872,0.0010844999924302101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.72881280002184,195.74809769995045,195.74809769995045,195.74809769995045,195.74809769995045,195.74809769995045,195.74809769995045,195.74809769995045,196.29443689994514,1,1,0.5343497000867501,0.0013770000077784061,196.29474120005034,196.32695949997287,196.32695949997287,196.32695949997287,196.32695949997287,196.32695949997287,196.32695949997287,196.32695949997287,196.57793759997003,196.57795379997697,196.59448079997674,202.29462659999263,202.2778489999473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Moronic,5.7,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,202.29462659999263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.27815060003195,202.29462659999263,202.29462659999263,202.7118868000107,5,0.40295949997380376,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.71229159994982,202.73281570000108,202.73281570000108,202.73281570000108,202.73281570000108,202.73281570000108,202.73281570000108,202.73281570000108,203.39390579995234,2,1,0.6455482000019401,0.0009392000501975417,203.39427779999096,203.41047440003604,203.41047440003604,203.41047440003604,203.41047440003604,203.41047440003604,203.41047440003604,203.41047440003604,203.67769719997887,203.6777115999721,203.69411679997575,209.39507369999774,209.3784553000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run2,RBDCW002_Run2,2024-03-27_10h26.38.812,IAT_test,2023.2.2,60.00020398827703,2024-03-27 10h26.50.659328 -0400,
