ImageLeft_ji,ImageRight_ji,ImageCentre_ji,CorrAns,TextLeft_jwbg,TextRight_jwbg,TextCentre_jwbg,Answer,ImageLeft_wibg,ImageRight_wibg,ImageCentre_wibg,TextLeft_wibg,TextRight_wibg,TextCentre_wibg,ITI,TextLeft_jwgb,TextRight_jwgb,TextCentre_jwgb,ImageLeft_wigb,ImageRight_wigb,ImageCentre_wigb,TextLeft_wigb,TextRight_wigb,TextCentre_wigb,ImagesDiscarded.thisRepN,ImagesDiscarded.thisTrialN,ImagesDiscarded.thisN,ImagesDiscarded.thisIndex,ji.thisRepN,ji.thisTrialN,ji.thisN,ji.thisIndex,jwbg.thisRepN,jwbg.thisTrialN,jwbg.thisN,jwbg.thisIndex,wibg.thisRepN,wibg.thisTrialN,wibg.thisN,wibg.thisIndex,jwgb.thisRepN,jwgb.thisTrialN,jwgb.thisN,jwgb.thisIndex,wigb.thisRepN,wigb.thisTrialN,wigb.thisN,wigb.thisIndex,thisRow.t,notes,Waiting_for_Scanner_Discard.started,SyncPulse_Discard.started,fix_Discard.started,Waiting_for_Scanner_Discard.stopped,SyncPulse_Discard.keys,SyncPulse_Discard.rt,SyncPulse_Discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_Baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,Baseline_Fixation.started,Baseline.started,Baseline_Fixation.stopped,Description.started,text_2.started,Progress.started,Description.stopped,Progress.keys,Progress.rt,Progress.duration,Trial_prep.started,prep_spacebar.started,prep_points.started,text_prep.started,image_left_prep.started,image_right_prep.started,key_resp_prep.started,Trial_prep.stopped,key_resp_prep.keys,key_resp_prep.rt,key_resp_prep.duration,Fixation_Start.started,Fixation_start.started,Fixation_Start.stopped,W4S_Trial.started,SyncPulse_Trial.started,fix_Trial.started,W4S_Trial.stopped,SyncPulse_Trial.keys,SyncPulse_Trial.rt,SyncPulse_Trial.duration,just_images.started,image_left_ji.started,image_right_ji.started,image_center_ji.started,key_resp_ji.started,just_images.stopped,key_resp_ji.keys,key_resp_ji.corr,key_resp_ji.rt,key_resp_ji.duration,feedback_ji.started,image_left_ji_2.started,image_right_ji_2.started,image_center_ji_fb.started,feedback_image_2.started,feedback_ji.stopped,fixation_practice.started,text.started,text.stopped,fixation_practice.stopped,image_left_ji_2.stopped,image_right_ji_2.stopped,image_center_ji_fb.stopped,feedback_image_2.stopped,prep_jwbg.started,prep_spacebar_5.started,prep_points_6.started,text_prep_6.started,text_left_prep_3.started,text_right_prep_3.started,key_resp_prep_6.started,prep_jwbg.stopped,key_resp_prep_6.keys,key_resp_prep_6.rt,key_resp_prep_6.duration,just_words_bg.started,key_resp_jwbg.started,text_left_bg.started,text_right_bg.started,text_stim_jwbg.started,just_words_bg.stopped,key_resp_jwbg.keys,key_resp_jwbg.corr,key_resp_jwbg.rt,key_resp_jwbg.duration,feedback_10.started,text_left_bg_2.started,text_right_bg_2.started,text_stim_jwbg_2.started,image_jwbg_fb.started,feedback_10.stopped,text_left_bg_2.stopped,text_right_bg_2.stopped,text_stim_jwbg_2.stopped,image_jwbg_fb.stopped,prep_wibg.started,prep_spacebar_6.started,prep_points_7.started,text_prep_7.started,image_left_sw_4.started,image_right_sw_4.started,under_image_left_4.started,under_image_right_4.started,key_resp_prep_7.started,prep_wibg.stopped,key_resp_prep_7.keys,key_resp_prep_7.rt,key_resp_prep_7.duration,words_images_bg.started,key_resp_wibg.started,image_left_bg.started,image_right_bg.started,under_image_left_bg.started,under_image_right_bg.started,image_stim_wibg.started,text_stim_wibg.started,words_images_bg.stopped,key_resp_wibg.keys,key_resp_wibg.corr,key_resp_wibg.rt,key_resp_wibg.duration,feedback_12.started,image_left_bg_2.started,image_right_bg_2.started,under_image_left_bg_2.started,under_image_right_bg_2.started,image_center_wibg_fb.started,text_center_wibg_fb.started,image_wibg_fb.started,feedback_12.stopped,ITI_Interval.started,fixation_point.started,fixation_point.stopped,ITI_Interval.stopped,image_left_bg_2.stopped,image_right_bg_2.stopped,under_image_left_bg_2.stopped,under_image_right_bg_2.stopped,image_center_wibg_fb.stopped,text_center_wibg_fb.stopped,image_wibg_fb.stopped,prep_jwgb.started,prep_spacebar_7.started,prep_points_8.started,text_prep_8.started,text_left_prep.started,text_right_prep.started,key_resp_prep_8.started,prep_jwgb.stopped,key_resp_prep_8.keys,key_resp_prep_8.rt,key_resp_prep_8.duration,just_words_gb.started,key_resp_jwgb.started,text_left_gb.started,text_right_gb.started,text_stim_jwgb.started,just_words_gb.stopped,key_resp_jwgb.keys,key_resp_jwgb.corr,key_resp_jwgb.rt,key_resp_jwgb.duration,feedback_14.started,text_left_gb_2.started,text_right_gb_2.started,text_center_jwgb_fb.started,image_jwgb_fb.started,feedback_14.stopped,text_left_gb_2.stopped,text_right_gb_2.stopped,text_center_jwgb_fb.stopped,image_jwgb_fb.stopped,prep_wigb.started,prep_spacebar_8.started,prep_points_9.started,text_prep_9.started,image_left_gb_5.started,image_right_gb_5.started,under_image_left_5.started,under_image_right_5.started,key_resp_prep_9.started,prep_wigb.stopped,key_resp_prep_9.keys,key_resp_prep_9.rt,key_resp_prep_9.duration,words_images_gb.started,key_resp_wigb.started,image_left_gb.started,image_right_gb.started,under_image_left_gb.started,under_image_right_gb.started,image_stim_wigb.started,text_stim_wigb.started,words_images_gb.stopped,key_resp_wigb.keys,key_resp_wigb.corr,key_resp_wigb.rt,key_resp_wigb.duration,feedback_16.started,image_left_gb_2.started,image_right_gb_2.started,under_image_left_gb_2.started,under_image_right_gb_2.started,image_center_wigb_fb.started,text_center_wigb_fb.started,image_wigb_fb.started,feedback_16.stopped,image_left_gb_2.stopped,image_right_gb_2.stopped,under_image_left_gb_2.stopped,under_image_right_gb_2.stopped,image_center_wigb_fb.stopped,text_center_wigb_fb.stopped,image_wigb_fb.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wf00006_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,46.6452561999904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.62894890003372,46.6452561999904,46.6452561999904,46.71430480002891,5,0.06311420002020895,None,46.715077799977735,46.73289230000228,46.73289230000228,46.73289230000228,46.73289230000228,47.32851210003719,1,1,0.5870312000624835,0.0009751999750733376,47.328844900010154,47.34542120003607,47.34542120003607,47.34542120003607,47.34542120003607,47.61235950002447,47.61237989994697,47.62893190002069,48.62856580002699,48.61201429995708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run3,RBDCW002_Run3,2024-03-27_10h38.24.212,IAT_test,2023.2.2,59.991853114152335,2024-03-27 10h38.33.834626 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00001_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,48.62856580002699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.612247099983506,48.62856580002699,48.62856580002699,48.71206379996147,5,0.07951700000558048,None,48.712298099999316,48.72853540000506,48.72853540000506,48.72853540000506,48.72853540000506,49.262953000026755,2,1,0.5273022999754176,0.0014230000087991357,49.26368930004537,49.27847559994552,49.27847559994552,49.27847559994552,49.27847559994552,49.56262069998775,49.56264060002286,49.57905259996187,50.57869200001005,50.562252199975774,49.57905259996187,49.57905259996187,49.57905259996187,49.57905259996187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run3,RBDCW002_Run3,2024-03-27_10h38.24.212,IAT_test,2023.2.2,59.991853114152335,2024-03-27 10h38.33.834626 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00009_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,50.57869200001005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.56254720001016,50.57869200001005,50.57869200001005,50.713435400044546,5,0.12924060004297644,None,50.71399519999977,50.7286353999516,50.7286353999516,50.7286353999516,50.7286353999516,51.246470500016585,2,1,0.5122742999810725,0.0012523999903351068,51.24713709997013,51.26652970002033,51.26652970002033,51.26652970002033,51.26652970002033,51.54509359993972,51.54510730004404,51.56171040004119,,52.54646560002584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run3,RBDCW002_Run3,2024-03-27_10h38.24.212,IAT_test,2023.2.2,59.991853114152335,2024-03-27 10h38.33.834626 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00012_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,52.56314250000287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.54701340000611,52.56314250000287,52.56314250000287,52.71207500004675,5,0.14500450005289167,None,52.712302800035104,52.728371900040656,52.728371900040656,52.728371900040656,52.728371900040656,53.26351900002919,1,1,0.5225694999098778,0.0011239000596106052,53.26427499996498,53.285159899969585,53.285159899969585,53.285159899969585,53.285159899969585,53.56247609993443,53.562496199971065,53.57884460000787,54.57847429998219,54.56199439999182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run3,RBDCW002_Run3,2024-03-27_10h38.24.212,IAT_test,2023.2.2,59.991853114152335,2024-03-27 10h38.33.834626 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/am00011_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,54.57847429998219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.562202299945056,54.57847429998219,54.57847429998219,54.7137293999549,5,0.12986210000235587,None,54.714338399935514,54.730735999997705,54.730735999997705,54.730735999997705,54.730735999997705,55.279246799997054,2,1,0.534198599983938,0.0011180000146850944,55.27970810001716,55.29525550000835,55.29525550000835,55.29525550000835,55.29525550000835,55.56303650001064,55.56306299997959,55.579325299942866,56.57940139994025,56.56243980000727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run3,RBDCW002_Run3,2024-03-27_10h38.24.212,IAT_test,2023.2.2,59.991853114152335,2024-03-27 10h38.33.834626 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00001_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,56.57940139994025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.562779500032775,56.57940139994025,56.57940139994025,56.71338069997728,5,0.12852120003663003,None,56.713958199950866,56.73062769998796,56.73062769998796,56.73062769998796,56.73062769998796,57.22918349993415,1,1,0.49813630001153797,None,57.22968099999707,57.245344599941745,57.245344599941745,57.245344599941745,57.245344599941745,57.512430000002496,57.51245050004218,57.52891120000277,,58.51314970001113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run3,RBDCW002_Run3,2024-03-27_10h38.24.212,IAT_test,2023.2.2,59.991853114152335,2024-03-27 10h38.33.834626 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00002_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,58.52961950004101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.51370559993666,58.52961950004101,58.52961950004101,58.71225899993442,5,0.1784454999724403,None,58.712617599987425,58.72908830002416,58.72908830002416,58.72908830002416,58.72908830002416,59.72918539994862,2,1,0.9871295000193641,0.0009673000313341618,59.72959819994867,59.744822600041516,59.744822600041516,59.744822600041516,59.744822600041516,60.02843910001684,60.02845179999713,60.0452775999438,,61.028894799994305,60.0452775999438,60.0452775999438,60.0452775999438,60.0452775999438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run3,RBDCW002_Run3,2024-03-27_10h38.24.212,IAT_test,2023.2.2,59.991853114152335,2024-03-27 10h38.33.834626 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wf00004_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,61.0454801999731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.02921760000754,61.0454801999731,61.0454801999731,61.712080999976024,5,0.66267260001041,None,61.712411399930716,61.72876540001016,61.72876540001016,61.72876540001016,61.72876540001016,62.2283992000157,1,1,0.48845259996596724,0.0008388999849557877,62.228693400043994,62.2451930999523,62.2451930999523,62.2451930999523,62.2451930999523,62.51286070002243,62.51288649998605,62.529260999988765,63.52909850003198,63.51284470001701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run3,RBDCW002_Run3,2024-03-27_10h38.24.212,IAT_test,2023.2.2,59.991853114152335,2024-03-27 10h38.33.834626 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00003_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,63.52909850003198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.51329219993204,63.52909850003198,63.52909850003198,63.71307449997403,5,0.1790937000187114,None,63.713639899971895,63.72971869993489,63.72971869993489,63.72971869993489,63.72971869993489,64.3300978000043,1,1,0.5852212000172585,0.001309199957177043,64.33081379998475,64.35158210003283,64.35158210003283,64.35158210003283,64.35158210003283,64.62934650003444,64.62936969997827,64.64566359994933,65.65451389993541,65.62934550002683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run3,RBDCW002_Run3,2024-03-27_10h38.24.212,IAT_test,2023.2.2,59.991853114152335,2024-03-27 10h38.33.834626 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.62942869996186,65.65451389993541,65.65451389993541,65.65451389993541,65.65451389993541,65.65451389993541,65.65451389993541,67.27884609997272,1,1.6125607000431046,0.0009580999612808228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run3,RBDCW002_Run3,2024-03-27_10h38.24.212,IAT_test,2023.2.2,59.991853114152335,2024-03-27 10h38.33.834626 -0400,
,,,1,Bad,Good,Cherish,right,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,67.29464780003764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.29150119994301,67.29464780003764,67.29464780003764,67.7126081000315,5,0.41386600001715124,None,,,,,,,,,,,,,,,,,68.71219720004592,68.72854299994651,69.72875969996676,69.71224759996403,,,,,,,,,,,,,,,,67.71331819996703,67.72827199997846,67.72827199997846,67.72827199997846,67.72827199997846,68.4287174999481,1,1,0.6919506000122055,0.0007999000372365117,68.42924580001272,68.44415909994859,68.44415909994859,68.44415909994859,68.44415909994859,68.71218110003974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run3,RBDCW002_Run3,2024-03-27_10h38.24.212,IAT_test,2023.2.2,59.991853114152335,2024-03-27 10h38.33.834626 -0400,
,,,1,Bad,Good,Attractive,right,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,69.72875969996676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.71256000001449,69.72875969996676,69.72875969996676,70.71399690001272,5,0.9796248000347987,None,,,,,,,,,,,,,,,,,71.47880499996245,71.49512159998994,72.49539759999607,72.47889479994774,,,,,,,,,,,,,,,,70.7147117999848,70.72982050001156,70.72982050001156,70.72982050001156,70.72982050001156,71.1946785999462,1,1,0.4633227000012994,0.0009604999795556068,71.19509499997366,71.21194349997677,71.21194349997677,71.21194349997677,71.21194349997677,71.47876850003377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run3,RBDCW002_Run3,2024-03-27_10h38.24.212,IAT_test,2023.2.2,59.991853114152335,2024-03-27 10h38.33.834626 -0400,
,,,2,Bad,Good,Despise,left,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,72.49539759999607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.47921719995793,72.49539759999607,72.49539759999607,72.71267979999539,5,0.21264819998759776,None,,,,,,,,,,,,,,,,,73.56212939997204,73.57884049997665,74.57918889995199,74.56222149997484,,,,,,,,,,,,,,,,72.71310269995593,72.728732699994,72.728732699994,72.728732699994,72.728732699994,73.27839310001582,2,1,0.535025899996981,0.0010230999905616045,73.27866119996179,73.29440330003854,73.29440330003854,73.29440330003854,73.29440330003854,73.56211179995444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run3,RBDCW002_Run3,2024-03-27_10h38.24.212,IAT_test,2023.2.2,59.991853114152335,2024-03-27 10h38.33.834626 -0400,
,,,1,Bad,Good,Peace,right,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,74.57918889995199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.56256819993723,74.57918889995199,74.57918889995199,74.71286820003297,5,0.1288656999822706,None,,,,,,,,,,,,,,,,,75.87820189993363,75.89475860004313,,76.87962050002534,,,,,,,,,,,,,,,,74.71333669999149,74.72855440003332,74.72855440003332,74.72855440003332,74.72855440003332,75.59474520001095,1,1,0.8593988000648096,0.0012716000201180577,75.59516200004146,75.61192980001215,75.61192980001215,75.61192980001215,75.61192980001215,75.8781887999503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run3,RBDCW002_Run3,2024-03-27_10h38.24.212,IAT_test,2023.2.2,59.991853114152335,2024-03-27 10h38.33.834626 -0400,
,,,1,Bad,Good,Glorious,right,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,76.8959941000212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.8801841000095,76.8959941000212,76.8959941000212,77.71364490000997,5,0.8120984999695793,None,,,,,,,,,,,,,,,,,78.52840619999915,78.54513059998862,,79.5286110000452,,,,,,,,,,,,,,,,77.71436859993264,77.72846689994913,77.72846689994913,77.72846689994913,77.72846689994913,78.2448190000141,1,1,0.5133762999903411,0.0009519000304862857,78.24530009995215,78.26209750003181,78.26209750003181,78.26209750003181,78.26209750003181,78.52838979999069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run3,RBDCW002_Run3,2024-03-27_10h38.24.212,IAT_test,2023.2.2,59.991853114152335,2024-03-27 10h38.33.834626 -0400,
,,,2,Bad,Good,Ugly,left,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,79.54505780001637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.52913389995228,79.54505780001637,79.54505780001637,79.71187460003421,5,0.16305279999505728,None,,,,,,,,,,,,,,,,,81.02851920004468,81.04519930004608,,82.02858980000019,,,,,,,,,,,,,,,,79.71224909997545,79.72837020002771,79.72837020002771,79.72837020002771,79.72837020002771,80.73110450000968,2,1,0.9863595999777317,0.0013777000131085515,80.73221419996116,80.75454500003252,80.75454500003252,80.75454500003252,80.75454500003252,81.02850360004231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run3,RBDCW002_Run3,2024-03-27_10h38.24.212,IAT_test,2023.2.2,59.991853114152335,2024-03-27 10h38.33.834626 -0400,
,,,2,Bad,Good,Terrible,left,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,82.04504370002542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.02895359997638,82.04504370002542,82.04504370002542,82.71307349996641,5,0.6628717000130564,None,,,,,,,,,,,,,,,,,83.67855239997152,83.69504220003728,,84.67933389998507,,,,,,,,,,,,,,,,82.71359439997468,82.72927529993467,82.72927529993467,82.72927529993467,82.72927529993467,83.39472450001631,2,1,0.6575625999830663,0.0012562000192701817,83.3951477999799,83.4115041999612,83.4115041999612,83.4115041999612,83.4115041999612,83.67853599996306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run3,RBDCW002_Run3,2024-03-27_10h38.24.212,IAT_test,2023.2.2,59.991853114152335,2024-03-27 10h38.33.834626 -0400,
,,,2,Bad,Good,Hate,left,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,84.69580969994422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.67980669997633,84.69580969994422,84.69580969994422,84.71281980001368,5,0.012500999961048365,None,,,,,,,,,,,,,,,,,85.5785263000289,85.59514470002614,,86.57913109997753,,,,,,,,,,,,,,,,84.71329380001407,84.72846739995293,84.72846739995293,84.72846739995293,84.72846739995293,85.29476570000406,2,1,0.5586971000302583,0.0008452999172732234,85.29519620002247,85.31183469993994,85.31183469993994,85.31183469993994,85.31183469993994,85.57851030002348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run3,RBDCW002_Run3,2024-03-27_10h38.24.212,IAT_test,2023.2.2,59.991853114152335,2024-03-27 10h38.33.834626 -0400,
,,,1,Bad,Good,Reward,right,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,86.59592610003892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.57962650002446,86.59592610003892,86.59592610003892,86.71216220001224,5,0.11211590003222227,None,,,,,,,,,,,,,,,,,87.62851700000465,87.6450019000331,,88.6289289999986,,,,,,,,,,,,,,,,86.71248180000111,86.72845379996579,86.72845379996579,86.72845379996579,86.72845379996579,87.34468610002659,1,1,0.6049566000001505,0.00029829994309693575,87.34510349994525,87.36182039999403,87.36182039999403,87.36182039999403,87.36182039999403,87.62850170000456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run3,RBDCW002_Run3,2024-03-27_10h38.24.212,IAT_test,2023.2.2,59.991853114152335,2024-03-27 10h38.33.834626 -0400,
,,,2,Bad,Good,Punish,left,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,88.64579440001398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.62936939997599,88.64579440001398,88.64579440001398,88.7118644999573,5,0.0621302000945434,None,,,,,,,,,,,,,,,,,89.5282079000026,89.54493009997532,,90.52864289993886,,,,,,,,,,,,,,,,88.71211219998077,88.72841470001731,88.72841470001731,88.72841470001731,88.72841470001731,89.24456809996627,2,1,0.5145457000471652,0.001039800001308322,89.24490529997274,89.26164379995316,89.26164379995316,89.26164379995316,89.26164379995316,89.52819450001698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run3,RBDCW002_Run3,2024-03-27_10h38.24.212,IAT_test,2023.2.2,59.991853114152335,2024-03-27 10h38.33.834626 -0400,
