ImageLeft_ji,ImageRight_ji,ImageCentre_ji,CorrAns,TextLeft_jwsw,TextRight_jwsw,TextCentre_jwsw,Answer,ImageLeft_wisw,ImageRight_wisw,ImageCentre_wisw,TextLeft_wisw,TextRight_wisw,TextCentre_wisw,ITI,TextLeft_jwws,TextRight_jwws,TextCentre_jwws,ImageLeft_wiws,ImageRight_wiws,ImageCentre_wiws,TextLeft_wiws,TextRight_wiws,TextCentre_wiws,ImagesDiscarded.thisRepN,ImagesDiscarded.thisTrialN,ImagesDiscarded.thisN,ImagesDiscarded.thisIndex,ji.thisRepN,ji.thisTrialN,ji.thisN,ji.thisIndex,jwsw.thisRepN,jwsw.thisTrialN,jwsw.thisN,jwsw.thisIndex,wisw.thisRepN,wisw.thisTrialN,wisw.thisN,wisw.thisIndex,jwws.thisRepN,jwws.thisTrialN,jwws.thisN,jwws.thisIndex,wiws.thisRepN,wiws.thisTrialN,wiws.thisN,wiws.thisIndex,thisRow.t,notes,Waiting_for_Scanner_Discard.started,SyncPulse_Discard.started,text_3.started,Waiting_for_Scanner_Discard.stopped,SyncPulse_Discard.keys,SyncPulse_Discard.rt,SyncPulse_Discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,Baseline_Fixation.started,Baseline.started,Baseline.stopped,Baseline_Fixation.stopped,Description.started,text_2.started,Progress.started,Description.stopped,Progress.keys,Progress.rt,Progress.duration,Trial_prep.started,prep_spacebar.started,prep_points.started,text_prep.started,image_left_prep.started,image_right_prep.started,key_resp_prep.started,Trial_prep.stopped,key_resp_prep.keys,key_resp_prep.rt,key_resp_prep.duration,Fixation_Start.started,Fixation_start.started,Fixation_Start.stopped,W4S_Trial.started,SyncPulse_Trial.started,fix_Trial.started,W4S_Trial.stopped,SyncPulse_Trial.keys,SyncPulse_Trial.rt,SyncPulse_Trial.duration,just_images.started,image_left_ji.started,image_right_ji.started,image_center_ji.started,key_resp_ji.started,just_images.stopped,key_resp_ji.keys,key_resp_ji.corr,key_resp_ji.rt,key_resp_ji.duration,feedback_ji.started,image_left_ji_2.started,image_right_ji_2.started,image_center_ji_fb.started,feedback_image_2.started,feedback_ji.stopped,fixation_practice.started,text.started,text.stopped,fixation_practice.stopped,image_left_ji_2.stopped,image_right_ji_2.stopped,image_center_ji_fb.stopped,feedback_image_2.stopped,prep_jwsw.started,prep_spacebar_jwsw.started,prep_points_2.started,text_prep_2.started,text_left_sw_2.started,text_right_sw_2.started,key_resp_prep_2.started,prep_jwsw.stopped,key_resp_prep_2.keys,key_resp_prep_2.rt,key_resp_prep_2.duration,just_words_sw.started,key_resp_jwsw.started,text_left_sw.started,text_right_sw.started,text_middle_sw.started,just_words_sw.stopped,key_resp_jwsw.keys,key_resp_jwsw.corr,key_resp_jwsw.rt,key_resp_jwsw.duration,feedback_2.started,text_left_sw_3.started,text_right_sw_3.started,text_middle_sw_3.started,feedback_image2.started,feedback_2.stopped,text_left_sw_3.stopped,text_right_sw_3.stopped,text_middle_sw_3.stopped,feedback_image2.stopped,prep_wisw.started,prep_spacebar_2.started,prep_points_3.started,text_prep_3.started,image_left_sw_2.started,image_right_sw_2.started,under_image_left_2.started,under_image_right_2.started,key_resp_prep_3.started,prep_wisw.stopped,key_resp_prep_3.keys,key_resp_prep_3.rt,key_resp_prep_3.duration,words_images_sw.started,key_resp_wisw.started,image_left_sw.started,image_right_sw.started,under_image_left.started,under_image_right.started,image_stim_wisw.started,word_stim_wisw.started,words_images_sw.stopped,key_resp_wisw.keys,key_resp_wisw.corr,key_resp_wisw.rt,key_resp_wisw.duration,feedback_5.started,image_left_sw_8.started,image_right_sw_8.started,under_image_left_8.started,under_image_right_8.started,center_image_wisw_fb.started,center_word_wisw_fb.started,image_wisw_fb.started,feedback_5.stopped,ITI_Interval.started,fixation_point.started,fixation_point.stopped,ITI_Interval.stopped,image_left_sw_8.stopped,image_right_sw_8.stopped,under_image_left_8.stopped,under_image_right_8.stopped,center_image_wisw_fb.stopped,center_word_wisw_fb.stopped,image_wisw_fb.stopped,prep_jwws.started,prep_spacebar_4.started,prep_points_4.started,text_prep_4.started,text_left_ws_2.started,text_right_ws_2.started,key_resp_prep_4.started,prep_jwws.stopped,key_resp_prep_4.keys,key_resp_prep_4.rt,key_resp_prep_4.duration,just_words_ws.started,key_resp_jwws.started,text_left_ws.started,text_right_ws.started,text_middle_ws.started,just_words_ws.stopped,key_resp_jwws.keys,key_resp_jwws.corr,key_resp_jwws.rt,key_resp_jwws.duration,feedback_4.started,text_left_ws_3.started,text_right_ws_3.started,text_middle_jwws_fb.started,image_jwws_fb.started,feedback_4.stopped,text_left_ws_3.stopped,text_right_ws_3.stopped,text_middle_jwws_fb.stopped,image_jwws_fb.stopped,prep_wiws.started,prep_spacebar_3.started,prep_points_5.started,text_prep_5.started,image_left_sw_3.started,image_right_sw_3.started,under_image_left_3.started,under_image_right_3.started,key_resp_prep_5.started,prep_wiws.stopped,key_resp_prep_5.keys,key_resp_prep_5.rt,key_resp_prep_5.duration,words_images_ws.started,key_resp_wiws.started,image_left_ws.started,image_right_ws.started,under_image_left_ws.started,under_image_right_ws.started,image_center_ws.started,text_center_ws.started,words_images_ws.stopped,key_resp_wiws.keys,key_resp_wiws.corr,key_resp_wiws.rt,key_resp_wiws.duration,feedback_8.started,image_left_ws_2.started,image_right_ws_2.started,under_image_left_ws_2.started,under_image_right_ws_2.started,image_center_wiws_fb.started,text_center_wiws_feedback.started,image_wiws_fb.started,feedback_8.stopped,image_left_ws_2.stopped,image_right_ws_2.stopped,under_image_left_ws_2.stopped,under_image_right_ws_2.stopped,image_center_wiws_fb.stopped,text_center_wiws_feedback.stopped,image_wiws_fb.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wf00006_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,66.89345029999981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.87727219999988,66.89345029999981,66.89345029999981,66.9603497999999,5,0.06658090000019001,None,66.96074079999994,66.97667630000001,66.97667630000001,66.97667630000001,66.97667630000001,69.11071619999984,1,1,2.1203271000001678,0.001329699999814693,69.11126089999993,69.12924539999995,69.12924539999995,69.12924539999995,69.12924539999995,69.41040679999992,69.41042619999985,69.42680059999998,,70.41050669999981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW004_Run1,RBDCW004_Run1,2024-04-01_11h17.27.466,IAT_test,2023.2.2,59.93816778606902,2024-04-01 11h17.37.285361 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00001_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,70.4270833999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.41092219999996,70.4270833999999,70.4270833999999,70.97726969999985,5,0.533012699999972,None,70.97767039999985,70.99297999999999,70.99297999999999,70.99297999999999,70.99297999999999,72.24449949999985,2,1,1.2372540999999728,0.0011134999999740103,72.24517930000002,72.26634889999991,72.26634889999991,72.26634889999991,72.26634889999991,72.54373650000002,72.54376179999986,72.56020039999999,73.5599588,73.54354489999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW004_Run1,RBDCW004_Run1,2024-04-01_11h17.27.466,IAT_test,2023.2.2,59.93816778606902,2024-04-01 11h17.37.285361 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00009_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,73.5599588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.54391129999999,73.5599588,73.5599588,73.96038269999985,5,0.3999533999999585,None,73.96076349999998,73.9767382,73.9767382,73.9767382,73.9767382,75.06046159999983,2,1,1.076645299999882,0.0008228000001508917,75.06097049999994,75.07827069999985,75.07827069999985,75.07827069999985,75.07827069999985,75.34376129999987,75.34378309999988,75.36005269999987,76.36021389999996,76.34348479999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW004_Run1,RBDCW004_Run1,2024-04-01_11h17.27.466,IAT_test,2023.2.2,59.93816778606902,2024-04-01 11h17.37.285361 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00012_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,76.36021389999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.34384809999983,76.36021389999996,76.36021389999996,76.96056139999996,5,0.5997181000000182,None,76.96095579999997,76.97621789999994,76.97621789999994,76.97621789999994,76.97621789999994,79.26070519999985,1,1,2.2708188999999948,0.0013334000000213564,79.26122139999984,79.2795509,79.2795509,79.2795509,79.2795509,79.54376939999997,79.54378939999992,79.56021820000001,80.56009569999992,80.54376899999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW004_Run1,RBDCW004_Run1,2024-04-01_11h17.27.466,IAT_test,2023.2.2,59.93816778606902,2024-04-01 11h17.37.285361 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/am00011_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,80.56009569999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.54412400000001,80.56009569999992,80.56009569999992,80.96028799999999,5,0.3998560999998517,None,80.96065019999992,80.97658929999989,80.97658929999989,80.97658929999989,80.97658929999989,82.2606510999999,2,1,1.2693587000001116,0.0009340999999949418,82.26119589999985,82.27921289999995,82.27921289999995,82.27921289999995,82.27921289999995,82.54375699999991,82.54377929999987,82.56021209999994,83.56031529999996,83.54357449999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW004_Run1,RBDCW004_Run1,2024-04-01_11h17.27.466,IAT_test,2023.2.2,59.93816778606902,2024-04-01 11h17.37.285361 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00001_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,83.56031529999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.54395279999994,83.56031529999996,83.56031529999996,83.96035359999996,5,0.3997243000001163,None,83.96075209999981,83.97666989999993,83.97666989999993,83.97666989999993,83.97666989999993,85.41054359999998,1,1,1.4276978000000327,0.0,85.4110956999998,85.42785609999987,85.42785609999987,85.42785609999987,85.42785609999987,85.71035280000001,85.71037430000001,85.72652599999992,86.72625999999991,86.70972259999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW004_Run1,RBDCW004_Run1,2024-04-01_11h17.27.466,IAT_test,2023.2.2,59.93816778606902,2024-04-01 11h17.37.285361 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00002_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,86.72625999999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.70992969999998,86.72625999999991,86.72625999999991,86.96034129999998,5,0.2336835000000974,None,86.96077519999994,86.99300289999996,86.99300289999996,86.99300289999996,86.99300289999996,88.26087399999983,2,1,1.255714399999988,0.0006177999998726591,88.26147429999992,88.27977620000001,88.27977620000001,88.27977620000001,88.27977620000001,88.56023469999991,88.56025479999994,88.57662839999989,89.57688729999995,89.5603102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW004_Run1,RBDCW004_Run1,2024-04-01_11h17.27.466,IAT_test,2023.2.2,59.93816778606902,2024-04-01 11h17.37.285361 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wf00004_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,89.57688729999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.56071309999993,89.57688729999995,89.57688729999995,89.96057359999986,5,0.38309560000016063,None,89.96098959999995,89.97639219999996,89.97639219999996,89.97639219999996,89.97639219999996,91.34348409999984,1,1,1.3625546000000668,0.0022933000000193715,91.34395459999996,91.3598829,91.3598829,91.3598829,91.3598829,91.6267128999998,91.62673319999999,91.64329279999993,92.64289899999994,92.6263277999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW004_Run1,RBDCW004_Run1,2024-04-01_11h17.27.466,IAT_test,2023.2.2,59.93816778606902,2024-04-01 11h17.37.285361 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00003_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,92.64289899999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.62652879999996,92.64289899999994,92.64289899999994,93.07712309999988,5,0.419141499999796,0.0008017000000108965,93.07752140000002,93.0929279999998,93.0929279999998,93.0929279999998,93.0929279999998,94.27720349999981,1,1,1.1703681999999844,0.0006716999998843676,94.27774189999991,94.2958263999999,94.2958263999999,94.2958263999999,94.2958263999999,94.57689419999997,94.57691369999998,94.59329079999998,95.59800269999982,95.5767942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW004_Run1,RBDCW004_Run1,2024-04-01_11h17.27.466,IAT_test,2023.2.2,59.93816778606902,2024-04-01 11h17.37.285361 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.57685839999999,95.59800269999982,95.59800269999982,95.59800269999982,95.59800269999982,95.59800269999982,95.59800269999982,99.49298779999981,1,3.8878972999998496,0.00227790000008099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW004_Run1,RBDCW004_Run1,2024-04-01_11h17.27.466,IAT_test,2023.2.2,59.93816778606902,2024-04-01 11h17.37.285361 -0400,
,,,2,Strong,Weak,Brawny,left,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,99.51017249999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.50770299999999,99.51017249999995,99.51017249999995,99.96020329999988,5,0.4497820000001411,None,,,,,,,,,,,,,,,,,101.32642459999988,101.34292589999995,,102.32711629999994,,,,,,,,,,,,,,,,99.96083629999998,99.97770909999986,99.97770909999986,99.97770909999986,99.97770909999986,101.04241209999986,2,1,1.062522700000045,0.0012524999999641295,101.04316679999988,101.05946399999993,101.05946399999993,101.05946399999993,101.05946399999993,101.32640749999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW004_Run1,RBDCW004_Run1,2024-04-01_11h17.27.466,IAT_test,2023.2.2,59.93816778606902,2024-04-01 11h17.37.285361 -0400,
,,,1,Strong,Weak,Soft,right,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,102.34353999999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.32758669999998,102.34353999999985,102.34353999999985,102.97702249999998,5,0.6164848999999322,None,,,,,,,,,,,,,,,,,104.276433,104.29305149999982,105.29323920000002,105.27650519999997,,,,,,,,,,,,,,,,102.97742149999999,102.99332659999982,102.99332659999982,102.99332659999982,102.99332659999982,103.99326869999982,1,1,0.9909131000001707,0.0009530999998332845,103.99370849999991,104.00882549999983,104.00882549999983,104.00882549999983,104.00882549999983,104.27641479999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW004_Run1,RBDCW004_Run1,2024-04-01_11h17.27.466,IAT_test,2023.2.2,59.93816778606902,2024-04-01 11h17.37.285361 -0400,
,,,1,Strong,Weak,Puny,right,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,105.29323920000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.27686489999996,105.29323920000002,105.29323920000002,105.97695989999988,5,0.6676264000000174,None,,,,,,,,,,,,,,,,,107.07636919999982,107.09295750000001,,108.07724889999986,,,,,,,,,,,,,,,,105.9773255,105.99299889999998,105.99299889999998,105.99299889999998,105.99299889999998,106.77647069999989,1,1,0.7788966999999047,0.0012045000000853179,106.77690280000002,106.79278549999981,106.79278549999981,106.79278549999981,106.79278549999981,107.07635379999988,107.09295750000001,107.09295750000001,107.09295750000001,107.09295750000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW004_Run1,RBDCW004_Run1,2024-04-01_11h17.27.466,IAT_test,2023.2.2,59.93816778606902,2024-04-01 11h17.37.285361 -0400,
,,,2,Strong,Weak,Athletic,left,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,108.09375839999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.07778179999991,108.09375839999984,108.09375839999984,108.97662700000001,5,0.8671080999999958,None,,,,,,,,,,,,,,,,,110.02629569999999,110.0426774,,111.02657690000001,,,,,,,,,,,,,,,,108.97695520000002,108.99306389999992,108.99306389999992,108.99306389999992,108.99306389999992,109.74333630000001,2,1,0.7439413999998123,0.001185700000178258,109.74380939999992,109.75850739999987,109.75850739999987,109.75850739999987,109.75850739999987,110.02628029999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW004_Run1,RBDCW004_Run1,2024-04-01_11h17.27.466,IAT_test,2023.2.2,59.93816778606902,2024-04-01 11h17.37.285361 -0400,
,,,2,Strong,Weak,Powerful,left,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,111.04418989999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.02695799999992,111.04418989999999,111.04418989999999,111.97662289999994,5,0.9167661000001317,None,,,,,,,,,,,,,,,,,113.37616200000002,113.39288099999999,,114.37662699999987,,,,,,,,,,,,,,,,111.97698679999985,111.99316559999988,111.99316559999988,111.99316559999988,111.99316559999988,113.07659259999991,2,1,1.0737214999999196,0.0,113.07699869999988,113.09294260000001,113.09294260000001,113.09294260000001,113.09294260000001,113.37614789999998,113.39288099999999,113.39288099999999,113.39288099999999,113.39288099999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW004_Run1,RBDCW004_Run1,2024-04-01_11h17.27.466,IAT_test,2023.2.2,59.93816778606902,2024-04-01 11h17.37.285361 -0400,
,,,2,Strong,Weak,Burly,left,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,114.39317039999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.37699969999994,114.39317039999992,114.39317039999992,114.97672699999998,5,0.5677184999999554,None,,,,,,,,,,,,,,,,,116.17633789999991,116.19265029999997,,117.17730369999981,,,,,,,,,,,,,,,,114.97709799999984,114.99314529999992,114.99314529999992,114.99314529999992,114.99314529999992,115.87681669999984,2,1,0.8750586999999541,0.001380700000026991,115.87729760000002,115.89285669999981,115.89285669999981,115.89285669999981,115.89285669999981,116.17632279999998,116.19265029999997,116.19265029999997,116.19265029999997,116.19265029999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW004_Run1,RBDCW004_Run1,2024-04-01_11h17.27.466,IAT_test,2023.2.2,59.93816778606902,2024-04-01 11h17.37.285361 -0400,
,,,2,Strong,Weak,Muscly,left,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,117.19362619999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.17786609999985,117.19362619999993,117.19362619999993,117.97723659999997,5,0.7672966000000088,None,,,,,,,,,,,,,,,,,118.99278889999982,119.0094568999998,,119.99314570000001,,,,,,,,,,,,,,,,117.9777325,117.9932953,117.9932953,117.9932953,117.9932953,118.7090255999999,2,1,0.7088582999999744,0.0,118.70946570000001,118.7262925,118.7262925,118.7262925,118.7262925,118.99277089999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW004_Run1,RBDCW004_Run1,2024-04-01_11h17.27.466,IAT_test,2023.2.2,59.93816778606902,2024-04-01 11h17.37.285361 -0400,
,,,1,Strong,Weak,Fragile,right,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,120.00940619999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.99350549999986,120.00940619999983,120.00940619999983,120.97671769999988,5,0.9514621000000716,None,,,,,,,,,,,,,,,,,122.0429466999999,122.0594039,,123.04308769999989,,,,,,,,,,,,,,,,120.97708289999991,120.99313149999989,120.99313149999989,120.99313149999989,120.99313149999989,121.75880389999998,1,1,0.760172399999874,0.0008237000001827255,121.75919929999986,121.77590109999983,121.77590109999983,121.77590109999983,121.77590109999983,122.04292989999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW004_Run1,RBDCW004_Run1,2024-04-01_11h17.27.466,IAT_test,2023.2.2,59.93816778606902,2024-04-01 11h17.37.285361 -0400,
,,,1,Strong,Weak,Skinny,right,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,123.05963869999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.04342559999986,123.05963869999982,123.05963869999982,123.97687369999994,5,0.9012900000000172,None,,,,,,,,,,,,,,,,,125.09303879999993,125.10944089999998,,126.09314289999998,,,,,,,,,,,,,,,,123.9773333999999,123.99342239999987,123.99342239999987,123.99342239999987,123.99342239999987,124.8089915999999,1,1,0.8087439999999333,0.0010174999999890133,124.80952439999987,124.82604219999985,124.82604219999985,124.82604219999985,124.82604219999985,125.09302200000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW004_Run1,RBDCW004_Run1,2024-04-01_11h17.27.466,IAT_test,2023.2.2,59.93816778606902,2024-04-01 11h17.37.285361 -0400,
,,,1,Strong,Weak,Delicate,right,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,126.10957929999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.09351049999987,126.10957929999995,126.10957929999995,126.97664869999994,5,0.8513141000000815,None,,,,,,,,,,,,,,,,,128.37601689999997,128.39283979999982,,129.37653279999995,,,,,,,,,,,,,,,,126.97701599999982,126.993964,126.993964,126.993964,126.993964,128.07684499999982,1,1,1.0801894000001084,0.0009678999999778171,128.0773009999998,128.0923539999999,128.0923539999999,128.0923539999999,128.0923539999999,128.3760014999998,128.39283979999982,128.39283979999982,128.39283979999982,128.39283979999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW004_Run1,RBDCW004_Run1,2024-04-01_11h17.27.466,IAT_test,2023.2.2,59.93816778606902,2024-04-01 11h17.37.285361 -0400,
