ImageLeft_ji,ImageRight_ji,ImageCentre_ji,CorrAns,TextLeft_jwsw,TextRight_jwsw,TextCentre_jwsw,Answer,ImageLeft_wisw,ImageRight_wisw,ImageCentre_wisw,TextLeft_wisw,TextRight_wisw,TextCentre_wisw,ITI,TextLeft_jwws,TextRight_jwws,TextCentre_jwws,ImageLeft_wiws,ImageRight_wiws,ImageCentre_wiws,TextLeft_wiws,TextRight_wiws,TextCentre_wiws,ImagesDiscarded.thisRepN,ImagesDiscarded.thisTrialN,ImagesDiscarded.thisN,ImagesDiscarded.thisIndex,ji.thisRepN,ji.thisTrialN,ji.thisN,ji.thisIndex,jwsw.thisRepN,jwsw.thisTrialN,jwsw.thisN,jwsw.thisIndex,wisw.thisRepN,wisw.thisTrialN,wisw.thisN,wisw.thisIndex,jwws.thisRepN,jwws.thisTrialN,jwws.thisN,jwws.thisIndex,wiws.thisRepN,wiws.thisTrialN,wiws.thisN,wiws.thisIndex,thisRow.t,notes,Waiting_for_Scanner_Discard.started,SyncPulse_Discard.started,text_3.started,Waiting_for_Scanner_Discard.stopped,SyncPulse_Discard.keys,SyncPulse_Discard.rt,SyncPulse_Discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,Baseline_Fixation.started,Baseline.started,Baseline.stopped,Baseline_Fixation.stopped,Description.started,text_2.started,Progress.started,Description.stopped,Progress.keys,Progress.rt,Progress.duration,Trial_prep.started,prep_spacebar.started,prep_points.started,text_prep.started,image_left_prep.started,image_right_prep.started,key_resp_prep.started,Trial_prep.stopped,key_resp_prep.keys,key_resp_prep.rt,key_resp_prep.duration,Fixation_Start.started,Fixation_start.started,Fixation_start.stopped,Fixation_Start.stopped,W4S_Trial.started,SyncPulse_Trial.started,fix_Trial.started,W4S_Trial.stopped,SyncPulse_Trial.keys,SyncPulse_Trial.rt,SyncPulse_Trial.duration,just_images.started,image_left_ji.started,image_right_ji.started,image_center_ji.started,key_resp_ji.started,just_images.stopped,key_resp_ji.keys,key_resp_ji.corr,key_resp_ji.rt,key_resp_ji.duration,feedback_ji.started,image_left_ji_2.started,image_right_ji_2.started,image_center_ji_fb.started,feedback_image_2.started,feedback_ji.stopped,fixation_practice.started,text.started,text.stopped,fixation_practice.stopped,prep_jwsw.started,prep_spacebar_jwsw.started,prep_points_2.started,text_prep_2.started,text_left_sw_2.started,text_right_sw_2.started,key_resp_prep_2.started,prep_jwsw.stopped,key_resp_prep_2.keys,key_resp_prep_2.rt,key_resp_prep_2.duration,just_words_sw.started,key_resp_jwsw.started,text_left_sw.started,text_right_sw.started,text_middle_sw.started,just_words_sw.stopped,key_resp_jwsw.keys,key_resp_jwsw.corr,key_resp_jwsw.rt,key_resp_jwsw.duration,feedback_2.started,text_left_sw_3.started,text_right_sw_3.started,text_middle_sw_3.started,feedback_image2.started,text_left_sw_3.stopped,text_right_sw_3.stopped,text_middle_sw_3.stopped,feedback_image2.stopped,feedback_2.stopped,prep_wisw.started,prep_spacebar_2.started,prep_points_3.started,text_prep_3.started,image_left_sw_2.started,image_right_sw_2.started,under_image_left_2.started,under_image_right_2.started,key_resp_prep_3.started,prep_wisw.stopped,key_resp_prep_3.keys,key_resp_prep_3.rt,key_resp_prep_3.duration,words_images_sw.started,key_resp_wisw.started,image_left_sw.started,image_right_sw.started,under_image_left.started,under_image_right.started,image_stim_wisw.started,word_stim_wisw.started,words_images_sw.stopped,key_resp_wisw.keys,key_resp_wisw.corr,key_resp_wisw.rt,key_resp_wisw.duration,feedback_5.started,image_left_sw_8.started,image_right_sw_8.started,under_image_left_8.started,under_image_right_8.started,center_image_wisw_fb.started,center_word_wisw_fb.started,image_wisw_fb.started,feedback_5.stopped,ITI_Interval.started,fixation_point.started,fixation_point.stopped,ITI_Interval.stopped,image_left_sw_8.stopped,image_right_sw_8.stopped,under_image_left_8.stopped,under_image_right_8.stopped,center_image_wisw_fb.stopped,center_word_wisw_fb.stopped,image_wisw_fb.stopped,prep_jwws.started,prep_spacebar_4.started,prep_points_4.started,text_prep_4.started,text_left_ws_2.started,text_right_ws_2.started,key_resp_prep_4.started,prep_jwws.stopped,key_resp_prep_4.keys,key_resp_prep_4.rt,key_resp_prep_4.duration,just_words_ws.started,key_resp_jwws.started,text_left_ws.started,text_right_ws.started,text_middle_ws.started,just_words_ws.stopped,key_resp_jwws.keys,key_resp_jwws.corr,key_resp_jwws.rt,key_resp_jwws.duration,feedback_4.started,text_left_ws_3.started,text_right_ws_3.started,text_middle_jwws_fb.started,image_jwws_fb.started,feedback_4.stopped,text_left_ws_3.stopped,text_right_ws_3.stopped,text_middle_jwws_fb.stopped,image_jwws_fb.stopped,prep_wiws.started,prep_spacebar_3.started,prep_points_5.started,text_prep_5.started,image_left_sw_3.started,image_right_sw_3.started,under_image_left_3.started,under_image_right_3.started,key_resp_prep_5.started,prep_wiws.stopped,key_resp_prep_5.keys,key_resp_prep_5.rt,key_resp_prep_5.duration,words_images_ws.started,key_resp_wiws.started,image_left_ws.started,image_right_ws.started,under_image_left_ws.started,under_image_right_ws.started,image_center_ws.started,text_center_ws.started,words_images_ws.stopped,key_resp_wiws.keys,key_resp_wiws.corr,key_resp_wiws.rt,key_resp_wiws.duration,feedback_8.started,image_left_ws_2.started,image_right_ws_2.started,under_image_left_ws_2.started,under_image_right_ws_2.started,image_center_wiws_fb.started,text_center_wiws_feedback.started,image_wiws_fb.started,feedback_8.stopped,image_left_ws_2.stopped,image_right_ws_2.stopped,under_image_left_ws_2.stopped,under_image_right_ws_2.stopped,image_center_wiws_fb.stopped,text_center_wiws_feedback.stopped,image_wiws_fb.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,1,Strong,Weak,Sedentary,right,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,137.56047090003267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.54426870006137,137.56047090003267,137.56047090003267,137.57746950001456,5,0.0076939999125897884,None,,,,,,,,,,,,,,,,,138.64325750002172,138.65964880003594,,139.64335540006869,,,,,,,,,,,,137.57799270004034,137.59327790001407,137.59327790001407,137.59327790001407,137.59327790001407,138.3592242000159,1,1,0.7609054000349715,0.001063800067640841,138.35962680005468,138.37629590008873,138.37629590008873,138.37629590008873,138.37629590008873,,,,,138.6432394000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,2,Strong,Weak,Solid,left,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,139.65983530005906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.64372910000384,139.65983530005906,139.65983530005906,140.57696070009843,5,0.9081643000245094,None,,,,,,,,,,,,,,,,,141.54312590009067,141.55966400005855,,142.54317640000954,,,,,,,,,,,,140.57742430001963,140.59336790000089,140.59336790000089,140.59336790000089,140.59336790000089,141.25919240002986,2,1,0.652423300081864,0.0011872999602928758,141.25957840005867,141.27598100004252,141.27598100004252,141.27598100004252,141.27598100004252,,,,,141.54310870007612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,1,Strong,Weak,Feeble,right,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,142.55964920006227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.54352720000315,142.55964920006227,142.55964920006227,142.57672940008342,5,0.008677999954670668,None,,,,,,,,,,,,,,,,,143.57658280001488,143.59317470004316,144.5929226001026,144.5764042000519,,,,,,,,,,,,142.57707100000698,142.5924370000139,142.5924370000139,142.5924370000139,142.5924370000139,143.29294920002576,1,1,0.6863204999826849,0.00098540005274117,143.29330600006506,143.3087374001043,143.3087374001043,143.3087374001043,143.3087374001043,,,,,143.57656439999118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,2,Strong,Weak,Strength,left,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,144.5929226001026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.57665950001683,144.5929226001026,144.5929226001026,146.57706969999708,5,1.9753928000573069,None,,,,,,,,,,,,,,,,,147.49278470000718,147.50967470009346,,148.49346000002697,,,,,,,,,,,,146.5775108000962,146.59341450000647,146.59341450000647,146.59341450000647,146.59341450000647,147.20911820000038,2,1,0.6116076000034809,0.001259300042875111,147.2095471000066,147.22632020001765,147.22632020001765,147.22632020001765,147.22632020001765,,,,,147.49276829999872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,1,Strong,Weak,Frail,right,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,148.50989720004145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.49386040004902,148.50989720004145,148.50989720004145,148.5766606000252,5,0.058479700004681945,None,,,,,,,,,,,,,,,,,149.5266069000354,149.5429933000123,,150.52711830008775,,,,,,,,,,,,148.57705970003735,148.59328540007118,148.59328540007118,148.59328540007118,148.59328540007118,149.24341590004042,1,1,0.6374932000180706,0.0010757999261841178,149.24385660002008,149.2587641000282,149.2587641000282,149.2587641000282,149.2587641000282,,,,,149.5265883000102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,2,Strong,Weak,Tough,left,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,150.54371970007196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.52763530006632,150.54371970007196,150.54371970007196,150.57739450002555,5,0.024282500031404197,None,,,,,,,,,,,,,,,,,151.5927969000768,151.6091944000218,152.61222390003968,152.59240860003047,,,,,,,,,,,,150.57792260008864,150.59267980000004,150.59267980000004,150.59267980000004,150.59267980000004,151.29322200000752,2,1,0.6894176000496373,0.0012113999109715223,151.2936169001041,151.3087066001026,151.3087066001026,151.3087066001026,151.3087066001026,151.6091944000218,151.6091944000218,151.6091944000218,151.6091944000218,151.5927821000805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.5924530000193,152.61222390003968,152.61222390003968,152.61222390003968,152.61222390003968,152.61222390003968,152.61222390003968,152.61222390003968,152.61222390003968,158.1756920000771,1,5.556025300058536,0.0007962000090628862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Strong,Weak,Powerful,7.7,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,158.19719310000073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.19513490004465,158.19719310000073,158.19719310000073,159.57773440005258,5,1.3713387999450788,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.57868710008916,159.6173231001012,159.6173231001012,159.6173231001012,159.6173231001012,159.6173231001012,159.6173231001012,159.6173231001012,160.55959330010228,2,1,0.9339420000324026,0.0008137999102473259,160.5601521000499,160.59261150006205,160.59261150006205,160.59261150006205,160.59261150006205,160.59261150006205,160.59261150006205,160.59261150006205,160.8595088000875,160.8595238000853,160.87575740006287,168.57662070007063,168.5602126000449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/wf00009_fg.png,Strong,Weak, ,8.7,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,168.57662070007063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.5606571000535,168.57662070007063,168.57662070007063,169.57659290009178,5,0.9926175000146031,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.5769932999974,169.59464850008953,169.59464850008953,169.59464850008953,169.59464850008953,169.59464850008953,169.59464850008953,169.59464850008953,170.97632930008695,1,1,1.3681263999314979,0.0011385000543668866,170.97675300005358,170.99535620003007,170.99535620003007,170.99535620003007,170.99535620003007,170.99535620003007,170.99535620003007,170.99535620003007,171.2758010000689,171.27581580006517,171.29259920003824,179.99289810005575,179.97648020007182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/wm00001_fg.png,Strong,Weak, ,6.7,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,179.99289810005575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.97684470005333,179.99289810005575,179.99289810005575,180.57670140010305,5,0.5765306999674067,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.57710059999954,180.5933249000227,180.5933249000227,180.5933249000227,180.5933249000227,180.5933249000227,180.5933249000227,180.5933249000227,181.32639709999785,1,1,0.7306121999863535,0.000977399991825223,181.32679200009443,181.34354390006047,181.34354390006047,181.34354390006047,181.34354390006047,181.34354390006047,181.34354390006047,181.34354390006047,181.62600809999276,181.62602319999132,181.6422606999986,188.34295930003282,188.32642320008017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/am00003_fg.png,Strong,Weak, ,5.7,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,188.34295930003282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.32679280010052,188.34295930003282,188.34295930003282,188.57657560007647,5,0.2262887000106275,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.57694100006483,188.60923780000303,188.60923780000303,188.60923780000303,188.60923780000303,188.60923780000303,188.60923780000303,188.60923780000303,189.39267600001767,2,1,0.7809050999348983,0.0011759999906644225,189.39300110004842,189.40844860009383,189.40844860009383,189.40844860009383,189.40844860009383,189.40844860009383,189.40844860009383,189.40844860009383,189.67567500006407,189.67569040006492,189.69255979999434,195.39269440004136,195.3762215001043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/wm00003_fg.png,Strong,Weak, ,5.7,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,195.39269440004136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.37659290002193,195.39269440004136,195.39269440004136,195.57650070008822,5,0.1766893999883905,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.5768653000705,195.59211520000827,195.59211520000827,195.59211520000827,195.59211520000827,195.59211520000827,195.59211520000827,195.59211520000827,196.4428792000981,1,1,0.8492889000335708,0.0004230999620631337,196.4432673000265,196.45898820005823,196.45898820005823,196.45898820005823,196.45898820005823,196.45898820005823,196.45898820005823,196.45898820005823,196.72589900007006,196.72591400006786,196.74248990009073,202.44281110004522,202.42638740001712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Strong,Weak,Soft,7.7,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,202.44281110004522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.4268314000219,202.44281110004522,202.44281110004522,202.57670350000262,5,0.12659399991389364,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.5771584000904,202.61009650002234,202.61009650002234,202.61009650002234,202.61009650002234,202.61009650002234,202.61009650002234,202.61009650002234,203.77504710003268,1,1,1.1647170999785885,None,203.77543919999152,203.799791400088,203.799791400088,203.799791400088,203.799791400088,203.799791400088,203.799791400088,203.799791400088,204.05897690006532,204.05899280006997,204.07551530003548,211.77603510010522,211.75962110003456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Strong,Weak,Athletic,6.7,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,211.77603510010522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.75999630009755,211.77603510010522,211.77603510010522,212.57629050000105,5,0.7929413999663666,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.57668900000863,212.59592840005644,212.59592840005644,212.59592840005644,212.59592840005644,212.59592840005644,212.59592840005644,212.59592840005644,213.29273740004282,2,1,0.6960081000579521,None,213.29310160002206,213.3117911000736,213.3117911000736,213.3117911000736,213.3117911000736,213.3117911000736,213.3117911000736,213.3117911000736,213.5758305999916,213.57584560010582,213.59227830008604,220.29286460008007,220.276174300001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/wf00004_fg.png,Strong,Weak, ,5.7,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,220.29286460008007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.27658060006797,220.29286460008007,220.29286460008007,220.57646640005987,5,0.2761664999416098,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.5768679000903,220.59498140006326,220.59498140006326,220.59498140006326,220.59498140006326,220.59498140006326,220.59498140006326,220.59498140006326,221.4756275000982,2,0,0.8781868999358267,0.0008076000958681107,221.47594090003986,221.49247090006247,221.49247090006247,221.49247090006247,221.49247090006247,221.49247090006247,221.49247090006247,221.49247090006247,221.77550180000253,221.7755151001038,221.79203960008454,227.49347560002934,227.4770872000372,221.79203960008454,221.79203960008454,221.79203960008454,221.79203960008454,221.79203960008454,221.79203960008454,221.79203960008454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Strong,Weak,Puny,6.7,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,227.49347560002934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.477647599997,227.49347560002934,227.49347560002934,227.5770195000805,5,0.07586480001918972,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.57757800002582,227.6103090000106,227.6103090000106,227.6103090000106,227.6103090000106,227.6103090000106,227.6103090000106,227.6103090000106,228.37492820003536,1,1,0.7560095000080764,0.0008295999141409993,228.3752699000761,228.4009363000514,228.4009363000514,228.4009363000514,228.4009363000514,228.4009363000514,228.4009363000514,228.4009363000514,228.6589091999922,228.65892360010184,228.67553690006025,235.37612870009616,235.36004170007072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Strong,Weak,Brawny,7.7,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,235.37612870009616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.3605349001009,235.37612870009616,235.37612870009616,236.5764156000223,5,1.1928644999861717,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.57681280001998,236.59709580009803,236.59709580009803,236.59709580009803,236.59709580009803,236.59709580009803,236.59709580009803,236.59709580009803,237.34248570003547,2,1,0.7338958999607712,0.0010204999707639217,237.3427925000433,237.35958440008108,237.35958440008108,237.35958440008108,237.35958440008108,237.35958440008108,237.35958440008108,237.35958440008108,237.6422961000353,237.64230860001408,237.65871730004437,245.35874870000407,245.34287980000954,237.65871730004437,237.65871730004437,237.65871730004437,237.65871730004437,237.65871730004437,237.65871730004437,237.65871730004437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Strong,Weak,Fragile,5.7,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,245.35874870000407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.34328880009707,245.35874870000407,245.35874870000407,245.57667810004205,5,0.21074639994185418,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.57721650006715,245.5996518000029,245.5996518000029,245.5996518000029,245.5996518000029,245.5996518000029,245.5996518000029,245.5996518000029,246.2421435000142,1,1,0.6395867000101134,0.001030100043863058,246.24243570002727,246.25824650004506,246.25824650004506,246.25824650004506,246.25824650004506,246.25824650004506,246.25824650004506,246.25824650004506,246.52565700002015,246.525672400021,246.54187990003265,252.24247890000697,252.22578750003595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/am00008_fg.png,Strong,Weak, ,6.7,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,252.24247890000697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.22614859999157,252.24247890000697,252.24247890000697,252.57634070003405,5,0.32660130003932863,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.57674530008808,252.59592990006786,252.59592990006786,252.59592990006786,252.59592990006786,252.59592990006786,252.59592990006786,252.59592990006786,253.59242280002218,2,1,0.9808471000287682,0.0010091000003740191,253.59272670000792,253.60760049999226,253.60760049999226,253.60760049999226,253.60760049999226,253.60760049999226,253.60760049999226,253.60760049999226,253.8754968000576,253.87551190005615,253.89209280000068,260.59233280003536,260.57608330005314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
