ImageLeft_ji,ImageRight_ji,ImageCentre_ji,CorrAns,TextLeft_jwsw,TextRight_jwsw,TextCentre_jwsw,Answer,ImageLeft_wisw,ImageRight_wisw,ImageCentre_wisw,TextLeft_wisw,TextRight_wisw,TextCentre_wisw,ITI,TextLeft_jwws,TextRight_jwws,TextCentre_jwws,ImageLeft_wiws,ImageRight_wiws,ImageCentre_wiws,TextLeft_wiws,TextRight_wiws,TextCentre_wiws,ImagesDiscarded.thisRepN,ImagesDiscarded.thisTrialN,ImagesDiscarded.thisN,ImagesDiscarded.thisIndex,ji.thisRepN,ji.thisTrialN,ji.thisN,ji.thisIndex,jwsw.thisRepN,jwsw.thisTrialN,jwsw.thisN,jwsw.thisIndex,wisw.thisRepN,wisw.thisTrialN,wisw.thisN,wisw.thisIndex,jwws.thisRepN,jwws.thisTrialN,jwws.thisN,jwws.thisIndex,wiws.thisRepN,wiws.thisTrialN,wiws.thisN,wiws.thisIndex,thisRow.t,notes,Waiting_for_Scanner_Discard.started,SyncPulse_Discard.started,text_3.started,Waiting_for_Scanner_Discard.stopped,SyncPulse_Discard.keys,SyncPulse_Discard.rt,SyncPulse_Discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,Baseline_Fixation.started,Baseline.started,Baseline.stopped,Baseline_Fixation.stopped,Description.started,text_2.started,Progress.started,Description.stopped,Progress.keys,Progress.rt,Progress.duration,Trial_prep.started,prep_spacebar.started,prep_points.started,text_prep.started,image_left_prep.started,image_right_prep.started,key_resp_prep.started,Trial_prep.stopped,key_resp_prep.keys,key_resp_prep.rt,key_resp_prep.duration,Fixation_Start.started,Fixation_start.started,Fixation_start.stopped,Fixation_Start.stopped,W4S_Trial.started,SyncPulse_Trial.started,fix_Trial.started,W4S_Trial.stopped,SyncPulse_Trial.keys,SyncPulse_Trial.rt,SyncPulse_Trial.duration,just_images.started,image_left_ji.started,image_right_ji.started,image_center_ji.started,key_resp_ji.started,just_images.stopped,key_resp_ji.keys,key_resp_ji.corr,key_resp_ji.rt,key_resp_ji.duration,feedback_ji.started,image_left_ji_2.started,image_right_ji_2.started,image_center_ji_fb.started,feedback_image_2.started,feedback_ji.stopped,fixation_practice.started,text.started,text.stopped,fixation_practice.stopped,prep_jwsw.started,prep_spacebar_jwsw.started,prep_points_2.started,text_prep_2.started,text_left_sw_2.started,text_right_sw_2.started,key_resp_prep_2.started,prep_jwsw.stopped,key_resp_prep_2.keys,key_resp_prep_2.rt,key_resp_prep_2.duration,just_words_sw.started,key_resp_jwsw.started,text_left_sw.started,text_right_sw.started,text_middle_sw.started,just_words_sw.stopped,key_resp_jwsw.keys,key_resp_jwsw.corr,key_resp_jwsw.rt,key_resp_jwsw.duration,feedback_2.started,text_left_sw_3.started,text_right_sw_3.started,text_middle_sw_3.started,feedback_image2.started,text_left_sw_3.stopped,text_right_sw_3.stopped,text_middle_sw_3.stopped,feedback_image2.stopped,feedback_2.stopped,prep_wisw.started,prep_spacebar_2.started,prep_points_3.started,text_prep_3.started,image_left_sw_2.started,image_right_sw_2.started,under_image_left_2.started,under_image_right_2.started,key_resp_prep_3.started,prep_wisw.stopped,key_resp_prep_3.keys,key_resp_prep_3.rt,key_resp_prep_3.duration,words_images_sw.started,key_resp_wisw.started,image_left_sw.started,image_right_sw.started,under_image_left.started,under_image_right.started,image_stim_wisw.started,word_stim_wisw.started,words_images_sw.stopped,key_resp_wisw.keys,key_resp_wisw.corr,key_resp_wisw.rt,key_resp_wisw.duration,feedback_5.started,image_left_sw_8.started,image_right_sw_8.started,under_image_left_8.started,under_image_right_8.started,center_image_wisw_fb.started,center_word_wisw_fb.started,image_wisw_fb.started,feedback_5.stopped,ITI_Interval.started,fixation_point.started,fixation_point.stopped,ITI_Interval.stopped,image_left_sw_8.stopped,image_right_sw_8.stopped,under_image_left_8.stopped,under_image_right_8.stopped,center_image_wisw_fb.stopped,center_word_wisw_fb.stopped,image_wisw_fb.stopped,prep_jwws.started,prep_spacebar_4.started,prep_points_4.started,text_prep_4.started,text_left_ws_2.started,text_right_ws_2.started,key_resp_prep_4.started,prep_jwws.stopped,key_resp_prep_4.keys,key_resp_prep_4.rt,key_resp_prep_4.duration,just_words_ws.started,key_resp_jwws.started,text_left_ws.started,text_right_ws.started,text_middle_ws.started,just_words_ws.stopped,key_resp_jwws.keys,key_resp_jwws.corr,key_resp_jwws.rt,key_resp_jwws.duration,feedback_4.started,text_left_ws_3.started,text_right_ws_3.started,text_middle_jwws_fb.started,image_jwws_fb.started,feedback_4.stopped,text_left_ws_3.stopped,text_right_ws_3.stopped,text_middle_jwws_fb.stopped,image_jwws_fb.stopped,prep_wiws.started,prep_spacebar_3.started,prep_points_5.started,text_prep_5.started,image_left_sw_3.started,image_right_sw_3.started,under_image_left_3.started,under_image_right_3.started,key_resp_prep_5.started,prep_wiws.stopped,key_resp_prep_5.keys,key_resp_prep_5.rt,key_resp_prep_5.duration,words_images_ws.started,key_resp_wiws.started,image_left_ws.started,image_right_ws.started,under_image_left_ws.started,under_image_right_ws.started,image_center_ws.started,text_center_ws.started,words_images_ws.stopped,key_resp_wiws.keys,key_resp_wiws.corr,key_resp_wiws.rt,key_resp_wiws.duration,feedback_8.started,image_left_ws_2.started,image_right_ws_2.started,under_image_left_ws_2.started,under_image_right_ws_2.started,image_center_wiws_fb.started,text_center_wiws_feedback.started,image_wiws_fb.started,feedback_8.stopped,image_left_ws_2.stopped,image_right_ws_2.stopped,under_image_left_ws_2.stopped,under_image_right_ws_2.stopped,image_center_wiws_fb.stopped,text_center_wiws_feedback.stopped,image_wiws_fb.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wf00006_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,66.89343380008359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.87758950004354,66.89343380008359,66.89343380008359,67.57810150005389,5,0.6749996000435203,None,67.57867360010277,67.59404430002905,67.59404430002905,67.59404430002905,67.59404430002905,70.06086570001207,1,1,2.4633106999099255,0.000569600029848516,70.06140930007678,70.07864010008052,70.07864010008052,70.07864010008052,70.07864010008052,70.36017100000754,70.36019120004494,70.37696810008492,71.3763679000549,71.36007560009602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00001_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,71.3763679000549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.360275400104,71.3763679000549,71.3763679000549,71.5775157000171,5,0.19184089999180287,None,71.57797530002426,71.593167400104,71.593167400104,71.593167400104,71.593167400104,73.09402010007761,2,1,1.4856382999569178,0.0009361000265926123,73.09453380003106,73.11202520004008,73.11202520004008,73.11202520004008,73.11202520004008,73.3772525000386,73.37727410008665,73.3937181000365,74.39352800010238,74.37719960010145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00009_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,74.39352800010238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.37756540009286,74.39352800010238,74.39352800010238,74.57741020002868,5,0.17458520003128797,None,74.57779630005825,74.59348410007078,74.59348410007078,74.59348410007078,74.59348410007078,76.04394850006793,2,1,1.4403934999136254,0.0014431000454351306,76.0444210000569,76.06085120001808,76.06085120001808,76.06085120001808,76.06085120001808,76.32709150004666,76.32711190008558,76.34350930002984,77.34352610004134,77.3271121000871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00012_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,77.34352610004134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.32745240000077,77.34352610004134,77.34352610004134,77.57732490007766,5,0.2242951999651268,None,77.57772460009437,77.59338400000706,77.59338400000706,77.59338400000706,77.59338400000706,79.24424500006717,1,1,1.6504279000218958,None,79.24490190006327,79.26467639999464,79.26467639999464,79.26467639999464,79.26467639999464,79.54365520004649,79.54367360007018,79.56007270002738,80.55993580003269,80.5436901000794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/am00011_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,80.55993580003269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.54405210004188,80.55993580003269,80.55993580003269,80.5771253000712,5,0.008156799944117665,None,80.57747390004806,80.59327160008252,80.59327160008252,80.59327160008252,80.59327160008252,81.81037600000855,2,1,1.215070000034757,0.0003755999496206641,81.81085280003026,81.82755990000442,81.82755990000442,81.82755990000442,81.82755990000442,82.09376830002293,82.09378880006261,82.11013370007277,83.110239700065,83.09373200009577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00001_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,83.110239700065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.09410760004539,83.110239700065,83.110239700065,84.57811500004027,5,1.457647299976088,None,84.57871600007638,84.59372480004095,84.59372480004095,84.59372480004095,84.59372480004095,85.81074410001747,1,1,1.2031213999725878,0.001222599996253848,85.81125740008429,85.82837280002423,85.82837280002423,85.82837280002423,85.82837280002423,86.11038140009623,86.11040140001569,86.12657170009334,87.12653480004519,87.11034210002981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/af00002_fg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,87.12653480004519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.11068240005989,87.12653480004519,87.12653480004519,87.57724790007342,5,0.4417571999365464,None,87.57776040001772,87.59343690006062,87.59343690006062,87.59343690006062,87.59343690006062,88.59411710000131,2,1,0.987497599911876,0.0013880999758839607,88.5947047000518,88.61384330003057,88.61384330003057,88.61384330003057,88.61384330003057,88.89358610007912,88.8936089000199,88.91006770008244,,89.89375160005875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wf00004_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,89.91030049999245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.89414610003587,89.91030049999245,89.91030049999245,90.57735560007859,5,0.6580626000650227,None,90.57775689999107,90.593504199991,90.593504199991,90.593504199991,90.593504199991,91.57725200010464,1,1,0.9725117000052705,0.0009336000075563788,91.5777739000041,91.59304250008427,91.59304250008427,91.59304250008427,91.59304250008427,91.86039620009251,91.86042010004167,91.87701880000532,92.87684460007586,92.8603742000414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
cropped/af00009_fg.png,cropped/wf00009_fg.png,IAT_image/wm00003_fg.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,92.87684460007586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.86072670004796,92.87684460007586,92.87684460007586,93.57714360009413,5,0.6914883999852464,None,93.57751070009544,93.59340680006426,93.59340680006426,93.59340680006426,93.59340680006426,94.44428370008245,1,1,0.849465100094676,0.0009109999518841505,94.44486680009868,94.46365890000015,94.46365890000015,94.46365890000015,94.46365890000015,94.74363440007437,94.74365489999764,94.76008920010645,,95.74383520008996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.74391140008811,95.76778310001828,95.76778310001828,95.76778310001828,95.76778310001828,95.76778310001828,95.76778310001828,103.42576570005622,1,7.645090000005439,0.0008347999537363648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,2,Strong,Weak,Brawny,left,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,103.44278160005342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.43777750001755,103.44278160005342,103.44278160005342,103.57692110002972,5,0.12508770008571446,None,,,,,,,,,,,,,,,,,105.64334350009449,105.65981280000415,,106.643476700061,,,,,,,,,,,,103.57748680002987,103.59285520005506,103.59285520005506,103.59285520005506,103.59285520005506,105.3434680000646,2,1,1.749886199948378,None,105.3440028000623,105.35865700000431,105.35865700000431,105.35865700000431,105.35865700000431,105.65981280000415,105.65981280000415,105.65981280000415,105.65981280000415,105.64332840009592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,1,Strong,Weak,Soft,right,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,106.65991650009528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.64380850002635,106.65991650009528,106.65991650009528,107.5776073000161,5,0.9080641999607906,None,,,,,,,,,,,,,,,,,109.1929730999982,109.20983450009953,,110.1934986000415,,,,,,,,,,,,107.57831680006348,107.59311940008774,107.59311940008774,107.59311940008774,107.59311940008774,108.90951700008009,1,1,1.3157683999743313,None,108.91003510006703,108.92650240007788,108.92650240007788,108.92650240007788,108.92650240007788,,,,,109.19295610010158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,1,Strong,Weak,Puny,right,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,110.21008620003704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.19387570000254,110.21008620003704,110.21008620003704,110.57696740003303,5,0.3578012000070885,None,,,,,,,,,,,,,,,,,112.04329120006878,112.05965720000677,,113.04379140003584,,,,,,,,,,,,110.57733090000693,110.59344520000741,110.59344520000741,110.59344520000741,110.59344520000741,111.75931059999857,1,1,1.157844900037162,0.0008674999698996544,111.75973450008314,111.77656980010215,111.77656980010215,111.77656980010215,111.77656980010215,,,,,112.04327360005118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,2,Strong,Weak,Athletic,left,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,113.06044100003783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.04422480007634,113.06044100003783,113.06044100003783,113.5773372000549,5,0.5078020999208093,None,,,,,,,,,,,,,,,,,114.64327270002104,114.65947250009049,,115.6433612999972,,,,,,,,,,,,113.57777309999801,113.59348979999777,113.59348979999777,113.59348979999777,113.59348979999777,114.35926769999787,2,1,0.7532855001045391,0.0010619999375194311,114.35967090004124,114.37652700010221,114.37652700010221,114.37652700010221,114.37652700010221,,,,,114.64325690001715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,2,Strong,Weak,Powerful,left,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,115.66002010006923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.64373020001221,115.66002010006923,115.66002010006923,116.57718770008069,5,0.9080022999551147,None,,,,,,,,,,,,,,,,,117.87655270006508,117.89299620001111,,118.87668260000646,,,,,,,,,,,,116.57760040007997,116.5933125000447,116.5933125000447,116.5933125000447,116.5933125000447,117.57653770002071,2,1,0.9825731000164524,None,117.57682120008394,117.59290020004846,117.59290020004846,117.59290020004846,117.59290020004846,117.89299620001111,117.89299620001111,117.89299620001111,117.89299620001111,117.87653760006651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,2,Strong,Weak,Burly,left,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,118.89331300009508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.87703910004348,118.89331300009508,118.89331300009508,119.57714660000056,5,0.6746324999257922,None,,,,,,,,,,,,,,,,,123.99317190004513,124.00947500008624,,124.99339160008822,,,,,,,,,,,,119.57754399999976,119.59349530003965,119.59349530003965,119.59349530003965,119.59349530003965,123.70904149999842,2,1,4.113762900000438,0.0008980999700725079,123.70948489999864,123.72642419999465,123.72642419999465,123.72642419999465,123.72642419999465,,,,,123.9931554000359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,2,Strong,Weak,Muscly,left,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,125.00990669999737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.99374850001186,125.00990669999737,125.00990669999737,125.57655860006344,5,0.5579790000338107,None,,,,,,,,,,,,,,,,,126.72650540003087,126.74299350008368,,127.72670670005027,,,,,,,,,,,,125.57676440000068,125.59248660004232,125.59248660004232,125.59248660004232,125.59248660004232,126.42686930007767,2,1,0.82874239992816,0.0008790000574663281,126.42731200007256,126.44300070009194,126.44300070009194,126.44300070009194,126.44300070009194,126.74299350008368,126.74299350008368,126.74299350008368,126.74299350008368,126.72648920002393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,1,Strong,Weak,Fragile,right,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,127.74323340004776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.72704720008187,127.74323340004776,127.74323340004776,129.5775743999984,5,1.8249789000255987,None,,,,,,,,,,,,,,,,,130.6264647000935,130.64292730006855,,131.6266282000579,,,,,,,,,,,,129.57808910007589,129.59319500008132,129.59319500008132,129.59319500008132,129.59319500008132,130.3266622000374,1,1,0.7246480999747291,0.0012450000504031777,130.32702660001814,130.3430170000065,130.3430170000065,130.3430170000065,130.3430170000065,130.64292730006855,130.64292730006855,130.64292730006855,130.64292730006855,130.6264497000957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,1,Strong,Weak,Skinny,right,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,131.643209700007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.62698390008882,131.643209700007,131.643209700007,132.57680570008233,5,0.9250911000417545,None,,,,,,,,,,,,,,,,,133.5430485000834,133.55953379999846,134.55961050000042,134.54296039999463,,,,,,,,,,,,132.57720150006935,132.59334840008523,132.59334840008523,132.59334840008523,132.59334840008523,133.2434571000049,1,1,0.6334097000071779,0.0009583999635651708,133.24388770002406,133.25858710007742,133.25858710007742,133.25858710007742,133.25858710007742,133.55953379999846,133.55953379999846,133.55953379999846,133.55953379999846,133.54303540010005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,1,Strong,Weak,Delicate,right,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,134.55961050000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.5431946000317,134.55961050000042,134.55961050000042,135.57702470000368,5,1.0084981999825686,None,,,,,,,,,,,,,,,,,136.5427459999919,136.55961380002555,,137.54374610004015,,,,,,,,,,,,135.577492200071,135.59313120006118,135.59313120006118,135.59313120006118,135.59313120006118,136.25914920005016,1,1,0.6620849999599159,0.0008641000604256988,136.25958990002982,136.27629740000702,136.27629740000702,136.27629740000702,136.27629740000702,,,,,136.54273010010365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
