Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Randomise questionnaire elements?,comf_religion,comf_science,comf_healthcare,comf_community,comf_firefighter,comf_police,comf_gun,comf_immigration,comf_media,comf_voting,OpenEnded,END QUESTIONNAIRE
1,1729274951747,18/10/2024 18:09:11,1729274951648,-4,18/10/2024 14:09:11,187086,12,questionnaire-xwu3,,40755847,0ydpazze,11890741,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,1536x864,1528x746,,,,Purpose/Comfort Exit Questions,3,No,5,7,5,6,7,5,7,6,7,7,To get understanding of our mindset towards hot button topics like religion and the police.,81411
1,1729274992239,18/10/2024 18:09:52,1729274992077,-4,18/10/2024 14:09:52,187086,12,questionnaire-xwu3,,40755875,0y25nbir,11890767,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1603x902,1604x734,,,,Purpose/Comfort Exit Questions,3,No,7,7,7,7,7,7,5,5,4,7,"Hmm, I would say the purpose of this study is to see how individuals' opinions compares to various of topics, how invested they seem to be in these topics.",101523
1,1729275062230,18/10/2024 18:11:02,1729275062023,-4,18/10/2024 14:11:02,187086,12,questionnaire-xwu3,,40755911,tsduml9g,11890749,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1024x640,1024x494,,,,Purpose/Comfort Exit Questions,3,No,7,7,7,1,5,7,7,7,7,7,"Defining values and clarification of certain popular tops, by political party.",83695
1,1729275086947,18/10/2024 18:11:26,1729275084220,-4,18/10/2024 14:11:24,187086,12,questionnaire-xwu3,,40755939,t617gi7b,11890844,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 130.0,1920x1080,1770x881,,,,Purpose/Comfort Exit Questions,3,No,7,7,7,7,7,7,7,7,7,7,Opinions of politics these days.,87468
1,1729275098057,18/10/2024 18:11:38,1729275097795,-5,18/10/2024 13:11:37,187086,12,questionnaire-xwu3,,40755946,waf5x8sf,11890707,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1440x900,1440x812,,,,Purpose/Comfort Exit Questions,3,No,2,7,7,4,7,5,6,7,5,7,gathering data about positive/negative associations with political concepts/langauge by demographic,104750
1,1729275104252,18/10/2024 18:11:44,1729275104199,5,18/10/2024 23:11:44,187086,12,questionnaire-xwu3,,40755948,y0jqwrja,11890821,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1366x768,681x632,,,,Purpose/Comfort Exit Questions,3,No,5,5,5,5,5,5,3,3,5,5,it just to no about some topic ,163196
1,1729275113858,18/10/2024 18:11:53,1729275113708,-5,18/10/2024 13:11:53,187086,12,questionnaire-xwu3,,40755958,3c7n8oa4,11890724,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1512x982,3024x1646,,,,Purpose/Comfort Exit Questions,3,No,7,5,5,6,7,5,7,5,7,7,To measure people's politcal engagement ,29434
1,1729275131086,18/10/2024 18:12:11,1729275131621,-7,18/10/2024 11:12:11,187086,12,questionnaire-xwu3,,40755972,t8kv2rup,11890861,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2048x1152,2048x991,,,,Purpose/Comfort Exit Questions,3,No,6,7,6,6,7,7,6,6,7,7,I am not sure.,19025
1,1729275134682,18/10/2024 18:12:14,1729275135606,-5,18/10/2024 13:12:15,187086,12,questionnaire-xwu3,,40755974,9jupmie1,11890850,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1396x632,,,,Purpose/Comfort Exit Questions,3,No,7,7,6,5,6,5,7,2,2,7,how you feel about political and societal issues facing the USA today.,122703
1,1729275157912,18/10/2024 18:12:37,1729275157855,5,18/10/2024 23:12:37,187086,12,questionnaire-xwu3,,40755992,tzkguild,11890820,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1366x768,681x632,,,,Purpose/Comfort Exit Questions,3,No,5,5,6,6,6,6,2,3,5,5,it just to no about topic ,122297
1,1729275157862,18/10/2024 18:12:37,1729275156737,-5,18/10/2024 13:12:36,187086,12,questionnaire-xwu3,,40755995,zy6ugjaq,11890909,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1138x639,1138x552,,,,Purpose/Comfort Exit Questions,3,No,6,6,4,5,7,5,7,5,7,5,my opinions,24089
1,1729275203935,18/10/2024 18:13:23,1729275203908,-7,18/10/2024 11:13:23,187086,12,questionnaire-xwu3,,40756008,qf77qiph,11890936,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1280x720,1280x585,,,,Purpose/Comfort Exit Questions,3,No,7,6,5,6,5,6,3,6,6,6,"to know know the concept of healthcare,religion,firefighter and police",84666
1,1729275182373,18/10/2024 18:13:02,1729275181895,-5,18/10/2024 13:13:01,187086,12,questionnaire-xwu3,,40756009,xc7eibf5,11890858,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x911,,,,Purpose/Comfort Exit Questions,3,No,3,6,5,6,6,3,3,5,3,5,To see how you feel about voting in society and what public services are favorably looked upon,40978
1,1729275199452,18/10/2024 18:13:19,1729275198522,-4,18/10/2024 14:13:18,187086,12,questionnaire-xwu3,,40756024,4o8zdrt9,11890855,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,,,Purpose/Comfort Exit Questions,3,No,7,6,6,6,6,6,6,5,6,7,Politcal views and stance,53883
1,1729275215777,18/10/2024 18:13:35,1729275215629,-5,18/10/2024 13:13:35,187086,12,questionnaire-xwu3,,40756037,oszpjxfg,11890922,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x738,,,,Purpose/Comfort Exit Questions,3,No,1,7,7,7,7,6,2,7,1,7,Ideals about political buzz words,30823
1,1729275252291,18/10/2024 18:14:12,1729275236009,-5,18/10/2024 13:13:56,187086,12,questionnaire-xwu3,,40756040,hv7evgcg,11890797,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1366x768,1366x679,,,,Purpose/Comfort Exit Questions,3,No,7,7,7,7,7,7,1,2,7,7,To know my political and social view.,99777
1,1729275318631,18/10/2024 18:15:18,1729275317378,-4,18/10/2024 14:15:17,187086,12,questionnaire-xwu3,,40756104,an19cx2w,11890744,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,1276x496,,,,Purpose/Comfort Exit Questions,3,No,5,6,6,5,2,5,3,5,5,5,good,26765
1,1729275328766,18/10/2024 18:15:28,1729275328637,0,18/10/2024 18:15:28,187086,12,questionnaire-xwu3,,40756112,b40mqglp,11890892,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 130.0.0.0,1920x1080,1920x932,,,,Purpose/Comfort Exit Questions,3,No,7,7,7,7,7,7,7,7,7,7,Voting and politics evaluation,61983
1,1729275371178,18/10/2024 18:16:11,1729275371099,-5,18/10/2024 13:16:11,187086,12,questionnaire-xwu3,,40756137,h45re138,11890887,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,1280x1024,1272x898,,,,Purpose/Comfort Exit Questions,3,No,5,6,5,3,6,5,5,4,5,5,evaluating beliefs on touchy subjects?,59713
1,1729275533552,18/10/2024 18:18:53,1729275534741,-5,18/10/2024 13:18:54,187086,12,questionnaire-xwu3,,40756226,rmcfqvzu,11890848,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x991,,,,Purpose/Comfort Exit Questions,3,No,7,7,7,7,7,7,7,7,7,7,unsure,34644
1,1729275535530,18/10/2024 18:18:55,1729275533874,-4,18/10/2024 14:18:53,187086,12,questionnaire-xwu3,,40756229,8n9080m8,11890789,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 117.0.0.0,1300x730,1300x606,,,,Purpose/Comfort Exit Questions,3,No,6,6,5,5,5,5,4,5,3,6,to get a social response,94325
1,1729275563538,18/10/2024 18:19:23,1729275563461,-4,18/10/2024 14:19:23,187086,12,questionnaire-xwu3,,40756244,z23qaay5,11890874,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x695,,,,Purpose/Comfort Exit Questions,3,No,5,7,6,7,6,5,5,6,3,6,"To understand whether geography influences people's thoughts about immigration, police, reilgion, healthcare, and voting.",107790
1,1729275602447,18/10/2024 18:20:02,1729275602320,-4,18/10/2024 14:20:02,187086,12,questionnaire-xwu3,,40756265,zfy39k3k,11890965,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.3,1470x956,1470x839,,,,Purpose/Comfort Exit Questions,3,No,6,6,6,6,5,5,3,3,3,3,To understand participants views towards these different topics. ,38658
1,1729275627325,18/10/2024 18:20:27,1729275611181,-5,18/10/2024 13:20:11,187086,12,questionnaire-xwu3,,40756272,vgc2ashz,11890925,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,3440x1440,1718x632,,,,Purpose/Comfort Exit Questions,3,No,6,6,7,7,6,7,6,6,7,6,I think the purpose was to see what I thought about the current situation of the country,57282
1,1729275640643,18/10/2024 18:20:40,1729275638156,-4,18/10/2024 14:20:38,187086,12,questionnaire-xwu3,,40756286,xbo9dya6,11890942,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,1366x768,1358x642,,,,Purpose/Comfort Exit Questions,3,No,7,7,7,7,7,7,7,7,7,7,To see how people feel about hot topics affecting society today,43666
1,1729275662075,18/10/2024 18:21:02,1729275646300,-4,18/10/2024 14:20:46,187086,12,questionnaire-xwu3,,40756293,jeiige9c,11890929,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,3440x1440,1718x632,,,,Purpose/Comfort Exit Questions,3,No,6,6,6,6,6,7,6,6,6,6,The purpose was to check what I thought about government officials,51736
1,1729275695593,18/10/2024 18:21:35,1729275695144,-4,18/10/2024 14:21:35,187086,12,questionnaire-xwu3,,40756315,4t1fayeq,11890959,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1368x620,1366x613,,,,Purpose/Comfort Exit Questions,3,No,1,6,5,4,6,2,3,5,1,6,To see how people really feel about things like religion and voting. ,34166
1,1729275698567,18/10/2024 18:21:38,1729275698056,-4,18/10/2024 14:21:38,187086,12,questionnaire-xwu3,,40756318,cevshhg3,11890902,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x695,,,,Purpose/Comfort Exit Questions,3,No,6,7,7,6,7,6,7,6,7,7,Judging attidues toward politics,127679
1,1729275803549,18/10/2024 18:23:23,1729275802404,-4,18/10/2024 14:23:22,187086,12,questionnaire-xwu3,,40756383,v2cbzpuv,11890945,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,1536x864,1528x786,,,,Purpose/Comfort Exit Questions,3,No,5,3,3,5,7,5,3,5,5,5,To find out how we beleive with each type of group listed and how willing we are to share those beleifs with others.,89302
1,1729275919962,18/10/2024 18:25:19,1729275921201,-4,18/10/2024 14:25:21,187086,12,questionnaire-xwu3,,40756429,hxii1dar,11891004,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1368x912,1368x743,,,,Purpose/Comfort Exit Questions,3,No,4,7,7,2,5,2,6,7,3,6,I would say that the purpose of this study is to gain perspectives on various topics such as police and firefighters to see new insights.,408980
1,1729275947312,18/10/2024 18:25:47,1729275947439,2,18/10/2024 20:25:47,187086,12,questionnaire-xwu3,,40756445,q79brs7h,11891020,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,1920x1080,1912x928,,,,Purpose/Comfort Exit Questions,3,No,1,7,7,4,7,7,1,4,1,7,I am not sure,22130
1,1729275977459,18/10/2024 18:26:17,1729275976865,-5,18/10/2024 13:26:16,187086,12,questionnaire-xwu3,,40756462,7gyth7ac,11890814,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 131.0,1536x864,1536x703,,,,Purpose/Comfort Exit Questions,3,No,1,6,7,3,6,2,3,2,1,3,To gauge my political beliefs.,82067
1,1729276022101,18/10/2024 18:27:02,1729276021996,-5,18/10/2024 13:27:01,187086,12,questionnaire-xwu3,,40756480,i5q27x0d,11890989,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 131.0,1536x864,1536x721,,,,Purpose/Comfort Exit Questions,3,No,1,7,7,4,7,1,1,7,1,4,Opinions on political topics and healthcare,128644
1,1729276044663,18/10/2024 18:27:24,1729276043864,-4,18/10/2024 14:27:23,187086,12,questionnaire-xwu3,,40756488,panz4ida,11890864,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1093x615,1094x488,,,,Purpose/Comfort Exit Questions,3,No,3,5,6,5,7,3,6,3,3,6,trying to under people's perspectives towards politics,96313
1,1729276051725,18/10/2024 18:27:31,1729276060781,-4,18/10/2024 14:27:40,187086,12,questionnaire-xwu3,,40756489,sf85vh63,11890983,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1366x768,689x295,,,,Purpose/Comfort Exit Questions,3,No,6,5,5,5,5,5,5,5,5,5,social response task,45286
1,1729276054038,18/10/2024 18:27:34,1729276052343,-5,18/10/2024 13:27:32,187086,12,questionnaire-xwu3,,40756496,ido5zaq6,11890940,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x953,,,,Purpose/Comfort Exit Questions,3,No,5,5,4,2,5,5,6,3,2,5,To measure general hopes,74104
1,1729276060293,18/10/2024 18:27:40,1729276059992,-4,18/10/2024 14:27:39,187086,12,questionnaire-xwu3,,40756498,y48kghzg,11891018,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1440x900,1440x812,,,,Purpose/Comfort Exit Questions,3,No,7,7,7,4,7,7,7,7,7,7,Gain access to peoples opinions ,33542
1,1729276232487,18/10/2024 18:30:32,1729276232365,-5,18/10/2024 13:30:32,187086,12,questionnaire-xwu3,,40756553,17bbesgw,11891011,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x800,1280x631,,,,Purpose/Comfort Exit Questions,3,No,7,5,5,5,6,5,3,5,5,5,To see our views on various issues.,54531
1,1729276277823,18/10/2024 18:31:17,1729276278998,-5,18/10/2024 13:31:18,187086,12,questionnaire-xwu3,,40756567,lew8zknd,11890969,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1366x768,1366x607,,,,Purpose/Comfort Exit Questions,3,No,2,6,3,3,6,3,5,5,6,3,people beliefs on current topics,68392
1,1729276282218,18/10/2024 18:31:22,1729276282013,-5,18/10/2024 13:31:22,187086,12,questionnaire-xwu3,,40756568,tozl4b1t,11890923,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1728x1117,1728x992,,,,Purpose/Comfort Exit Questions,3,No,7,7,7,7,7,7,7,7,7,7,Not sure ,27788
1,1729276305846,18/10/2024 18:31:45,1729276290122,-4,18/10/2024 14:31:30,187086,12,questionnaire-xwu3,,40756578,2p5qc1g1,11890933,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,3440x1440,1718x632,,,,Purpose/Comfort Exit Questions,3,No,7,6,6,6,6,7,6,6,6,6,This study's purpose was to collect from me what I think of different aspects of the community,52855
1,1729276366859,18/10/2024 18:32:46,1729276366692,-4,18/10/2024 14:32:46,187086,12,questionnaire-xwu3,,40756597,o2sv6zi4,11891060,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1512x982,1512x760,,,,Purpose/Comfort Exit Questions,3,No,5,2,2,3,5,5,4,3,5,6,To evaluate peoples feelings towards different issues that are common in our country..,44768
1,1729276373916,18/10/2024 18:32:53,1729276372410,-4,18/10/2024 14:32:52,187086,12,questionnaire-xwu3,,40756602,sjohe5tu,11890997,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x695,,,,Purpose/Comfort Exit Questions,3,No,4,4,5,5,7,6,5,4,4,4,To find out what people's opinions are ,60583
1,1729276404710,18/10/2024 18:33:24,1729276404556,-5,18/10/2024 13:33:24,187086,12,questionnaire-xwu3,,40756614,kvkgokfb,11890943,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x813,,,,Purpose/Comfort Exit Questions,3,No,1,7,7,3,7,1,1,1,1,1,feelings about hot topics,81209
1,1729276413847,18/10/2024 18:33:33,1729276413668,-4,18/10/2024 14:33:33,187086,12,questionnaire-xwu3,,40756617,qa5yt318,11890961,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1366x768,1366x641,,,,Purpose/Comfort Exit Questions,3,No,3,5,3,3,5,2,2,3,2,3,The gauge an individuals attitudes with society and political topics.,70495
1,1729276646131,18/10/2024 18:37:26,1729276517262,-4,18/10/2024 14:35:17,187086,12,questionnaire-xwu3,,40756709,d5p0eraf,11890999,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1428x660,1422x657,,,,Purpose/Comfort Exit Questions,3,No,6,7,7,7,7,7,7,7,7,7,The purpose of this study would likely be to explore and analyze the complex feelings and perceptions individuals have about various societal concepts,57905
1,1729276746203,18/10/2024 18:39:06,1729276746101,-4,18/10/2024 14:39:06,187086,12,questionnaire-xwu3,,40756748,75j7t7c9,11891002,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1680x1050,1680x889,,,,Purpose/Comfort Exit Questions,3,No,1,6,5,6,6,2,1,5,3,7,how conservatives and liberals view each other,51180
1,1729276751029,18/10/2024 18:39:11,1729276750758,-4,18/10/2024 14:39:10,187086,12,questionnaire-xwu3,,40756749,5xzsrpp7,11891007,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1366x768,1366x599,,,,Purpose/Comfort Exit Questions,3,No,7,7,7,7,7,7,7,7,7,7,opinions on polarizing topics. ,73639
1,1729276963158,18/10/2024 18:42:43,1729276962453,0,18/10/2024 18:42:42,187086,12,questionnaire-xwu3,,40756825,8q95dfpt,11890967,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,957x867,,,,Purpose/Comfort Exit Questions,3,No,5,6,5,3,5,2,3,2,6,3,to know the feelings of people about the country,141911
1,1729276974820,18/10/2024 18:42:54,1729276974128,0,18/10/2024 18:42:54,187086,12,questionnaire-xwu3,,40756833,ri6rkuoq,11890966,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,957x876,,,,Purpose/Comfort Exit Questions,3,No,6,7,5,5,6,5,3,7,3,6,to know people views on certain sectors in the country,98723
1,1729277075264,18/10/2024 18:44:35,1729277079226,-4,18/10/2024 14:44:39,187086,12,questionnaire-xwu3,,40756874,dj2mkkf9,11891038,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,2560x1440,2004x1027,,,,Purpose/Comfort Exit Questions,3,No,2,7,6,5,6,3,5,5,3,6,To understand people's opinions on potentially divisive topics,78955
1,1729277125601,18/10/2024 18:45:25,1729277125744,-4,18/10/2024 14:45:25,187086,12,questionnaire-xwu3,,40756890,mvf5qzqo,11891127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x738,,,,Purpose/Comfort Exit Questions,3,No,6,5,5,7,7,5,3,2,6,5,to see how people view others in society. ,32545
1,1729277154963,18/10/2024 18:45:54,1729277155848,-5,18/10/2024 13:45:55,187086,12,questionnaire-xwu3,,40756900,a7kkt3mm,11891000,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,1536x864,1528x698,,,,Purpose/Comfort Exit Questions,3,No,6,4,4,5,6,2,5,1,2,1,To see what my feelings are toward certain topics. ,54041
1,1729277177470,18/10/2024 18:46:17,1729277179531,-4,18/10/2024 14:46:19,187086,12,questionnaire-xwu3,,40756910,n0dlfo66,11891028,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,1536x960,1528x834,,,,Purpose/Comfort Exit Questions,3,No,6,5,6,6,6,6,7,6,6,6,to determine how we feel about existing issues affecting the country,26751
1,1729277180050,18/10/2024 18:46:20,1729277097164,-5,18/10/2024 13:44:57,187086,12,questionnaire-xwu3,,40756911,9q3qicl1,11891030,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x911,,,,Purpose/Comfort Exit Questions,3,No,7,6,6,6,6,6,6,6,6,6,To know my opinon about different issues,67047
1,1729277188815,18/10/2024 18:46:28,1729277188705,-5,18/10/2024 13:46:28,187086,12,questionnaire-xwu3,,40756917,sw8nkqf0,11891115,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1912x922,,,,Purpose/Comfort Exit Questions,3,No,1,1,1,1,1,1,1,1,1,1,To see how people feel about current political topics.,40164
1,1729277303785,18/10/2024 18:48:23,1729277303566,-6,18/10/2024 12:48:23,187086,12,questionnaire-xwu3,,40756963,akdjcffe,11891025,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1366x768,1366x599,,,,Purpose/Comfort Exit Questions,3,No,3,6,6,3,5,2,5,5,2,5,"To gain some insight on how people view certain topics (e.g. firefighters, police, politics, immigration)",134577
1,1729277338850,18/10/2024 18:48:58,1729277338008,-4,18/10/2024 14:48:58,187086,12,questionnaire-xwu3,,40756976,9jn1jsz0,11891080,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 129.0.0.0,1366x768,1366x633,,,,Purpose/Comfort Exit Questions,3,No,7,5,6,5,6,5,6,5,6,7,To learn people's thoughts and feelings about highly controversial and political topics. ,66579
1,1729277429358,18/10/2024 18:50:29,1729277429131,-5,18/10/2024 13:50:29,187086,12,questionnaire-xwu3,,40757021,t7xwkj4p,11891024,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1536x864,1536x730,,,,Purpose/Comfort Exit Questions,3,No,7,6,6,5,7,6,6,7,7,7,I think maybe the purpose of this study was to determine how my overall views of different areas are affected by my political stances.,123212
1,1729277524543,18/10/2024 18:52:04,1729277524421,-4,18/10/2024 14:52:04,187086,12,questionnaire-xwu3,,40757068,lnvhisll,11891220,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1366x768,1366x641,,,,Purpose/Comfort Exit Questions,3,No,7,7,6,7,7,7,6,6,7,7,social response opinion,35435
1,1729277530797,18/10/2024 18:52:10,1729277539788,-4,18/10/2024 14:52:19,187086,12,questionnaire-xwu3,,40757069,413yendb,11890978,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1366x768,689x296,,,,Purpose/Comfort Exit Questions,3,No,6,6,6,6,6,6,5,6,6,6,social response,28889
1,1729277573285,18/10/2024 18:52:53,1729277572181,-4,18/10/2024 14:52:52,187086,12,questionnaire-xwu3,,40757091,1icscth7,11891039,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,958x952,,,,Purpose/Comfort Exit Questions,3,No,6,3,6,5,6,5,3,6,6,5,get people perspective ,62998
1,1729277847444,18/10/2024 18:57:27,1729277847058,-5,18/10/2024 13:57:27,187086,12,questionnaire-xwu3,,40757201,cl74uz44,11891100,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1280x720,1280x585,,,,Purpose/Comfort Exit Questions,3,No,7,7,7,7,7,7,7,2,5,7,Finding out peoples voting priorities.,66438
1,1729277848290,18/10/2024 18:57:28,1729277847769,1,18/10/2024 19:57:27,187086,12,questionnaire-xwu3,,40757203,2sruhr2s,11891110,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1440x900,1440x778,,,,Purpose/Comfort Exit Questions,3,No,7,6,6,5,6,6,5,6,3,6,"The purpose of this study seems to be to explore and articulate feelings and perspectives on various concepts,",59913
1,1729277857518,18/10/2024 18:57:37,1729277857642,-4,18/10/2024 14:57:37,187086,12,questionnaire-xwu3,,40757214,e8sf2ck1,11891143,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x953,,,,Purpose/Comfort Exit Questions,3,No,7,7,5,4,7,5,7,4,4,7,To ascertain indvidual perceptions of social issues.,51127
1,1729278056402,18/10/2024 19:00:56,1729278056144,-4,18/10/2024 15:00:56,187086,12,questionnaire-xwu3,,40757292,2su1n2hg,11891147,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1292x944,,,,Purpose/Comfort Exit Questions,3,No,5,6,5,6,5,6,5,5,6,5,Social response task,47148
1,1729278295502,18/10/2024 19:04:55,1729278296432,-4,18/10/2024 15:04:56,187086,12,questionnaire-xwu3,,40757391,a0wyzurz,11891136,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1366x768,1366x607,,,,Purpose/Comfort Exit Questions,3,No,6,7,7,5,7,6,3,4,6,7,To find out my opinion on a wide range of topics,70097
1,1729278291371,18/10/2024 19:04:51,1729278292774,-5,18/10/2024 14:04:52,187086,12,questionnaire-xwu3,,40757392,26m9zd8m,11891203,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,1536x864,1528x738,,,,Purpose/Comfort Exit Questions,3,No,1,1,1,1,1,1,1,1,1,1,see how i feel about social issues,75687
1,1729278350258,18/10/2024 19:05:50,1729278466419,5,19/10/2024 00:07:46,187086,12,questionnaire-xwu3,,40757407,bxewrc3c,11891094,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1600x900,1600x773,,,,Purpose/Comfort Exit Questions,3,No,5,6,6,4,5,3,4,3,5,6,Probably opinions on common social issue.,56368
1,1729278636372,18/10/2024 19:10:36,1729278632883,-5,18/10/2024 14:10:32,187086,12,questionnaire-xwu3,,40757477,ia799imy,11891173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,,,Purpose/Comfort Exit Questions,3,No,6,7,6,7,7,7,7,7,7,7,To  learn people's percetion and opinions about different social topics.,84848
1,1729278674894,18/10/2024 19:11:14,1729278673087,-5,18/10/2024 14:11:13,187086,12,questionnaire-xwu3,,40757485,729s5ngy,11891314,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x957,,,,Purpose/Comfort Exit Questions,3,No,7,7,7,7,7,7,7,7,7,7,Social interaction,24798
1,1729278679449,18/10/2024 19:11:19,1729278680096,-4,18/10/2024 15:11:20,187086,12,questionnaire-xwu3,,40757490,6a04yug9,11891249,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1366x768,1366x633,,,,Purpose/Comfort Exit Questions,3,No,6,7,7,7,7,7,7,6,5,7,I don't know.,50895
1,1729278713174,18/10/2024 19:11:53,1729278714469,-4,18/10/2024 15:11:54,187086,12,questionnaire-xwu3,,40757502,mgpbz37z,11891269,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x738,,,,Purpose/Comfort Exit Questions,3,No,7,7,7,7,7,7,7,7,7,7,"i have no idea,",31918
