,TotEff,MedEff,DirEff,SumEff,SobelT
0,0.06684743655063555,0.02173545036430589,0.045111986186329354,0.06684743655063524,0.3978451519107004
1,-0.03307541961353183,-0.015246015652536738,-0.017829403960994736,-0.03307541961353147,-0.2790673241127185
2,-0.11298405598109364,-0.017048132536401903,-0.09593592344469144,-0.11298405598109335,-0.31205236243561874
3,0.03246229882873845,0.012851341597788005,0.019610957230951017,0.03246229882873902,0.2352352244258166
4,0.05245349061464712,0.013647443402444764,0.0388060472122028,0.05245349061464756,0.24980691498409321
5,-0.08130758801737396,-0.012121684394150886,-0.06918590362322297,-0.08130758801737385,-0.22187996408650218
6,0.10640092342322965,0.02313544425605742,0.08326547916717238,0.10640092342322979,0.42346132743935117
7,-0.0064248149843251865,-0.009465148708828319,0.0030403337245025605,-0.006424814984325758,-0.17325470064201334
8,0.04760465511236372,-0.010044669202472102,0.057649324314835146,0.047604655112363045,-0.18386233830644724
9,0.12223412002774989,0.011481502506574091,0.11075261752117566,0.12223412002774975,0.21016219017719934
10,-0.06690212807603747,-0.01929274366130874,-0.04760938441472905,-0.06690212807603779,-0.3531365046768347
11,-0.03552070649936732,0.016889279045277514,-0.05240998554464478,-0.03552070649936727,0.3091445253301327
12,-0.033357512744563965,0.02681071305079102,-0.06016822579535458,-0.033357512744563556,0.49073053512399756
13,0.04439368687086828,-0.02320638411574076,0.06760007098660921,0.04439368687086845,-0.4247634329823474
14,-0.03205211238820548,-0.025564190957372675,-0.006487921430832797,-0.032052112388205475,-0.4679172234820108
15,0.001072241748057201,0.0322590276467363,-0.031186785898678772,0.0010722417480575272,0.590442572865327
16,0.03562865029950899,0.028829731496238572,0.006798918803270571,0.035628650299509144,0.5276811710381804
17,0.012541630325588186,-0.015752267925853748,0.028293898251442084,0.012541630325588336,-0.2883340469344387
18,0.01857352987740575,0.044790129669925856,-0.026216599792519987,0.01857352987740587,0.819727195613458
19,0.04000109383050878,-0.022402240780550645,0.0624033346110595,0.04000109383050886,-0.41004967151044813
20,0.10300717034683182,-0.020403355297126644,0.12341052564395816,0.10300717034683152,-0.3734632140701581
21,0.07200715019732211,0.027528670177920943,0.0444784800194014,0.07200715019732234,0.5038723014884159
22,0.03555812701675086,0.031474466592839194,0.004083660423911994,0.035558127016751186,0.5760826654736304
23,-0.06919917214301444,-0.03208518924788033,-0.037113982895134234,-0.06919917214301456,-0.5872664019020893
24,-0.013374956462666194,-0.026396416824864207,0.013021460362197887,-0.01337495646266632,-0.48314900046914655
25,0.05522692665290836,0.021117282838422104,0.03410964381448655,0.05522692665290865,0.3865320817079043
26,-0.012426490272103734,-0.03030567162255454,0.01787918135045064,-0.012426490272103897,-0.55469748199001
27,0.010820286526023987,-0.010240369055859991,0.021060655581883685,0.010820286526023693,-0.1874445499676693
28,0.017373194819849416,-0.010117445553478294,0.027490640373327897,0.017373194819849603,-0.18519443799526966
29,0.021866535407006914,-0.010038698870675836,0.031905234277682465,0.02186653540700663,-0.18375290891136817
30,0.033091251370887816,-0.009384686899469596,0.04247593827035662,0.03309125137088702,-0.17178177965824268
31,-0.023088459224588163,-0.011445581071647885,-0.011642878152940461,-0.023088459224588347,-0.20950478525592323
32,0.0013960731484772629,-0.010703400981080908,0.012099474129557893,0.0013960731484769853,-0.19591984764710088
33,-0.027688304361216172,-0.015855495801959496,-0.011832808559256981,-0.027688304361216477,-0.2902233787255935
34,-0.1072745485790265,0.013351709616390855,-0.1206262581954176,-0.10727454857902674,0.24439258756754065
35,0.037790404803644095,-0.016566858673363192,0.05435726347700745,0.03779040480364426,-0.30324131000476445
36,0.02725508990999011,-0.016941358388957158,0.04419644829894744,0.027255089909990284,-0.31009621523883807
37,-0.07840030166693952,0.02508009472606197,-0.10348039639300147,-0.0784003016669395,0.4590578225623846
38,-0.030327890087304448,0.02269828359000776,-0.053026173677312,-0.03032789008730424,0.41546622474575734
39,0.048512822284206725,-0.013008698629619621,0.061521520913826594,0.048512822284206975,-0.23811568923465215
40,-0.049101475807634944,0.022801574019310787,-0.07190304982694548,-0.049101475807634694,0.41735424600001164
41,0.019498968057271804,-0.015118476597126056,0.034617444654397485,0.01949896805727143,-0.2767336303106218
42,0.0389274128317845,-0.013343632265466511,0.05227104509725063,0.03892741283178412,-0.2442467417209568
43,0.04268817482865783,-0.01879865873873739,0.06148683356739516,0.04268817482865778,-0.34409323507926476
