Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Randomise questionnaire elements?,Question Key,Response
4,1673632758309,13/01/2023 17:59:18,1673632757842,-5,13/01/2023 12:59:17,109726,5,questionnaire-1swd,,26371188,BLIND,7784421,,complete,dfdplv,3WR9XG3T63B8XJR36ZDI3M8KGQS74S,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1287x697,,Consent_Form,2,No,Consent3,1
5,1673632758309,13/01/2023 17:59:18,1673632757843,-5,13/01/2023 12:59:17,109726,5,questionnaire-1swd,,26371188,BLIND,7784421,,complete,dfdplv,3WR9XG3T63B8XJR36ZDI3M8KGQS74S,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1287x697,,Consent_Form,2,No,END QUESTIONNAIRE,16172
1,1673632882765,13/01/2023 18:01:22,1673632882945,-8,13/01/2023 10:01:22,109726,5,questionnaire-1swd,,26371246,BLIND,7784432,,complete,eymdwa,30LSNF239UVVJPTCLCYR1W1VAS7I22,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1772x927,,Consent_Form,2,No,BEGIN QUESTIONNAIRE,
2,1673632938563,13/01/2023 18:02:18,1673632938778,-8,13/01/2023 10:02:18,109726,5,questionnaire-1swd,,26371246,BLIND,7784432,,complete,eymdwa,30LSNF239UVVJPTCLCYR1W1VAS7I22,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1581x899,,Consent_Form,2,No,Consent1,1
3,1673632938749,13/01/2023 18:02:18,1673632938779,-8,13/01/2023 10:02:18,109726,5,questionnaire-1swd,,26371246,BLIND,7784432,,complete,eymdwa,30LSNF239UVVJPTCLCYR1W1VAS7I22,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1581x899,,Consent_Form,2,No,Consent2,1
4,1673632938749,13/01/2023 18:02:18,1673632938779,-8,13/01/2023 10:02:18,109726,5,questionnaire-1swd,,26371246,BLIND,7784432,,complete,eymdwa,30LSNF239UVVJPTCLCYR1W1VAS7I22,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1581x899,,Consent_Form,2,No,Consent3,1
5,1673632938749,13/01/2023 18:02:18,1673632938779,-8,13/01/2023 10:02:18,109726,5,questionnaire-1swd,,26371246,BLIND,7784432,,complete,eymdwa,30LSNF239UVVJPTCLCYR1W1VAS7I22,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1581x899,,Consent_Form,2,No,END QUESTIONNAIRE,55834
1,1673635102300,13/01/2023 18:38:22,1673635102001,-5,13/01/2023 13:38:22,109726,5,questionnaire-1swd,,26371923,BLIND,7784581,,complete,ccxwtr,3WETL7AQWT88SJUGIST2VX2IBK153Q,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x657,,Consent_Form,2,No,BEGIN QUESTIONNAIRE,
2,1673635109521,13/01/2023 18:38:29,1673635109267,-5,13/01/2023 13:38:29,109726,5,questionnaire-1swd,,26371923,BLIND,7784581,,complete,ccxwtr,3WETL7AQWT88SJUGIST2VX2IBK153Q,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1349x657,,Consent_Form,2,No,Consent1,1
3,1673635110129,13/01/2023 18:38:30,1673635109269,-5,13/01/2023 13:38:29,109726,5,questionnaire-1swd,,26371923,BLIND,7784581,,complete,ccxwtr,3WETL7AQWT88SJUGIST2VX2IBK153Q,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1349x657,,Consent_Form,2,No,Consent2,1
4,1673635110129,13/01/2023 18:38:30,1673635109269,-5,13/01/2023 13:38:29,109726,5,questionnaire-1swd,,26371923,BLIND,7784581,,complete,ccxwtr,3WETL7AQWT88SJUGIST2VX2IBK153Q,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1349x657,,Consent_Form,2,No,Consent3,1
5,1673635110129,13/01/2023 18:38:30,1673635109269,-5,13/01/2023 13:38:29,109726,5,questionnaire-1swd,,26371923,BLIND,7784581,,complete,ccxwtr,3WETL7AQWT88SJUGIST2VX2IBK153Q,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1349x657,,Consent_Form,2,No,END QUESTIONNAIRE,7268
1,1673990953090,17/01/2023 21:29:13,1673990953329,-8,17/01/2023 13:29:13,109726,5,questionnaire-1swd,,26448263,BLIND,7806761,,complete,fqbtkm,3WI0P0II61SVFYUB8OCHB7TQUSEDRZ,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x969,,Consent_Form,2,No,BEGIN QUESTIONNAIRE,
2,1673990960001,17/01/2023 21:29:20,1673990960310,-8,17/01/2023 13:29:20,109726,5,questionnaire-1swd,,26448263,BLIND,7806761,,complete,fqbtkm,3WI0P0II61SVFYUB8OCHB7TQUSEDRZ,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1903x969,,Consent_Form,2,No,Consent1,1
3,1673990960215,17/01/2023 21:29:20,1673990960312,-8,17/01/2023 13:29:20,109726,5,questionnaire-1swd,,26448263,BLIND,7806761,,complete,fqbtkm,3WI0P0II61SVFYUB8OCHB7TQUSEDRZ,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1903x969,,Consent_Form,2,No,Consent2,1
4,1673990960215,17/01/2023 21:29:20,1673990960312,-8,17/01/2023 13:29:20,109726,5,questionnaire-1swd,,26448263,BLIND,7806761,,complete,fqbtkm,3WI0P0II61SVFYUB8OCHB7TQUSEDRZ,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1903x969,,Consent_Form,2,No,Consent3,1
5,1673990960215,17/01/2023 21:29:20,1673990960312,-8,17/01/2023 13:29:20,109726,5,questionnaire-1swd,,26448263,BLIND,7806761,,complete,fqbtkm,3WI0P0II61SVFYUB8OCHB7TQUSEDRZ,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1903x969,,Consent_Form,2,No,END QUESTIONNAIRE,6983
