Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,allocator-k3xu,Randomise questionnaire elements?,Question Key,Response
4,1682375417301,24/04/2023 22:30:17,1682375414018,-4,24/04/2023 18:30:14,131186,3,questionnaire-n4qg,,29071082,BLIND,8657278,,complete,,3406ce98-b471-428c-8125-a07315ee79e9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1680x1050,1680x946,,Perceived Gender/Racial Discrimination (Clone),1,Condition_InOut-gender,No,PGRD3,1
5,1682375417301,24/04/2023 22:30:17,1682375414018,-4,24/04/2023 18:30:14,131186,3,questionnaire-n4qg,,29071082,BLIND,8657278,,complete,,3406ce98-b471-428c-8125-a07315ee79e9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1680x1050,1680x946,,Perceived Gender/Racial Discrimination (Clone),1,Condition_InOut-gender,No,END QUESTIONNAIRE,15743
1,1682375403441,24/04/2023 22:30:03,1682375404225,-4,24/04/2023 18:30:04,131186,3,questionnaire-n4qg,,29071085,BLIND,8657256,,complete,,505a5300-d814-4ff5-afbc-28b72262b6b7,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1360x768,1360x617,,Perceived Gender/Racial Discrimination (Clone),1,Condition_InOut-both,No,BEGIN QUESTIONNAIRE,
2,1682375423779,24/04/2023 22:30:23,1682375424615,-4,24/04/2023 18:30:24,131186,3,questionnaire-n4qg,,29071085,BLIND,8657256,,complete,,505a5300-d814-4ff5-afbc-28b72262b6b7,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1360x768,1343x617,,Perceived Gender/Racial Discrimination (Clone),1,Condition_InOut-both,No,PGRD1,1
3,1682375423932,24/04/2023 22:30:23,1682375424616,-4,24/04/2023 18:30:24,131186,3,questionnaire-n4qg,,29071085,BLIND,8657256,,complete,,505a5300-d814-4ff5-afbc-28b72262b6b7,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1360x768,1343x617,,Perceived Gender/Racial Discrimination (Clone),1,Condition_InOut-both,No,PGRD2,1
4,1682375423932,24/04/2023 22:30:23,1682375424616,-4,24/04/2023 18:30:24,131186,3,questionnaire-n4qg,,29071085,BLIND,8657256,,complete,,505a5300-d814-4ff5-afbc-28b72262b6b7,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1360x768,1343x617,,Perceived Gender/Racial Discrimination (Clone),1,Condition_InOut-both,No,PGRD3,1
5,1682375423932,24/04/2023 22:30:23,1682375424616,-4,24/04/2023 18:30:24,131186,3,questionnaire-n4qg,,29071085,BLIND,8657256,,complete,,505a5300-d814-4ff5-afbc-28b72262b6b7,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1360x768,1343x617,,Perceived Gender/Racial Discrimination (Clone),1,Condition_InOut-both,No,END QUESTIONNAIRE,20392
1,1682375404873,24/04/2023 22:30:04,1682375404553,-4,24/04/2023 18:30:04,131186,3,questionnaire-n4qg,,29071086,BLIND,8657262,,complete,,5ce2cd91-8bce-4901-8797-97f4a6741dc9,computer,Desktop or Laptop,Windows 10,Opera 97.0.0.0,1366x768,1205x570,,Perceived Gender/Racial Discrimination (Clone),1,Condition_InIn,No,BEGIN QUESTIONNAIRE,
2,1682375437603,24/04/2023 22:30:37,1682375437329,-4,24/04/2023 18:30:37,131186,3,questionnaire-n4qg,,29071086,BLIND,8657262,,complete,,5ce2cd91-8bce-4901-8797-97f4a6741dc9,computer,Desktop or Laptop,Windows 10,Opera 97.0.0.0,1366x768,1191x570,,Perceived Gender/Racial Discrimination (Clone),1,Condition_InIn,No,PGRD1,1
3,1682375437742,24/04/2023 22:30:37,1682375437333,-4,24/04/2023 18:30:37,131186,3,questionnaire-n4qg,,29071086,BLIND,8657262,,complete,,5ce2cd91-8bce-4901-8797-97f4a6741dc9,computer,Desktop or Laptop,Windows 10,Opera 97.0.0.0,1366x768,1191x570,,Perceived Gender/Racial Discrimination (Clone),1,Condition_InIn,No,PGRD2,1
4,1682375437742,24/04/2023 22:30:37,1682375437333,-4,24/04/2023 18:30:37,131186,3,questionnaire-n4qg,,29071086,BLIND,8657262,,complete,,5ce2cd91-8bce-4901-8797-97f4a6741dc9,computer,Desktop or Laptop,Windows 10,Opera 97.0.0.0,1366x768,1191x570,,Perceived Gender/Racial Discrimination (Clone),1,Condition_InIn,No,PGRD3,1
5,1682375437742,24/04/2023 22:30:37,1682375437334,-4,24/04/2023 18:30:37,131186,3,questionnaire-n4qg,,29071086,BLIND,8657262,,complete,,5ce2cd91-8bce-4901-8797-97f4a6741dc9,computer,Desktop or Laptop,Windows 10,Opera 97.0.0.0,1366x768,1191x570,,Perceived Gender/Racial Discrimination (Clone),1,Condition_InIn,No,END QUESTIONNAIRE,32781
1,1682375413330,24/04/2023 22:30:13,1682375412846,-10,24/04/2023 12:30:12,131186,3,questionnaire-n4qg,,29071095,BLIND,8657313,,complete,,9931b29f-5d2d-42f0-8665-4d040c64e122,computer,Desktop or Laptop,Windows 10,Firefox 112.0,2176x1224,1722x1064,,Perceived Gender/Racial Discrimination (Clone),1,Condition_InOut-race,No,BEGIN QUESTIONNAIRE,
2,1682375434847,24/04/2023 22:30:34,1682375434389,-10,24/04/2023 12:30:34,131186,3,questionnaire-n4qg,,29071095,BLIND,8657313,,complete,,9931b29f-5d2d-42f0-8665-4d040c64e122,computer,Desktop or Laptop,Windows 10,Firefox 112.0,2176x1224,1722x1064,,Perceived Gender/Racial Discrimination (Clone),1,Condition_InOut-race,No,PGRD1,1
3,1682375435057,24/04/2023 22:30:35,1682375434390,-10,24/04/2023 12:30:34,131186,3,questionnaire-n4qg,,29071095,BLIND,8657313,,complete,,9931b29f-5d2d-42f0-8665-4d040c64e122,computer,Desktop or Laptop,Windows 10,Firefox 112.0,2176x1224,1722x1064,,Perceived Gender/Racial Discrimination (Clone),1,Condition_InOut-race,No,PGRD2,1
4,1682375435057,24/04/2023 22:30:35,1682375434390,-10,24/04/2023 12:30:34,131186,3,questionnaire-n4qg,,29071095,BLIND,8657313,,complete,,9931b29f-5d2d-42f0-8665-4d040c64e122,computer,Desktop or Laptop,Windows 10,Firefox 112.0,2176x1224,1722x1064,,Perceived Gender/Racial Discrimination (Clone),1,Condition_InOut-race,No,PGRD3,1
5,1682375435057,24/04/2023 22:30:35,1682375434390,-10,24/04/2023 12:30:34,131186,3,questionnaire-n4qg,,29071095,BLIND,8657313,,complete,,9931b29f-5d2d-42f0-8665-4d040c64e122,computer,Desktop or Laptop,Windows 10,Firefox 112.0,2176x1224,1722x1064,,Perceived Gender/Racial Discrimination (Clone),1,Condition_InOut-race,No,END QUESTIONNAIRE,21544
1,1682375419431,24/04/2023 22:30:19,1682375419441,-4,24/04/2023 18:30:19,131186,3,questionnaire-n4qg,,29071101,BLIND,8657355,,complete,,f8b3c8de-8dcc-4d7a-9a4a-7f9b53fdf74b,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 111.0.0.0,1920x1080,1920x977,,Perceived Gender/Racial Discrimination (Clone),1,Condition_InOut-race,No,BEGIN QUESTIONNAIRE,
2,1682375433689,24/04/2023 22:30:33,1682375433556,-4,24/04/2023 18:30:33,131186,3,questionnaire-n4qg,,29071101,BLIND,8657355,,complete,,f8b3c8de-8dcc-4d7a-9a4a-7f9b53fdf74b,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 111.0.0.0,1920x1080,1920x977,,Perceived Gender/Racial Discrimination (Clone),1,Condition_InOut-race,No,PGRD1,1
3,1682375433841,24/04/2023 22:30:33,1682375433559,-4,24/04/2023 18:30:33,131186,3,questionnaire-n4qg,,29071101,BLIND,8657355,,complete,,f8b3c8de-8dcc-4d7a-9a4a-7f9b53fdf74b,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 111.0.0.0,1920x1080,1920x977,,Perceived Gender/Racial Discrimination (Clone),1,Condition_InOut-race,No,PGRD2,1
4,1682375433841,24/04/2023 22:30:33,1682375433559,-4,24/04/2023 18:30:33,131186,3,questionnaire-n4qg,,29071101,BLIND,8657355,,complete,,f8b3c8de-8dcc-4d7a-9a4a-7f9b53fdf74b,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 111.0.0.0,1920x1080,1920x977,,Perceived Gender/Racial Discrimination (Clone),1,Condition_InOut-race,No,PGRD3,1
5,1682375433841,24/04/2023 22:30:33,1682375433560,-4,24/04/2023 18:30:33,131186,3,questionnaire-n4qg,,29071101,BLIND,8657355,,complete,,f8b3c8de-8dcc-4d7a-9a4a-7f9b53fdf74b,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 111.0.0.0,1920x1080,1920x977,,Perceived Gender/Racial Discrimination (Clone),1,Condition_InOut-race,No,END QUESTIONNAIRE,14120
1,1682375423223,24/04/2023 22:30:23,1682375422944,-7,24/04/2023 15:30:22,131186,3,questionnaire-n4qg,,29071103,BLIND,8657294,,complete,,b08337e2-11b8-40f9-a6be-6c0b695e290a,computer,Desktop or Laptop,Windows 10,Firefox 108.0,1680x1050,1680x925,,Perceived Gender/Racial Discrimination (Clone),1,Condition_InOut-both,No,BEGIN QUESTIONNAIRE,
2,1682375437533,24/04/2023 22:30:37,1682375437306,-7,24/04/2023 15:30:37,131186,3,questionnaire-n4qg,,29071103,BLIND,8657294,,complete,,b08337e2-11b8-40f9-a6be-6c0b695e290a,computer,Desktop or Laptop,Windows 10,Firefox 108.0,1680x1050,1680x925,,Perceived Gender/Racial Discrimination (Clone),1,Condition_InOut-both,No,PGRD1,2
3,1682375437728,24/04/2023 22:30:37,1682375437307,-7,24/04/2023 15:30:37,131186,3,questionnaire-n4qg,,29071103,BLIND,8657294,,complete,,b08337e2-11b8-40f9-a6be-6c0b695e290a,computer,Desktop or Laptop,Windows 10,Firefox 108.0,1680x1050,1680x925,,Perceived Gender/Racial Discrimination (Clone),1,Condition_InOut-both,No,PGRD2,2
4,1682375437728,24/04/2023 22:30:37,1682375437307,-7,24/04/2023 15:30:37,131186,3,questionnaire-n4qg,,29071103,BLIND,8657294,,complete,,b08337e2-11b8-40f9-a6be-6c0b695e290a,computer,Desktop or Laptop,Windows 10,Firefox 108.0,1680x1050,1680x925,,Perceived Gender/Racial Discrimination (Clone),1,Condition_InOut-both,No,PGRD3,2
5,1682375437728,24/04/2023 22:30:37,1682375437307,-7,24/04/2023 15:30:37,131186,3,questionnaire-n4qg,,29071103,BLIND,8657294,,complete,,b08337e2-11b8-40f9-a6be-6c0b695e290a,computer,Desktop or Laptop,Windows 10,Firefox 108.0,1680x1050,1680x925,,Perceived Gender/Racial Discrimination (Clone),1,Condition_InOut-both,No,END QUESTIONNAIRE,14363
1,1682375424052,24/04/2023 22:30:24,1682375420616,-4,24/04/2023 18:30:20,131186,3,questionnaire-n4qg,,29071104,BLIND,8657300,,complete,,f5cd1fbe-fa14-4407-8884-138e16f9a0d8,computer,Desktop or Laptop,Windows 10,Edge 112.0.1722.58,1920x1080,1920x979,,Perceived Gender/Racial Discrimination (Clone),1,Condition_InIn,No,BEGIN QUESTIONNAIRE,
2,1682375446895,24/04/2023 22:30:46,1682375443507,-4,24/04/2023 18:30:43,131186,3,questionnaire-n4qg,,29071104,BLIND,8657300,,complete,,f5cd1fbe-fa14-4407-8884-138e16f9a0d8,computer,Desktop or Laptop,Windows 10,Edge 112.0.1722.58,1920x1080,1920x979,,Perceived Gender/Racial Discrimination (Clone),1,Condition_InIn,No,PGRD1,1
3,1682375447023,24/04/2023 22:30:47,1682375443508,-4,24/04/2023 18:30:43,131186,3,questionnaire-n4qg,,29071104,BLIND,8657300,,complete,,f5cd1fbe-fa14-4407-8884-138e16f9a0d8,computer,Desktop or Laptop,Windows 10,Edge 112.0.1722.58,1920x1080,1920x979,,Perceived Gender/Racial Discrimination (Clone),1,Condition_InIn,No,PGRD2,1
4,1682375447023,24/04/2023 22:30:47,1682375443508,-4,24/04/2023 18:30:43,131186,3,questionnaire-n4qg,,29071104,BLIND,8657300,,complete,,f5cd1fbe-fa14-4407-8884-138e16f9a0d8,computer,Desktop or Laptop,Windows 10,Edge 112.0.1722.58,1920x1080,1920x979,,Perceived Gender/Racial Discrimination (Clone),1,Condition_InIn,No,PGRD3,1
5,1682375447023,24/04/2023 22:30:47,1682375443508,-4,24/04/2023 18:30:43,131186,3,questionnaire-n4qg,,29071104,BLIND,8657300,,complete,,f5cd1fbe-fa14-4407-8884-138e16f9a0d8,computer,Desktop or Laptop,Windows 10,Edge 112.0.1722.58,1920x1080,1920x979,,Perceived Gender/Racial Discrimination (Clone),1,Condition_InIn,No,END QUESTIONNAIRE,22892
1,1682375424572,24/04/2023 22:30:24,1682375424373,-4,24/04/2023 18:30:24,131186,3,questionnaire-n4qg,,29071105,BLIND,8657274,,complete,,9bea2f37-f822-48f9-8ca0-e42331c7687b,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1920x1080,1920x975,,Perceived Gender/Racial Discrimination (Clone),1,Condition_InOut-both,No,BEGIN QUESTIONNAIRE,
2,1682375451809,24/04/2023 22:30:51,1682375451659,-4,24/04/2023 18:30:51,131186,3,questionnaire-n4qg,,29071105,BLIND,8657274,,complete,,9bea2f37-f822-48f9-8ca0-e42331c7687b,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1920x1080,1920x975,,Perceived Gender/Racial Discrimination (Clone),1,Condition_InOut-both,No,PGRD1,2
3,1682375451983,24/04/2023 22:30:51,1682375451660,-4,24/04/2023 18:30:51,131186,3,questionnaire-n4qg,,29071105,BLIND,8657274,,complete,,9bea2f37-f822-48f9-8ca0-e42331c7687b,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1920x1080,1920x975,,Perceived Gender/Racial Discrimination (Clone),1,Condition_InOut-both,No,PGRD2,1
4,1682375451983,24/04/2023 22:30:51,1682375451660,-4,24/04/2023 18:30:51,131186,3,questionnaire-n4qg,,29071105,BLIND,8657274,,complete,,9bea2f37-f822-48f9-8ca0-e42331c7687b,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1920x1080,1920x975,,Perceived Gender/Racial Discrimination (Clone),1,Condition_InOut-both,No,PGRD3,1
