Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9ku2,Randomise questionnaire elements?,Question Key,Response
5,1.67407E+12,18/01/2023 20:33:59,1.67407E+12,-5,18/01/2023 15:33:59,110083,9,questionnaire-fldq,,26470248,BLIND,7814313,,complete,dlnafn,3X66WABAJ2TEIEB8TSBHD8ZYD973GU,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1349x657,,Socioenvironmental Concept Interaction,4,NonBlackIdentity,No,SEE4,6
6,1.67407E+12,18/01/2023 20:33:59,1.67407E+12,-5,18/01/2023 15:33:59,110083,9,questionnaire-fldq,,26470248,BLIND,7814313,,complete,dlnafn,3X66WABAJ2TEIEB8TSBHD8ZYD973GU,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1349x657,,Socioenvironmental Concept Interaction,4,NonBlackIdentity,No,SEE5,6
7,1.67407E+12,18/01/2023 20:33:59,1.67407E+12,-5,18/01/2023 15:33:59,110083,9,questionnaire-fldq,,26470248,BLIND,7814313,,complete,dlnafn,3X66WABAJ2TEIEB8TSBHD8ZYD973GU,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1349x657,,Socioenvironmental Concept Interaction,4,NonBlackIdentity,No,SEE6,6
8,1.67407E+12,18/01/2023 20:33:59,1.67407E+12,-5,18/01/2023 15:33:59,110083,9,questionnaire-fldq,,26470248,BLIND,7814313,,complete,dlnafn,3X66WABAJ2TEIEB8TSBHD8ZYD973GU,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1349x657,,Socioenvironmental Concept Interaction,4,NonBlackIdentity,No,SEE7,6
9,1.67407E+12,18/01/2023 20:33:59,1.67407E+12,-5,18/01/2023 15:33:59,110083,9,questionnaire-fldq,,26470248,BLIND,7814313,,complete,dlnafn,3X66WABAJ2TEIEB8TSBHD8ZYD973GU,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1349x657,,Socioenvironmental Concept Interaction,4,NonBlackIdentity,No,SEE8,6
10,1.67407E+12,18/01/2023 20:33:59,1.67407E+12,-5,18/01/2023 15:33:59,110083,9,questionnaire-fldq,,26470248,BLIND,7814313,,complete,dlnafn,3X66WABAJ2TEIEB8TSBHD8ZYD973GU,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1349x657,,Socioenvironmental Concept Interaction,4,NonBlackIdentity,No,SEE9,6
11,1.67407E+12,18/01/2023 20:33:59,1.67407E+12,-5,18/01/2023 15:33:59,110083,9,questionnaire-fldq,,26470248,BLIND,7814313,,complete,dlnafn,3X66WABAJ2TEIEB8TSBHD8ZYD973GU,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1349x657,,Socioenvironmental Concept Interaction,4,NonBlackIdentity,No,SEE10,6
12,1.67407E+12,18/01/2023 20:33:59,1.67407E+12,-5,18/01/2023 15:33:59,110083,9,questionnaire-fldq,,26470248,BLIND,7814313,,complete,dlnafn,3X66WABAJ2TEIEB8TSBHD8ZYD973GU,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1349x657,,Socioenvironmental Concept Interaction,4,NonBlackIdentity,No,SEF1,6
13,1.67407E+12,18/01/2023 20:33:59,1.67407E+12,-5,18/01/2023 15:33:59,110083,9,questionnaire-fldq,,26470248,BLIND,7814313,,complete,dlnafn,3X66WABAJ2TEIEB8TSBHD8ZYD973GU,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1349x657,,Socioenvironmental Concept Interaction,4,NonBlackIdentity,No,SEF2,6
14,1.67407E+12,18/01/2023 20:33:59,1.67407E+12,-5,18/01/2023 15:33:59,110083,9,questionnaire-fldq,,26470248,BLIND,7814313,,complete,dlnafn,3X66WABAJ2TEIEB8TSBHD8ZYD973GU,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1349x657,,Socioenvironmental Concept Interaction,4,NonBlackIdentity,No,SEF3,6
