Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9ku2,Randomise questionnaire elements?,Question Key,Response
13,1.67407E+12,18/01/2023 20:35:36,1.67407E+12,-5,18/01/2023 15:35:35,110083,9,questionnaire-olq6,,26470311,BLIND,7814313,,complete,dlnafn,3X66WABAJ2TEIEB8TSBHD8ZYD973GU,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x657,,Purpose/Comfort Exit Questions,3,NonBlackIdentity,No,comf_blanket,6
14,1.67407E+12,18/01/2023 20:35:36,1.67407E+12,-5,18/01/2023 15:35:35,110083,9,questionnaire-olq6,,26470311,BLIND,7814313,,complete,dlnafn,3X66WABAJ2TEIEB8TSBHD8ZYD973GU,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x657,,Purpose/Comfort Exit Questions,3,NonBlackIdentity,No,comf_media,6
15,1.67407E+12,18/01/2023 20:35:36,1.67407E+12,-5,18/01/2023 15:35:35,110083,9,questionnaire-olq6,,26470311,BLIND,7814313,,complete,dlnafn,3X66WABAJ2TEIEB8TSBHD8ZYD973GU,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x657,,Purpose/Comfort Exit Questions,3,NonBlackIdentity,No,comf_knife,6
16,1.67407E+12,18/01/2023 20:35:36,1.67407E+12,-5,18/01/2023 15:35:35,110083,9,questionnaire-olq6,,26470311,BLIND,7814313,,complete,dlnafn,3X66WABAJ2TEIEB8TSBHD8ZYD973GU,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x657,,Purpose/Comfort Exit Questions,3,NonBlackIdentity,No,comf_voting,6
17,1.67407E+12,18/01/2023 20:35:36,1.67407E+12,-5,18/01/2023 15:35:35,110083,9,questionnaire-olq6,,26470311,BLIND,7814313,,complete,dlnafn,3X66WABAJ2TEIEB8TSBHD8ZYD973GU,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x657,,Purpose/Comfort Exit Questions,3,NonBlackIdentity,No,OpenEnded,Well
18,1.67407E+12,18/01/2023 20:35:36,1.67407E+12,-5,18/01/2023 15:35:35,110083,9,questionnaire-olq6,,26470311,BLIND,7814313,,complete,dlnafn,3X66WABAJ2TEIEB8TSBHD8ZYD973GU,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x657,,Purpose/Comfort Exit Questions,3,NonBlackIdentity,No,END QUESTIONNAIRE,27278
1,1.67407E+12,18/01/2023 20:35:10,1.67407E+12,-5,18/01/2023 15:35:10,110083,9,questionnaire-olq6,,26470317,BLIND,7814340,,complete,ayzbgp,38F71OA9GZ79Q0NNOQAERM8SCLOMFU,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1600x900,1167x574,,Purpose/Comfort Exit Questions,3,NonBlackIdentity,No,BEGIN QUESTIONNAIRE,
2,1.67407E+12,18/01/2023 20:35:50,1.67407E+12,-5,18/01/2023 15:35:50,110083,9,questionnaire-olq6,,26470317,BLIND,7814340,,complete,ayzbgp,38F71OA9GZ79Q0NNOQAERM8SCLOMFU,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1600x900,1167x574,,Purpose/Comfort Exit Questions,3,NonBlackIdentity,No,comf_religion,3
3,1.67407E+12,18/01/2023 20:35:50,1.67407E+12,-5,18/01/2023 15:35:50,110083,9,questionnaire-olq6,,26470317,BLIND,7814340,,complete,ayzbgp,38F71OA9GZ79Q0NNOQAERM8SCLOMFU,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1600x900,1167x574,,Purpose/Comfort Exit Questions,3,NonBlackIdentity,No,comf_science,6
4,1.67407E+12,18/01/2023 20:35:50,1.67407E+12,-5,18/01/2023 15:35:50,110083,9,questionnaire-olq6,,26470317,BLIND,7814340,,complete,ayzbgp,38F71OA9GZ79Q0NNOQAERM8SCLOMFU,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1600x900,1167x574,,Purpose/Comfort Exit Questions,3,NonBlackIdentity,No,comf_puppy,7
5,1.67407E+12,18/01/2023 20:35:50,1.67407E+12,-5,18/01/2023 15:35:50,110083,9,questionnaire-olq6,,26470317,BLIND,7814340,,complete,ayzbgp,38F71OA9GZ79Q0NNOQAERM8SCLOMFU,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1600x900,1167x574,,Purpose/Comfort Exit Questions,3,NonBlackIdentity,No,comf_healthcare,6
6,1.67407E+12,18/01/2023 20:35:50,1.67407E+12,-5,18/01/2023 15:35:50,110083,9,questionnaire-olq6,,26470317,BLIND,7814340,,complete,ayzbgp,38F71OA9GZ79Q0NNOQAERM8SCLOMFU,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1600x900,1167x574,,Purpose/Comfort Exit Questions,3,NonBlackIdentity,No,comf_community,5
7,1.67407E+12,18/01/2023 20:35:50,1.67407E+12,-5,18/01/2023 15:35:50,110083,9,questionnaire-olq6,,26470317,BLIND,7814340,,complete,ayzbgp,38F71OA9GZ79Q0NNOQAERM8SCLOMFU,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1600x900,1167x574,,Purpose/Comfort Exit Questions,3,NonBlackIdentity,No,comf_spider,5
8,1.67407E+12,18/01/2023 20:35:50,1.67407E+12,-5,18/01/2023 15:35:50,110083,9,questionnaire-olq6,,26470317,BLIND,7814340,,complete,ayzbgp,38F71OA9GZ79Q0NNOQAERM8SCLOMFU,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1600x900,1167x574,,Purpose/Comfort Exit Questions,3,NonBlackIdentity,No,comf_firefighter,6
9,1.67407E+12,18/01/2023 20:35:50,1.67407E+12,-5,18/01/2023 15:35:50,110083,9,questionnaire-olq6,,26470317,BLIND,7814340,,complete,ayzbgp,38F71OA9GZ79Q0NNOQAERM8SCLOMFU,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1600x900,1167x574,,Purpose/Comfort Exit Questions,3,NonBlackIdentity,No,comf_police,6
10,1.67407E+12,18/01/2023 20:35:50,1.67407E+12,-5,18/01/2023 15:35:50,110083,9,questionnaire-olq6,,26470317,BLIND,7814340,,complete,ayzbgp,38F71OA9GZ79Q0NNOQAERM8SCLOMFU,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1600x900,1167x574,,Purpose/Comfort Exit Questions,3,NonBlackIdentity,No,comf_kitten,6
