Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9ku2,Randomise questionnaire elements?,Question Key,Response
3,1674074276076,18/01/2023 20:37:56,1674074276476,-5,18/01/2023 15:37:56,110083,9,questionnaire-dmpk,,26470437,BLIND,7814301,,complete,giqzdt,3NGMS9VZTRT3KQV62361WWOJFKBFFF,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1600x900,1584x789,,"Ethnic Identity 7-point scale - Sidanius et al., 2008",1,NonBlackIdentity,No,EIS2,1
4,1674074276076,18/01/2023 20:37:56,1674074276476,-5,18/01/2023 15:37:56,110083,9,questionnaire-dmpk,,26470437,BLIND,7814301,,complete,giqzdt,3NGMS9VZTRT3KQV62361WWOJFKBFFF,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1600x900,1584x789,,"Ethnic Identity 7-point scale - Sidanius et al., 2008",1,NonBlackIdentity,No,EIS3,1
5,1674074276076,18/01/2023 20:37:56,1674074276476,-5,18/01/2023 15:37:56,110083,9,questionnaire-dmpk,,26470437,BLIND,7814301,,complete,giqzdt,3NGMS9VZTRT3KQV62361WWOJFKBFFF,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1600x900,1584x789,,"Ethnic Identity 7-point scale - Sidanius et al., 2008",1,NonBlackIdentity,No,EIS4,1
6,1674074276076,18/01/2023 20:37:56,1674074276476,-5,18/01/2023 15:37:56,110083,9,questionnaire-dmpk,,26470437,BLIND,7814301,,complete,giqzdt,3NGMS9VZTRT3KQV62361WWOJFKBFFF,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1600x900,1584x789,,"Ethnic Identity 7-point scale - Sidanius et al., 2008",1,NonBlackIdentity,No,END QUESTIONNAIRE,9307
1,1674074281841,18/01/2023 20:38:01,1674074281557,-8,18/01/2023 12:38:01,110083,9,questionnaire-dmpk,,26470445,BLIND,7814381,,complete,owxsre,3V26SBZTBJPFUOD64RUF2GKJ3UZZZB,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1600x900,1600x789,,"Ethnic Identity 7-point scale - Sidanius et al., 2008",1,NonBlackIdentity,No,BEGIN QUESTIONNAIRE,
2,1674074290918,18/01/2023 20:38:10,1674074288768,-8,18/01/2023 12:38:08,110083,9,questionnaire-dmpk,,26470445,BLIND,7814381,,complete,owxsre,3V26SBZTBJPFUOD64RUF2GKJ3UZZZB,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1600x900,1583x789,,"Ethnic Identity 7-point scale - Sidanius et al., 2008",1,NonBlackIdentity,No,EIS1,3
3,1674074291692,18/01/2023 20:38:11,1674074288772,-8,18/01/2023 12:38:08,110083,9,questionnaire-dmpk,,26470445,BLIND,7814381,,complete,owxsre,3V26SBZTBJPFUOD64RUF2GKJ3UZZZB,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1600x900,1583x789,,"Ethnic Identity 7-point scale - Sidanius et al., 2008",1,NonBlackIdentity,No,EIS2,4
4,1674074291692,18/01/2023 20:38:11,1674074288772,-8,18/01/2023 12:38:08,110083,9,questionnaire-dmpk,,26470445,BLIND,7814381,,complete,owxsre,3V26SBZTBJPFUOD64RUF2GKJ3UZZZB,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1600x900,1583x789,,"Ethnic Identity 7-point scale - Sidanius et al., 2008",1,NonBlackIdentity,No,EIS3,5
5,1674074291692,18/01/2023 20:38:11,1674074288772,-8,18/01/2023 12:38:08,110083,9,questionnaire-dmpk,,26470445,BLIND,7814381,,complete,owxsre,3V26SBZTBJPFUOD64RUF2GKJ3UZZZB,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1600x900,1583x789,,"Ethnic Identity 7-point scale - Sidanius et al., 2008",1,NonBlackIdentity,No,EIS4,4
6,1674074291692,18/01/2023 20:38:11,1674074288773,-8,18/01/2023 12:38:08,110083,9,questionnaire-dmpk,,26470445,BLIND,7814381,,complete,owxsre,3V26SBZTBJPFUOD64RUF2GKJ3UZZZB,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1600x900,1583x789,,"Ethnic Identity 7-point scale - Sidanius et al., 2008",1,NonBlackIdentity,No,END QUESTIONNAIRE,7215
1,1674074280256,18/01/2023 20:38:00,1674074279768,-9,18/01/2023 11:37:59,110083,9,questionnaire-dmpk,,26470449,BLIND,7814307,,complete,pcbfxq,3YDGXNSEO55K7VOUA84CV0A63QQ480,computer,Desktop or Laptop,Chromium OS 15183.59.0,Chrome 108.0.0.0,1616x909,1616x759,,"Ethnic Identity 7-point scale - Sidanius et al., 2008",1,NonBlackIdentity,No,BEGIN QUESTIONNAIRE,
2,1674074295629,18/01/2023 20:38:15,1674074294761,-9,18/01/2023 11:38:14,110083,9,questionnaire-dmpk,,26470449,BLIND,7814307,,complete,pcbfxq,3YDGXNSEO55K7VOUA84CV0A63QQ480,computer,Desktop or Laptop,Chromium OS 15183.59.0,Chrome 108.0.0.0,1616x909,1616x759,,"Ethnic Identity 7-point scale - Sidanius et al., 2008",1,NonBlackIdentity,No,EIS1,2
3,1674074295966,18/01/2023 20:38:15,1674074294763,-9,18/01/2023 11:38:14,110083,9,questionnaire-dmpk,,26470449,BLIND,7814307,,complete,pcbfxq,3YDGXNSEO55K7VOUA84CV0A63QQ480,computer,Desktop or Laptop,Chromium OS 15183.59.0,Chrome 108.0.0.0,1616x909,1616x759,,"Ethnic Identity 7-point scale - Sidanius et al., 2008",1,NonBlackIdentity,No,EIS2,1
4,1674074295966,18/01/2023 20:38:15,1674074294764,-9,18/01/2023 11:38:14,110083,9,questionnaire-dmpk,,26470449,BLIND,7814307,,complete,pcbfxq,3YDGXNSEO55K7VOUA84CV0A63QQ480,computer,Desktop or Laptop,Chromium OS 15183.59.0,Chrome 108.0.0.0,1616x909,1616x759,,"Ethnic Identity 7-point scale - Sidanius et al., 2008",1,NonBlackIdentity,No,EIS3,2
5,1674074295966,18/01/2023 20:38:15,1674074294764,-9,18/01/2023 11:38:14,110083,9,questionnaire-dmpk,,26470449,BLIND,7814307,,complete,pcbfxq,3YDGXNSEO55K7VOUA84CV0A63QQ480,computer,Desktop or Laptop,Chromium OS 15183.59.0,Chrome 108.0.0.0,1616x909,1616x759,,"Ethnic Identity 7-point scale - Sidanius et al., 2008",1,NonBlackIdentity,No,EIS4,2
6,1674074295966,18/01/2023 20:38:15,1674074294764,-9,18/01/2023 11:38:14,110083,9,questionnaire-dmpk,,26470449,BLIND,7814307,,complete,pcbfxq,3YDGXNSEO55K7VOUA84CV0A63QQ480,computer,Desktop or Laptop,Chromium OS 15183.59.0,Chrome 108.0.0.0,1616x909,1616x759,,"Ethnic Identity 7-point scale - Sidanius et al., 2008",1,NonBlackIdentity,No,END QUESTIONNAIRE,14996
1,1674074279165,18/01/2023 20:37:59,1674074279133,-7,18/01/2023 13:37:59,110083,9,questionnaire-dmpk,,26470450,BLIND,7814364,,complete,ytyhyc,30ZX6P7VFE6ZOY5QXYIFRBMMZNO2JM,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x714,,"Ethnic Identity 7-point scale - Sidanius et al., 2008",1,NonBlackIdentity,No,BEGIN QUESTIONNAIRE,
2,1674074291771,18/01/2023 20:38:11,1674074291767,-7,18/01/2023 13:38:11,110083,9,questionnaire-dmpk,,26470450,BLIND,7814364,,complete,ytyhyc,30ZX6P7VFE6ZOY5QXYIFRBMMZNO2JM,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1519x714,,"Ethnic Identity 7-point scale - Sidanius et al., 2008",1,NonBlackIdentity,No,EIS1,5
